id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_d_killerwife_05_16,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_16,True,,10,10,1.0,,d_w,,,,1,idle,
d_nikke_d_killerwife_05_17,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_17,True,,10,10,1.0,,,,,,1,idle,
d_nikke_d_killerwife_05_18,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_18,True,,10,10,1.0,,d_w,,,,1,surprise,
d_nikke_d_killerwife_05_19,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_19,True,,10,10,1.0,,,,,,1,surprise,
d_nikke_d_killerwife_05_20,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_20,True,,10,10,1.0,,d_w,,,,1,shy,
d_nikke_d_killerwife_05_21,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_21,True,ShoppingMall,black,black,1.0,,,,,,1,idle,
d_nikke_d_killerwife_05_22,d_nikke_d_killerwife_05,Speech,clothstaff,Locale_NikkeEpisode:d_nikke_d_killerwife_05_22,True,,130,10,1.0,,clothstaff,,,,1,idle,
d_nikke_d_killerwife_05_23,d_nikke_d_killerwife_05,Speech,clothstaff,Locale_NikkeEpisode:d_nikke_d_killerwife_05_23,True,,10,10,1.0,,clothstaff,,,,1,idle,
d_nikke_d_killerwife_05_24,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_24,True,,10,10,1.0,,d_w,,,,1,shy,
d_nikke_d_killerwife_05_25,d_nikke_d_killerwife_05,Speech,clothstaff,Locale_NikkeEpisode:d_nikke_d_killerwife_05_25,True,,10,10,1.0,,clothstaff,,,,1,shy,
d_nikke_d_killerwife_05_26,d_nikke_d_killerwife_05,Self,clothstaff,Locale_NikkeEpisode:d_nikke_d_killerwife_05_26,True,,10,10,1.0,,,,,,1,shy,
d_nikke_d_killerwife_05_27,d_nikke_d_killerwife_05,Speech,clothstaff,Locale_NikkeEpisode:d_nikke_d_killerwife_05_27,True,,10,10,1.0,,clothstaff,,,,1,surprise,
d_nikke_d_killerwife_05_28,d_nikke_d_killerwife_05,Speech,clothstaff,Locale_NikkeEpisode:d_nikke_d_killerwife_05_28,True,,10,10,1.0,,clothstaff,,,,1,surprise,
d_nikke_d_killerwife_05_29,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_29,True,,10,10,1.0,,,,,,1,surprise,
d_nikke_d_killerwife_05_30,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_30,True,,10,10,1.0,,d_w,,,,1,surprise,
d_nikke_d_killerwife_05_31,d_nikke_d_killerwife_05,Speech,clothstaff,Locale_NikkeEpisode:d_nikke_d_killerwife_05_31,True,,10,10,1.0,,clothstaff,,,,1,surprise,
d_nikke_d_killerwife_05_32,d_nikke_d_killerwife_05,Speech,clothstaff,Locale_NikkeEpisode:d_nikke_d_killerwife_05_32,True,,10,10,1.0,,clothstaff,,,,1,surprise,
d_nikke_d_killerwife_05_33,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_33,True,,10,10,1.0,,,,,,1,surprise,
d_nikke_d_killerwife_05_34,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_34,True,,10,100,1.0,,d_w,,,,1,sad,
d_nikke_d_killerwife_05_35,d_nikke_d_killerwife_05,Speech,clothstaff,Locale_NikkeEpisode:d_nikke_d_killerwife_05_35,True,,100,100,1.0,,clothstaff,,,,1,sad,
d_nikke_d_killerwife_05_36,d_nikke_d_killerwife_05,Speech,clothstaff,Locale_NikkeEpisode:d_nikke_d_killerwife_05_36,True,,100,100,1.0,,clothstaff,,,,1,sad,
d_nikke_d_killerwife_05_37,d_nikke_d_killerwife_05,Speech,clothstaff,Locale_NikkeEpisode:d_nikke_d_killerwife_05_37,True,,100,100,1.0,,clothstaff,,,,1,sad,
d_nikke_d_killerwife_05_38,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_38,True,,100,100,1.0,,d_w,,,,1,sad,
d_nikke_d_killerwife_05_39,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_39,True,,100,100,1.0,,,,,,1,sad,
d_nikke_d_killerwife_05_40,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_40,True,,100,100,1.0,,d_w,,,,1,void,
d_nikke_d_killerwife_05_41,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_41,True,,100,100,1.0,,,,,,1,void,
d_nikke_d_killerwife_05_42,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_42,True,,100,100,1.0,,d_w,,,,1,void,
d_nikke_d_killerwife_05_43,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_43,True,,100,100,1.0,,d_w,,,,1,good,
d_nikke_d_killerwife_05_44,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_44,True,City,black,black,1.0,,,,,,1,good,
d_nikke_d_killerwife_05_45,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_45,True,,1500,1500,1.0,,,,,,1,idle,
d_nikke_d_killerwife_05_46,d_nikke_d_killerwife_05,Speech,flowerstaff,Locale_NikkeEpisode:d_nikke_d_killerwife_05_46,True,,1500,1500,1.0,,flowerstaff,,,,1,surprise,
d_nikke_d_killerwife_05_47,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_47,True,,1500,100,2.0,,d_w,,,,1,void,
d_nikke_d_killerwife_05_48,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_48,True,,100,100,1.0,,d_w,,,,1,void,
d_nikke_d_killerwife_05_49,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_49,True,,100,100,1.0,,d_w,,,,1,sad,
d_nikke_d_killerwife_05_50,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_50,True,,100,100,1.0,,,,,,1,sad,
d_nikke_d_killerwife_05_51,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_51,True,,100,100,1.0,,d_w,,,,1,sad,
d_nikke_d_killerwife_05_52,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_52,True,,100,100,1.0,,d_w,,,,1,sad,
d_nikke_d_killerwife_05_53,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_53,True,,100,100,1.0,,,,,,1,sad,
d_nikke_d_killerwife_05_54,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_54,True,,100,100,1.0,,d_w,,,,1,void,
d_nikke_d_killerwife_05_55,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_55,True,,100,100,1.0,,,,,,1,void,
d_nikke_d_killerwife_05_56,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_56,True,,100,100,1.0,,,,,,1,void,
d_nikke_d_killerwife_05_57,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_57,True,,100,100,1.0,,d_w,,,,1,sad,
d_nikke_d_killerwife_05_58,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_58,True,,100,100,1.0,,,,,,1,sad,
d_nikke_d_killerwife_05_59,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_59,True,,100,10,1.0,,d_w,,,,1,idle,
d_nikke_d_killerwife_05_60,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_60,True,,10,10,1.0,,d_w,,,,1,idle,
d_nikke_d_killerwife_05_61,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_61,True,,black,black,1.0,,,,,,1,idle,
d_nikke_d_killerwife_05_62,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_62,True,Park_n,black,black,1.0,none,,,,,1,idle,
d_nikke_d_killerwife_05_63,d_nikke_d_killerwife_05,Narration,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_63,True,,1,1,1.0,,,sfx_scn_smallalarm,black,,1,special,
d_nikke_d_killerwife_05_64,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_64,True,,1,1,1.0,,,,,,1,special,
d_nikke_d_killerwife_05_65,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_65,True,,1,10,2.0,,d_w,,,,1,special,
d_nikke_d_killerwife_05_66,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_66,True,,10,10,1.0,,,,,,1,special,
d_nikke_d_killerwife_05_67,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_67,True,,10,10,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_68,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_68,True,,10,10,1.0,,d_w,,,,1,special,
d_nikke_d_killerwife_05_69,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_69,True,,10,10,1.0,,d_w,,,,1,special,
d_nikke_d_killerwife_05_70,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_70,True,,10,10,1.0,,,,,,1,special,
d_nikke_d_killerwife_05_71,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_71,True,,10,10,1.0,bgm_story_weare,d_w,,,,1,special,
d_nikke_d_killerwife_05_72,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_72,True,,10,10,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_73,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_73,True,,10,10,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_74,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_74,True,,10,10,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_75,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_75,True,,10,10,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_76,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_76,True,,10,10,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_77,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_77,True,,10,10,1.0,,,,,,1,think,
d_nikke_d_killerwife_05_78,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_78,True,,10,10,1.0,,,,,,1,think,
d_nikke_d_killerwife_05_79,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_79,True,,10,10,1.0,,d_w,,,,1,special,
d_nikke_d_killerwife_05_80,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_80,True,,10,10,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_81,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_81,True,,10,10,1.0,,,,,,1,think,
d_nikke_d_killerwife_05_82,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_82,True,,10,10,1.0,,d_w,,,,1,special,
d_nikke_d_killerwife_05_83,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_83,True,,10,10,1.0,,d_w,,,,1,special,
d_nikke_d_killerwife_05_84,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_84,True,,10,10,1.0,,d_w,,,,1,special,
d_nikke_d_killerwife_05_85,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_85,True,,10,10,1.0,,,,,,1,special,
d_nikke_d_killerwife_05_86,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_86,True,,10,10,1.0,,d_w,,,,1,special,
d_nikke_d_killerwife_05_87,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_87,True,,10,10,1.0,,,,,,1,special,
d_nikke_d_killerwife_05_88,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_88,True,,10,100,1.0,,,,,,1,void,
d_nikke_d_killerwife_05_89,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_89,True,,100,100,1.0,,d_w,,,,1,void,
d_nikke_d_killerwife_05_90,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_90,True,,100,100,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_91,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_91,True,,100,100,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_92,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_92,True,,100,100,1.0,,,,,,1,void,
d_nikke_d_killerwife_05_93,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_93,True,,100,100,1.0,,d_w,,,,1,void,
d_nikke_d_killerwife_05_94,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_94,True,,100,100,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_95,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_95,True,,100,100,1.0,,,,,,1,think,
d_nikke_d_killerwife_05_96,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_96,True,,100,100,1.0,,d_w,,,,1,void,
d_nikke_d_killerwife_05_97,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_97,True,,100,100,1.0,,,,,,1,void,
d_nikke_d_killerwife_05_98,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_98,True,,100,100,1.0,,,,,,1,void,
d_nikke_d_killerwife_05_99,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_99,True,,100,100,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_100,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_100,True,,100,100,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_101,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_101,True,,100,100,1.0,,,,,,1,think,
d_nikke_d_killerwife_05_102,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_102,True,,100,100,1.0,,,,,,1,think,
d_nikke_d_killerwife_05_103,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_103,True,,100,100,1.0,,d_w,,,,1,void,
d_nikke_d_killerwife_05_104,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_104,True,,100,100,1.0,,,,,,1,void,
d_nikke_d_killerwife_05_105,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_105,True,,100,100,1.0,,,,,,1,void,
d_nikke_d_killerwife_05_106,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_106,True,,100,100,1.0,,d_w,,,,1,void,
d_nikke_d_killerwife_05_107,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_107,True,,100,10,2.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_108,d_nikke_d_killerwife_05,Narration,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_108,True,,10,10,1.0,,,,,,1,think,
d_nikke_d_killerwife_05_109,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_109,True,,10,10,1.0,,,,,,1,think,
d_nikke_d_killerwife_05_110,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_110,True,,10,10,1.0,,d_w,,,,1,special,
d_nikke_d_killerwife_05_111,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_111,True,,10,10,1.0,,,,,,1,special,
d_nikke_d_killerwife_05_112,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_112,True,,10,10,1.0,,d_w,,,,1,think,
d_nikke_d_killerwife_05_113,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_113,True,,10,10,1.0,,,,,,1,think,
d_nikke_d_killerwife_05_114,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_114,True,,10,150,3.0,,,,,,15,think,
d_nikke_d_killerwife_05_115,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_115,True,,150,150,1.0,,d_w,,,,15,think,
d_nikke_d_killerwife_05_116,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_116,True,,black,black,1.0,,,,,,15,think,
d_nikke_d_killerwife_05_117,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_117,True,,black,black,2.0,,d_w,,,,15,think,
d_nikke_d_killerwife_05_118,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_118,True,,150,150,1.0,,,,,,15,idle,
d_nikke_d_killerwife_05_119,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_119,True,,150,150,1.0,,d_w,,,,15,good,
d_nikke_d_killerwife_05_120,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_120,True,,150,150,1.0,,,,,,15,idle,
d_nikke_d_killerwife_05_121,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_121,True,,150,15,2.0,,,,,,15,idle,d_w
d_nikke_d_killerwife_05_122,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_122,True,,15,15,1.0,,,,,,,,
d_nikke_d_killerwife_05_123,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_123,True,,black,black,1.0,none,,,,,,,
d_nikke_d_killerwife_05_124,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_124,True,Corridor,3,3,1.0,,,,black,,,,
d_nikke_d_killerwife_05_125,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_125,True,,3,3,1.0,,,,,,,,
d_nikke_d_killerwife_05_126,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_126,True,,3,3,1.0,,,,,,,,
d_nikke_d_killerwife_05_127,d_nikke_d_killerwife_05,Narration,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_127,True,CommanderRoom,3,1,2.0,,,sfx_scn_autodooropen,,,,,
d_nikke_d_killerwife_05_128,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_128,True,,black,black,1.0,,,,,d_w,1,idle,
d_nikke_d_killerwife_05_129,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_129,True,,1,10,1.0,bgm_story_inwonderland,d_w,,,,1,idle,
d_nikke_d_killerwife_05_130,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_130,True,,black,black,1.0,,,,,,1,idle,
d_nikke_d_killerwife_05_131,d_nikke_d_killerwife_05,Self,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_131,True,,10,10,1.0,,,,,,1,good,
d_nikke_d_killerwife_05_132,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_132,True,,10,10,1.0,,,,,,1,good,
d_nikke_d_killerwife_05_133,d_nikke_d_killerwife_05,Monologue,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_133,True,,10,10,1.0,,,,,,1,good,
d_nikke_d_killerwife_05_134,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_134,True,,10,100,1.0,,d_w,,,,1,good,
d_nikke_d_killerwife_05_135,d_nikke_d_killerwife_05,Speech,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_05_135,True,,100,100,1.0,,d_w,,,,1,idle,
