id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,play_sound,set_camera_shake
d_nikke_emma_tactical_05_24,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_24,True,,100,100,1.0,,,,1,special,emma_t,,
d_nikke_emma_tactical_05_25,d_nikke_emma_tactical_05,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_25,False,,100,100,1.0,,,,1,special,,,
d_nikke_emma_tactical_05_26,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_26,True,,100,100,1.0,,,,1,idle,emma_t,,
d_nikke_emma_tactical_05_27,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_27,True,,100,10,1.0,,,,1,idle,emma_t,,
d_nikke_emma_tactical_05_28,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_28,True,,10,10,1.0,,,,1,worry,emma_t,,
d_nikke_emma_tactical_05_29,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_29,True,,10,10,1.0,,,,1,worry,emma_t,,
d_nikke_emma_tactical_05_30,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_30,True,,10,10,1.0,,,,1,worry,emma_t,,
d_nikke_emma_tactical_05_31,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_31,True,,10,10,1.0,,,,1,worry,emma_t,,
d_nikke_emma_tactical_05_32,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_32,True,,10,10,1.0,,,,1,idle,emma_t,,
d_nikke_emma_tactical_05_33,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_33,True,,10,10,1.0,,,,1,idle,emma_t,,
d_nikke_emma_tactical_05_34,d_nikke_emma_tactical_05,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_34,False,,10,10,1.0,,,,1,idle,,,
d_nikke_emma_tactical_05_35,d_nikke_emma_tactical_05,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_35,False,,10,10,1.0,,,,1,idle,,,
d_nikke_emma_tactical_05_36,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_36,True,,10,10,1.0,,,,1,surprise,emma_t,,
d_nikke_emma_tactical_05_37,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_37,True,,10,10,1.0,,,,1,surprise,emma_t,,
d_nikke_emma_tactical_05_38,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_38,True,,10,100,1.3,,,,1,special,emma_t,,
d_nikke_emma_tactical_05_39,d_nikke_emma_tactical_05,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_39,False,,100,100,1.0,,,,1,special,,,
d_nikke_emma_tactical_05_40,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_40,True,,100,100,1.0,,,,1,delight,emma_t,,
d_nikke_emma_tactical_05_41,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_41,True,,100,100,1.0,,,,1,delight,emma_t,,
d_nikke_emma_tactical_05_42,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_42,True,,100,100,1.0,,,,1,idle,emma_t,,
d_nikke_emma_tactical_05_43,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_43,True,,100,100,1.0,,,,1,idle,emma_t,,
d_nikke_emma_tactical_05_44,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_44,True,,100,100,1.0,,,,1,idle,emma_t,,
d_nikke_emma_tactical_05_45,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_45,True,,100,100,1.0,,,,1,idle,emma_t,,
d_nikke_emma_tactical_05_46,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_46,True,,100,100,1.0,,,,1,idle,emma_t,,
d_nikke_emma_tactical_05_47,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_47,True,,100,100,1.0,,,,1,special,emma_t,,
d_nikke_emma_tactical_05_48,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_48,True,,100,100,1.0,,,,1,special,emma_t,,
d_nikke_emma_tactical_05_49,d_nikke_emma_tactical_05,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_05_49,True,,black,black,1.0,,,,1,special,emma_t,,
