id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/3/hide_char_id,characters/2/hide_char_id
d_nikke_rumani_01_14,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_14,False,,4,40,0.5,,,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_15,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_15,True,,40,40,1.0,,,rapi,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_16,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_16,True,,40,40,1.0,,,rapi,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_17,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_17,False,,40,40,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_18,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_18,False,,40,40,1.0,,,rapi,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_19,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_19,True,,40,40,1.0,,,rapi,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_20,d_nikke_rumani_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_rumani_01_20,False,,40,4,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_21,d_nikke_rumani_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_01_21,False,,4,4,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_22,d_nikke_rumani_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_01_22,False,,4,40,0.5,,,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_23,d_nikke_rumani_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_01_23,False,,40,40,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_24,d_nikke_rumani_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_rumani_01_24,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_25,d_nikke_rumani_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_01_25,False,,4,4,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_26,d_nikke_rumani_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_01_26,False,,4,4,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_27,d_nikke_rumani_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_01_27,False,,4,40,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_28,d_nikke_rumani_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_01_28,False,,40,40,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_29,d_nikke_rumani_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_01_29,False,,40,4,0.5,,,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_30,d_nikke_rumani_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_rumani_01_30,False,,17,170,0.3,,sfx_scn_dooropenfast,,,,,,,,,,,,,,,,,,
d_nikke_rumani_01_31,d_nikke_rumani_01,Speech,neon,Locale_NikkeEpisode:d_nikke_rumani_01_31,True,,3,S_30,0.3,,,neon,neon,3,surprise,,,,,,,,,,,,,,
d_nikke_rumani_01_32,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_32,True,,5,50,0.3,,,anis,,3,surprise,anis,5,angry,,,,,,,,,,,
d_nikke_rumani_01_33,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_33,True,,1,10,0.3,,,rapi,,3,surprise,,5,angry,rapi,1,angry,,,,,,,,
d_nikke_rumani_01_34,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_34,False,,10,10,1.0,none,,,,3,surprise,,5,angry,,1,angry,,,,,,,,
d_nikke_rumani_01_35,d_nikke_rumani_01,Speech,neon,Locale_NikkeEpisode:d_nikke_rumani_01_35,False,,S_30,S_30,1.0,,,neon,,3,surprise,,5,angry,,1,angry,,,,,,,,
d_nikke_rumani_01_36,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_36,False,,50,50,1.0,,,anis,,3,surprise,,5,angry,,1,angry,,,,,,,,
d_nikke_rumani_01_37,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_37,False,,10,10,1.0,,,rapi,,3,surprise,,5,angry,,1,angry,,,,,,,,
d_nikke_rumani_01_38,d_nikke_rumani_01,Speech,neon,Locale_NikkeEpisode:d_nikke_rumani_01_38,True,,S_30,3,0.3,bgm_story_herecomestrouble,,neon,,3,worry,,5,worry,,1,worry,,,,,,,,
d_nikke_rumani_01_39,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_39,True,,50,5,0.3,,,anis,,3,worry,,5,worry,,1,worry,,,,,,,,
d_nikke_rumani_01_40,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_40,True,,10,1,0.7,,,rapi,,3,worry,,5,worry,,1,worry,,,,,,,,
d_nikke_rumani_01_41,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_41,True,,1,1,1.0,,,rapi,,3,worry,,5,worry,,1,worry,,,,,,,,
d_nikke_rumani_01_42,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_42,False,,1,1,1.0,,,,,3,worry,,5,worry,,1,worry,,,,,,,,
d_nikke_rumani_01_43,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_43,False,,1,10,1.0,,,rapi,,3,worry,,5,worry,,1,worry,,,,,,,,
d_nikke_rumani_01_44,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_44,True,,10,10,1.0,,,rapi,,3,worry,,5,worry,,1,think,,,,,,,,
d_nikke_rumani_01_45,d_nikke_rumani_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_rumani_01_45,False,,black,black,1.0,none,,,,7,worry,,5,worry,,3,think,neon,anis,mary,1,idle,black,,
d_nikke_rumani_01_46,d_nikke_rumani_01,Speech,mary,Locale_NikkeEpisode:d_nikke_rumani_01_46,True,,XS_10,XS_10,1.0,bgm_story_breakaway,,mary,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_47,d_nikke_rumani_01,Speech,mary,Locale_NikkeEpisode:d_nikke_rumani_01_47,True,,XS_10,XS_10,1.0,,,mary,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_48,d_nikke_rumani_01,Speech,mary,Locale_NikkeEpisode:d_nikke_rumani_01_48,True,,XS_10,2,1.0,,,mary,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_49,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_49,True,,2,2,1.0,,,rapi,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_50,d_nikke_rumani_01,Speech,mary,Locale_NikkeEpisode:d_nikke_rumani_01_50,True,,2,2,1.0,,,mary,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_51,d_nikke_rumani_01,Speech,mary,Locale_NikkeEpisode:d_nikke_rumani_01_51,True,,2,2,1.0,,,mary,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_52,d_nikke_rumani_01,Speech,mary,Locale_NikkeEpisode:d_nikke_rumani_01_52,True,,2,2,1.0,,,mary,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_53,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_53,True,,2,2,1.0,,,rapi,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_54,d_nikke_rumani_01,Speech,mary,Locale_NikkeEpisode:d_nikke_rumani_01_54,True,,2,2,1.0,,,mary,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_55,d_nikke_rumani_01,Speech,mary,Locale_NikkeEpisode:d_nikke_rumani_01_55,True,,2,XS_10,1.0,,,mary,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_56,d_nikke_rumani_01,Speech,mary,Locale_NikkeEpisode:d_nikke_rumani_01_56,True,,XS_10,XS_10,1.0,,,mary,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_57,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_57,False,,XS_10,XS_10,1.0,,,,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_58,d_nikke_rumani_01,Speech,mary,Locale_NikkeEpisode:d_nikke_rumani_01_58,True,,XS_10,XS_10,1.0,,,mary,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_59,d_nikke_rumani_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_rumani_01_59,False,,black,black,1.0,,sfx_scn_injectionfire,,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_60,d_nikke_rumani_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_01_60,False,,black,black,1.0,,,,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_61,d_nikke_rumani_01,Speech,mary,Locale_NikkeEpisode:d_nikke_rumani_01_61,True,,XS_10,XS_10,1.0,,,mary,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_62,d_nikke_rumani_01,Speech,mary,Locale_NikkeEpisode:d_nikke_rumani_01_62,True,,XS_10,1,1.0,,,mary,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_63,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_63,False,,1,1,1.0,none,,,,,,,,,,3,idle,,,,1,idle,,,
d_nikke_rumani_01_64,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_64,True,Gym,6,6,1.0,bgm_story_leisuretime,,anis,neon,7,surprise,anis,5,idle,,1,idle,,,,1,idle,black,mary,
d_nikke_rumani_01_65,d_nikke_rumani_01,Speech,neon,Locale_NikkeEpisode:d_nikke_rumani_01_65,True,,6,6,1.0,,,neon,,7,surprise,,5,idle,,1,idle,,,,,,,,
d_nikke_rumani_01_66,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_66,True,,6,6,1.0,,,anis,,7,surprise,,5,void,,1,idle,,,,,,,,
d_nikke_rumani_01_67,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_67,True,,6,6,1.0,,,anis,,7,surprise,,5,void,,1,idle,,,,,,,,
d_nikke_rumani_01_68,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_68,True,,6,6,1.0,,,anis,,7,surprise,,5,void,,1,idle,,,,,,,,
d_nikke_rumani_01_69,d_nikke_rumani_01,Speech,neon,Locale_NikkeEpisode:d_nikke_rumani_01_69,True,,6,6,1.0,,,neon,,7,worry,,5,void,,1,idle,,,,,,,,
d_nikke_rumani_01_70,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_70,True,,6,6,1.0,,,anis,,7,worry,,5,worry,,1,idle,,,,,,,,
d_nikke_rumani_01_71,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_71,True,,6,4,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,rumani,3,idle,,,
d_nikke_rumani_01_72,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_72,True,,4,4,1.0,,,anis,,7,idle,,5,idle,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_73,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_73,True,,4,4,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,no,,,
d_nikke_rumani_01_74,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_74,True,,4,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,surprise,,,
d_nikke_rumani_01_75,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_75,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,surprise,,,
d_nikke_rumani_01_76,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_76,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,surprise,,,
d_nikke_rumani_01_77,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_77,False,,30,30,1.0,,,,,7,idle,,5,idle,,1,idle,,,,3,surprise,,,
d_nikke_rumani_01_78,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_78,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_79,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_79,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_80,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_80,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_81,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_81,False,,30,30,1.0,,,,,7,idle,,5,idle,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_82,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_82,True,,30,4,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_83,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_83,True,,4,4,1.0,,,anis,,7,idle,,5,void,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_84,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_84,True,,4,4,1.0,,,rumani,,7,idle,,5,void,,1,idle,,,,3,think,,,
d_nikke_rumani_01_85,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_85,True,,4,4,1.0,,,rumani,,7,idle,,5,void,,1,idle,,,,3,think,,,
d_nikke_rumani_01_86,d_nikke_rumani_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_01_86,False,,black,black,1.0,,,,,7,idle,,5,void,,1,idle,,,,3,think,,,
d_nikke_rumani_01_87,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_87,True,,30,30,1.0,,,rumani,,7,idle,,5,void,,1,idle,,,,3,think,,,
d_nikke_rumani_01_88,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_88,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_89,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_89,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_90,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_90,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_91,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_91,True,,30,2,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_92,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_92,True,,2,2,1.0,,,rapi,,7,idle,,5,idle,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_93,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_93,True,,2,2,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_94,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_94,True,,2,2,1.0,,,rapi,,7,idle,,5,idle,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_95,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_95,True,,2,2,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_96,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_96,False,,2,2,1.0,,,,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_97,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_97,True,,2,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_98,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_98,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_99,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_99,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_100,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_100,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_101,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_101,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_102,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_102,True,,30,300,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_103,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_103,True,,300,300,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_104,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_104,True,,300,30,0.7,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_105,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_105,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_106,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_106,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_107,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_107,True,,30,30,1.0,,,rumani,,7,idle,,5,idle,,1,idle,,,,3,think,,,
d_nikke_rumani_01_108,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_108,True,,30,30,1.0,,,rumani,,7,idle,,5,void,,1,idle,,,,3,think,,,
d_nikke_rumani_01_109,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_109,True,,50,50,1.0,,,anis,,7,idle,,5,void,,1,idle,,,,3,think,,,
d_nikke_rumani_01_110,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_110,True,,30,30,1.0,,,rumani,,7,idle,,5,void,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_111,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_111,True,,30,3,1.0,,,rumani,,7,idle,,5,void,,1,idle,,,,3,idle,,,
d_nikke_rumani_01_112,d_nikke_rumani_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_rumani_01_112,False,,3,3,1.0,,,,,7,idle,,5,void,,1,idle,,,,3,idle,,rumani,
d_nikke_rumani_01_113,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_113,True,,3,50,1.0,,,anis,,7,idle,,5,void,,1,idle,,,,,,,,
d_nikke_rumani_01_114,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_114,False,,50,50,1.0,,,,,7,idle,,5,void,,1,idle,,,,,,,,
d_nikke_rumani_01_115,d_nikke_rumani_01,Speech,anis,Locale_NikkeEpisode:d_nikke_rumani_01_115,True,,50,50,1.0,,,anis,,7,idle,,5,idle,,1,idle,,,,,,,,
d_nikke_rumani_01_116,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_116,False,,50,50,1.0,,,,,7,idle,,5,idle,,1,idle,,,,,,,,
d_nikke_rumani_01_117,d_nikke_rumani_01,Speech,neon,Locale_NikkeEpisode:d_nikke_rumani_01_117,True,,S_70,S_70,1.0,,,neon,,7,surprise,,5,idle,,1,idle,,,,,,,,
d_nikke_rumani_01_118,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_118,True,,10,10,1.0,,,rapi,,7,surprise,,5,idle,,1,idle,,,,,,,,
d_nikke_rumani_01_119,d_nikke_rumani_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_rumani_01_119,True,,10,10,1.0,,,rapi,,7,surprise,,5,idle,,1,idle,,,,,,,,
d_nikke_rumani_01_120,d_nikke_rumani_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_rumani_01_120,False,,black,black,1.0,,,,,7,surprise,,5,idle,,1,idle,neon,anis,,,,black,,rapi
d_nikke_rumani_01_121,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_121,True,,3,3,1.0,,,rumani,,,,,,,,,,,,rumani,3,idle,,,
d_nikke_rumani_01_122,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_122,True,,3,30,1.0,,,rumani,,,,,,,,,,,,,3,think,,,
d_nikke_rumani_01_123,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_123,True,,30,30,1.0,,,rumani,,,,,,,,,,,,,3,think,,,
d_nikke_rumani_01_124,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_124,False,,30,30,1.0,,,,,,,,,,,,,,,,3,think,,,
d_nikke_rumani_01_125,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_125,False,,30,30,1.0,,,rumani,,,,,,,,,,,,,3,surprise,,,
d_nikke_rumani_01_126,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_126,True,,30,30,1.0,,,rumani,,,,,,,,,,,,,3,surprise,,,
d_nikke_rumani_01_127,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_127,False,,30,30,1.0,,,,,,,,,,,,,,,,3,surprise,,,
d_nikke_rumani_01_128,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_128,False,,30,30,1.0,,,,,,,,,,,,,,,,3,surprise,,,
d_nikke_rumani_01_129,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_129,False,,30,30,1.0,,,,,,,,,,,,,,,,3,surprise,,,
d_nikke_rumani_01_130,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_130,True,,30,30,1.0,,,rumani,,,,,,,,,,,,,3,think,,,
d_nikke_rumani_01_131,d_nikke_rumani_01,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_01_131,False,,30,30,1.0,,,,,,,,,,,,,,,,3,think,,,
d_nikke_rumani_01_132,d_nikke_rumani_01,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_01_132,True,,30,30,1.0,,,rumani,,,,,,,,,,,,,3,think,,,
