id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_nikke_anis_02_16,d_nikke_anis_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anis_02_16,False,,1,idle,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_17,d_nikke_anis_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anis_02_17,False,,1,idle,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_18,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_18,True,,1,idle,,15,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_19,d_nikke_anis_02,Choice,anis,,Locale_NikkeEpisode:d_nikke_anis_02_19,False,,1,idle,,1,1,1.0,,d_nikke_anis_02_21,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_20,d_nikke_anis_02,Choice,anis,,Locale_NikkeEpisode:d_nikke_anis_02_20,False,,1,idle,,1,1,1.0,,d_nikke_anis_02_22,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_21,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_21,True,,1,delight,,1,1,1.0,,d_nikke_anis_02_24,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_22,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_22,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_23,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_23,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_24,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_24,True,,1,idle,,1,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_25,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_25,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_26,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_26,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_27,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_27,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_28,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_28,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_29,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_29,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_30,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_30,True,,1,delight,WasteLand_03,black,black,1.0,,,anis,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_31,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_31,True,,,,,7,1,3.0,,,,Grey,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_32,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_32,True,,,,,1,1,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_33,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_33,True,,,,Desert_02,1,1,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_34,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_34,False,anis,1,idle,FastFood,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_35,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_35,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_36,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_36,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_37,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_37,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_38,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_38,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_39,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_39,True,,1,delight,,1,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_40,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_40,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_41,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_41,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_42,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_42,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_43,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_43,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_44,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_44,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_45,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_45,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_46,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_46,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_47,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_47,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_48,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_48,False,,1,void,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_49,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_49,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_50,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_50,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_51,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_51,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_52,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_52,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_53,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_53,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_54,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_54,False,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_55,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_55,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_56,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_56,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_57,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_57,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_58,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_58,True,,1,worry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_59,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_59,True,,1,worry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_60,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_60,True,,1,worry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_61,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_61,True,,1,worry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_62,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_62,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_63,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_63,False,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_64,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_64,False,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_65,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_65,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_66,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_66,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_67,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_67,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_68,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_68,True,,1,delight,Ark,1,1,1.0,,,anis,Grey,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_69,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_69,True,,,,,1,1,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_70,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_70,True,,,,Armory,1,1,1.0,,,,Grey,soldiereg,2,idle,,,,,,,,,,,,,,,,,
d_nikke_anis_02_71,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_71,True,,,,,1,1,1.0,,,,Grey,,2,idle,product08,12,idle,,,,,,,,,,,,,,
d_nikke_anis_02_72,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_72,True,,,,,1,1,1.0,,,,Grey,,2,idle,,12,idle,,,,,,,,,,,,,,
d_nikke_anis_02_73,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_73,True,,,,,1,1,1.0,,,,Grey,,2,idle,,12,idle,,,,,,,,,,,,,,
d_nikke_anis_02_74,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_74,True,,,,,black,black,1.0,,,,Grey,,2,idle,,12,idle,soldiereg,product08,,,,,,,,,,,,
d_nikke_anis_02_75,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_75,True,,,,,1,1,1.0,,,,Grey,,,,,,,,,ingrid,1,idle,,,,,,,,,
d_nikke_anis_02_76,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_76,True,,,,Stage,1,1,1.0,,,,Grey,,,,,,,,,,1,idle,ingrid,mustang,1,idle,,,,,
d_nikke_anis_02_77,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_77,True,,,,BriefingRoom,1,1,1.0,,,,Grey,,,,,,,,,,,,,,1,idle,mustang,syuen,1,idle,
d_nikke_anis_02_78,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_78,True,anis,1,delight,FastFood,black,black,1.0,,,,Grey,,,,,,,,,,,,,,,,,,1,idle,syuen
d_nikke_anis_02_79,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_79,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_80,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_80,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_81,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_81,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_82,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_82,True,,1,worry,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_83,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_83,True,,1,worry,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_84,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_84,False,,1,worry,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_85,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_85,False,,1,void,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_86,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_86,False,,1,void,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_87,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_87,False,,1,void,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_88,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_88,True,,1,idle,,1,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_89,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_89,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_90,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_90,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_91,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_91,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_92,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_92,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_93,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_93,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_94,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_94,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_95,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_95,True,,1,worry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_96,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_96,True,,1,worry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_97,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_97,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_98,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_98,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_99,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_99,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_100,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_100,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_101,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_101,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_102,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_102,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_103,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_103,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_104,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_104,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_105,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_105,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_106,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_106,True,,1,worry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_107,d_nikke_anis_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_02_107,False,,1,worry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_108,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_108,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_109,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_109,True,,1,idle,,10,150,2.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_110,d_nikke_anis_02,Monologue,anis,Monologue,Locale_NikkeEpisode:d_nikke_anis_02_110,False,,1,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_111,d_nikke_anis_02,Monologue,anis,Monologue,Locale_NikkeEpisode:d_nikke_anis_02_111,False,,1,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_112,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_112,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anis_02_113,d_nikke_anis_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_02_113,True,,1,delight,,1,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
