id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,jump_target,characters/0/hide_char_id,play_sound
d_nikke_quency_01_24,d_nikke_quency_01,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_01_24,False,,,,,,,,,,,15,15,1.0,,,,,,,,,,,,
d_nikke_quency_01_25,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_25,False,,,,,,,,,,,15,15,1.0,,,,,,,,,,,,
d_nikke_quency_01_26,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_26,False,,,,,,,,,,,15,15,1.0,,,,,,,,,,,,
d_nikke_quency_01_27,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_27,True,,,,,,,,,,,15,15,1.0,bgm_story_leisuretime,,,quency,1,idle,,,,,,
d_nikke_quency_01_28,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_28,False,,,,,,,,,,,15,15,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_29,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_29,True,,,,,,,,,,,15,1,1.0,,,,,1,surprise,,,,,,
d_nikke_quency_01_30,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_30,True,,,,,,,,,,,1,1,1.0,,,,,1,surprise,,,,,,
d_nikke_quency_01_31,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_31,False,,,,,,,,,,,1,1,1.0,,,,,1,surprise,,,,,,
d_nikke_quency_01_32,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_32,True,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_33,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_33,True,,,,,,,,,,,1,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_34,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_34,False,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_35,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_35,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_36,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_36,True,,,,,,,,,,,10,10,1.0,,,,,1,delight,,,,,,
d_nikke_quency_01_37,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_37,False,,,,,,,,,,,10,10,1.0,,,,,1,delight,,,,,,
d_nikke_quency_01_38,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_38,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_39,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_39,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_40,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_40,True,,,,,,,,,,,10,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_41,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_41,False,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_42,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_42,True,,,,,,,,,,,1,1,1.0,,,,,1,surprise,,,,,,
d_nikke_quency_01_43,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_43,True,,,,,,,,,,,1,100,1.0,,,,,1,surprise,,,,,,
d_nikke_quency_01_44,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_44,False,,,,,,,,,,,100,100,1.0,,,,,1,surprise,,,,,,
d_nikke_quency_01_45,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_45,True,,,,,,,,,,,100,100,1.0,,,,,1,surprise,,,,,,
d_nikke_quency_01_46,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_46,True,,,,,,,,,,,100,100,1.0,,,,,1,surprise,,,,,,
d_nikke_quency_01_47,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_47,False,,,,,,,,,,,100,100,1.0,,,,,1,surprise,,,,,,
d_nikke_quency_01_48,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_48,True,,,,,,,,,,,100,10,1.0,,,,,1,surprise,,,,,,
d_nikke_quency_01_49,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_49,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_50,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_50,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_51,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_51,True,,,,,,,,,,,10,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_52,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_52,True,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_53,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_53,True,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_54,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_54,True,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_55,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_55,True,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_56,d_nikke_quency_01,Narration,,,Locale_NikkeEpisode:d_nikke_quency_01_56,False,,,,,,,,,,,1,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_57,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_57,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_58,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_58,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_59,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_59,False,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_60,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_60,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_61,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_61,True,,,,,,,,,,,10,100,1.0,none,,,,1,idle,,,,,,
d_nikke_quency_01_62,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_62,False,,,,,,,,,,,100,100,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_63,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_63,True,,,,,,,,,,,100,10,1.0,,,,,1,surprise,,,,,,
d_nikke_quency_01_64,d_nikke_quency_01,Choice,,,Locale_NikkeEpisode:d_nikke_quency_01_64,False,,,,,,,,,,,10,10,1.0,,,,,1,surprise,,,,d_nikke_quency_01_66,,
d_nikke_quency_01_65,d_nikke_quency_01,Choice,,,Locale_NikkeEpisode:d_nikke_quency_01_65,False,,,,,,,,,,,10,10,1.0,,,,,1,surprise,,,,d_nikke_quency_01_66,,
d_nikke_quency_01_66,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_66,True,,,,,,,,,,,10,10,1.0,,,,,1,delight,,,,,,
d_nikke_quency_01_67,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_67,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_68,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_68,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_69,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_69,True,,,,,,,,,,,100,100,1.0,bgm_story_backtonormal,,,,1,idle,,,,,,
d_nikke_quency_01_70,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_70,False,,,,,,,,,,,100,100,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_71,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_71,True,,,,,,,,,,,100,100,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_72,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_72,False,,,,,,,,,,,100,100,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_73,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_73,True,,,,,,,,,,,100,100,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_74,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_74,True,,,,,,,,,,,100,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_75,d_nikke_quency_01,Narration,,,Locale_NikkeEpisode:d_nikke_quency_01_75,False,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,sfx_scn_bookdrop
d_nikke_quency_01_76,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_76,False,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_77,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_77,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_78,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_78,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_79,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_79,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_80,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_80,False,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_81,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_81,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_82,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_82,False,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_83,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_83,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_84,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_84,False,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_85,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_85,True,,,,,,,,,,,10,10,1.0,,,,,1,sad,,,,,,
d_nikke_quency_01_86,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_86,True,,,,,,,,,,,10,10,1.0,,,,,1,sad,,,,,,
d_nikke_quency_01_87,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_87,True,,,,,,,,,,,10,10,1.0,,,,,1,sad,,,,,,
d_nikke_quency_01_88,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_88,True,,,,,,,,,,,10,10,1.0,,,,,1,sad,,,,,,
d_nikke_quency_01_89,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_89,True,,,,,,,,,,,10,100,1.0,,,,,1,sad,,,,,,
d_nikke_quency_01_90,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_90,False,,,,,,,,,,,100,100,1.0,,,,,1,sad,,,,,,
d_nikke_quency_01_91,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_91,True,,,,,,,,,,,100,100,1.0,,,,,1,surprise,,,,,,
d_nikke_quency_01_92,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_92,True,,,,,,,,,,,100,100,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_93,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_93,False,,,,,,,,,,,100,100,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_94,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_94,True,,,,,,,,,,,100,100,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_95,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_95,False,,,,,,,,,,,100,100,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_96,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_96,True,,,,,,,,,,,100,10,1.0,,,,,1,delight,,,,,,
d_nikke_quency_01_97,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_97,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_98,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_98,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_99,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_99,False,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_100,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_100,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_101,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_101,False,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_102,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_102,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_103,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_103,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_104,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_104,False,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_105,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_105,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_106,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_106,False,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_107,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_107,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_108,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_108,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_109,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_109,True,,,,,,,,,,,10,10,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_110,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_110,True,,,,,,,,,,,10,100,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_111,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_111,True,,,,,,,,,,,100,100,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_112,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_112,False,,,,,,,,,,,100,100,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_113,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_113,True,,,,,,,,,,,100,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_114,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_114,True,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_115,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_115,True,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_116,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_116,True,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_117,d_nikke_quency_01,Choice,,,Locale_NikkeEpisode:d_nikke_quency_01_117,False,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,d_nikke_quency_01_119,,
d_nikke_quency_01_118,d_nikke_quency_01,Choice,,,Locale_NikkeEpisode:d_nikke_quency_01_118,False,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,d_nikke_quency_01_120,,
d_nikke_quency_01_119,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_119,True,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,d_nikke_quency_01_121,,
d_nikke_quency_01_120,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_120,True,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,d_nikke_quency_01_121,,
d_nikke_quency_01_121,d_nikke_quency_01,Self,,,Locale_NikkeEpisode:d_nikke_quency_01_121,False,,,,,,,,,,,1,1,1.0,,,,,1,idle,,,,,,
d_nikke_quency_01_122,d_nikke_quency_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_01_122,True,,,,,,,,,,,1,100,1.0,,,,,1,delight,,,,,,
d_nikke_quency_01_123,d_nikke_quency_01,Narration,,,Locale_NikkeEpisode:d_nikke_quency_01_123,False,,,,,,,,,,,black,black,1.0,,,,,1,delight,,,,,quency,sfx_scn_rustydooropen
d_nikke_quency_01_124,d_nikke_quency_01,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_01_124,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,
