id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,play_sound,set_camera_shake,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,characters/3/hide_char_id
d_nikke_sin_04_38,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_38,True,,1,shy,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_39,d_nikke_sin_04,Choice,sin,,Locale_NikkeEpisode:d_nikke_sin_04_39,False,,1,shy,,1,1,1.0,,d_nikke_sin_04_41,,,,,,,,,,,,,,,,,
d_nikke_sin_04_40,d_nikke_sin_04,Choice,sin,,Locale_NikkeEpisode:d_nikke_sin_04_40,False,,1,shy,,1,1,1.0,,d_nikke_sin_04_41,,,,,,,,,,,,,,,,,
d_nikke_sin_04_41,d_nikke_sin_04,Narration,sin,Narration,Locale_NikkeEpisode:d_nikke_sin_04_41,False,,2,idle,,3,2,1.0,,,sin,sfx_scn_skateboarding,Low_3_Loop,black,,,,,,,,,,,,,
d_nikke_sin_04_42,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_42,True,sin,1,smile,,2,100,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_43,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_43,True,,1,smile,,100,L_130,2.0,,,,,none,,warder,13,idle,,,,,,,,,,
d_nikke_sin_04_44,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_44,True,,1,smile,,L_130,L_130,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_45,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_45,True,,1,smile,,L_130,L_130,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_46,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_46,True,,1,smile,,L_130,12,2.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_47,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_47,True,,1,smile,,12,12,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_48,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_48,True,,1,delight,,12,10,2.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_49,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_49,True,,1,smile,,10,10,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_50,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_50,True,,1,smile,,10,10,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_51,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_51,True,,1,smile,,10,L_130,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_52,d_nikke_sin_04,Choice,warder,,Locale_NikkeEpisode:d_nikke_sin_04_52,False,,1,idle,,L_130,L_130,1.0,,d_nikke_sin_04_55,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_53,d_nikke_sin_04,Choice,warder,,Locale_NikkeEpisode:d_nikke_sin_04_53,False,,1,idle,,L_130,L_130,1.0,,d_nikke_sin_04_55,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_54,d_nikke_sin_04,Choice,warder,,Locale_NikkeEpisode:d_nikke_sin_04_54,False,,1,idle,,L_130,L_130,1.0,,d_nikke_sin_04_55,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_55,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_55,True,,1,idle,,L_130,L_130,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_56,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_56,True,,1,surprise,,1,10,0.5,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_57,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_57,True,,1,surprise,,10,10,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_58,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_58,True,,1,smile,,10,100,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_59,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_59,False,,1,smile,,100,L_130,2.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_60,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_60,True,,1,idle,,L_130,L_130,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_61,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_61,True,,1,idle,,L_130,L_130,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_62,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_62,True,,1,delight,,12,12,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_63,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_63,True,,1,delight,,12,12,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_64,d_nikke_sin_04,Self,sin,Self,Locale_NikkeEpisode:d_nikke_sin_04_64,False,,1,delight,,12,12,1.0,,,,,,,,13,idle,,,,,,,,,,
d_nikke_sin_04_65,d_nikke_sin_04,Speech,fatprisoner,fatprisoner,Locale_NikkeEpisode:d_nikke_sin_04_65,True,,1,idle,,12,2,1.0,,,,,,,,13,idle,fatprisoner,3,idle,,,,,,,
d_nikke_sin_04_66,d_nikke_sin_04,Speech,fatprisoner,fatprisoner,Locale_NikkeEpisode:d_nikke_sin_04_66,True,,1,idle,,2,2,1.0,,,,,,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_67,d_nikke_sin_04,Speech,fatprisoner,fatprisoner,Locale_NikkeEpisode:d_nikke_sin_04_67,True,,1,idle,,2,2,1.0,,,,,,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_68,d_nikke_sin_04,Speech,fatprisoner,fatprisoner,Locale_NikkeEpisode:d_nikke_sin_04_68,True,,1,idle,,2,2,1.0,,,,,,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_69,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_69,True,,1,idle,,2,12,1.0,,,,,,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_70,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_70,True,,1,idle,,12,12,1.0,,,,,,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_71,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_71,True,,1,idle,,12,L_130,2.0,,,,,,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_72,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_72,True,,1,idle,,L_130,L_130,1.0,,,,,,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_73,d_nikke_sin_04,Self,warder,Self,Locale_NikkeEpisode:d_nikke_sin_04_73,False,,1,idle,,L_130,L_130,1.0,,d_nikke_sin_04_76,,,,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_74,d_nikke_sin_04,Self,warder,Self,Locale_NikkeEpisode:d_nikke_sin_04_74,False,,1,idle,,L_130,L_130,1.0,,d_nikke_sin_04_76,,,,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_75,d_nikke_sin_04,Self,warder,Self,Locale_NikkeEpisode:d_nikke_sin_04_75,False,,1,idle,,L_130,L_130,1.0,,d_nikke_sin_04_76,,,,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_76,d_nikke_sin_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_sin_04_76,False,,1,idle,MachineRoom,5,1,3.0,,,sin,sfx_scn_skateboarding,Low_3_Loop,black,,13,idle,,3,idle,warder,fatprisoner,,,,,
d_nikke_sin_04_77,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_77,True,sin,1,smile,,1,10,1.0,,,,,,,warder,13,idle,fatprisoner,3,idle,,,,,,,
d_nikke_sin_04_78,d_nikke_sin_04,Speech,fatprisoner,fatprisoner,Locale_NikkeEpisode:d_nikke_sin_04_78,True,,1,smile,,3,30,1.0,,,,,,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_79,d_nikke_sin_04,Speech,warder,warder,Locale_NikkeEpisode:d_nikke_sin_04_79,True,,1,smile,,13,L_130,1.0,,,,,,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_80,d_nikke_sin_04,Self,,Self,Locale_NikkeEpisode:d_nikke_sin_04_80,False,,1,smile,,black,black,1.0,,,,,none,,,13,idle,,3,idle,,,,,,,
d_nikke_sin_04_81,d_nikke_sin_04,Speech,mana,unknown,Locale_NikkeEpisode:d_nikke_sin_04_81,True,,1,smile,OuterRim,1,1,1.0,bgm_recognition_underworld,,sin,,,black,,13,idle,,3,idle,warder,fatprisoner,mana,1,idle,Blur_Middle,
d_nikke_sin_04_82,d_nikke_sin_04,Speech,mana,unknown,Locale_NikkeEpisode:d_nikke_sin_04_82,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,idle,Blur_Middle,
d_nikke_sin_04_83,d_nikke_sin_04,Self,mana,Self,Locale_NikkeEpisode:d_nikke_sin_04_83,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,idle,Blur_Low,
d_nikke_sin_04_84,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_84,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_85,d_nikke_sin_04,Self,mana,Self,Locale_NikkeEpisode:d_nikke_sin_04_85,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_86,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_86,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,angry,,
d_nikke_sin_04_87,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_87,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,angry,,
d_nikke_sin_04_88,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_88,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,angry,,
d_nikke_sin_04_89,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_89,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,angry,,
d_nikke_sin_04_90,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_90,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,angry,,
d_nikke_sin_04_91,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_91,True,,,,,1,10,2.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_92,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_92,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_93,d_nikke_sin_04,Self,mana,Self,Locale_NikkeEpisode:d_nikke_sin_04_93,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_94,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_94,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_95,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_95,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_96,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_96,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_97,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_97,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_98,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_98,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_99,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_99,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_100,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_100,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_101,d_nikke_sin_04,Choice,mana,,Locale_NikkeEpisode:d_nikke_sin_04_101,False,,,,,10,10,1.0,,d_nikke_sin_04_103,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_102,d_nikke_sin_04,Choice,mana,,Locale_NikkeEpisode:d_nikke_sin_04_102,False,,,,,10,10,1.0,,d_nikke_sin_04_103,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_103,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_103,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_104,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_104,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_105,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_105,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_106,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_106,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_107,d_nikke_sin_04,Self,mana,Self,Locale_NikkeEpisode:d_nikke_sin_04_107,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_108,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_108,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_109,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_109,True,,,,,10,1,2.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_110,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_110,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_111,d_nikke_sin_04,Self,mana,Self,Locale_NikkeEpisode:d_nikke_sin_04_111,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_112,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_112,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_113,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_113,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_114,d_nikke_sin_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_sin_04_114,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_115,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_115,True,sin,1,delight,JailCorridor,1,2,1.5,,,,,,black,fatprisoner,3,idle,,,,,,,1,idle,Grey,mana
d_nikke_sin_04_116,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_116,True,,1,delight,,2,2,1.0,,,,,,,,3,idle,,,,,,,,,Grey,
d_nikke_sin_04_117,d_nikke_sin_04,Monologue,sin,Monologue,Locale_NikkeEpisode:d_nikke_sin_04_117,False,,1,idle,Jail,1,1,1.0,,,,,,black,,3,idle,,,,fatprisoner,,,,,Grey,
d_nikke_sin_04_118,d_nikke_sin_04,Monologue,sin,Monologue,Locale_NikkeEpisode:d_nikke_sin_04_118,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,Grey,
d_nikke_sin_04_119,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_119,True,,1,smile,MachineRoom,1,10,1.0,,,,,Low_3_Loop,black,,,,,,,,,,,,Grey,
d_nikke_sin_04_120,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_120,True,,1,smile,,10,100,1.0,,,,,,,,,,,,,,,,,,Grey,
d_nikke_sin_04_121,d_nikke_sin_04,Self,mana,Self,Locale_NikkeEpisode:d_nikke_sin_04_121,False,,1,smile,OuterRim,1,1,1.0,,,sin,,none,black,,,,,,,,,mana,1,idle,,
d_nikke_sin_04_122,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_122,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_123,d_nikke_sin_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_sin_04_123,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,idle,,
d_nikke_sin_04_124,d_nikke_sin_04,Self,mana,Self,Locale_NikkeEpisode:d_nikke_sin_04_124,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,1,idle,,
