id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_eleggboomandshock_03_26,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_26,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_27,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_27,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_28,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_28,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_29,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_29,False,,S_10,S_10,1.0,,,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_30,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_30,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_31,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_31,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_32,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_32,False,,S_10,S_10,1.0,,,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_33,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_33,False,,S_10,S_10,1.0,,,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_34,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_34,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_35,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_35,False,Theater,S_10,S_10,1.0,,,black,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_36,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_36,True,,S_10,S_10,1.0,,elegg_s,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_37,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_37,True,,S_10,S_100,1.0,,elegg_s,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_38,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_38,False,,S_100,S_100,1.0,,,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_39,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_39,True,,S_100,S_100,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_40,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_40,True,,S_100,S_100,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_41,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_41,True,,S_100,S_100,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_42,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_42,True,,S_100,S_100,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_43,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_43,False,,S_100,S_100,1.0,,,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_44,d_nikke_eleggboomandshock_03,Monologue,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_44,False,,black,black,1.0,,,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_45,d_nikke_eleggboomandshock_03,Narration,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_45,False,,black,black,1.0,,,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_46,d_nikke_eleggboomandshock_03,Monologue,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_46,False,,black,black,1.0,,,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_47,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_47,True,,S_100,S_10,0.5,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_48,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_48,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_49,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_49,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_50,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_50,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_51,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_51,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_52,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_52,False,,S_10,S_10,1.0,,,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_53,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_53,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_54,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_54,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_55,d_nikke_eleggboomandshock_03,Narration,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_55,False,,S_10,S_10,1.0,,,,sfx_scn_biglightout,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_56,d_nikke_eleggboomandshock_03,Monologue,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_56,False,,S_10,S_100,1.0,,,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_57,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_57,False,,S_100,S_100,1.0,,,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_58,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_58,True,,S_100,S_100,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_59,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_59,False,,S_100,S_100,1.0,,,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_60,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_60,True,,S_100,S_100,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_61,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_61,True,,S_100,S_100,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_62,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_62,True,,S_100,S_100,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_63,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_63,False,,S_100,S_100,1.0,,,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_64,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_64,True,,S_100,S_100,1.0,,elegg_s,,,,1,think,,,,,,
d_nikke_eleggboomandshock_03_65,d_nikke_eleggboomandshock_03,Monologue,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_65,False,,S_100,S_100,1.0,,,,,,1,think,,,,,,
d_nikke_eleggboomandshock_03_66,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_66,False,,S_100,S_100,1.0,,,,,,1,think,,,,,,
d_nikke_eleggboomandshock_03_67,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_67,False,,S_100,S_100,1.0,,,,,,1,think,,,,,,
d_nikke_eleggboomandshock_03_68,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_68,True,,S_100,S_100,1.0,,elegg_s,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_69,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_69,False,,S_100,S_100,1.0,,,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_70,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_70,True,,S_100,S_100,1.0,,elegg_s,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_71,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_71,True,,S_100,S_100,1.0,,elegg_s,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_72,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_72,True,,S_100,S_100,1.0,,elegg_s,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_73,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_73,True,,S_100,S_100,1.0,,elegg_s,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_74,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_74,False,,S_100,S_100,1.0,,,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_75,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_75,True,,S_100,S_100,1.0,,elegg_s,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_76,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_76,True,,S_100,S_100,1.0,,elegg_s,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_77,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_77,True,,S_100,S_100,1.0,,elegg_s,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_78,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_78,False,,S_100,S_100,1.0,,,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_79,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_79,True,,S_100,S_100,1.0,,elegg_s,,,,1,surprise,,,,,,
d_nikke_eleggboomandshock_03_80,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_80,True,Deck_d,S_100,S_10,1.0,,elegg_s,black,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_81,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_81,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_82,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_82,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_83,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_83,True,,S_10,S_10,1.0,,elegg_s,,,,1,idle,,,,,,
d_nikke_eleggboomandshock_03_84,d_nikke_eleggboomandshock_03,Speech,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_84,True,,S_10,30,1.0,,rapi_ss,,,,1,idle,rapi_ss,3,delight,dorothy_s,5,think
d_nikke_eleggboomandshock_03_85,d_nikke_eleggboomandshock_03,Speech,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_85,True,,30,30,1.0,,rapi_ss,,,,1,idle,,3,angry,,5,think
d_nikke_eleggboomandshock_03_86,d_nikke_eleggboomandshock_03,Self,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_86,False,,30,30,1.0,,,,,,1,idle,,3,angry,,5,think
d_nikke_eleggboomandshock_03_87,d_nikke_eleggboomandshock_03,Speech,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_87,True,,30,30,1.0,,rapi_ss,,,,1,idle,,3,delight,,5,think
d_nikke_eleggboomandshock_03_88,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_88,True,,30,31,1.0,,elegg_s,,,,1,idle,,3,delight,,5,think
d_nikke_eleggboomandshock_03_89,d_nikke_eleggboomandshock_03,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_89,False,,31,31,1.0,,,,,,1,idle,,3,delight,,5,think
d_nikke_eleggboomandshock_03_90,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_90,True,,31,31,1.0,,elegg_s,,,,1,idle,,3,delight,,5,think
d_nikke_eleggboomandshock_03_91,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_91,True,,31,31,1.0,,elegg_s,,,,1,idle,,3,delight,,5,think
d_nikke_eleggboomandshock_03_92,d_nikke_eleggboomandshock_03,Speech,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_92,True,,31,53,1.5,,dorothy_s,,,,1,idle,,3,delight,,5,think
d_nikke_eleggboomandshock_03_93,d_nikke_eleggboomandshock_03,Speech,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_93,True,,53,53,1.0,,dorothy_s,,,,1,idle,,3,delight,,5,think
d_nikke_eleggboomandshock_03_94,d_nikke_eleggboomandshock_03,Speech,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_94,True,,53,53,1.0,,rapi_ss,,,,1,idle,,3,good,,5,think
d_nikke_eleggboomandshock_03_95,d_nikke_eleggboomandshock_03,Speech,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_95,True,,53,53,1.0,,dorothy_s,,,,1,idle,,3,good,,5,special
d_nikke_eleggboomandshock_03_96,d_nikke_eleggboomandshock_03,Speech,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_96,True,,53,53,1.0,,rapi_ss,,,,1,idle,,3,delight,,5,special
d_nikke_eleggboomandshock_03_97,d_nikke_eleggboomandshock_03,Speech,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_97,True,,53,53,1.0,,dorothy_s,,,,1,idle,,3,delight,,5,think
d_nikke_eleggboomandshock_03_98,d_nikke_eleggboomandshock_03,Self,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_98,False,,53,53,1.0,,,,,,1,idle,,3,delight,,5,think
d_nikke_eleggboomandshock_03_99,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_99,True,,S_100,S_100,1.0,,elegg_s,,,,1,idle,,3,delight,,5,think
d_nikke_eleggboomandshock_03_100,d_nikke_eleggboomandshock_03,Speech,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_100,True,,500,50,1.0,,dorothy_s,,,,1,idle,,3,delight,,5,special
d_nikke_eleggboomandshock_03_101,d_nikke_eleggboomandshock_03,Speech,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_101,True,,50,53,1.0,,rapi_ss,,,,1,idle,,3,delight,,5,special
d_nikke_eleggboomandshock_03_102,d_nikke_eleggboomandshock_03,Speech,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_102,False,,53,53,1.0,,dorothy_s,,,,1,idle,,3,delight,,5,special
d_nikke_eleggboomandshock_03_103,d_nikke_eleggboomandshock_03,Speech,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_103,True,,53,53,1.0,,rapi_ss,,,,1,idle,,3,think,,5,special
d_nikke_eleggboomandshock_03_104,d_nikke_eleggboomandshock_03,Speech,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_104,True,,53,53,1.0,,dorothy_s,,,,1,idle,,3,think,,5,think
d_nikke_eleggboomandshock_03_105,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_105,True,,53,1,1.0,,elegg_s,,,,1,idle,,3,think,,5,think
d_nikke_eleggboomandshock_03_106,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_106,True,,1,1,1.0,,elegg_s,,,,1,idle,,3,think,,5,think
d_nikke_eleggboomandshock_03_107,d_nikke_eleggboomandshock_03,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_107,True,,1,S_10,1.0,,elegg_s,,,,1,idle,,3,think,,5,think
d_nikke_eleggboomandshock_03_108,d_nikke_eleggboomandshock_03,Speech,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_108,True,,50,50,1.0,,dorothy_s,,,,1,idle,,3,think,,5,think
d_nikke_eleggboomandshock_03_109,d_nikke_eleggboomandshock_03,Speech,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_03_109,True,,50,500,1.0,,dorothy_s,,,,1,idle,,3,think,,5,idle
