id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,set_camera_shake,jump_target
d_nikke_ade_02_26,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_26,True,,10,100,1.0,,,ade,ade,,1,worried,,Low_2,
d_nikke_ade_02_27,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_27,True,,100,100,1.0,,,ade,ade,,1,shy,,,
d_nikke_ade_02_28,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_28,True,,100,100,1.0,,,ade,ade,,1,shy,,,
d_nikke_ade_02_29,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_29,False,,100,100,1.0,,,ade,,,1,shy,,,
d_nikke_ade_02_30,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_30,False,,100,100,1.0,,,ade,,,1,shy,,,
d_nikke_ade_02_31,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_31,True,,100,100,1.0,,,ade,ade,,1,shy,,,
d_nikke_ade_02_32,d_nikke_ade_02,Narration,Locale_NikkeEpisode:d_nikke_ade_02_32,False,,100,1,1.0,sfx_scn_cave_bodyfall,,ade,,,1,shy,,,
d_nikke_ade_02_33,d_nikke_ade_02,Monologue,Locale_NikkeEpisode:d_nikke_ade_02_33,False,,1,1,1.0,,,ade,,,1,shy,,,
d_nikke_ade_02_34,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_34,False,,1,1,1.0,,,ade,,,1,shy,,,
d_nikke_ade_02_35,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_35,True,,1,1,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_36,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_36,False,,1,1,1.0,,,ade,,,1,worried,,,
d_nikke_ade_02_37,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_37,True,,1,1,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_38,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_38,True,,1,1,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_39,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_39,True,,1,1,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_40,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_40,False,,1,1,1.0,,,ade,,,1,worried,,,
d_nikke_ade_02_41,d_nikke_ade_02,Monologue,Locale_NikkeEpisode:d_nikke_ade_02_41,False,,1,1,1.0,,,ade,,,1,worried,,,
d_nikke_ade_02_42,d_nikke_ade_02,Monologue,Locale_NikkeEpisode:d_nikke_ade_02_42,False,,1,1,1.0,,,ade,,,1,worried,,,
d_nikke_ade_02_43,d_nikke_ade_02,Choice,Locale_NikkeEpisode:d_nikke_ade_02_43,False,,1,1,1.0,,,ade,,,1,worried,,,d_nikke_ade_02_45
d_nikke_ade_02_44,d_nikke_ade_02,Choice,Locale_NikkeEpisode:d_nikke_ade_02_44,False,,1,1,1.0,,,ade,,,1,worried,,,d_nikke_ade_02_49
d_nikke_ade_02_45,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_45,False,,1,1,1.0,,,ade,,,1,worried,,,
d_nikke_ade_02_46,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_46,True,,1,10,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_47,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_47,False,,10,10,1.0,,,ade,,,1,worried,,,
d_nikke_ade_02_48,d_nikke_ade_02,Monologue,Locale_NikkeEpisode:d_nikke_ade_02_48,False,,10,10,1.0,sfx_scn_handtouch,,ade,,,1,worried,,,d_nikke_ade_02_53
d_nikke_ade_02_49,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_49,False,,1,1,1.0,,,ade,,,1,worried,,,
d_nikke_ade_02_50,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_50,True,,1,10,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_51,d_nikke_ade_02,Monologue,Locale_NikkeEpisode:d_nikke_ade_02_51,False,,10,10,1.0,,,ade,,,1,worried,,,
d_nikke_ade_02_52,d_nikke_ade_02,Monologue,Locale_NikkeEpisode:d_nikke_ade_02_52,False,,10,10,1.0,sfx_scn_pour_water,,ade,,,1,worried,,,d_nikke_ade_02_53
d_nikke_ade_02_53,d_nikke_ade_02,Monologue,Locale_NikkeEpisode:d_nikke_ade_02_53,False,,10,100,1.0,,,ade,,,1,worried,,,
d_nikke_ade_02_54,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_54,True,,100,100,1.0,,,ade,ade,,1,delight,,,
d_nikke_ade_02_55,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_55,True,,100,100,1.0,,,ade,ade,,1,delight,,,
d_nikke_ade_02_56,d_nikke_ade_02,Monologue,Locale_NikkeEpisode:d_nikke_ade_02_56,False,,100,100,1.0,,,ade,,,1,delight,,,
d_nikke_ade_02_57,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_57,True,,100,10,1.0,,,ade,ade,,1,idle,,,
d_nikke_ade_02_58,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_58,True,,10,10,1.0,,,ade,ade,,1,idle,,,
d_nikke_ade_02_59,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_59,True,,10,10,1.0,,,ade,ade,,1,idle,,,
d_nikke_ade_02_60,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_60,True,,10,10,1.0,,,ade,ade,,1,idle,,,
d_nikke_ade_02_61,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_61,True,,10,10,1.0,,,ade,ade,,1,idle,,,
d_nikke_ade_02_62,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_62,False,,10,10,1.0,,,,,,1,idle,,,
d_nikke_ade_02_63,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_63,True,,10,10,1.0,,,ade,ade,,1,idle,,,
d_nikke_ade_02_64,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_64,True,,10,10,1.0,,,ade,ade,,1,idle,,,
d_nikke_ade_02_65,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_65,True,,10,10,1.0,,,ade,ade,,1,idle,,,
d_nikke_ade_02_66,d_nikke_ade_02,Choice,Locale_NikkeEpisode:d_nikke_ade_02_66,False,,10,10,1.0,,,ade,,,1,idle,,,d_nikke_ade_02_68
d_nikke_ade_02_67,d_nikke_ade_02,Choice,Locale_NikkeEpisode:d_nikke_ade_02_67,False,,10,10,1.0,,,ade,,,1,idle,,,d_nikke_ade_02_70
d_nikke_ade_02_68,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_68,True,,10,10,1.0,,,ade,ade,,1,delight,,,
d_nikke_ade_02_69,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_69,True,,10,10,1.0,,,ade,ade,,1,delight,,,d_nikke_ade_02_74
d_nikke_ade_02_70,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_70,True,,10,10,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_71,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_71,True,,10,10,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_72,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_72,True,,10,10,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_73,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_73,True,,10,10,1.0,,,ade,ade,,1,delight,,,d_nikke_ade_02_74
d_nikke_ade_02_74,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_74,True,,10,10,1.0,,,ade,ade,,1,delight,,,
d_nikke_ade_02_75,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_75,True,,10,100,1.0,,,ade,ade,,1,idle,,,
d_nikke_ade_02_76,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_76,False,,100,100,1.0,,,ade,,,1,idle,,,
d_nikke_ade_02_77,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_77,True,,100,100,1.0,,,ade,ade,,1,idle,,,
d_nikke_ade_02_78,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_78,True,,100,100,1.0,,,ade,ade,,1,idle,,,
d_nikke_ade_02_79,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_79,True,,100,100,1.0,,,ade,ade,,1,idle,,,
d_nikke_ade_02_80,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_80,False,,100,100,1.0,,,ade,,,1,idle,,,
d_nikke_ade_02_81,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_81,False,,100,100,1.0,,,ade,,,1,idle,,,
d_nikke_ade_02_82,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_82,True,,100,10,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_83,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_83,True,,10,10,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_84,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_84,True,,10,10,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_85,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_85,True,,10,10,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_86,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_86,False,,10,10,1.0,,,ade,,,1,worried,,,
d_nikke_ade_02_87,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_87,True,,10,10,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_88,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_88,True,,10,10,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_89,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_89,True,,10,10,1.0,,,ade,ade,,1,worried,,,
d_nikke_ade_02_90,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_90,False,,10,10,1.0,,,ade,,,1,worried,,,
d_nikke_ade_02_91,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_91,True,,10,10,1.0,,,ade,ade,,1,shy,,,
d_nikke_ade_02_92,d_nikke_ade_02,Speech,Locale_NikkeEpisode:d_nikke_ade_02_92,True,,10,10,1.0,,,ade,ade,,1,shy,,,
d_nikke_ade_02_93,d_nikke_ade_02,Self,Locale_NikkeEpisode:d_nikke_ade_02_93,False,,10,10,1.0,,,ade,,,1,shy,,,
d_nikke_ade_02_94,d_nikke_ade_02,Monologue,Locale_NikkeEpisode:d_nikke_ade_02_94,False,,10,100,1.0,,,ade,,,1,shy,,,
d_nikke_ade_02_95,d_nikke_ade_02,Monologue,Locale_NikkeEpisode:d_nikke_ade_02_95,False,,100,100,1.0,,,ade,,,1,shy,,,
d_nikke_ade_02_96,d_nikke_ade_02,Monologue,Locale_NikkeEpisode:d_nikke_ade_02_96,False,,100,100,1.0,,,ade,,,1,shy,,,
