id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,fade,set_camera_shake
d_nikke_leona_01_28,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_28,True,,Leo_10,Leo_10,1.0,,,13,idle,,leona_no,leona_no,,1,idle,,3,idle,,,
d_nikke_leona_01_29,d_nikke_leona_01,Self,Locale_NikkeEpisode:d_nikke_leona_01_29,False,,Leo_10,Leo_10,1.0,,,13,idle,,,,,1,idle,,3,idle,,,
d_nikke_leona_01_30,d_nikke_leona_01,Self,Locale_NikkeEpisode:d_nikke_leona_01_30,False,,Leo_10,Leo_10,1.0,,,13,idle,,,,,1,idle,,3,idle,,,
d_nikke_leona_01_31,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_31,False,,Leo_10,Leo_10,1.0,,,13,idle,,,,,1,idle,,3,idle,biscuit,,
d_nikke_leona_01_32,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_32,True,,2,2,1.0,,,,,,leona_no,leona_no,,1,idle,,3,idle,,black,
d_nikke_leona_01_33,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_33,True,,2,2,1.0,,,,,,leona_no,leona_no,,1,idle,,3,idle,,,
d_nikke_leona_01_34,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_34,True,,2,2,1.0,,,,,,leona_no,leona_no,,1,idle,,3,idle,,,
d_nikke_leona_01_35,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_35,True,,2,2,1.0,,,,,sfx_scn_whine,timi,timi,,1,idle,,3,think,,,
d_nikke_leona_01_36,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_36,True,,2,2,1.0,,,,,sfx_scn_whine,timi,timi,,1,idle,,3,sad,,,
d_nikke_leona_01_37,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_37,False,,2,XS_30,1.0,,,,,,,,,1,idle,,3,sad,,,
d_nikke_leona_01_38,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_38,False,,XS_30,XS_30,1.0,,,,,,,,,1,idle,,3,sad,,,
d_nikke_leona_01_39,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_39,True,,XS_30,2,1.0,,,,,,leona_no,leona_no,,1,sad,,3,sad,,,
d_nikke_leona_01_40,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_40,True,,2,2,1.0,,,,,,leona_no,leona_no,,1,sad,,3,sad,,,
d_nikke_leona_01_41,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_41,False,,2,2,1.0,,,,,,,,,1,sad,,3,sad,,,
d_nikke_leona_01_42,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_42,False,,2,2,1.0,,,,,,,,,1,sad,,3,sad,,,
d_nikke_leona_01_43,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_43,True,,2,2,1.0,,,,,,leona_no,leona_no,,1,idle,,3,idle,,black,
d_nikke_leona_01_44,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_44,True,,2,2,1.0,,,,,sfx_scn_whine,timi,timi,,1,idle,,3,think,,,
d_nikke_leona_01_45,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_45,False,,2,XS_30,1.0,,,,,,,,,1,idle,,3,think,,,
d_nikke_leona_01_46,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_46,False,,XS_30,XS_30,1.0,,,,,,,,,1,idle,,3,sad,,,
d_nikke_leona_01_47,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_47,True,,XS_30,Leo_10,1.0,,,,,,leona_no,leona_no,,1,sad,,3,sad,,,
d_nikke_leona_01_48,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_48,True,,Leo_10,Leo_10,1.0,,,,,,leona_no,leona_no,,1,sad,,3,sad,,,
d_nikke_leona_01_49,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_49,True,,Leo_10,Leo_10,1.0,,,,,,leona_no,leona_no,,1,sad,,3,sad,,,
d_nikke_leona_01_50,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_50,False,,Leo_10,2,1.0,,,,,,,,,1,sad,,3,think,,,
d_nikke_leona_01_51,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_51,False,,2,2,1.0,,,,,,,,,1,sad,,3,think,,,
d_nikke_leona_01_52,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_52,True,,2,2,1.0,,,,,sfx_scn_whine,timi,timi,,1,sad,,3,idle,,,
d_nikke_leona_01_53,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_53,True,,2,2,1.0,,,,,,leona_no,leona_no,,1,sad,,3,idle,,,
d_nikke_leona_01_54,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_54,True,,2,2,1.0,,,,,,leona_no,leona_no,,1,sad,,3,idle,,,
d_nikke_leona_01_55,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_55,True,,XS_130,XS_130,1.0,,biscuit,13,idle,,biscuit,biscuit,,1,sad,,3,idle,,,
d_nikke_leona_01_56,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_56,True,,XS_130,XS_130,1.0,,,13,idle,,biscuit,biscuit,,1,sad,,3,idle,,,
d_nikke_leona_01_57,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_57,True,,XS_130,2,1.0,,,13,idle,,leona_no,leona_no,,1,idle,,3,idle,,,
d_nikke_leona_01_58,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_58,True,,2,2,1.0,,,13,idle,,leona_no,leona_no,,1,idle,,3,idle,,,
d_nikke_leona_01_59,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_59,True,,2,2,1.0,,,13,idle,sfx_scn_lionroar,timi,timi,,1,idle,,3,angry,,,
d_nikke_leona_01_60,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_60,True,,2,2,1.0,,,13,idle,,leona_no,leona_no,,1,angry,,3,angry,,,
d_nikke_leona_01_61,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_61,False,,2,2,1.0,,,13,idle,,,,,1,angry,,3,angry,,,
d_nikke_leona_01_62,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_62,False,,2,2,1.0,,,13,idle,,,,,1,angry,,3,angry,,,
d_nikke_leona_01_63,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_63,True,,2,2,1.0,,,13,idle,sfx_scn_lionroar,timi,timi,,1,angry,,3,angry,,,Low_2
d_nikke_leona_01_64,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_64,True,,2,2,1.0,,,13,idle,,leona_no,leona_no,,1,special,,3,angry,,,
d_nikke_leona_01_65,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_65,False,,2,2,1.0,,,13,idle,,,,,1,special,,6,angry,,,
d_nikke_leona_01_66,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_66,False,,2,2,1.0,,,13,idle,,,,,1,special,,6,angry,,,
d_nikke_leona_01_67,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_67,True,,6,XS_60,0.6,,,13,idle,sfx_scn_lionroar,timi,timi,,1,special,,6,angry,,,Low_2
d_nikke_leona_01_68,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_68,True,,1,Leo_10,0.6,,,13,idle,,leona_no,leona_no,,1,special,,6,angry,,,
d_nikke_leona_01_69,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_69,True,,13,XS_130,0.6,,,13,sad,,biscuit,biscuit,,1,special,,6,angry,,,
d_nikke_leona_01_70,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_70,False,,XS_60,XS_60,1.0,,,13,sad,,,,,1,special,,6,angry,,,
d_nikke_leona_01_71,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_71,False,,XS_60,XS_60,1.0,,,13,sad,,,,,1,special,,6,angry,,,
d_nikke_leona_01_72,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_72,False,,XS_60,XS_60,1.0,,,13,sad,,,,,1,special,,6,angry,,,
d_nikke_leona_01_73,d_nikke_leona_01,Self,Locale_NikkeEpisode:d_nikke_leona_01_73,False,,black,black,1.0,none,,13,sad,,,,,1,special,,6,angry,,,
d_nikke_leona_01_74,d_nikke_leona_01,Monologue,Locale_NikkeEpisode:d_nikke_leona_01_74,False,,black,black,1.0,,,13,sad,,,,,1,special,,6,angry,,,
d_nikke_leona_01_75,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_75,True,,5,5,1.0,,,13,sad,,leona_no,leona_no,,4,angry,,6,angry,,,
d_nikke_leona_01_76,d_nikke_leona_01,Self,Locale_NikkeEpisode:d_nikke_leona_01_76,False,,5,5,1.0,bgm_story_destinedtofight,,13,sad,,,,,4,angry,,6,angry,,,
d_nikke_leona_01_77,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_77,True,,5,Leo_40,0.6,,,13,sad,,leona_no,leona_no,,4,idle,,6,angry,,,
d_nikke_leona_01_78,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_78,True,,Leo_40,Leo_40,1.0,,,13,sad,,leona_no,leona_no,,4,idle,,6,angry,,,
d_nikke_leona_01_79,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_79,True,,Leo_40,Leo_40,1.0,,,13,sad,,leona_no,leona_no,,4,idle,,6,angry,,,
d_nikke_leona_01_80,d_nikke_leona_01,Self,Locale_NikkeEpisode:d_nikke_leona_01_80,False,,Leo_40,Leo_40,1.0,,,13,sad,,,,,4,idle,,6,angry,,,
d_nikke_leona_01_81,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_81,True,,Leo_40,4,1.0,,,13,sad,,leona_no,leona_no,,4,sad,,6,angry,,,
d_nikke_leona_01_82,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_82,True,,13,13,1.0,,,13,sad,,biscuit,biscuit,,4,sad,,6,angry,,,
d_nikke_leona_01_83,d_nikke_leona_01,Speech,Locale_NikkeEpisode:d_nikke_leona_01_83,True,,XS_60,XS_600,1.0,,,13,sad,sfx_scn_lionroar,timi,timi,,4,sad,,6,angry,,,
