id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,jump_target,set_camera_shake,fade
d_nikke_ether_01_16,d_nikke_ether_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_ether_01_16,True,,1200,200,1.0,,rapi,,2,angry,,12,worry,Blur_Low,,,,,,
d_nikke_ether_01_17,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_17,False,,200,6001,1.0,,,,2,angry,,12,worry,Blur_Middle,rapi,anis,,,,
d_nikke_ether_01_18,d_nikke_ether_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_ether_01_18,False,Hospital,black,black,1.0,none,,,,,,,,,,,sfx_scn_ultrasonic,,,
d_nikke_ether_01_19,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_19,False,,black,black,1.0,,,,,,,,,,,,,,,
d_nikke_ether_01_20,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_20,False,,black,black,1.0,,,,,,,,,,,,,,,
d_nikke_ether_01_21,d_nikke_ether_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_ether_01_21,False,,15,15,1.0,,,,,,,,,Blur_Middle,,,sfx_scn_scratch,,,
d_nikke_ether_01_22,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_22,False,,15,15,1.0,,,ether,1,sad,,,,Blur_Low,,,,,,
d_nikke_ether_01_23,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_23,True,,15,1,2.0,bgm_story_backtonormal,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_24,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_24,True,,1,1,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_25,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_25,True,,1,1,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_26,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_26,True,,1,1,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_27,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_27,False,,1,1,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_28,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_28,True,,1,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_29,d_nikke_ether_01,Choice,,Locale_NikkeEpisode:d_nikke_ether_01_29,False,,1,1,1.0,,ether,,1,delight,,,,,,,,d_nikke_ether_01_31,,
d_nikke_ether_01_30,d_nikke_ether_01,Choice,,Locale_NikkeEpisode:d_nikke_ether_01_30,False,,1,1,1.0,,ether,,1,delight,,,,,,,,d_nikke_ether_01_32,,
d_nikke_ether_01_31,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_31,True,,1,1,1.0,,ether,,1,sad,,,,,,,,d_nikke_ether_01_33,,
d_nikke_ether_01_32,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_32,True,,1,1,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_33,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_33,True,,1,1,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_34,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_34,False,,1,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_35,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_35,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_36,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_36,False,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_37,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_37,True,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_38,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_38,True,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_39,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_39,False,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_40,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_40,True,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_41,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_41,False,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_42,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_42,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_43,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_43,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_44,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_44,False,,S_10,XS_100,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_45,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_45,True,,XS_100,XS_100,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_46,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_46,False,,XS_100,XS_100,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_47,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_47,False,,black,black,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_48,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_48,False,,50,90,2.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_49,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_49,True,,90,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_50,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_50,False,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_51,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_51,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_52,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_52,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_53,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_53,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_54,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_54,False,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_55,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_55,True,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_56,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_56,True,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_57,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_57,False,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_58,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_58,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_59,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_59,True,,S_10,XS_100,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_60,d_nikke_ether_01,Choice,,Locale_NikkeEpisode:d_nikke_ether_01_60,False,,XS_100,XS_100,1.0,,ether,,1,delight,,,,,,,,d_nikke_ether_01_62,,
d_nikke_ether_01_61,d_nikke_ether_01,Choice,,Locale_NikkeEpisode:d_nikke_ether_01_61,False,,XS_100,XS_100,1.0,,ether,,1,delight,,,,,,,,d_nikke_ether_01_64,,
d_nikke_ether_01_62,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_62,True,,XS_100,XS_100,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_63,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_63,False,,XS_100,XS_100,1.0,,ether,,1,delight,,,,,,,,d_nikke_ether_01_67,,
d_nikke_ether_01_64,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_64,True,,XS_100,XS_100,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_65,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_65,True,,XS_100,XS_100,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_66,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_66,False,,XS_100,XS_100,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_67,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_67,True,,XS_100,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_68,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_68,False,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_69,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_69,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_70,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_70,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_71,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_71,True,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_72,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_72,False,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_73,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_73,True,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_74,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_74,False,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_75,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_75,True,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_76,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_76,True,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_77,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_77,False,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_78,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_78,True,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_79,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_79,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_80,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_80,False,,S_10,1,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_81,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_81,False,,1,1,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_82,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_82,True,,1,1,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_83,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_83,True,,1,1,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_84,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_84,False,,1,1,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_85,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_85,True,,1,1,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_86,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_86,True,,1,1,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_87,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_87,True,,1,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_88,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_88,True,,1,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_89,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_89,True,,1,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_90,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_90,False,,1,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_91,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_91,True,,1,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_92,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_92,True,,1,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_93,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_93,False,,1,1,1.0,,ether,,1,delight,,,,,,,,,Low_2,
d_nikke_ether_01_94,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_94,True,,1,1,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_95,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_95,False,,black,black,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_96,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_96,False,,1,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_97,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_97,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_98,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_98,False,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_99,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_99,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_100,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_100,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_101,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_101,False,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_102,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_102,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_103,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_103,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_104,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_104,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_105,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_105,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_106,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_106,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_107,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_107,False,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_108,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_108,True,,S_10,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_109,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_109,False,,1,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_110,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_110,True,,1,1,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_111,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_111,True,,1,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_112,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_112,False,,1,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_113,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_113,True,,1,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_114,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_114,False,,1,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_115,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_115,False,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_116,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_116,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_117,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_117,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_118,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_118,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_119,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_119,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_120,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_120,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_121,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_121,False,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_122,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_122,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_123,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_123,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_124,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_124,True,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_125,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_125,False,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_126,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_126,False,,S_10,S_10,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_127,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_127,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_128,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_128,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_129,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_129,False,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_130,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_130,False,,black,black,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_131,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_131,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_132,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_132,False,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_133,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_133,True,,S_10,S_10,1.0,,ether,,1,idle,,,,,,,,,,
d_nikke_ether_01_134,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_134,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_135,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_135,True,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_136,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_136,False,,S_10,S_10,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_137,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_137,True,,S_10,1,1.0,,ether,,1,sad,,,,,,,,,,
d_nikke_ether_01_138,d_nikke_ether_01,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_01_138,True,,1,1,1.0,,ether,,1,delight,,,,,,,,,,
d_nikke_ether_01_139,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_139,False,,1,1,1.0,,,,1,delight,,,,,ether,,,,,
d_nikke_ether_01_140,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_140,False,,1,1,1.0,,,,,,,,,Blur_Low,,,,,,
d_nikke_ether_01_141,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_141,False,,1,1,1.0,,,,,,,,,Blur_Low,,,,,,
d_nikke_ether_01_142,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_142,False,,1,6001,1.0,,,,,,,,,Blur_Low,,,,,,
d_nikke_ether_01_143,d_nikke_ether_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_ether_01_143,False,,black,black,1.0,none,,,,,,,,,,,sfx_scn_knock,,,black
d_nikke_ether_01_144,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_144,False,,black,black,1.0,,,,,,,,,,,,,,,
d_nikke_ether_01_145,d_nikke_ether_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_ether_01_145,False,,black,black,1.0,,,,,,,,,,,,sfx_scn_knock,,,
d_nikke_ether_01_146,d_nikke_ether_01,Self,Self,Locale_NikkeEpisode:d_nikke_ether_01_146,False,,1,1,1.0,,,,,,,,,Blur_Low,,,,,,
d_nikke_ether_01_147,d_nikke_ether_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_ether_01_147,False,,1,6002,1.0,,,,,,,,,,,,sfx_scn_paperfly,,,
d_nikke_ether_01_148,d_nikke_ether_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_01_148,False,,6002,6002,1.0,,,,,,,,,,,,,,,
