id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_nikke_cinderella_04_19,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_19,False,,S_300,S_300,1.0,,cinderella,,,,3,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_20,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_20,False,,S_300,S_300,1.0,,,,,,3,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_21,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_21,True,,S_300,S_30,1.0,,cinderella,,,,3,surprise,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_22,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_22,True,,S_30,S_30,1.0,,cinderella,,,,3,smile,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_23,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_23,True,,S_30,S_30,1.0,,cinderella,,,,3,delight,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_24,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_24,False,,S_30,S_30,1.0,none,,,,,3,delight,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_25,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_25,True,,S_30,S_30,1.0,,cinderella,,,,3,smile,abe,19,idle,,,,,,,,,,,,,
d_nikke_cinderella_04_26,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_26,True,Laboratory,S_30,19,1.0,bgm_story_marrybad,cinderella,Grey,Vignetting,,3,idle,,19,idle,,,,,,,,,,,,,
d_nikke_cinderella_04_27,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_27,True,,19,19,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,idle,,,,,,,,,,,,,
d_nikke_cinderella_04_28,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_28,True,,19,19,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,idle,,,,,,,,,,,,,
d_nikke_cinderella_04_29,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_29,True,,19,19,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,idle,,,,,,,,,,,,,
d_nikke_cinderella_04_30,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_30,True,,19,190,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,idle,,,,,,,,,,,,,
d_nikke_cinderella_04_31,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_31,True,,190,190,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,idle,,,,,,,,,,,,,
d_nikke_cinderella_04_32,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_32,True,,190,190,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,idle,,,,,,,,,,,,,
d_nikke_cinderella_04_33,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_33,True,,190,190,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,worry,,,,,,,,,,,,,
d_nikke_cinderella_04_34,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_34,True,,190,190,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,worry,,,,,,,,,,,,,
d_nikke_cinderella_04_35,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_35,True,,190,19,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,worry,,,,,,,,,,,,,
d_nikke_cinderella_04_36,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_36,True,,19,19,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,idle,,,,,,,,,,,,,
d_nikke_cinderella_04_37,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_37,True,,19,19,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,idle,,,,,,,,,,,,,
d_nikke_cinderella_04_38,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_38,True,,19,19,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,idle,,,,,,,,,,,,,
d_nikke_cinderella_04_39,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_39,True,,19,19,1.0,,cinderella,Grey,Vignetting,,3,idle,,19,idle,,,,,,,,,,,,,
d_nikke_cinderella_04_40,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_40,True,,black,black,1.0,,cinderella,Grey,Vignetting,,7,idle,,19,idle,,littlemermaid,15,idle,,,,,,,,,
d_nikke_cinderella_04_41,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_41,True,,15,15,1.0,,cinderella,Grey,Vignetting,,7,idle,,19,idle,,,15,idle,,,,,,,,,
d_nikke_cinderella_04_42,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_42,True,,15,15,1.0,,cinderella,Grey,Vignetting,,7,idle,,19,idle,,,15,delight,,,,,,,,,
d_nikke_cinderella_04_43,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_43,True,,15,12,1.0,,cinderella,Grey,Vignetting,,7,idle,,19,idle,,,15,delight,,hansel,1,idle,,gretel,13,idle,
d_nikke_cinderella_04_44,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_44,True,,12,12,1.0,,cinderella,Grey,Vignetting,,7,idle,,19,idle,,,15,delight,,,1,idle,,,13,idle,
d_nikke_cinderella_04_45,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_45,True,,12,19,1.0,,cinderella,Grey,Vignetting,,7,idle,,19,idle,,,15,idle,,,1,idle,,,13,idle,
d_nikke_cinderella_04_46,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_46,True,,19,19,1.0,,cinderella,Grey,Vignetting,,7,idle,,19,think,,,15,idle,littlemermaid,,1,idle,hansel,,13,idle,gretel
d_nikke_cinderella_04_47,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_47,True,,19,19,1.0,,cinderella,Grey,Vignetting,,7,idle,,19,worry,,,,,,,,,,,,,
d_nikke_cinderella_04_48,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_48,True,,19,19,1.0,,cinderella,Grey,Vignetting,,7,idle,,19,think,,,,,,,,,,,,,
d_nikke_cinderella_04_49,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_49,True,land_d,19,S_70,1.0,,cinderella,,,,7,delight,,19,think,,,,,,,,,,,,,
d_nikke_cinderella_04_50,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_50,False,,S_70,S_70,1.0,,cinderella,,,,7,smile,,19,idle,abe,,,,,,,,,,,,
d_nikke_cinderella_04_51,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_51,False,,S_70,S_70,1.0,,,,,,7,smile,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_52,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_52,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_53,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_53,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_54,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_54,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_55,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_55,False,,S_70,S_70,1.0,,,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_56,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_56,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_57,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_57,False,,S_70,S_70,1.0,,,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_58,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_58,True,,S_70,S_700,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_59,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_59,True,,S_700,S_700,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_60,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_60,False,,S_700,S_700,1.0,,,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_61,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_61,True,,S_700,S_700,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_62,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_62,True,,S_700,S_700,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_63,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_63,False,,S_700,S_700,1.0,,,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_64,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_64,True,,S_700,S_700,1.0,,cinderella,,,,7,surprise,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_65,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_65,False,,S_700,S_700,1.0,none,,,,,7,surprise,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_66,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_66,False,,S_700,S_700,1.0,bgm_story_inwonderland,cinderella,,,,7,surprise,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_67,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_67,True,,S_700,S_700,1.0,,cinderella,,,,7,surprise,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_68,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_68,False,,S_700,S_700,1.0,,,,,,7,surprise,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_69,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_69,False,,S_700,S_700,1.0,,,,,,7,surprise,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_70,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_70,True,,S_700,S_700,1.0,,cinderella,,,,7,surprise,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_71,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_71,False,,S_700,S_700,1.0,,,,,,7,surprise,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_72,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_72,True,,S_700,S_700,1.0,,cinderella,,,,7,surprise,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_73,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_73,True,,S_700,S_700,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_74,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_74,False,,S_700,S_700,1.0,,,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_75,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_75,False,,S_700,S_700,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_76,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_76,True,,S_700,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_77,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_77,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_78,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_78,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_79,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_79,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_80,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_80,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_81,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_81,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_82,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_82,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_83,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_83,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_84,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_84,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_85,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_85,True,,S_70,S_70,1.0,,cinderella,,,,7,idle,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_86,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_86,True,,S_70,S_70,1.0,,cinderella,,,,7,delight,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_87,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_87,True,,S_70,S_70,1.0,,cinderella,,,,7,smile,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_88,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_88,True,,S_70,S_70,1.0,,cinderella,,,,7,smile,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_89,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_89,True,,S_70,S_70,1.0,,cinderella,,,,7,smile,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_90,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_90,True,,S_70,S_70,1.0,,cinderella,,,,7,smile,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_91,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_91,False,,S_70,S_70,1.0,,,,,,7,smile,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_92,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_92,True,,S_70,S_70,1.0,,cinderella,,,,7,smile,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_93,d_nikke_cinderella_04,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_04_93,False,,S_70,S_70,1.0,,,,,,7,smile,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_94,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_94,True,,S_70,S_70,1.0,,cinderella,,,,7,smile,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_95,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_95,True,,S_70,S_70,1.0,,cinderella,,,,7,delight,,,,,,,,,,,,,,,,
d_nikke_cinderella_04_96,d_nikke_cinderella_04,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_04_96,True,,S_70,S_70,1.0,,cinderella,,,,7,smile,,,,,,,,,,,,,,,,
