id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,fade
d_nikke_hongryeon_blackshadow_02_11,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_11,True,,5,idle,,3,idle,,1,idle,,15,idle,,17,think,,1,1,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_12,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_12,True,,5,idle,,3,idle,,1,idle,,15,idle,,17,think,,1,1,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_13,d_nikke_hongryeon_blackshadow_02,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_13,True,,5,idle,,3,idle,,1,idle,,15,idle,,17,think,,15,15,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_14,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_14,True,,5,idle,,3,idle,,1,idle,,15,idle,,17,think,,1,1,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_15,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_15,True,,5,idle,,3,idle,,1,idle,,15,idle,,17,go,,17,17,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_16,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_16,True,,5,idle,,3,idle,,1,idle,,15,idle,,17,go,,17,170,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_17,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_17,True,,5,idle,,3,idle,,1,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_18,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_18,True,,5,idle,,3,delight,,1,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_19,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_19,False,,5,idle,,3,delight,,1,sad,,15,idle,,17,idle,,1,1,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_20,d_nikke_hongryeon_blackshadow_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_20,False,,5,idle,,3,idle,,1,idle,,15,idle,,17,idle,,1,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_21,d_nikke_hongryeon_blackshadow_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_21,False,,5,idle,,3,idle,,1,angry,,15,idle,,17,idle,,10,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_22,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_22,True,,5,idle,,3,idle,,1,angry,,15,idle,,17,idle,,10,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_23,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_23,True,,5,idle,,3,idle,,1,angry,,15,idle,,17,shy_02,,170,170,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_24,d_nikke_hongryeon_blackshadow_02,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_24,True,,5,idle,,3,idle,,1,angry,,15,idle,,17,shy_02,,150,150,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_25,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_25,True,,5,idle,,3,idle,,1,angry,,15,idle,,17,think,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_26,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_26,True,,5,idle,,3,idle,,1,angry,,15,idle,,17,think,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_27,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_27,True,,5,idle,,3,idle,,1,delight,,15,idle,,17,think,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_28,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_28,True,,5,idle,,3,idle,,1,delight,,15,idle,,17,surprise,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_29,d_nikke_hongryeon_blackshadow_02,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_29,True,,5,idle,,3,idle,,1,delight,,15,surprise,,17,surprise,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_30,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_30,True,,5,idle,,3,idle,,1,delight,,15,surprise,,17,think,,31,30,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_31,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_31,True,,5,idle,,3,idle,,1,delight,,15,idle,,17,think,,30,30,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_32,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_32,True,,5,idle,,3,delight,,1,delight,,15,idle,,17,think,,30,30,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_33,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_33,True,,5,idle,,3,delight,,1,delight,,15,idle,,17,think,,30,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_34,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_34,True,,5,idle,,3,idle,,1,delight,,15,idle,,17,think,,31,53,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_35,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_35,True,,5,surprise,,3,idle,,1,delight,,15,idle,,17,think,,53,53,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_36,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_36,True,,5,surprise,,3,idle,,1,delight,,15,idle,,17,think,,53,53,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_37,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_37,True,,5,idle,,3,idle,,1,delight,,15,idle,,17,think,,53,53,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_38,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_38,True,,5,idle,,3,idle,,1,delight,,15,idle,,17,think,,53,1,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_39,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_39,True,,5,idle,,3,idle,,1,delight,,15,idle,,17,think,,1,1,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_40,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_40,True,,5,delight,,3,idle,,1,delight,,15,idle,,17,think,,5,50,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_41,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_41,True,,5,delight,,3,idle,,1,surprise,,15,idle,,17,think,,1,10,2.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_42,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_42,True,,5,delight,,3,idle,,1,surprise,,15,idle,,17,think,,5,5,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_43,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_43,True,,5,delight,,3,idle,,1,idle,,15,idle,,17,think,,5,5,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_44,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_44,True,,5,delight,,3,idle,,1,idle,,15,idle,,17,think,,5,5,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_45,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_45,True,,5,idle,,3,idle,,1,idle,,15,idle,,17,think,,5,5,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_46,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_46,True,,5,idle,,3,idle,,1,idle,,15,idle,,17,think,,5,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_47,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_47,True,,5,idle,,3,idle,,1,idle,,15,idle,,17,think,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_48,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_48,True,,5,idle,,3,delight,,1,idle,,15,idle,,17,think,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_49,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_49,False,,5,idle,,3,delight,,1,sad,,15,idle,,17,think,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_50,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_50,True,,5,idle,,3,idle,,1,sad,,15,idle,,17,think,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_51,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_51,True,,5,idle,,3,idle,,1,sad,,15,idle,,17,think,,31,53,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_52,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_52,True,,5,idle,,3,idle,,1,delight,,15,idle,,17,think,,53,1,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_53,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_53,True,,5,idle,,3,idle,,1,delight,,15,idle,,17,idle,,1,1,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_54,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_54,True,,5,idle,,3,idle,,1,delight,,15,idle,,17,idle,,50,50,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_55,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_55,True,,5,delight,,3,idle,,1,delight,,15,idle,,17,idle,,50,50,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_56,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_56,True,,5,delight,,3,idle,,1,delight,,15,idle,,17,idle,,10,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_57,d_nikke_hongryeon_blackshadow_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_57,False,,5,delight,,3,idle,,1,,,15,idle,,17,idle,,31,31,1.0,,rapunzel_o,liliweiss,hongryeon_o,dorothy,redhood,black
d_nikke_hongryeon_blackshadow_02_58,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_58,True,rapunzel_o,3,idle,hongryeon_o,1,idle,,,,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_59,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_59,True,,3,idle,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_60,d_nikke_hongryeon_blackshadow_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_60,False,,3,delight,,1,sad,,,,,,,,,,,31,31,1.0,,,,,,,black
d_nikke_hongryeon_blackshadow_02_61,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_61,True,,3,delight,,1,sad,redhood,15,idle,,,,,,,,31,15,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_62,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_62,True,,3,delight,,1,sad,,15,idle,,,,,,,,15,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_63,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_63,True,,3,delight,,1,sad,,15,idle,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_64,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_64,True,,3,delight,,1,sad,,15,surprise_02,,,,,,,,31,15,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_65,d_nikke_hongryeon_blackshadow_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_65,False,,3,delight,,1,sad,,15,surprise_02,,,,,,,,15,15,1.0,,,,redhood,,,black
d_nikke_hongryeon_blackshadow_02_66,d_nikke_hongryeon_blackshadow_02,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_66,True,,3,delight,,1,sad,dorothy,15,idle,,,,,,,,15,15,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_67,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_67,True,,3,delight,,1,sad,,15,idle,,,,,,,,15,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_68,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_68,True,,3,delight,,1,sad,,15,idle,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_69,d_nikke_hongryeon_blackshadow_02,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_69,True,,3,delight,,1,sad,,15,idle,,,,,,,,31,15,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_70,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_70,True,,3,delight,,1,sad,,15,idle,,,,,,,,15,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_71,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_71,False,,3,delight,,1,sad,,15,idle,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_72,d_nikke_hongryeon_blackshadow_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_72,False,,3,delight,,1,sad,,15,idle,,,,,,,,31,31,1.0,,,,dorothy,,,black
d_nikke_hongryeon_blackshadow_02_73,d_nikke_hongryeon_blackshadow_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_73,True,,3,delight,,1,sad,snowwhite_o,15,idle,,,,,,,,31,15,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_74,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_74,True,,3,delight,,1,sad,,15,idle,,,,,,,,15,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_75,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_75,True,,3,delight,,1,sad,,15,idle,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_76,d_nikke_hongryeon_blackshadow_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_76,True,,3,delight,,1,sad,,15,idle,,,,,,,,31,15,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_77,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_77,True,,3,delight,,1,sad,,15,idle,,,,,,,,15,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_78,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_78,False,,3,delight,,1,sad,,15,idle,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_79,d_nikke_hongryeon_blackshadow_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_79,False,,3,delight,,1,sad,,15,idle,,,,,,,,31,31,1.0,,,,snowwhite_o,,,black
d_nikke_hongryeon_blackshadow_02_80,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_80,False,,3,delight,,1,sad,,,,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_81,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_81,True,,3,delight,,1,sad,,,,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_82,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_82,False,,3,delight,,1,sad,,,,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_83,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_83,True,,3,delight,,1,sad,,,,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_84,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_84,False,,3,delight,,1,sad,,,,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_85,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_85,True,,3,delight,,1,sad,,,,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_86,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_86,True,,3,delight,,1,surprise,,,,,,,,,,,31,100,0.5,,,,,,,
d_nikke_hongryeon_blackshadow_02_87,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_87,True,,3,delight,,1,surprise,,,,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_88,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_88,True,,3,delight,,1,think,,,,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_89,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_89,True,,3,delight,,1,think,,,,,,,,,,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_90,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_90,False,,3,delight,,1,think,,,,,,,,,,,31,1,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_91,d_nikke_hongryeon_blackshadow_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_91,False,,3,delight,,1,think,,,,,,,,,,,53,53,1.0,,rapunzel_o,hongryeon_o,,,,black
d_nikke_hongryeon_blackshadow_02_92,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_92,True,rapunzel_o,5,delight,liliweiss,3,delight,hongryeon_o,1,idle,snowwhite_o,13,idle,redhood,15,think,,53,53,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_93,d_nikke_hongryeon_blackshadow_02,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_93,True,,5,delight,,3,delight,,1,idle,,13,idle,,15,think,,53,53,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_94,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_94,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,think,,53,31,1.0,,,,,,,
