id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,fade,play_sound,jump_target,set_filter_02
d_nikke_isabel_02_15,d_nikke_isabel_02,Choice,,Locale_NikkeEpisode:d_nikke_isabel_02_15,False,,1,1,1.0,,,isabel,,1,idle,,,,d_nikke_isabel_02_17,
d_nikke_isabel_02_16,d_nikke_isabel_02,Choice,,Locale_NikkeEpisode:d_nikke_isabel_02_16,False,,1,1,1.0,,,isabel,,1,idle,,,,d_nikke_isabel_02_18,
d_nikke_isabel_02_17,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_17,True,,1,1,1.0,,,isabel,,1,surprise,,,,d_nikke_isabel_02_19,
d_nikke_isabel_02_18,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_18,False,,1,1,1.0,,,isabel,,1,surprise,,,,,
d_nikke_isabel_02_19,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_19,True,,1,1,1.0,,,isabel,,1,good,,,,,
d_nikke_isabel_02_20,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_20,True,,1,1,1.0,,,isabel,,1,good,,,,,
d_nikke_isabel_02_21,d_nikke_isabel_02,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_02_21,False,,1,1,1.0,,,isabel,,1,good,,,,,
d_nikke_isabel_02_22,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_22,True,,1,S_10,2.0,,,isabel,,1,surprise,,,,,
d_nikke_isabel_02_23,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_23,True,,S_10,S_10,1.0,,,isabel,,1,surprise,,,,,
d_nikke_isabel_02_24,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_24,True,,S_10,S_10,1.0,,,isabel,,1,surprise,,,,,
d_nikke_isabel_02_25,d_nikke_isabel_02,Choice,,Locale_NikkeEpisode:d_nikke_isabel_02_25,False,,S_10,S_10,1.0,,,isabel,,1,surprise,,,,d_nikke_isabel_02_27,
d_nikke_isabel_02_26,d_nikke_isabel_02,Choice,,Locale_NikkeEpisode:d_nikke_isabel_02_26,False,,S_10,S_10,1.0,,,isabel,,1,surprise,,,,d_nikke_isabel_02_27,
d_nikke_isabel_02_27,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_27,False,,S_10,S_10,1.0,,,isabel,,1,surprise,,,,,
d_nikke_isabel_02_28,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_28,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_29,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_29,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_30,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_30,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_31,d_nikke_isabel_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_isabel_02_31,False,,1,1,1.0,bgm_story_sunshinesorrow,,isabel,,1,idle,isabel,black,,,
d_nikke_isabel_02_32,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_32,True,,1,1,1.0,,,isabel,isabel,1,idle,,,,,
d_nikke_isabel_02_33,d_nikke_isabel_02,Choice,,Locale_NikkeEpisode:d_nikke_isabel_02_33,False,,1,1,1.0,,,isabel,,1,idle,,,,d_nikke_isabel_02_35,
d_nikke_isabel_02_34,d_nikke_isabel_02,Choice,,Locale_NikkeEpisode:d_nikke_isabel_02_34,False,,1,1,1.0,,,isabel,,1,idle,,,,d_nikke_isabel_02_35,
d_nikke_isabel_02_35,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_35,True,,1,1,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_36,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_36,True,,1,S_10,2.0,,,isabel,,1,surprise,,,,,
d_nikke_isabel_02_37,d_nikke_isabel_02,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_02_37,False,,S_10,S_10,1.0,,,isabel,,1,surprise,,,,,
d_nikke_isabel_02_38,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_38,True,,S_10,S_10,1.0,,,isabel,,1,good,,,,,
d_nikke_isabel_02_39,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_39,True,,S_10,S_10,1.0,,,isabel,,1,good,,,,,
d_nikke_isabel_02_40,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_40,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_41,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_41,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_42,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_42,True,,S_10,S_100,2.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_43,d_nikke_isabel_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_02_43,False,,S_100,S_100,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_44,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_44,True,,S_100,S_10,2.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_45,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_45,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_46,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_46,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_47,d_nikke_isabel_02,Choice,,Locale_NikkeEpisode:d_nikke_isabel_02_47,False,,S_10,S_10,1.0,,,isabel,,1,shy,,,,d_nikke_isabel_02_49,
d_nikke_isabel_02_48,d_nikke_isabel_02,Choice,,Locale_NikkeEpisode:d_nikke_isabel_02_48,False,,S_10,S_10,1.0,,,isabel,,1,shy,,,,d_nikke_isabel_02_51,
d_nikke_isabel_02_49,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_49,True,,S_10,S_10,1.0,,,isabel,,1,good,,,,,
d_nikke_isabel_02_50,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_50,True,,S_10,S_10,1.0,,,isabel,,1,good,,,,d_nikke_isabel_02_52,
d_nikke_isabel_02_51,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_51,True,,S_10,S_10,1.0,,,isabel,,1,good,,,,,
d_nikke_isabel_02_52,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_52,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_53,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_53,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_54,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_54,True,Restaurant,S_10,S_10,1.0,,Grey,isabel,,1,idle,isabel,,,,
d_nikke_isabel_02_55,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_55,True,,S_10,S_10,1.0,,Grey,isabel,,,,,,,,
d_nikke_isabel_02_56,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_56,True,ArkRuinIndoor,S_10,S_10,1.0,,,isabel,isabel,1,idle,,,,,
d_nikke_isabel_02_57,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_57,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_58,d_nikke_isabel_02,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_02_58,False,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_59,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_59,True,,S_10,S_10,1.0,,,isabel,,1,surprise,,,,,
d_nikke_isabel_02_60,d_nikke_isabel_02,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_02_60,False,,S_10,S_10,1.0,,,isabel,,1,surprise,,,,,
d_nikke_isabel_02_61,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_61,True,,S_10,S_10,1.0,,,isabel,,1,surprise,,,,,
d_nikke_isabel_02_62,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_62,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_63,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_63,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_64,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_64,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_65,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_65,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_66,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_66,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_67,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_67,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_68,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_68,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_69,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_69,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_70,d_nikke_isabel_02,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_02_70,False,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_71,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_71,True,,S_10,S_10,1.0,,,isabel,,1,good,,,,,
d_nikke_isabel_02_72,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_72,True,,S_10,S_10,1.0,,,isabel,,1,good,,,,,
d_nikke_isabel_02_73,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_73,True,,S_10,S_10,1.0,,,isabel,,1,good,,,,,
d_nikke_isabel_02_74,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_74,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_75,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_75,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_76,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_76,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_77,d_nikke_isabel_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_02_77,False,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_78,d_nikke_isabel_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_02_78,False,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_79,d_nikke_isabel_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_02_79,False,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_80,d_nikke_isabel_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_isabel_02_80,False,,1,1,1.0,none,,isabel,,1,shy,isabel,black,,,
d_nikke_isabel_02_81,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_81,False,,1,1,1.0,bgm_story_inwonderland,,isabel,isabel,1,idle,,,,,
d_nikke_isabel_02_82,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_82,True,,1,1,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_83,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_83,True,,1,1,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_84,d_nikke_isabel_02,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_02_84,False,,1,1,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_85,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_85,True,,1,1,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_86,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_86,True,,1,1,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_87,d_nikke_isabel_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_02_87,False,,black,black,1.0,,,isabel,,1,idle,,,sfx_scn_sofasheet,,
d_nikke_isabel_02_88,d_nikke_isabel_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_02_88,False,,1,1,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_89,d_nikke_isabel_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_02_89,False,,1,1,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_90,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_90,True,,1,1,1.0,,,isabel,,1,good,,,,,
d_nikke_isabel_02_91,d_nikke_isabel_02,Choice,,Locale_NikkeEpisode:d_nikke_isabel_02_91,False,,1,1,1.0,,,isabel,,1,good,,,,d_nikke_isabel_02_93,
d_nikke_isabel_02_92,d_nikke_isabel_02,Choice,,Locale_NikkeEpisode:d_nikke_isabel_02_92,False,,1,1,1.0,,,isabel,,1,good,,,,d_nikke_isabel_02_95,
d_nikke_isabel_02_93,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_93,True,,1,1,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_94,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_94,True,,1,1,1.0,,,isabel,,1,idle,,,,d_nikke_isabel_02_96,
d_nikke_isabel_02_95,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_95,True,,1,1,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_96,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_96,True,,1,1,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_97,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_97,True,,1,1,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_98,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_98,False,,1,1,1.0,,,isabel,,1,"expression_0,shy",,,,,
d_nikke_isabel_02_99,d_nikke_isabel_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_02_99,False,,black,black,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_100,d_nikke_isabel_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_02_100,False,,1,S_10,2.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_101,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_101,False,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_102,d_nikke_isabel_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_02_102,False,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_103,d_nikke_isabel_02,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_02_103,False,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_104,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_104,False,,S_10,S_10,1.0,,,isabel,,1,surprise,,,,,
d_nikke_isabel_02_105,d_nikke_isabel_02,Speech,tvvoice,Locale_NikkeEpisode:d_nikke_isabel_02_105,True,,S_10,S_10,1.0,,,tvvoice,,1,shy,,,,,
d_nikke_isabel_02_106,d_nikke_isabel_02,Speech,tvvoice,Locale_NikkeEpisode:d_nikke_isabel_02_106,True,,S_10,S_10,1.0,,,tvvoice,,1,shy,,,,,
d_nikke_isabel_02_107,d_nikke_isabel_02,Speech,tvvoice,Locale_NikkeEpisode:d_nikke_isabel_02_107,True,,S_10,S_10,1.0,,,tvvoice,,1,shy,,,,,
d_nikke_isabel_02_108,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_108,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_109,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_109,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_110,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_110,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_111,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_111,True,,S_10,S_10,1.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_112,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_112,False,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_113,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_113,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_114,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_114,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_115,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_115,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_116,d_nikke_isabel_02,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_02_116,False,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_117,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_117,True,,S_10,S_10,1.0,,,isabel,,1,idle,,,,,
d_nikke_isabel_02_118,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_118,True,,S_10,S_100,2.0,,,isabel,,1,shy,,,,,
d_nikke_isabel_02_119,d_nikke_isabel_02,Choice,,Locale_NikkeEpisode:d_nikke_isabel_02_119,False,,S_100,S_100,1.0,,,isabel,,1,shy,,,,d_nikke_isabel_02_121,
d_nikke_isabel_02_120,d_nikke_isabel_02,Choice,,Locale_NikkeEpisode:d_nikke_isabel_02_120,False,,S_100,S_100,1.0,,,isabel,,1,shy,,,,d_nikke_isabel_02_122,
d_nikke_isabel_02_121,d_nikke_isabel_02,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_02_121,True,,S_100,S_100,1.0,,,isabel,,1,surprise,,,,,
d_nikke_isabel_02_122,d_nikke_isabel_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_02_122,False,,S_100,S_100,1.0,,Vignetting,,,1,shy,,,,,Blur_Low
d_nikke_isabel_02_123,d_nikke_isabel_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_02_123,False,,black,black,1.0,,,,,1,shy,,,,,
