id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_sugar_01_22,d_nikke_sugar_01,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_01_22,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_23,d_nikke_sugar_01,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_01_23,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_24,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_24,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_25,d_nikke_sugar_01,Speech,sugar,barmaster,Locale_NikkeEpisode:d_nikke_sugar_01_25,False,,S_10,S_10,1.0,,,,,1,idle,d_nikke_sugar_01_31,,,,,,,,,,
d_nikke_sugar_01_26,d_nikke_sugar_01,Speech,sugar,barmaster,Locale_NikkeEpisode:d_nikke_sugar_01_26,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_27,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_27,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_28,d_nikke_sugar_01,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_01_28,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_29,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_29,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_30,d_nikke_sugar_01,Speech,sugar,barmaster,Locale_NikkeEpisode:d_nikke_sugar_01_30,False,,S_10,S_10,1.0,,,,,1,idle,d_nikke_sugar_01_31,,,,,,,,,,
d_nikke_sugar_01_31,d_nikke_sugar_01,Narration,sugar,Narration,Locale_NikkeEpisode:d_nikke_sugar_01_31,False,,S_10,S_10,1.0,,sfx_scn_sugar,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_32,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_32,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_33,d_nikke_sugar_01,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_01_33,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_34,d_nikke_sugar_01,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_01_34,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_35,d_nikke_sugar_01,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_01_35,False,,S_10,S_10,1.0,,,Low_2,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_36,d_nikke_sugar_01,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_01_36,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_37,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_37,True,,S_10,S_100,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_38,d_nikke_sugar_01,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_01_38,False,,S_100,S_100,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_39,d_nikke_sugar_01,Speech,sugar,barmaster,Locale_NikkeEpisode:d_nikke_sugar_01_39,False,,S_100,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_40,d_nikke_sugar_01,Speech,sugar,barmaster,Locale_NikkeEpisode:d_nikke_sugar_01_40,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_41,d_nikke_sugar_01,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_01_41,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_42,d_nikke_sugar_01,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_01_42,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_43,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_43,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_44,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_44,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_45,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_45,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_46,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_46,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_47,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_47,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_48,d_nikke_sugar_01,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_01_48,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_49,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_49,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_50,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_50,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_51,d_nikke_sugar_01,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_01_51,False,,S_10,1,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_52,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_52,True,Cafe,1,1,1.0,,,,,1,idle,,sugar,milk,2,idle,frima,12,idle,Grey,,
d_nikke_sugar_01_53,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_53,True,,1,1,1.0,,,,,,,,,,2,idle,,12,idle,Grey,,
d_nikke_sugar_01_54,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_54,True,Bar,1,1,1.0,,,,sugar,1,idle,,,,2,idle,,12,idle,,milk,frima
d_nikke_sugar_01_55,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_55,True,,1,1,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_56,d_nikke_sugar_01,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_01_56,False,,1,1,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_57,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_57,True,,1,S_10,1.0,,,,,1,delight,,,,,,,,,,,
d_nikke_sugar_01_58,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_58,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_59,d_nikke_sugar_01,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_01_59,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_60,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_60,True,,S_10,S_10,1.0,,,,,1,delight,,,,,,,,,,,
d_nikke_sugar_01_61,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_61,True,,S_10,1,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_62,d_nikke_sugar_01,Narration,sugar,Narration,Locale_NikkeEpisode:d_nikke_sugar_01_62,False,,1,1,1.0,,sfx_scn_chimebell,,,19,idle,,,,,,,,,,,
d_nikke_sugar_01_63,d_nikke_sugar_01,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_01_63,False,,1,1,1.0,,,,,1,idle,,sugar,,,,,,,,,
d_nikke_sugar_01_64,d_nikke_sugar_01,Speech,barmaster,barmaster,Locale_NikkeEpisode:d_nikke_sugar_01_64,False,,1,1,1.0,none,,,,,,,,,,,,,,,,
d_nikke_sugar_01_65,d_nikke_sugar_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_01_65,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_sugar_01_66,d_nikke_sugar_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_01_66,False,OuterRim,black,black,1.0,,sfx_scn_chimebell,,,,,,,,,,,,,,,
d_nikke_sugar_01_67,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_67,True,,19,1,1.0,bgm_story_fairytalesend_if,,,sugar,1,idle,,,,,,,,,,,
d_nikke_sugar_01_68,d_nikke_sugar_01,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_01_68,False,,1,1,1.0,,,,,1,idle,,,,,,,,,,,
d_nikke_sugar_01_69,d_nikke_sugar_01,Speech,massproduction01,unknown,Locale_NikkeEpisode:d_nikke_sugar_01_69,True,,1,13,1.0,,,,,1,idle,,,massproduction01,13,idle,,,,,,
d_nikke_sugar_01_70,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_70,True,,13,13,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_71,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_71,True,,13,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_72,d_nikke_sugar_01,Self,massproduction01,Self,Locale_NikkeEpisode:d_nikke_sugar_01_72,False,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_73,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_73,True,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_74,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_74,True,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_75,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_75,True,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_76,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_76,True,,130,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_77,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_77,True,,1300,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_78,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_78,True,,1300,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_79,d_nikke_sugar_01,Self,massproduction01,Self,Locale_NikkeEpisode:d_nikke_sugar_01_79,False,,1300,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_80,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_80,True,,1300,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_81,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_81,True,,1300,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_82,d_nikke_sugar_01,Self,massproduction01,Self,Locale_NikkeEpisode:d_nikke_sugar_01_82,False,,1300,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_83,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_83,True,,1300,S_100,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_84,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_84,False,,S_100,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_85,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_85,True,,1300,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_86,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_86,True,,S_10,S_10,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_87,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_87,True,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_88,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_88,True,,S_10,S_10,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_89,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_89,True,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_90,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_90,True,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_91,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_91,True,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_92,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_92,True,,S_10,S_100,1.0,none,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_93,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_93,True,,130,1300,0.5,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_94,d_nikke_sugar_01,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_sugar_01_94,False,,1300,130,1.0,,sfx_scn_capopen,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_95,d_nikke_sugar_01,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_sugar_01_95,False,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_96,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_96,True,,130,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_97,d_nikke_sugar_01,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_sugar_01_97,False,,black,black,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_98,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_98,True,,1300,13,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_99,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_99,False,,S_10,S_100,0.5,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_100,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_100,True,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_101,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_101,True,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_102,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_102,True,,113,113,1.0,bgm_distress,,,,1,angry,,,,13,idle,,,,,,
d_nikke_sugar_01_103,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_103,True,,113,113,1.0,,,,,1,angry,,,,13,idle,,,,,,
d_nikke_sugar_01_104,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_104,True,,113,S_10,1.0,,,,,1,angry,,,,13,idle,,,,,,
d_nikke_sugar_01_105,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_105,True,,S_10,130,1.0,,,,,1,angry,,,,13,idle,,,,,,
d_nikke_sugar_01_106,d_nikke_sugar_01,Self,massproduction01,Self,Locale_NikkeEpisode:d_nikke_sugar_01_106,False,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_107,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_107,True,,130,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_108,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_108,True,,1300,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_109,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_109,True,,S_100,S_100,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_110,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_110,True,,1300,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_111,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_111,True,,S_100,S_100,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_112,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_112,True,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_113,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_113,True,,130,S_100,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_114,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_114,False,,13,130,3.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_115,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_115,True,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_116,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_116,True,,130,130,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_117,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_117,True,,130,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_118,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_118,True,,1300,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_119,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_119,True,,1300,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_120,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_120,True,,S_100,S_100,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_121,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_121,True,,1300,1300,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_122,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_122,False,,S_100,S_100,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_123,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_123,True,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_124,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_124,True,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_125,d_nikke_sugar_01,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_01_125,False,,113,S_10,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_126,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_126,True,,S_10,S_10,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_127,d_nikke_sugar_01,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_01_127,False,,S_10,S_100,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_128,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_128,True,,S_100,S_100,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_129,d_nikke_sugar_01,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_01_129,False,,S_100,S_100,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_130,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_130,False,,S_100,S_10,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_131,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_131,True,,S_10,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_132,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_132,True,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
