id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker
treasurestory_viper_02_41,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_41,False,,200,200,1.0,,,,2,idle,viper,
treasurestory_viper_02_42,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_42,True,,200,200,1.0,,,,2,delight,viper,viper
treasurestory_viper_02_43,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_43,True,,200,200,1.0,,,,2,delight,viper,viper
treasurestory_viper_02_44,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_44,True,,200,200,1.0,,,,2,delight,viper,viper
treasurestory_viper_02_45,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_45,True,,200,200,1.0,,,,2,delight,viper,viper
treasurestory_viper_02_46,treasurestory_viper_02,Self,Locale_NikkeEpisode:treasurestory_viper_02_46,False,,200,200,1.0,,,,2,delight,viper,
treasurestory_viper_02_47,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_47,True,,200,200,1.0,,,,2,idle,viper,viper
treasurestory_viper_02_48,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_48,True,,200,200,1.0,,,,2,idle,viper,viper
treasurestory_viper_02_49,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_49,True,,200,200,1.0,,,,2,idle,viper,viper
treasurestory_viper_02_50,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_50,False,,black,black,1.0,,,,2,idle,viper,
treasurestory_viper_02_51,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_51,False,,black,black,1.0,,,,2,idle,viper,
treasurestory_viper_02_52,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_52,False,,black,black,1.0,,,,2,idle,viper,
