id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_moran_01_41,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_41,True,,10,L_130,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_42,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_42,True,,L_130,L_130,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_43,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_43,True,,L_130,L_130,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_44,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_44,False,,L_130,L_130,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_45,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_45,True,,L_130,113,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_46,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_46,True,,113,113,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_47,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_47,False,,113,113,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_48,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_48,True,,113,113,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_49,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_49,True,,113,113,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_50,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_50,True,,113,L_130,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_51,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_51,True,,L_130,L_130,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_52,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_52,True,,L_130,L_130,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_53,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_53,True,,L_130,13,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_54,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_54,True,,13,13,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_55,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_55,True,,13,13,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_56,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_56,True,,13,1,1.0,,,,,1,angry,,13,idle,,,,,
d_nikke_moran_01_57,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_57,True,,1,1,1.0,,,,,1,angry,,13,idle,,,,,
d_nikke_moran_01_58,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_58,True,,1,1,1.0,,,,,1,angry,,13,idle,,,,,
d_nikke_moran_01_59,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_59,True,,1,113,1.0,,,,,1,angry,,13,idle,,,,,
d_nikke_moran_01_60,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_60,True,,113,113,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_61,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_61,True,,113,113,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_62,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_62,True,,113,113,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_63,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_63,True,,113,113,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_64,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_64,True,,113,113,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_65,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_65,True,,113,113,1.0,,,,,1,worry,,13,idle,,,,,
d_nikke_moran_01_66,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_66,True,,113,3,1.0,,,,,3,angry,,13,idle,,,,,
d_nikke_moran_01_67,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_67,True,,3,3,1.0,,,,,3,angry,,13,idle,,,,,
d_nikke_moran_01_68,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_68,True,,3,30,1.0,,,,,3,angry,,13,idle,,,,,
d_nikke_moran_01_69,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_69,True,,30,30,1.0,,,,,3,angry,,13,idle,,,,,
d_nikke_moran_01_70,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_70,True,,30,30,1.0,,,,,3,angry,,13,idle,,,,,
d_nikke_moran_01_71,d_nikke_moran_01,Narration,,,Locale_NikkeEpisode:d_nikke_moran_01_71,False,TatamiRoom,black,black,1.0,none,black,,,1,angry,,13,idle,jin,sakura,13,idle,
d_nikke_moran_01_72,d_nikke_moran_01,Speech,sakura,sakura,Locale_NikkeEpisode:d_nikke_moran_01_72,True,,130,130,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_73,d_nikke_moran_01,Narration,,,Locale_NikkeEpisode:d_nikke_moran_01_73,False,,130,130,1.0,bgm_story_fairytalesend_if,,sfx_scn_glasstable,,1,worry,,,,,,13,idle,
d_nikke_moran_01_74,d_nikke_moran_01,Narration,,,Locale_NikkeEpisode:d_nikke_moran_01_74,False,,130,130,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_75,d_nikke_moran_01,Speech,sakura,sakura,Locale_NikkeEpisode:d_nikke_moran_01_75,True,,130,13,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_76,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_76,True,,13,113,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_77,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_77,True,,113,113,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_78,d_nikke_moran_01,Speech,sakura,sakura,Locale_NikkeEpisode:d_nikke_moran_01_78,True,,113,113,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_79,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_79,True,,113,113,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_80,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_80,True,,113,113,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_81,d_nikke_moran_01,Speech,sakura,sakura,Locale_NikkeEpisode:d_nikke_moran_01_81,True,,113,130,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_82,d_nikke_moran_01,Speech,sakura,sakura,Locale_NikkeEpisode:d_nikke_moran_01_82,True,,130,130,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_83,d_nikke_moran_01,Speech,sakura,sakura,Locale_NikkeEpisode:d_nikke_moran_01_83,True,,130,130,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_84,d_nikke_moran_01,Speech,sakura,sakura,Locale_NikkeEpisode:d_nikke_moran_01_84,True,,130,130,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_85,d_nikke_moran_01,Speech,sakura,sakura,Locale_NikkeEpisode:d_nikke_moran_01_85,True,,130,130,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_86,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_86,True,,130,113,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_87,d_nikke_moran_01,Speech,sakura,sakura,Locale_NikkeEpisode:d_nikke_moran_01_87,True,,113,113,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_88,d_nikke_moran_01,Speech,sakura,sakura,Locale_NikkeEpisode:d_nikke_moran_01_88,True,,113,113,1.0,,,,,1,worry,,,,,,13,idle,
d_nikke_moran_01_89,d_nikke_moran_01,Narration,,,Locale_NikkeEpisode:d_nikke_moran_01_89,False,City_d,black,black,1.0,,,,,1,worry,,,,,,13,idle,sakura
d_nikke_moran_01_90,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_90,True,,100,100,1.0,,,,,1,angry,,,,,,,,
d_nikke_moran_01_91,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_91,True,,100,100,1.0,,,,,1,angry,,,,,,,,
d_nikke_moran_01_92,d_nikke_moran_01,Narration,,,Locale_NikkeEpisode:d_nikke_moran_01_92,False,Mafiaoffice,black,black,1.0,,black,sfx_scn_bang,,1,angry,rosanna,13,angry,,,,,
d_nikke_moran_01_93,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_93,True,,100,100,1.0,,,,,1,angry,,13,angry,,,,,
d_nikke_moran_01_94,d_nikke_moran_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_moran_01_94,True,,100,113,1.0,,,,,1,angry,,13,angry,,,,,
d_nikke_moran_01_95,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_95,True,,113,113,1.0,,,,,1,worry,,13,angry,,,,,
d_nikke_moran_01_96,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_96,True,,113,113,1.0,,,,,1,worry,,13,angry,,,,,
d_nikke_moran_01_97,d_nikke_moran_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_moran_01_97,True,,113,113,1.0,,,,,1,worry,,13,angry,,,,,
d_nikke_moran_01_98,d_nikke_moran_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_moran_01_98,True,,113,113,1.0,,,,,1,worry,,13,angry,,,,,
d_nikke_moran_01_99,d_nikke_moran_01,Narration,,,Locale_NikkeEpisode:d_nikke_moran_01_99,False,City_d,black,black,1.0,,,sfx_scn_bang,,1,worry,,13,angry,rosanna,,,,
d_nikke_moran_01_100,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_100,False,,1,1,1.0,,,,,1,worry,,,,,,,,
d_nikke_moran_01_101,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_101,True,,1,1,1.0,none,,,,1,worry,,,,,,,,
d_nikke_moran_01_102,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_102,True,,1,10,1.0,,,,,1,worry,,,,,,,,
d_nikke_moran_01_103,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_103,True,,10,10,1.0,,,,,1,worry,,,,,,,,
d_nikke_moran_01_104,d_nikke_moran_01,Self,,,Locale_NikkeEpisode:d_nikke_moran_01_104,False,,10,10,1.0,bgm_story_breakaway,,,,1,worry,,,,,,,,
d_nikke_moran_01_105,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_105,False,,10,10,1.0,,,,,1,worry,,,,,,,,
d_nikke_moran_01_106,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_106,True,,10,100,1.0,,,,,1,worry,,,,,,,,
d_nikke_moran_01_107,d_nikke_moran_01,Self,,,Locale_NikkeEpisode:d_nikke_moran_01_107,False,,100,100,1.0,,,,,1,worry,,,,,,,,
d_nikke_moran_01_108,d_nikke_moran_01,Self,,,Locale_NikkeEpisode:d_nikke_moran_01_108,False,,100,100,1.0,,,,,1,worry,,,,,,,,
d_nikke_moran_01_109,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_109,True,,100,100,1.0,,,,,1,worry,,,,,,,,
d_nikke_moran_01_110,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_110,False,,100,10,1.0,,,,,1,angry,,,,,,,,
d_nikke_moran_01_111,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_111,True,,10,10,1.0,,,,,1,angry,,,,,,,,
d_nikke_moran_01_112,d_nikke_moran_01,Self,,,Locale_NikkeEpisode:d_nikke_moran_01_112,False,,10,10,1.0,,,,,1,angry,,,,,,,,
d_nikke_moran_01_113,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_113,True,,10,10,1.0,,,,,1,angry,,,,,,,,
