id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,set_filter_01,set_camera_shake,jump_target,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_diesel_01_28,d_nikke_diesel_01,Monologue,Locale_NikkeEpisode:d_nikke_diesel_01_28,False,,10,100,1.0,,,,Blur_Low,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_29,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_29,True,,100,100,1.0,,,diesel,Blur_Low,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_30,d_nikke_diesel_01,Monologue,Locale_NikkeEpisode:d_nikke_diesel_01_30,False,,100,100,1.0,,,,Blur_Low,Low_2,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_31,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_31,True,,100,10,2.0,,,diesel,Blur_Low,,,diesel,,1,delight,,,,,,,
d_nikke_diesel_01_32,d_nikke_diesel_01,Monologue,Locale_NikkeEpisode:d_nikke_diesel_01_32,False,none,black,black,1.0,none,,,Blur_Middle,,,diesel,,1,delight,diesel,,,,,,
d_nikke_diesel_01_33,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_33,False,,black,black,1.0,,,unknown,,,,diesel,,,,,,,,,,
d_nikke_diesel_01_34,d_nikke_diesel_01,Monologue,Locale_NikkeEpisode:d_nikke_diesel_01_34,False,,black,black,1.0,,,,,,,diesel,,,,,,,,,,
d_nikke_diesel_01_35,d_nikke_diesel_01,Monologue,Locale_NikkeEpisode:d_nikke_diesel_01_35,False,,black,black,1.0,,,,,,,diesel,,,,,,,,,,
d_nikke_diesel_01_36,d_nikke_diesel_01,Monologue,Locale_NikkeEpisode:d_nikke_diesel_01_36,False,,black,black,1.0,bgm_story_whosdumber,,,,,,diesel,,,,,,,,,,
d_nikke_diesel_01_37,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_37,False,Station_n,black,black,1.0,,,unknown,,,,diesel,,,,,,,,,,
d_nikke_diesel_01_38,d_nikke_diesel_01,Monologue,Locale_NikkeEpisode:d_nikke_diesel_01_38,False,,black,black,1.0,,,,,,,diesel,,,,,,,,,,
d_nikke_diesel_01_39,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_39,False,,1,10,1.0,,,,,,,diesel,diesel,1,idle,,,,,,,
d_nikke_diesel_01_40,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_40,False,,10,10,1.0,,,child01,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_41,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_41,True,,10,10,1.0,,,diesel,,,,diesel,,1,surprise,,,,,,,
d_nikke_diesel_01_42,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_42,False,,10,10,1.0,,,child01,,,,diesel,,1,surprise,,,,,,,
d_nikke_diesel_01_43,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_43,True,,10,10,1.0,,,diesel,,,,diesel,,1,delight,,,,,,,
d_nikke_diesel_01_44,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_44,False,,10,10,1.0,,,child01,,,,diesel,,1,delight,,,,,,,
d_nikke_diesel_01_45,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_45,False,,10,10,1.0,,,child01,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_46,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_46,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_47,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_47,False,,10,10,1.0,,,child01,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_48,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_48,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_49,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_49,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_50,d_nikke_diesel_01,Narration,Locale_NikkeEpisode:d_nikke_diesel_01_50,False,,10,100,1.0,,,,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_51,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_51,False,,100,100,1.0,,,child01,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_52,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_52,True,,100,10,1.0,,,diesel,,,,diesel,,1,delight,,,,,,,
d_nikke_diesel_01_53,d_nikke_diesel_01,Narration,Locale_NikkeEpisode:d_nikke_diesel_01_53,False,,10,130,2.0,,,,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_54,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_54,True,,130,130,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_55,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_55,False,,130,130,1.0,,,child01,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_56,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_56,False,,130,10,1.0,,,child01,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_57,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_57,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_58,d_nikke_diesel_01,Narration,Locale_NikkeEpisode:d_nikke_diesel_01_58,False,,10,1,1.0,,,,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_59,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_59,False,,1,1,1.0,,,,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_60,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_60,True,,1,10,2.0,,,diesel,,,,diesel,,1,surprise,,,,,,,
d_nikke_diesel_01_61,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_61,False,,10,10,1.0,,,,,,,diesel,,1,surprise,,,,,,,
d_nikke_diesel_01_62,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_62,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_63,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_63,True,,10,10,1.0,,,diesel,,,,diesel,,1,delight,,,,,,,
d_nikke_diesel_01_64,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_64,False,,10,10,1.0,,,,,,,diesel,,1,delight,,,,,,,
d_nikke_diesel_01_65,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_65,True,,10,100,1.0,,,diesel,,,,diesel,,1,surprise,,,,,,,
d_nikke_diesel_01_66,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_66,True,,100,100,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_67,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_67,False,,100,100,2.0,,,,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_68,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_68,True,,100,100,1.0,,,diesel,,,,diesel,,1,delight,,,,,,,
d_nikke_diesel_01_69,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_69,True,,100,100,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_70,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_70,False,,100,100,1.0,,,,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_71,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_71,True,,100,10,1.0,,,diesel,,,,diesel,,1,delight,,,,,,,
d_nikke_diesel_01_72,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_72,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_73,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_73,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_74,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_74,False,,10,10,1.0,,,,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_75,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_75,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_76,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_76,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_77,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_77,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_78,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_78,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_79,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_79,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_80,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_80,False,,10,1,1.0,,,,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_81,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_81,True,,1,10,1.0,,,diesel,,,,diesel,,1,delight,,,,,,,
d_nikke_diesel_01_82,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_82,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_83,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_83,False,,10,10,1.0,,,,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_84,d_nikke_diesel_01,Monologue,Locale_NikkeEpisode:d_nikke_diesel_01_84,False,,10,100,1.0,,,,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_85,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_85,True,,100,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_86,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_86,True,,10,10,1.0,,,diesel,,,,diesel,,1,idle,,,,,,,
d_nikke_diesel_01_87,d_nikke_diesel_01,Monologue,Locale_NikkeEpisode:d_nikke_diesel_01_87,False,,10,1,2.0,none,,,,,,,,1,idle,diesel,,,,,,
d_nikke_diesel_01_88,d_nikke_diesel_01,Monologue,Locale_NikkeEpisode:d_nikke_diesel_01_88,False,none,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_diesel_01_89,d_nikke_diesel_01,Narration,Locale_NikkeEpisode:d_nikke_diesel_01_89,False,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_diesel_01_90,d_nikke_diesel_01,Monologue,Locale_NikkeEpisode:d_nikke_diesel_01_90,False,CommanderRoom,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_diesel_01_91,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_91,True,,3,30,0.5,bgm_story_herecomestrouble,,anis,,,,anis,rapi,1,idle,,anis,3,angry,neon,5,angry
d_nikke_diesel_01_92,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_92,True,,30,30,1.0,,,anis,,,,anis,,1,idle,,,3,angry,,5,angry
d_nikke_diesel_01_93,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_93,True,,30,S_50,1.0,,,neon,,,,neon,,1,idle,,,3,angry,,5,angry
d_nikke_diesel_01_94,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_94,False,,S_50,S_50,1.0,,,,,,,neon,,1,idle,,,3,angry,,5,angry
d_nikke_diesel_01_95,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_95,True,,S_50,4,0.5,,,neon,,,,neon,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_96,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_96,True,,4,4,1.0,,,anis,,,,anis,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_97,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_97,True,,4,4,1.0,,,anis,,,,anis,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_98,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_98,False,,4,4,1.0,,,,,,,anis,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_99,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_99,True,,4,1,1.0,,,rapi,,,,rapi,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_100,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_100,False,,1,100,2.0,,,rapi,,,,rapi,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_101,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_101,True,,100,10,1.0,,,rapi,,,,rapi,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_102,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_102,True,,10,10,1.0,,,rapi,,,,rapi,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_103,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_103,False,,10,10,1.0,,,,,,,rapi,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_104,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_104,False,,10,10,1.0,none,,tvvoice,,,,rapi,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_105,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_105,False,,10,150,2.0,,,tvvoice,,,,rapi,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_106,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_106,False,,150,150,1.0,,,tvvoice,,,,rapi,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_107,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_107,False,,150,150,1.0,,,tvvoice,,,,rapi,,1,idle,,,3,idle,,5,idle
d_nikke_diesel_01_108,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_108,True,,150,2,2.0,bgm_story_fairytalesend_if,,anis,,,,anis,,1,worry,,,3,worry,,5,worry
d_nikke_diesel_01_109,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_109,True,,2,2,1.0,,,anis,,,,anis,,1,worry,,,3,worry,,5,worry
d_nikke_diesel_01_110,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_110,True,,2,4,2.0,,,neon,,,,neon,,1,worry,,,3,worry,,5,worry
d_nikke_diesel_01_111,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_111,True,,4,2,1.0,,,rapi,,,,rapi,,1,worry,,,3,worry,,5,worry
d_nikke_diesel_01_112,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_112,False,,2,2,1.0,,,,,,,rapi,,1,worry,,,3,worry,,5,worry
d_nikke_diesel_01_113,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_113,True,,2,10,1.0,,,rapi,,,,rapi,,1,idle,,,3,worry,,5,worry
d_nikke_diesel_01_114,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_114,True,,10,10,1.0,,,rapi,,,,rapi,,1,idle,,,3,worry,,5,worry
d_nikke_diesel_01_115,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_115,True,,10,10,1.0,,,rapi,,,,rapi,,1,idle,,,3,worry,,5,worry
d_nikke_diesel_01_116,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_116,False,,10,10,1.0,,,,,,,rapi,,1,idle,,,3,worry,,5,worry
d_nikke_diesel_01_117,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_117,False,,10,150,2.0,,,tvvoice,,,,rapi,,1,worry,,,3,worry,,5,worry
d_nikke_diesel_01_118,d_nikke_diesel_01,Speech,Locale_NikkeEpisode:d_nikke_diesel_01_118,False,,150,150,1.0,,,tvvoice,,,,rapi,,1,worry,,,3,worry,,5,worry
d_nikke_diesel_01_119,d_nikke_diesel_01,Self,Locale_NikkeEpisode:d_nikke_diesel_01_119,False,,150,150,1.0,,,,,,,,,1,worry,,,3,worry,,5,worry
