id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,set_camera_shake,play_sound,set_filter_01,characters/9/set_char_anim
d_nikke_blanc_05_16,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_16,False,,1,delight,Cafe,1,1,1.0,,,blanc,black,,,,,,,,
d_nikke_blanc_05_17,d_nikke_blanc_05,Speech,staff_02,staff_02,Locale_NikkeEpisode:d_nikke_blanc_05_17,True,blanc,1,idle,,1,2,1.0,,,,,staff_02,3,idle,,,,,
d_nikke_blanc_05_18,d_nikke_blanc_05,Speech,staff_02,staff_02,Locale_NikkeEpisode:d_nikke_blanc_05_18,True,,1,idle,,2,2,1.0,,,,,,3,idle,,,,,
d_nikke_blanc_05_19,d_nikke_blanc_05,Speech,staff_02,staff_02,Locale_NikkeEpisode:d_nikke_blanc_05_19,True,,1,idle,,2,2,1.0,,,,,,3,idle,,,,,
d_nikke_blanc_05_20,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_20,True,,1,delight,,2,2,1.0,,,,,,3,idle,,,,,
d_nikke_blanc_05_21,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_21,False,,1,idle,ShoppingMall,black,black,1.0,,,,,,3,idle,staff_02,,,,
d_nikke_blanc_05_22,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_22,True,,1,idle,,2,2,1.0,,,,,adultman,3,idle,,,,,
d_nikke_blanc_05_23,d_nikke_blanc_05,Speech,adultman,staff_02,Locale_NikkeEpisode:d_nikke_blanc_05_23,True,,1,idle,,2,2,1.0,,,,,,3,idle,,,,,
d_nikke_blanc_05_24,d_nikke_blanc_05,Speech,adultman,staff_02,Locale_NikkeEpisode:d_nikke_blanc_05_24,True,,1,idle,,2,2,1.0,,,,,,3,idle,,,,,
d_nikke_blanc_05_25,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_25,True,,1,idle,,2,L_10,1.0,,,,,,3,idle,,,,,
d_nikke_blanc_05_26,d_nikke_blanc_05,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_05_26,False,,1,idle,,L_10,L_10,1.0,,,,,,3,idle,,,,,
d_nikke_blanc_05_27,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_27,True,,1,idle,,black,black,1.0,,,,,,3,idle,adultman,,,,
d_nikke_blanc_05_28,d_nikke_blanc_05,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_05_28,False,,1,shy,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_29,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_29,False,,1,shy,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_30,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_30,True,,1,delight,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_31,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_31,True,,1,delight,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_32,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_32,True,,1,idle,,L_100,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_33,d_nikke_blanc_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_blanc_05_33,False,,1,idle,,black,black,1.0,,,,,,,,,,,,
d_nikke_blanc_05_34,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_34,True,,1,idle,,L_10,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_35,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_35,True,,1,delight,,1,L_10,0.7,,,,,,,,,Low_2,,,
d_nikke_blanc_05_36,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_36,True,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_37,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_37,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_38,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_38,False,,1,idle,,black,black,1.0,,,,,,,,,,,,
d_nikke_blanc_05_39,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_39,False,,1,idle,,black,black,1.0,,,,,,,,,,,,
d_nikke_blanc_05_40,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_40,True,,1,think,,L_10,L_10,1.0,,,,black,,,,,,,,
d_nikke_blanc_05_41,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_41,True,,1,think,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_42,d_nikke_blanc_05,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_05_42,False,,1,think,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_43,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_43,True,,1,think,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_44,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_44,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_45,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_45,True,,1,idle,,L_10,1,2.0,none,,,,,,,,,,,
d_nikke_blanc_05_46,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_46,True,,1,think,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_47,d_nikke_blanc_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_blanc_05_47,False,,1,think,,1,6001,0.6,,,blanc,,,,,,Low_2,sfx_scn_down,,
d_nikke_blanc_05_48,d_nikke_blanc_05,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_05_48,False,,,,,6001,6001,1.0,,,,,,,,,,,,
d_nikke_blanc_05_49,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_49,False,,,,,6001,6001,1.0,,,,,,,,,,,,
d_nikke_blanc_05_50,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_50,False,,,,,black,black,1.0,,,,,,,,,,,,
d_nikke_blanc_05_51,d_nikke_blanc_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_blanc_05_51,False,,,,Hospital_n,5,1,2.0,bgm_story_backtonormal,,,black,,,,,,,,
d_nikke_blanc_05_52,d_nikke_blanc_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_blanc_05_52,False,,,,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_53,d_nikke_blanc_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_blanc_05_53,True,mary,1,worry,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_54,d_nikke_blanc_05,Self,mary,Self,Locale_NikkeEpisode:d_nikke_blanc_05_54,False,,1,worry,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_55,d_nikke_blanc_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_blanc_05_55,True,,1,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_56,d_nikke_blanc_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_blanc_05_56,True,,1,worry,,1,XS_10,2.0,,,,,,,,,,,,
d_nikke_blanc_05_57,d_nikke_blanc_05,Self,mary,Self,Locale_NikkeEpisode:d_nikke_blanc_05_57,False,,1,worry,,XS_10,XS_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_58,d_nikke_blanc_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_blanc_05_58,True,,1,worry,,XS_10,XS_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_59,d_nikke_blanc_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_blanc_05_59,True,,1,worry,,XS_10,XS_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_60,d_nikke_blanc_05,Self,mary,Self,Locale_NikkeEpisode:d_nikke_blanc_05_60,False,,1,worry,,XS_10,XS_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_61,d_nikke_blanc_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_blanc_05_61,True,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_62,d_nikke_blanc_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_blanc_05_62,True,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_63,d_nikke_blanc_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_blanc_05_63,True,,1,idle,,XS_10,1,2.0,,,,,,,,,,,,
d_nikke_blanc_05_64,d_nikke_blanc_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_blanc_05_64,True,,1,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_65,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_65,False,,1,idle,,1,1,1.0,,,mary,,,,,,,,,
d_nikke_blanc_05_66,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_66,False,blanc,1,delight,ToyShop,1,1,1.0,,,,,,,,,,,Grey,
d_nikke_blanc_05_67,d_nikke_blanc_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_blanc_05_67,False,,2,idle,ShoppingMall,1,2,1.0,,,,,,,,,,,Grey,
d_nikke_blanc_05_68,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_68,False,,2,shy,,2,L_20,1.0,,,,,,,,,,,Grey,
d_nikke_blanc_05_69,d_nikke_blanc_05,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_05_69,False,,1,shy,Hospital_n,black,black,1.0,,,blanc,,,,,,,,,
d_nikke_blanc_05_70,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_70,False,,,,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_71,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_71,False,,,,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_72,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_72,False,,,,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_73,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_73,False,,,,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_74,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_74,True,,,,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_75,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_75,False,,,,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_76,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_76,True,blanc,1,think,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_77,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_77,False,,1,think,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_78,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_78,False,,1,think,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_79,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_79,True,,1,no,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_80,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_80,True,,1,think,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_81,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_81,True,,1,think,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_82,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_82,False,,1,think,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_83,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_83,False,,1,think,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_84,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_84,True,,1,no,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_85,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_85,False,,1,no,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_86,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_86,False,,1,think,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_87,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_87,True,,1,think,,1,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_88,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_88,True,,1,think,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_89,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_89,True,,1,think,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_90,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_90,False,,1,think,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_91,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_91,False,,1,think,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_92,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_92,True,,1,no,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_93,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_93,True,,1,no,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_94,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_94,False,,1,no,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_95,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_95,True,,1,think,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_96,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_96,True,,1,think,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_97,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_97,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_98,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_98,False,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_99,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_99,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_100,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_100,False,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_101,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_101,True,,1,idle,CoinRushIndoor,L_10,L_10,1.0,,,blanc,,noir,1,idle,,,,Grey,
d_nikke_blanc_05_102,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_102,True,,1,idle,,L_10,L_10,1.0,,,,,,1,idle,,,,Grey,
d_nikke_blanc_05_103,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_103,False,blanc,1,idle,Hospital_n,L_10,L_10,1.0,,,,,,1,idle,noir,,,,
d_nikke_blanc_05_104,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_104,True,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_105,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_105,True,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_106,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_106,False,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_107,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_107,True,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_108,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_108,True,,1,delight,,L_10,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_109,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_109,False,,1,delight,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_110,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_110,False,,1,delight,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_111,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_111,True,,1,idle,,1,1,1.0,none,,,,,,,,,,,
d_nikke_blanc_05_112,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_112,True,,1,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_113,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_113,False,,1,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_114,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_114,False,,1,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_blanc_05_115,d_nikke_blanc_05,Monologue,blanc,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_115,False,,1,idle,,1,L_10,2.0,bgm_story_shapeofhope,,,,,,,,,,,
d_nikke_blanc_05_116,d_nikke_blanc_05,Choice,blanc,,Locale_NikkeEpisode:d_nikke_blanc_05_116,False,,1,idle,,L_10,L_10,1.0,,d_nikke_blanc_05_118,,,,,,,,,,
d_nikke_blanc_05_117,d_nikke_blanc_05,Choice,blanc,,Locale_NikkeEpisode:d_nikke_blanc_05_117,False,,1,idle,,L_10,L_10,1.0,,d_nikke_blanc_05_120,,,,,,,,,,
d_nikke_blanc_05_118,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_118,True,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_119,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_119,False,,1,shy,,L_10,L_10,1.0,,d_nikke_blanc_05_122,,,,,,,,,,
d_nikke_blanc_05_120,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_120,True,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_121,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_121,False,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_122,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_122,True,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_123,d_nikke_blanc_05,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_05_123,False,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_124,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_124,True,,1,no,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_125,d_nikke_blanc_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_125,False,,1,no,,L_10,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_126,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_126,False,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_127,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_127,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_128,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_128,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_129,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_129,True,,1,no,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_130,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_130,True,,1,no,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_131,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_131,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_132,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_132,True,,1,shy,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_133,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_133,True,,1,shy,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_134,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_134,False,,1,shy,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_135,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_135,True,,1,shy,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_136,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_136,False,,1,shy,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_137,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_137,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_138,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_138,False,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_139,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_139,False,,1,shy,,L_100,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_140,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_140,False,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,,
