id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,conversation_id,characters/0/hide_char_id,fade
d_nikke_n102_04_13,d_nikke_n102_04,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_13,False,,1,pain,,black,black,1.0,,,,,
d_nikke_n102_04_14,d_nikke_n102_04,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_14,True,,1,pain,,black,black,1.0,,,,,
d_nikke_n102_04_15,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_15,False,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_16,d_nikke_n102_04,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_16,False,,1,pain,,XS_10,XS_100,1.0,,,,,
d_nikke_n102_04_17,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_17,False,,1,pain,,XS_100,1,0.7,,,,,
d_nikke_n102_04_18,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_18,True,,1,pain,,1,1,1.0,bgm_story_crawlinganxiety,,,,
d_nikke_n102_04_19,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_19,True,,1,pain,,1,1,1.0,,,,,
d_nikke_n102_04_20,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_20,False,,1,pain,,1,1,1.0,,,,,
d_nikke_n102_04_21,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_21,False,,1,pain,,1,XS_10,1.0,,,,,
d_nikke_n102_04_22,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_22,True,,1,pain,,XS_10,1,0.3,,Low_2,,,
d_nikke_n102_04_23,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_23,True,,1,pain,,1,1,1.0,,,,,
d_nikke_n102_04_24,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_24,False,,1,pain,,1,1,1.0,,,,,
d_nikke_n102_04_25,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_25,False,,1,pain,,1,1,1.0,,,,,
d_nikke_n102_04_26,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_26,True,,1,pain,,1,1,1.0,,,,,
d_nikke_n102_04_27,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_27,True,,1,pain,,1,1,1.0,,,,,
d_nikke_n102_04_28,d_nikke_n102_04,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_28,False,,1,pain,,1,1,1.0,,,m_nikke_n102_04_01,,
d_nikke_n102_04_29,d_nikke_n102_04,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_29,False,,1,pain,,1,1,1.0,,,,,
d_nikke_n102_04_30,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_30,True,,1,pain,,1,1,1.0,,,,,
d_nikke_n102_04_31,d_nikke_n102_04,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_31,False,,1,pain,,1,XS_10,1.0,,,,,
d_nikke_n102_04_32,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_32,False,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_33,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_33,False,,1,pain,,XS_10,XS_100,0.7,,,,,
d_nikke_n102_04_34,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_34,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_35,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_35,True,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_36,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_36,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_37,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_37,True,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_38,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_38,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_39,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_39,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_40,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_40,False,,1,think,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_41,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_41,False,,1,think,,XS_100,XS_100,1.0,none,,,,
d_nikke_n102_04_42,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_42,True,,1,think,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_43,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_43,True,,1,think,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_44,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_44,False,,1,think,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_45,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_45,True,,1,think,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_46,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_46,True,,1,think,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_47,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_47,False,,1,think,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_48,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_48,False,,1,think,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_49,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_49,False,,1,think,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_50,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_50,False,,1,think,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_51,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_51,True,,1,idle,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_52,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_52,True,,1,idle,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_53,d_nikke_n102_04,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_53,False,,1,idle,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_54,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_54,False,,1,idle,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_55,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_55,False,,1,idle,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_56,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_56,False,,1,idle,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_57,d_nikke_n102_04,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_57,False,,1,idle,,XS_100,XS_10,1.0,,,,,
d_nikke_n102_04_58,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_58,True,,1,idle,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_59,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_59,False,,1,idle,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_60,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_60,False,,1,delight,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_61,d_nikke_n102_04,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_61,False,,1,delight,,XS_10,XS_50,1.0,,,,,
d_nikke_n102_04_62,d_nikke_n102_04,Speech,,unknown,Locale_NikkeEpisode:d_nikke_n102_04_62,False,,1,delight,,black,black,1.0,,,,n102,
d_nikke_n102_04_63,d_nikke_n102_04,Speech,,unknown,Locale_NikkeEpisode:d_nikke_n102_04_63,False,,,,,black,black,1.0,,,,,
d_nikke_n102_04_64,d_nikke_n102_04,Speech,,unknown,Locale_NikkeEpisode:d_nikke_n102_04_64,False,,,,,black,black,1.0,,,,,
d_nikke_n102_04_65,d_nikke_n102_04,Narration,,Narration,Locale_NikkeEpisode:d_nikke_n102_04_65,False,,,,none,black,black,1.0,,,,,
d_nikke_n102_04_66,d_nikke_n102_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_66,False,,,,City_d,1,1,1.0,,,,,
d_nikke_n102_04_67,d_nikke_n102_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_67,False,,,,,1,1,1.0,,,m_nikke_n102_04_02,,
d_nikke_n102_04_68,d_nikke_n102_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_68,False,,,,,1,1,1.0,,,,,
d_nikke_n102_04_69,d_nikke_n102_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_69,False,,,,none,black,black,1.0,,,,,black
d_nikke_n102_04_70,d_nikke_n102_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_70,False,,,,Hospital,black,black,1.0,,,,,
d_nikke_n102_04_71,d_nikke_n102_04,Speech,,n102,Locale_NikkeEpisode:d_nikke_n102_04_71,False,,,,,black,black,1.0,,,,,
d_nikke_n102_04_72,d_nikke_n102_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_72,False,,,,,black,black,1.0,,,,,
d_nikke_n102_04_73,d_nikke_n102_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_73,False,,,,,black,black,1.0,,,,,
d_nikke_n102_04_74,d_nikke_n102_04,Self,,Self,Locale_NikkeEpisode:d_nikke_n102_04_74,False,,,,,1,1,1.0,,,,,
d_nikke_n102_04_75,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_75,True,n102,1,pain,,1,1,1.0,bgm_story_stormbreakers,,,,
d_nikke_n102_04_76,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_76,False,,1,pain,,1,1,1.0,,,,,
d_nikke_n102_04_77,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_77,True,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_78,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_78,True,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_79,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_79,True,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_80,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_80,False,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_81,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_81,True,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_82,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_82,False,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_83,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_83,True,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_84,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_84,True,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_85,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_85,False,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_86,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_86,True,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_87,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_87,False,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_88,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_88,True,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_89,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_89,True,,1,pain,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_90,d_nikke_n102_04,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_90,False,,1,pain,,XS_10,XS_100,0.4,none,,,,
d_nikke_n102_04_91,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_91,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_92,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_92,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_93,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_93,False,,1,pain,,XS_100,XS_100,1.0,bgm_story_lastbullet,,,,
d_nikke_n102_04_94,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_94,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_95,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_95,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_96,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_96,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_97,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_97,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_98,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_98,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_99,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_99,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_100,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_100,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_101,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_101,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_102,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_102,False,,1,pain,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_103,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_103,False,,1,idle,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_104,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_104,True,,1,idle,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_105,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_105,True,,1,idle,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_106,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_106,True,,1,idle,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_107,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_107,False,,1,idle,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_108,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_108,True,,1,think,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_109,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_109,False,,1,think,,XS_100,XS_100,1.0,,,,,
d_nikke_n102_04_110,d_nikke_n102_04,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_04_110,False,,1,think,,XS_100,XS_10,1.0,,,,,
d_nikke_n102_04_111,d_nikke_n102_04,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_04_111,True,,1,think,,XS_10,XS_10,1.0,,,,,
d_nikke_n102_04_112,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_112,False,,1,idle,,black,black,1.0,,,,,
d_nikke_n102_04_113,d_nikke_n102_04,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_04_113,False,,1,idle,,black,black,1.0,,,,,
