id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,highlight,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,fade
d_nikke_littlemermaid_03_11,d_nikke_littlemermaid_03,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_03_11,True,,3,1,1.3,,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle_blue,,16,idle,,redshoes,,,,,
d_nikke_littlemermaid_03_12,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_12,True,,15,15,1.0,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,idle_blue,,16,idle,,abe,,,,,
d_nikke_littlemermaid_03_13,d_nikke_littlemermaid_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_03_13,False,,15,15,1.0,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,surprise_blue,,16,idle,,cinderella,,,,,
d_nikke_littlemermaid_03_14,d_nikke_littlemermaid_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_03_14,True,,15,15,1.0,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,surprise_blue,,16,idle,,cinderella,,,,,
d_nikke_littlemermaid_03_15,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_15,True,,15,15,1.0,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,surprise_blue,,16,worry,,abe,,,,,
d_nikke_littlemermaid_03_16,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_16,True,,15,15,1.0,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,surprise_blue,,16,worry,,abe,,,,,
d_nikke_littlemermaid_03_17,d_nikke_littlemermaid_03,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_03_17,True,,15,13,1.3,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,surprise_blue,,16,worry,,redshoes,,,,,
d_nikke_littlemermaid_03_18,d_nikke_littlemermaid_03,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_03_18,True,,13,13,1.0,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,surprise_blue,,16,worry,,redshoes,,,,,
d_nikke_littlemermaid_03_19,d_nikke_littlemermaid_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_03_19,True,,13,13,1.0,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,surprise_blue,,16,worry,,cinderella,,,,,
d_nikke_littlemermaid_03_20,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_20,True,,13,15,1.3,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,surprise_blue,,16,think,,abe,,,,,
d_nikke_littlemermaid_03_21,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_21,True,,15,15,1.0,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,surprise_blue,,16,idle,,abe,,,,,
d_nikke_littlemermaid_03_22,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_22,True,,15,15,1.0,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,surprise_blue,,16,idle,,abe,,,,,
d_nikke_littlemermaid_03_23,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_23,True,,15,15,1.0,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,surprise_blue,,16,idle,,abe,,,,,
d_nikke_littlemermaid_03_24,d_nikke_littlemermaid_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_03_24,True,,15,15,1.0,,,6,idle,,4,idle,,2,idle,,12,surprise,,14,idle_blue,,16,idle,,cinderella,,,,,
d_nikke_littlemermaid_03_25,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_25,True,,15,15,1.0,,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle_blue,,16,idle,,abe,,,,,
d_nikke_littlemermaid_03_26,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_26,True,,15,15,1.0,,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle_blue,,16,idle,,abe,,,,,
d_nikke_littlemermaid_03_27,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_27,True,,15,15,1.0,,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle_blue,,16,idle,,abe,,,,,
d_nikke_littlemermaid_03_28,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_28,False,,6,6,1.0,,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle_blue,,16,idle,,littlemermaid,,,,,
d_nikke_littlemermaid_03_29,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_29,True,,6,L_60,1.3,,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle_blue,,16,idle,,littlemermaid,,,,,
d_nikke_littlemermaid_03_30,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_30,True,,160,160,1.0,,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle_blue,,16,idle,,abe,,,,,
d_nikke_littlemermaid_03_31,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_31,False,,160,160,1.0,,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle_blue,,16,idle,,abe,,,,,
d_nikke_littlemermaid_03_32,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_32,True,,160,160,1.0,,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle_blue,,16,idle,,abe,,,,,
d_nikke_littlemermaid_03_33,d_nikke_littlemermaid_03,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_03_33,False,Laboratory,black,black,1.0,none,,2,idle,,4,idle,,2,idle,,12,idle,,14,idle_blue,,12,worry,sfx_scn_autodooropen,abe,hansel,gretel,redshoes,cinderella,black
d_nikke_littlemermaid_03_34,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_34,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_35,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_35,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_36,d_nikke_littlemermaid_03,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_03_36,False,,black,black,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_37,d_nikke_littlemermaid_03,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_03_37,False,,black,black,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,sfx_scn_tools,abe,,,,,
d_nikke_littlemermaid_03_38,d_nikke_littlemermaid_03,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_03_38,False,,black,black,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,sfx_scn_aimheavy,abe,,,,,
d_nikke_littlemermaid_03_39,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_39,True,,120,120,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_40,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_40,True,,120,120,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_41,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_41,True,,120,1,1.3,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_42,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_42,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_43,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_43,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_44,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_44,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_45,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_45,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_46,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_46,False,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_47,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_47,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_48,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_48,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_49,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_49,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_50,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_50,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,idle,,littlemermaid,,,,,
d_nikke_littlemermaid_03_51,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_51,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,idle,,littlemermaid,,,,,
d_nikke_littlemermaid_03_52,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_52,False,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,idle,,littlemermaid,,,,,
d_nikke_littlemermaid_03_53,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_53,True,,1,1,1.0,event_bgm_oldtales_totheend,,2,think,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_54,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_54,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_55,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_55,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,idle,,littlemermaid,,,,,
d_nikke_littlemermaid_03_56,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_56,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_57,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_57,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_58,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_58,False,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_59,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_59,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_60,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_60,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_61,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_61,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_62,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_62,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_63,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_63,False,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_64,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_64,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_65,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_65,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_66,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_66,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_67,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_67,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_68,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_68,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_69,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_69,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_70,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_70,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_71,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_71,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_72,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_72,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_73,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_73,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_74,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_74,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_75,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_75,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_76,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_76,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_77,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_77,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_78,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_78,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_79,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_79,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,idle,,littlemermaid,,,,,
d_nikke_littlemermaid_03_80,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_80,False,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,idle,,littlemermaid,,,,,
d_nikke_littlemermaid_03_81,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_81,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_82,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_82,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_83,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_83,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,idle,,littlemermaid,,,,,
d_nikke_littlemermaid_03_84,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_84,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_85,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_85,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_86,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_86,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,idle,,littlemermaid,,,,,
d_nikke_littlemermaid_03_87,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_87,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,idle,,abe,,,,,
d_nikke_littlemermaid_03_88,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_88,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,think,,abe,,,,,
d_nikke_littlemermaid_03_89,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_89,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_90,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_90,False,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_91,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_91,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,delight,,abe,,,,,
d_nikke_littlemermaid_03_92,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_92,True,,1,1,1.0,,,2,idle,,,,,,,,,,,,,,12,delight,,abe,,,,,
d_nikke_littlemermaid_03_93,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_93,True,,1,1,1.0,,,2,think,,,,,,,,,,,,,,12,delight,,littlemermaid,,,,,
d_nikke_littlemermaid_03_94,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_94,True,,1,120,1.3,,,2,think,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_95,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_95,True,,120,120,1.0,,,2,think,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_96,d_nikke_littlemermaid_03,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_03_96,True,,120,120,1.0,,,2,think,,,,,,,,,,,,,,12,worry,,abe,,,,,
d_nikke_littlemermaid_03_97,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_97,False,,120,L_20,1.3,,,2,idle,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
d_nikke_littlemermaid_03_98,d_nikke_littlemermaid_03,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_03_98,True,,L_20,L_20,1.0,,,2,delight,,,,,,,,,,,,,,12,worry,,littlemermaid,,,,,
