id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,highlight,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,fade,characters/6/hide_char_id,set_filter_01
d_nikke_littlemermaid_01_22,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_22,True,,4,2,1.3,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,17,idle,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_23,d_nikke_littlemermaid_01,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_01_23,True,,16,16,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,17,idle,,abe,,,,,,,
d_nikke_littlemermaid_01_24,d_nikke_littlemermaid_01,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_01_24,True,,16,16,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,17,idle,,abe,,,,,,,
d_nikke_littlemermaid_01_25,d_nikke_littlemermaid_01,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_01_25,True,,16,16,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,17,idle,,abe,,,,,,,
d_nikke_littlemermaid_01_26,d_nikke_littlemermaid_01,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_01_26,True,,16,16,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,17,idle,,abe,,,,,,,
d_nikke_littlemermaid_01_27,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_27,True,,16,16,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,17,idle,,cinderella,,,,,,,
d_nikke_littlemermaid_01_28,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_28,True,,16,16,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,17,idle,,cinderella,,,,,,,
d_nikke_littlemermaid_01_29,d_nikke_littlemermaid_01,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_01_29,True,,16,16,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,17,idle,,abe,,,,,,,
d_nikke_littlemermaid_01_30,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_30,False,,16,16,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,17,idle,,cinderella,,,,,,,
d_nikke_littlemermaid_01_31,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_31,True,,16,16,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,17,idle,,cinderella,,,,,,,
d_nikke_littlemermaid_01_32,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_32,True,,16,16,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,17,idle,,cinderella,,,,,,,
d_nikke_littlemermaid_01_33,d_nikke_littlemermaid_01,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_01_33,True,,12,12,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,17,idle,,redshoes,,,,,,,
d_nikke_littlemermaid_01_34,d_nikke_littlemermaid_01,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_01_34,True,,12,12,1.0,,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle_blue,,17,idle,,redshoes,,,,,,,
d_nikke_littlemermaid_01_35,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_35,True,,12,12,1.0,,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle_blue,,17,idle,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_36,d_nikke_littlemermaid_01,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_01_36,True,,17,170,0.7,,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle_blue,,17,idle,,abe,,,,,,,
d_nikke_littlemermaid_01_37,d_nikke_littlemermaid_01,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_01_37,True,,170,170,1.0,,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle_blue,,17,idle,,abe,,,,,,,
d_nikke_littlemermaid_01_38,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_38,True,,L_10,1,0.7,,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle_blue,,17,idle,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_39,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_39,True,,1,1,1.0,,,5,idle,,3,idle,,1,think,,13,idle,,15,idle_blue,,17,idle,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_40,d_nikke_littlemermaid_01,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_01_40,False,,1,14,1.3,,,5,idle,,3,idle,,1,think,,13,surprise,,15,surprise_blue,,17,idle,,redshoes,,,,,,,
d_nikke_littlemermaid_01_41,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_41,False,,14,14,1.0,,,5,idle,,3,idle,,1,think,,13,surprise,,15,surprise_blue,,17,idle,,cinderella,,,,,,,
d_nikke_littlemermaid_01_42,d_nikke_littlemermaid_01,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_01_42,True,,14,16,1.3,,,5,idle,,3,idle,,1,think,,13,surprise,,15,surprise_blue,,17,idle,,abe,,,,,,,
d_nikke_littlemermaid_01_43,d_nikke_littlemermaid_01,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_01_43,True,,16,16,1.0,,,5,idle,,3,idle,,1,think,,13,surprise,,15,surprise_blue,,17,idle,,abe,,,,,,,
d_nikke_littlemermaid_01_44,d_nikke_littlemermaid_01,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_01_44,True,,16,16,1.0,,,5,idle,,3,idle,,1,think,,13,surprise,,15,surprise_blue,,17,idle,,abe,,,,,,,
d_nikke_littlemermaid_01_45,d_nikke_littlemermaid_01,Speech,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_01_45,True,,4,4,1.0,,,5,idle,,3,idle,,1,think,,13,surprise,,15,surprise_blue,,17,idle,,hansel,,,,,,,
d_nikke_littlemermaid_01_46,d_nikke_littlemermaid_01,Speech,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_01_46,True,,170,170,1.0,,,5,idle,,3,idle,,1,think,,13,surprise,,15,surprise_blue,,17,idle,,abe,,,,,,,
d_nikke_littlemermaid_01_47,d_nikke_littlemermaid_01,Speech,abe_op,Locale_NikkeEpisode:d_nikke_littlemermaid_01_47,True,TrainingField,12,12,1.0,bgm_story_confront,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle_blue,,17,idle,,abe_op,abe,abe_op,OP_leftup,idle,black,,
d_nikke_littlemermaid_01_48,d_nikke_littlemermaid_01,Speech,abe_op,Locale_NikkeEpisode:d_nikke_littlemermaid_01_48,True,,12,12,1.0,,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle_blue,,,,,abe_op,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_49,d_nikke_littlemermaid_01,Speech,abe_op,Locale_NikkeEpisode:d_nikke_littlemermaid_01_49,True,,12,12,1.0,,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle_blue,,,,,abe_op,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_50,d_nikke_littlemermaid_01,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_01_50,True,,12,12,1.0,,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle_blue,,,,,redshoes,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_51,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_51,True,,12,12,1.3,,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle_blue,,,,,littlemermaid,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_52,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_52,True,,12,14,1.0,,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle_blue,,,,,cinderella,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_53,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_53,True,,L_10,L_10,1.0,,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle_blue,,,,,littlemermaid,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_54,d_nikke_littlemermaid_01,Speech,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_01_54,True,,4,4,1.0,,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle_blue,,,,,hansel,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_55,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_55,True,,L_10,L_10,1.0,,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle_blue,,,,,littlemermaid,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_56,d_nikke_littlemermaid_01,Speech,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_01_56,False,,4,4,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,,,,hansel,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_57,d_nikke_littlemermaid_01,Speech,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_01_57,True,,4,4,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,,,,hansel,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_58,d_nikke_littlemermaid_01,Speech,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_01_58,True,,4,4,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,,,,hansel,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_59,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_59,True,,14,14,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,,,,cinderella,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_60,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_60,True,,14,14,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,,,,cinderella,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_61,d_nikke_littlemermaid_01,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_01_61,True,,14,14,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,,,,redshoes,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_62,d_nikke_littlemermaid_01,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_01_62,True,,14,14,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,,,,redshoes,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_63,d_nikke_littlemermaid_01,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_01_63,True,,14,14,1.0,,,5,void,,3,void,,1,idle,,13,idle,,15,idle_blue,,,,,redshoes,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_64,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_64,True,,14,12,1.3,,,5,void,,3,void,,1,delight,,13,idle,,15,idle_blue,,,,,littlemermaid,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_65,d_nikke_littlemermaid_01,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_01_65,True,,12,12,1.0,,,5,void,,3,void,,1,delight,,13,smile,,15,idle_blue,,,,,redshoes,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_66,d_nikke_littlemermaid_01,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_01_66,False,,black,black,1.0,,,5,idle,,3,idle,,1,delight,,13,surprise,,15,idle_blue,,,,sfx_scn_finishshot,redshoes,,,OP_leftup,idle,,abe_op,
d_nikke_littlemermaid_01_67,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_67,False,,14,14,1.0,,,5,idle,,3,idle,,1,surprise,,13,surprise,,15,surprise_blue,,,,,cinderella,,abe_op,OP_leftup,idle,,,
d_nikke_littlemermaid_01_68,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_68,True,,14,14,1.0,,,5,idle,,3,idle,,1,surprise,,13,surprise,,15,angry_blue,,,,,cinderella,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_69,d_nikke_littlemermaid_01,Speech,abe_op,Locale_NikkeEpisode:d_nikke_littlemermaid_01_69,True,,14,14,1.0,,,5,idle,,3,idle,,1,surprise,,13,surprise,,15,angry_blue,,,,,abe_op,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_70,d_nikke_littlemermaid_01,Speech,abe_op,Locale_NikkeEpisode:d_nikke_littlemermaid_01_70,True,,14,14,1.0,,,5,idle,,3,idle,,1,surprise,,13,surprise,,15,angry_blue,,,,,abe_op,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_71,d_nikke_littlemermaid_01,Speech,abe_op,Locale_NikkeEpisode:d_nikke_littlemermaid_01_71,True,,14,14,1.0,,,5,idle,,3,idle,,1,surprise,,13,surprise,,15,angry_blue,,,,,abe_op,,,OP_leftup,idle,,,
d_nikke_littlemermaid_01_72,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_72,True,,14,14,1.0,,,5,idle,,3,idle,,1,surprise,,13,surprise,,15,angry_blue,,,,,cinderella,,,OP_leftup,idle,,abe_op,
d_nikke_littlemermaid_01_73,d_nikke_littlemermaid_01,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_01_73,True,,14,14,1.0,,,5,idle,,3,idle,,1,idle,,13,think,,15,angry_blue,,,,,redshoes,,,,,,,
d_nikke_littlemermaid_01_74,d_nikke_littlemermaid_01,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_01_74,True,,14,14,1.0,,,5,idle,,3,idle,,1,idle,,13,think,,15,angry_blue,,,,,redshoes,,,,,,,
d_nikke_littlemermaid_01_75,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_75,True,,14,S_150,1.0,,,5,idle,,3,idle,,1,idle,,13,think,,15,angry_blue,,,,,cinderella,,,,,,,
d_nikke_littlemermaid_01_76,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_76,True,,S_150,S_150,1.0,,,5,idle,,3,idle,,1,idle,,13,think,,15,angry_blue,,,,,cinderella,,,,,,,
d_nikke_littlemermaid_01_77,d_nikke_littlemermaid_01,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_01_77,False,,black,black,1.0,,,5,idle,,3,idle,,1,idle,,13,think,,15,angry_blue,,,,sfx_scn_shieldtransform,cinderella,,,,,,,
d_nikke_littlemermaid_01_78,d_nikke_littlemermaid_01,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_01_78,False,,black,black,1.0,,,5,idle,,3,idle,,1,idle,,13,think,,15,idle_blue,,,,sfx_scn_mechfly,cinderella,,,,,,,
d_nikke_littlemermaid_01_79,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_79,False,,S_150,S_150,1.0,,,5,idle,,3,idle,,1,idle,,13,think,,15,idle_blue,,,,,cinderella,,,,,,,
d_nikke_littlemermaid_01_80,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_80,True,,S_150,S_150,1.0,,,5,idle,,3,idle,,1,idle,,13,think,,15,idle_blue,,,,,cinderella,,,,,,,
d_nikke_littlemermaid_01_81,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_81,True,,S_150,S_150,1.0,,,5,idle,,3,idle,,1,idle,,13,think,,15,idle_blue,,,,,cinderella,,,,,,,
d_nikke_littlemermaid_01_82,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_82,True,,S_150,S_150,1.0,,,5,idle,,3,idle,,1,idle,,13,think,,15,idle_blue,,,,,cinderella,,,,,,,
d_nikke_littlemermaid_01_83,d_nikke_littlemermaid_01,Speech,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_01_83,True,,4,4,1.0,,,5,worry,,3,worry,,1,idle,,13,think,,15,idle_blue,,,,,hansel,,,,,,,
d_nikke_littlemermaid_01_84,d_nikke_littlemermaid_01,Speech,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_01_84,True,,4,4,1.0,,,5,worry,,3,worry,,1,idle,,13,think,,15,idle_blue,,,,,hansel,,,,,,,
d_nikke_littlemermaid_01_85,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_85,True,,L_10,L_10,1.3,,,5,worry,,3,worry,,1,idle,,13,think,,15,idle_blue,,,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_86,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_86,True,,L_10,L_10,1.0,,,5,worry,,3,worry,,1,idle,,13,think,,15,idle_blue,,,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_87,d_nikke_littlemermaid_01,Speech,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_01_87,True,,4,4,1.0,,,5,idle,,3,idle,,1,idle,,13,think,,15,idle_blue,,,,,hansel,,,,,,,
d_nikke_littlemermaid_01_88,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_88,True,,4,12,1.5,,,5,idle,,3,idle,,1,think,,13,think,,15,idle_blue,,,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_89,d_nikke_littlemermaid_01,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_01_89,True,,12,12,1.0,,,5,idle,,3,idle,,1,think,,13,smile,,15,idle_blue,,,,,redshoes,,,,,,,
d_nikke_littlemermaid_01_90,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_90,True,,12,12,1.0,,,5,idle,,3,idle,,1,idle,,13,smile,,15,idle_blue,,,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_91,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_91,False,,S_150,S_150,1.0,,,5,idle,,3,idle,,1,idle,,13,smile,,15,idle_blue,,,,,cinderella,,,,,,,
d_nikke_littlemermaid_01_92,d_nikke_littlemermaid_01,Speech,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_01_92,True,,4,4,1.0,,,5,surprise,,3,surprise,,1,idle,,13,smile,,15,idle_blue,,,,,hansel,,,,,,,
d_nikke_littlemermaid_01_93,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_93,True,,L_10,L_10,1.0,,,5,surprise,,3,surprise,,1,idle,,13,smile,,15,idle_blue,,,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_94,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_94,True,,L_10,L_10,1.0,,,5,surprise,,3,surprise,,1,idle,,13,smile,,15,idle_blue,,,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_95,d_nikke_littlemermaid_01,Speech,hanselgretel,Locale_NikkeEpisode:d_nikke_littlemermaid_01_95,False,,L_10,L_10,1.0,,,5,surprise,,3,surprise,,1,idle,,13,idle,,15,idle_blue,,,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_96,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_96,True,,14,14,1.0,,,5,surprise,,3,surprise,,1,idle,,13,idle,,15,idle_blue,,,,,cinderella,,,,,,,
d_nikke_littlemermaid_01_97,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_97,True,,14,14,1.0,,,5,surprise,,3,surprise,,1,idle,,13,idle,,15,idle_blue,,,,,cinderella,,,,,,,
d_nikke_littlemermaid_01_98,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_98,True,,14,14,1.0,,,5,surprise,,3,surprise,,1,idle,,13,idle,,15,idle_blue,,,,,cinderella,,,,,,,
