id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_emma_tactical_04_25,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_25,False,,1,1,1.0,,,,,,,,
d_nikke_emma_tactical_04_26,d_nikke_emma_tactical_04,Monologue,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_26,False,,1,1,1.0,,,,,,,,
d_nikke_emma_tactical_04_27,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_27,True,,1,10,1.0,,,,,emma_t,1,idle,
d_nikke_emma_tactical_04_28,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_28,True,,10,10,1.0,,,,,,1,idle,
d_nikke_emma_tactical_04_29,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_29,False,,10,10,1.0,,,,,,1,idle,
d_nikke_emma_tactical_04_30,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_30,False,,10,10,1.0,,,,,,1,idle,
d_nikke_emma_tactical_04_31,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_31,True,,10,10,1.0,,,,,,1,idle,
d_nikke_emma_tactical_04_32,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_32,True,,10,10,1.0,,,,,,1,idle,
d_nikke_emma_tactical_04_33,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_33,True,,10,10,1.0,,,,,,1,idle,
d_nikke_emma_tactical_04_34,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_34,True,,10,10,1.0,,,,,,1,idle,
d_nikke_emma_tactical_04_35,d_nikke_emma_tactical_04,Monologue,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_35,False,,10,100,1.0,,,,,,1,idle,
d_nikke_emma_tactical_04_36,d_nikke_emma_tactical_04,Monologue,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_36,False,,100,100,1.0,,,,,,1,idle,
d_nikke_emma_tactical_04_37,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_37,False,,100,100,1.0,,,,,,1,idle,
d_nikke_emma_tactical_04_38,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_38,True,,100,100,1.0,,,,,,1,special,
d_nikke_emma_tactical_04_39,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_39,True,,100,100,1.0,,,,,,1,special,
d_nikke_emma_tactical_04_40,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_40,True,,100,100,1.0,,,,,,1,special,
d_nikke_emma_tactical_04_41,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_41,False,,100,100,1.0,,,,,,1,special,
d_nikke_emma_tactical_04_42,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_42,True,,100,100,1.0,,,,,,1,delight,
d_nikke_emma_tactical_04_43,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_43,True,,100,10,0.5,,,,,,1,surprise,
d_nikke_emma_tactical_04_44,d_nikke_emma_tactical_04,Monologue,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_44,False,,10,10,1.0,,,,,,1,surprise,
d_nikke_emma_tactical_04_45,d_nikke_emma_tactical_04,Narration,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_45,False,,10,10,1.0,,,sfx_scn_waterpourground,,,1,surprise,
d_nikke_emma_tactical_04_46,d_nikke_emma_tactical_04,Monologue,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_46,False,,10,10,1.0,,,,,,1,surprise,
d_nikke_emma_tactical_04_47,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_47,True,,10,10,1.0,,,,,,1,worry,
d_nikke_emma_tactical_04_48,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_48,True,,10,10,1.0,,,,,,1,worry,
d_nikke_emma_tactical_04_49,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_49,False,,10,10,1.0,,,,,,1,worry,
d_nikke_emma_tactical_04_50,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_50,False,,10,10,1.0,,,,,,1,worry,
d_nikke_emma_tactical_04_51,d_nikke_emma_tactical_04,Monologue,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_51,False,,10,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_52,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_52,True,,10,100,1.5,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_53,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_53,True,,100,100,1.0,,,,Blur_Low,,1,surprise,
d_nikke_emma_tactical_04_54,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_54,True,,100,100,1.0,,,,Blur_Low,,1,surprise,
d_nikke_emma_tactical_04_55,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_55,False,,100,100,1.0,,,,Blur_Low,,1,surprise,
d_nikke_emma_tactical_04_56,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_56,True,,100,100,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_57,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_57,True,,100,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_58,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_58,True,,10,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_59,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_59,True,,10,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_60,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_60,False,,10,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_61,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_61,False,,10,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_62,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_62,False,,10,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_63,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_63,True,,10,10,1.0,,,,Blur_Low,,1,surprise,
d_nikke_emma_tactical_04_64,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_64,True,,10,10,1.0,,,,Blur_Low,,1,surprise,
d_nikke_emma_tactical_04_65,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_65,True,,10,10,1.0,,,,Blur_Low,,1,surprise,
d_nikke_emma_tactical_04_66,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_66,True,,10,10,1.0,,,,Blur_Low,,1,surprise,
d_nikke_emma_tactical_04_67,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_67,False,,10,10,1.0,,,,Blur_Low,,1,surprise,
d_nikke_emma_tactical_04_68,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_68,False,,10,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_69,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_69,False,,10,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_70,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_70,False,,10,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_71,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_71,False,,10,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_72,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_72,True,,10,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_73,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_73,False,,10,10,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_74,d_nikke_emma_tactical_04,Monologue,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_74,False,,10,100,1.5,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_75,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_75,True,,100,100,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_76,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_76,False,,100,100,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_77,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_77,False,,100,100,1.0,,,,Blur_Low,,1,worry,
d_nikke_emma_tactical_04_78,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_78,True,,100,100,1.0,,,,Blur_Low,,1,surprise,
d_nikke_emma_tactical_04_79,d_nikke_emma_tactical_04,Monologue,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_79,False,,100,100,1.0,,,,Blur_Low,,1,surprise,
d_nikke_emma_tactical_04_80,d_nikke_emma_tactical_04,Self,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_04_80,False,,100,100,1.0,,,,Blur_Low,,1,surprise,
d_nikke_emma_tactical_04_81,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_81,True,,100,100,1.0,,,,Blur_Low,,1,surprise,
d_nikke_emma_tactical_04_82,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_82,True,,100,100,1.0,,,,Blur_Low,,1,special,
d_nikke_emma_tactical_04_83,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_83,True,,100,100,1.0,,,,Blur_Low,,1,special,
d_nikke_emma_tactical_04_84,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_84,True,,100,100,1.0,,,,Blur_Low,,1,special,
d_nikke_emma_tactical_04_85,d_nikke_emma_tactical_04,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_04_85,True,,100,100,1.0,,,,Blur_Low,,1,special,
