id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,fade,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_guillotine_winterslayer_01_14,d_nikke_guillotine_winterslayer_01,Monologue,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_14,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_01_15,d_nikke_guillotine_winterslayer_01,Monologue,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_15,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_01_16,d_nikke_guillotine_winterslayer_01,Self,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_16,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_01_17,d_nikke_guillotine_winterslayer_01,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_17,False,,1,1,1.0,,sfx_scn_bombjet,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_01_18,d_nikke_guillotine_winterslayer_01,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_18,False,,1,1,1.0,none,sfx_scn_gameoverjingle,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_01_19,d_nikke_guillotine_winterslayer_01,Monologue,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_19,False,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_01_20,d_nikke_guillotine_winterslayer_01,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_20,False,SimulationRoom,12,12,1.0,,,,,,,,black,,,,,,,,,
d_nikke_guillotine_winterslayer_01_21,d_nikke_guillotine_winterslayer_01,Self,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_21,False,,12,XS_120,1.0,,,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_01_22,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_22,True,,XS_120,XS_120,1.0,bgm_story_darklord,,guillotine,guillotine,12,delight,,,guillotine,,,,,,,,
d_nikke_guillotine_winterslayer_01_23,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_23,True,,XS_120,XS_120,1.0,,,guillotine,,12,delight,,,guillotine,,,,,,,,
d_nikke_guillotine_winterslayer_01_24,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_24,True,,XS_120,XS_120,1.0,,,guillotine,,12,delight,,,guillotine,,,,,,,,
d_nikke_guillotine_winterslayer_01_25,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_25,True,,XS_120,XS_120,1.0,,,guillotine,,12,delight,,,guillotine,,,,,,,,
d_nikke_guillotine_winterslayer_01_26,d_nikke_guillotine_winterslayer_01,Self,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_26,False,,XS_120,XS_120,1.0,,,guillotine,,12,delight,,,,,,,,,,,
d_nikke_guillotine_winterslayer_01_27,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_27,True,,XS_120,XS_120,1.0,,,guillotine,,12,delight,,,guillotine,,,,,,,,
d_nikke_guillotine_winterslayer_01_28,d_nikke_guillotine_winterslayer_01,Self,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_28,False,,XS_120,XS_120,1.0,,,guillotine,,12,delight,,,,,,,,,,,
d_nikke_guillotine_winterslayer_01_29,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_29,False,,XS_120,20,1.0,none,,einkk,,12,idle,,,guillotine,einkk,2,think,,,,,
d_nikke_guillotine_winterslayer_01_30,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_30,True,,20,20,1.0,bgm_story_tepidappleade,,einkk,,12,idle,,,einkk,,2,think,,,,,
d_nikke_guillotine_winterslayer_01_31,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_31,True,,20,20,1.0,,,einkk,,12,idle,,,einkk,,2,think,,,,,
d_nikke_guillotine_winterslayer_01_32,d_nikke_guillotine_winterslayer_01,Self,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_32,False,,20,20,1.0,,,einkk,,12,idle,,,,,2,think,,,,,
d_nikke_guillotine_winterslayer_01_33,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_33,True,,20,20,1.0,,,einkk,,12,idle,,,einkk,,2,angry,,,,,
d_nikke_guillotine_winterslayer_01_34,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_34,True,,20,20,1.0,,,einkk,,12,idle,,,einkk,,2,angry,,,,,
d_nikke_guillotine_winterslayer_01_35,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_35,True,,20,1,1.0,,,guillotine,,12,idle,,,guillotine,,2,angry,,,,,
d_nikke_guillotine_winterslayer_01_36,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_36,True,,1,1,1.0,,,guillotine,,12,idle,,,guillotine,,2,angry,,,,,
d_nikke_guillotine_winterslayer_01_37,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_37,True,,1,1,1.0,,,guillotine,,12,idle,,,guillotine,,2,angry,,,,,
d_nikke_guillotine_winterslayer_01_38,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_38,True,,1,1,1.0,,,einkk,,12,idle,,,einkk,,2,think,,,,,
d_nikke_guillotine_winterslayer_01_39,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_39,True,,1,1,1.0,,,einkk,,12,idle,,,einkk,,2,think,,,,,
d_nikke_guillotine_winterslayer_01_40,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_40,True,,1,S_40,1.0,,,maiden,,12,idle,,,maiden,,2,think,maiden,4,idle,,
d_nikke_guillotine_winterslayer_01_41,d_nikke_guillotine_winterslayer_01,Self,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_41,False,,S_40,S_40,1.0,,,maiden,,12,idle,,,,,2,think,,4,idle,,
d_nikke_guillotine_winterslayer_01_42,d_nikke_guillotine_winterslayer_01,Self,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_42,False,,S_40,S_40,1.0,,,maiden,,12,idle,,,,,2,think,,4,idle,,
d_nikke_guillotine_winterslayer_01_43,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_43,True,,S_40,S_40,1.0,,,maiden,,12,idle,,,maiden,,2,think,,4,idle,,
d_nikke_guillotine_winterslayer_01_44,d_nikke_guillotine_winterslayer_01,Self,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_44,False,,S_40,S_40,1.0,,,maiden,,12,idle,,,,,2,think,,4,idle,,
d_nikke_guillotine_winterslayer_01_45,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_45,True,,S_40,S_40,1.0,,,maiden,,12,idle,,,maiden,,2,think,,4,idle,,
d_nikke_guillotine_winterslayer_01_46,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_46,True,,S_40,S_40,1.0,,,maiden,,12,idle,,,maiden,,2,think,,4,idle,,
d_nikke_guillotine_winterslayer_01_47,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_47,True,,S_40,3,1.0,,,maiden,,12,idle,,,maiden,,2,think,,4,idle,,
d_nikke_guillotine_winterslayer_01_48,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_48,True,,3,3,1.0,,,einkk,,12,idle,,,einkk,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_49,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_49,True,,3,3,1.0,,,einkk,,12,idle,,,einkk,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_50,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_50,True,,3,3,1.0,,,einkk,,12,idle,,,einkk,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_51,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_51,True,,3,3,1.0,,,einkk,,12,idle,,,einkk,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_52,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_52,True,,3,3,1.0,,,maiden,,12,idle,,,maiden,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_53,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_53,True,,3,3,1.0,,,maiden,,12,idle,,,maiden,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_54,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_54,True,,3,3,1.0,,,maiden,,12,idle,,,maiden,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_55,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_55,True,,3,3,1.0,,,einkk,,12,idle,,,einkk,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_56,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_56,True,,3,1,1.0,,,einkk,,12,idle,,,einkk,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_57,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_57,True,,1,1,1.0,,,einkk,,12,idle,,,einkk,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_58,d_nikke_guillotine_winterslayer_01,Self,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_58,False,,1,1,1.0,,,,,12,idle,,,,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_59,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_59,True,,1,1,1.0,,,einkk,,12,idle,,,einkk,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_60,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_60,True,,1,1,1.0,,,guillotine,,12,delight,,,guillotine,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_61,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_61,True,,1,1,1.0,,,guillotine,,12,delight,,,guillotine,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_62,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_62,True,,1,1,1.0,,,guillotine,,12,angry,,,guillotine,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_63,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_63,True,,1,1,1.0,,,guillotine,,12,angry,,,guillotine,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_64,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_64,True,,1,1,1.0,,,guillotine,,12,angry,,,guillotine,,2,idle,,4,idle,,
d_nikke_guillotine_winterslayer_01_65,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_65,True,,1,20,1.0,,,einkk,,12,angry,,,einkk,,2,special,,4,idle,,
d_nikke_guillotine_winterslayer_01_66,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_66,True,,20,20,1.0,,,einkk,,12,angry,,,einkk,,2,special,,4,idle,,
d_nikke_guillotine_winterslayer_01_67,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_67,True,,20,20,1.0,,,einkk,,12,angry,,,einkk,,2,delight,,4,idle,,
d_nikke_guillotine_winterslayer_01_68,d_nikke_guillotine_winterslayer_01,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_68,True,,20,20,1.0,,,einkk,,12,angry,,,einkk,,2,delight,,4,idle,,
d_nikke_guillotine_winterslayer_01_69,d_nikke_guillotine_winterslayer_01,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_69,False,,black,black,1.0,none,sfx_scn_spellteleport,,,12,angry,guillotine,,,,2,delight,,4,idle,einkk,maiden
d_nikke_guillotine_winterslayer_01_70,d_nikke_guillotine_winterslayer_01,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_70,False,DeepWater_02,1,1,1.0,event_bgm_icedragonsaga_title,,,,,,,black,,,,,,,,,
d_nikke_guillotine_winterslayer_01_71,d_nikke_guillotine_winterslayer_01,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_71,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_01_72,d_nikke_guillotine_winterslayer_01,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_72,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_01_73,d_nikke_guillotine_winterslayer_01,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_73,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_01_74,d_nikke_guillotine_winterslayer_01,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_01_74,False,,1,1,1.0,,,,,,,,,,,,,,,,,
