id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce004_01_04_18,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_18,True,,1,1,1.0,,ce004_01_s,,12,idle,,2,surprise
d_nikke_ce004_01_04_19,d_nikke_ce004_01_04,Speech,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_04_19,False,,1,20,1.0,none,zwei,,12,idle,,2,surprise
d_nikke_ce004_01_04_20,d_nikke_ce004_01_04,Speech,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_04_20,False,,20,20,1.0,bgm_risk,zwei,,12,idle,,2,pain
d_nikke_ce004_01_04_21,d_nikke_ce004_01_04,Speech,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_04_21,True,,20,20,1.0,,zwei,,12,idle,,2,pain
d_nikke_ce004_01_04_22,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_22,True,,20,120,1.0,,ce004_01_s,,12,angry,,2,pain
d_nikke_ce004_01_04_23,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_23,True,,120,120,1.0,,ce004_01_s,,12,angry,,2,pain
d_nikke_ce004_01_04_24,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_24,True,,120,120,1.0,,ce004_01_s,,12,idle,,2,pain
d_nikke_ce004_01_04_25,d_nikke_ce004_01_04,Speech,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_04_25,True,,120,20,1.0,,zwei,,12,idle,,2,surprise
d_nikke_ce004_01_04_26,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_26,True,,20,120,1.0,,ce004_01_s,,12,idle,,2,surprise
d_nikke_ce004_01_04_27,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_27,True,,120,120,1.0,,ce004_01_s,,12,idle,,2,surprise
d_nikke_ce004_01_04_28,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_28,True,,120,120,1.0,,ce004_01_s,,12,idle,,2,surprise
d_nikke_ce004_01_04_29,d_nikke_ce004_01_04,Speech,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_04_29,False,,120,1,1.0,,zwei,,12,idle,,2,surprise
d_nikke_ce004_01_04_30,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_30,True,,1,1,1.0,,ce004_01_s,,12,idle,,2,surprise
d_nikke_ce004_01_04_31,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_31,True,,1,1,1.0,,ce004_01_s,,12,idle,,2,surprise
d_nikke_ce004_01_04_32,d_nikke_ce004_01_04,Speech,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_04_32,True,,1,1,1.0,,zwei,,12,idle,,2,idle
d_nikke_ce004_01_04_33,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_33,True,,1,1,1.0,,ce004_01_s,,12,idle,,2,idle
d_nikke_ce004_01_04_34,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_34,True,,1,1,1.0,,ce004_01_s,,12,idle,,2,idle
d_nikke_ce004_01_04_35,d_nikke_ce004_01_04,Speech,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_04_35,True,,1,1,1.0,,zwei,,12,idle,,2,surprise
d_nikke_ce004_01_04_36,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_36,True,,1,120,1.0,,ce004_01_s,,12,idle,,2,surprise
d_nikke_ce004_01_04_37,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_37,True,,120,120,1.0,,ce004_01_s,,12,idle,,2,surprise
d_nikke_ce004_01_04_38,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_38,True,,120,120,1.0,,ce004_01_s,,12,idle,,2,surprise
d_nikke_ce004_01_04_39,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_39,True,,120,120,1.0,,ce004_01_s,,12,idle,,2,surprise
d_nikke_ce004_01_04_40,d_nikke_ce004_01_04,Speech,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_04_40,True,,120,1200,1.0,,ce004_01_s,,12,go,,2,surprise
