id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_01,set_filter_02,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/0/hide_char_id,set_camera_shake,jump_target
d_nikke_viper_04_41,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_41,True,,1,1,1.0,,,,,viper,viper,1,idle,,,,
d_nikke_viper_04_42,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_42,False,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_43,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_43,False,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_44,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_44,True,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_45,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_45,True,,1,1,1.0,,,,,viper,,1,shy,,,,
d_nikke_viper_04_46,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_46,False,,1,1,1.0,,,,,viper,,1,shy,,,,
d_nikke_viper_04_47,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_47,False,,1,1,1.0,,bgm_mystery,,,viper,,1,shy,,,,
d_nikke_viper_04_48,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_48,True,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_49,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_49,True,,1,1,1.0,,,,,viper,,1,shy,,,,
d_nikke_viper_04_50,d_nikke_viper_04,Choice,,Locale_NikkeEpisode:d_nikke_viper_04_50,False,,1,1,1.0,,,,,viper,,1,shy,,,,d_nikke_viper_04_52
d_nikke_viper_04_51,d_nikke_viper_04,Choice,,Locale_NikkeEpisode:d_nikke_viper_04_51,False,,1,1,1.0,,,,,viper,,1,shy,,,,d_nikke_viper_04_56
d_nikke_viper_04_52,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_52,True,,1,1,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_53,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_53,True,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_54,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_54,True,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_55,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_55,True,,1,1,1.0,,,,,viper,,1,good,,,,d_nikke_viper_04_58
d_nikke_viper_04_56,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_56,True,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_57,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_57,True,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_58,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_58,False,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_59,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_59,False,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_60,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_60,True,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_61,d_nikke_viper_04,Choice,,Locale_NikkeEpisode:d_nikke_viper_04_61,False,,1,1,1.0,,,,,viper,,1,good,,,,d_nikke_viper_04_63
d_nikke_viper_04_62,d_nikke_viper_04,Choice,,Locale_NikkeEpisode:d_nikke_viper_04_62,False,,1,1,1.0,,,,,viper,,1,good,,,,d_nikke_viper_04_66
d_nikke_viper_04_63,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_63,True,,1,1,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_64,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_64,True,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_65,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_65,False,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_66,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_66,True,,1,1,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_67,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_67,True,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_68,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_68,False,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_69,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_69,True,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_70,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_70,True,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_71,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_71,False,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_72,d_nikke_viper_04,Choice,,Locale_NikkeEpisode:d_nikke_viper_04_72,False,,1,1,1.0,,,,,viper,,1,good,,,,d_nikke_viper_04_74
d_nikke_viper_04_73,d_nikke_viper_04,Choice,,Locale_NikkeEpisode:d_nikke_viper_04_73,False,,1,1,1.0,,,,,viper,,1,good,,,,d_nikke_viper_04_78
d_nikke_viper_04_74,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_74,False,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_75,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_75,False,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_76,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_76,False,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_77,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_77,False,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_78,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_78,False,,1,1,1.0,,bgm_story_fairytalesend_if,,,viper,,1,good,,,,
d_nikke_viper_04_79,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_79,True,,1,1,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_80,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_80,True,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_81,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_81,False,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_82,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_82,True,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_83,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_83,False,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_84,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_84,False,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_85,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_85,True,,1,1,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_86,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_86,True,,1,1,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_87,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_87,False,,1,1,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_88,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_88,False,,1,1,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_89,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_89,True,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_90,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_90,True,,1,1,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_91,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_91,True,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_92,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_92,False,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_93,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_93,True,,1,1,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_94,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_94,True,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_95,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_95,False,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_96,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_96,False,,1,1,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_97,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_97,True,,1,10,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_98,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_98,False,,10,10,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_99,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_99,True,,10,100,1.5,,,,,viper,,1,good,,,,
d_nikke_viper_04_100,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_100,False,,100,100,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_101,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_101,True,,100,100,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_102,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_102,True,,100,100,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_103,d_nikke_viper_04,Choice,,Locale_NikkeEpisode:d_nikke_viper_04_103,False,,100,100,1.0,,,,,viper,,1,delight,,,,d_nikke_viper_04_105
d_nikke_viper_04_104,d_nikke_viper_04,Choice,,Locale_NikkeEpisode:d_nikke_viper_04_104,False,,100,100,1.0,,,,,viper,,1,delight,,,,d_nikke_viper_04_106
d_nikke_viper_04_105,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_105,True,,100,100,1.0,,,,,viper,,1,delight,,,,d_nikke_viper_04_107
d_nikke_viper_04_106,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_106,True,,100,100,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_107,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_107,False,,100,100,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_108,d_nikke_viper_04,Choice,,Locale_NikkeEpisode:d_nikke_viper_04_108,False,,100,100,1.0,,,,,viper,,1,delight,,,,d_nikke_viper_04_112
d_nikke_viper_04_109,d_nikke_viper_04,Choice,,Locale_NikkeEpisode:d_nikke_viper_04_109,False,,100,100,1.0,,,,,viper,,1,delight,,,,d_nikke_viper_04_110
d_nikke_viper_04_110,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_110,True,,100,100,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_111,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_111,False,,100,100,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_112,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_112,True,,100,100,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_113,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_113,False,,100,10,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_114,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_114,False,,10,10,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_115,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_115,True,,10,10,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_116,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_116,True,,10,10,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_117,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_117,True,,10,10,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_118,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_118,False,,10,10,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_119,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_119,False,,10,10,1.0,,bgm_story_crawlinganxiety,,,viper,,1,idle,,,,
d_nikke_viper_04_120,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_120,False,,10,10,1.0,,,,,viper,,1,idle,,,,
d_nikke_viper_04_121,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_121,False,OuterRim,10,10,1.0,,,Grey,,viper,,1,idle,black,,,
d_nikke_viper_04_122,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_122,True,,10,10,1.0,,,Grey,,viper,,1,idle,,,,
d_nikke_viper_04_123,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_123,True,,10,10,1.0,,,Grey,,viper,,1,delight,,,,
d_nikke_viper_04_124,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_124,True,ArkRuinIndoor,10,10,1.0,,,,,viper,,1,idle,black,,,
d_nikke_viper_04_125,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_125,True,,10,10,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_126,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_126,False,,10,10,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_127,d_nikke_viper_04,Self,Self,Locale_NikkeEpisode:d_nikke_viper_04_127,False,,10,10,1.0,,,,,viper,,1,good,,,,
d_nikke_viper_04_128,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_128,True,,10,10,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_129,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_129,True,,10,10,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_130,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_130,False,,10,10,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_131,d_nikke_viper_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_viper_04_131,False,,10,10,1.0,sfx_scn_heavydoordrag,,,,viper,,1,delight,,,,
d_nikke_viper_04_132,d_nikke_viper_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_04_132,False,,10,10,1.0,,,,,viper,,1,delight,,,,
d_nikke_viper_04_133,d_nikke_viper_04,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_04_133,True,,10,10,1.0,,,,,viper,,1,idle,,,,
