id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_rosanna_02_17,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_17,True,,1,1,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_18,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_18,False,,1,1,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_19,d_nikke_rosanna_02,Narration,Locale_NikkeEpisode:d_nikke_rosanna_02_19,False,ShowerRoom,17,17,1.0,,,,,sfx_scn_shower,black,,,1,idle,rosanna
d_nikke_rosanna_02_20,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_20,False,,17,17,1.0,,,,,,,,,,,
d_nikke_rosanna_02_21,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_21,False,,17,17,1.0,,,,,,,,,,,
d_nikke_rosanna_02_22,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_22,False,,17,17,1.0,,,,,,,,,,,
d_nikke_rosanna_02_23,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_23,False,,17,17,1.0,,,,,,,,,,,
d_nikke_rosanna_02_24,d_nikke_rosanna_02,Narration,Locale_NikkeEpisode:d_nikke_rosanna_02_24,False,,17,17,1.0,,,,,sfx_scn_windowbreak,,,,,,
d_nikke_rosanna_02_25,d_nikke_rosanna_02,Narration,Locale_NikkeEpisode:d_nikke_rosanna_02_25,False,,17,17,1.0,,,,,sfx_scn_gunfire,,,,,,
d_nikke_rosanna_02_26,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_26,False,,17,17,1.0,,,,,,,,,,,
d_nikke_rosanna_02_27,d_nikke_rosanna_02,Narration,Locale_NikkeEpisode:d_nikke_rosanna_02_27,False,CommanderRoom,17,1,1.0,,,,,sfx_scn_heavytrip,,Low_2,rosanna,1,idle,
d_nikke_rosanna_02_28,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_28,False,,1,1,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_29,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_29,True,,1,1,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_30,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_30,True,,1,1,1.0,,rosanna,rosanna,,,,,,1,good,
d_nikke_rosanna_02_31,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_31,True,,1,1,1.0,,rosanna,rosanna,,,,,,1,good,
d_nikke_rosanna_02_32,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_32,False,,1,1,1.0,,,,,,,,,1,good,
d_nikke_rosanna_02_33,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_33,True,,1,1,1.0,,rosanna,rosanna,,,,,,1,good,
d_nikke_rosanna_02_34,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_34,False,,1,1,1.0,,,,,,,,,1,good,
d_nikke_rosanna_02_35,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_35,True,,1,1,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_36,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_36,True,,1,10,1.5,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_37,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_37,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_38,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_38,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_39,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_39,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_40,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_40,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_41,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_41,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_42,d_nikke_rosanna_02,Narration,Locale_NikkeEpisode:d_nikke_rosanna_02_42,False,ShowerRoom,10,17,1.0,,,,,sfx_scn_heavytrip,,Low_2,,1,idle,rosanna
d_nikke_rosanna_02_43,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_43,False,,17,17,1.0,,,,,,,,,,,
d_nikke_rosanna_02_44,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_44,False,,17,17,1.0,,,,,,,,,,,
d_nikke_rosanna_02_45,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_45,False,,17,17,1.0,,,,,,,,,,,
d_nikke_rosanna_02_46,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_46,False,,17,17,1.0,,,,,,,,,,,
d_nikke_rosanna_02_47,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_47,False,CommanderRoom,black,black,1.0,,,,,,black,,rosanna,1,idle,
d_nikke_rosanna_02_48,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_48,True,,1,1,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_49,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_49,False,,1,1,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_50,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_50,True,,1,1,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_51,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_51,True,,1,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_52,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_52,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_53,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_53,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_54,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_54,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_55,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_55,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_56,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_56,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_57,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_57,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_58,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_58,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_59,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_59,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_60,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_60,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_61,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_61,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_62,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_62,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_63,d_nikke_rosanna_02,Narration,Locale_NikkeEpisode:d_nikke_rosanna_02_63,False,,10,10,1.0,,,,,sfx_scn_blanket,,,,1,idle,
d_nikke_rosanna_02_64,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_64,True,,10,1,1.0,,rosanna,rosanna,,,,,,1,angry,
d_nikke_rosanna_02_65,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_65,False,,1,1,1.0,,,,,,,,,1,angry,
d_nikke_rosanna_02_66,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_66,True,,1,1,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_67,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_67,False,,1,1,1.0,,,,,,,,,1,idle,rosanna
d_nikke_rosanna_02_68,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_68,True,,1,1,1.0,,rosanna,rosanna,,,,,,,,
d_nikke_rosanna_02_69,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_69,True,,1,1,1.0,,rosanna,rosanna,,,,,,,,
d_nikke_rosanna_02_70,d_nikke_rosanna_02,Narration,Locale_NikkeEpisode:d_nikke_rosanna_02_70,False,,1,1,1.0,,,,,sfx_scn_hit,,Low_2,,,,
d_nikke_rosanna_02_71,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_71,True,,1,1,1.0,,,unknown,,,,,,,,
d_nikke_rosanna_02_72,d_nikke_rosanna_02,Narration,Locale_NikkeEpisode:d_nikke_rosanna_02_72,False,,1,1,1.0,,,,,sfx_scn_trip,,Low_2,,,,
d_nikke_rosanna_02_73,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_73,True,,1,1,1.0,,,unknown,,,,,,,,
d_nikke_rosanna_02_74,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_74,True,,1,1,1.0,,rosanna,rosanna,,,,,,,,
d_nikke_rosanna_02_75,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_75,True,,1,1,1.0,,rosanna,rosanna,,,,,,,,
d_nikke_rosanna_02_76,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_76,True,,1,1,1.0,,rosanna,rosanna,,,,,,,,
d_nikke_rosanna_02_77,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_77,False,,1,1,1.0,,,,,,,,,,,
d_nikke_rosanna_02_78,d_nikke_rosanna_02,Narration,Locale_NikkeEpisode:d_nikke_rosanna_02_78,False,,1,1,1.0,,,,,sfx_scn_autodooropen,,,rosanna,1,idle,
d_nikke_rosanna_02_79,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_79,True,,1,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_80,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_80,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,good,
d_nikke_rosanna_02_81,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_81,False,,10,10,1.0,none,,,,,,,,1,good,
d_nikke_rosanna_02_82,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_82,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_83,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_83,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_84,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_84,True,,10,10,1.0,bgm_story_fairytalesend_if,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_85,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_85,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_86,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_86,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_87,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_87,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_88,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_88,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_89,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_89,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_90,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_90,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_91,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_91,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_92,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_92,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_93,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_93,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_94,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_94,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_95,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_95,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_96,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_96,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_97,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_97,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_98,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_98,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_99,d_nikke_rosanna_02,Choice,Locale_NikkeEpisode:d_nikke_rosanna_02_99,False,,10,10,1.0,,,,d_nikke_rosanna_02_101,,,,,1,idle,
d_nikke_rosanna_02_100,d_nikke_rosanna_02,Choice,Locale_NikkeEpisode:d_nikke_rosanna_02_100,False,,10,10,1.0,,,,d_nikke_rosanna_02_114,,,,,1,idle,
d_nikke_rosanna_02_101,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_101,True,,10,100,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_102,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_102,True,,100,100,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_103,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_103,False,,100,100,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_104,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_104,True,,100,100,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_105,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_105,False,,100,100,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_106,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_106,True,,100,100,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_107,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_107,True,,100,100,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_108,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_108,True,,100,100,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_109,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_109,False,,100,100,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_110,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_110,True,,100,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_111,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_111,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_112,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_112,False,CommanderRoom_n,1,1,1.0,,,,,,black,,,1,idle,
d_nikke_rosanna_02_113,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_113,False,,1,1,1.0,,,,d_nikke_rosanna_02_119,,,,,1,idle,
d_nikke_rosanna_02_114,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_114,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_115,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_115,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_116,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_116,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_117,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_117,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_118,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_118,False,CommanderRoom_n,1,1,1.0,,,,d_nikke_rosanna_02_119,,black,,,1,idle,
d_nikke_rosanna_02_119,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_119,True,CommanderRoom_n,1,1,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_120,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_120,True,,1,1,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_121,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_121,False,,1,1,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_122,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_122,True,,1,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_123,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_123,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_124,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_124,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_125,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_125,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_126,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_126,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_127,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_127,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_128,d_nikke_rosanna_02,Self,Locale_NikkeEpisode:d_nikke_rosanna_02_128,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_129,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_129,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,good,
d_nikke_rosanna_02_130,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_130,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_131,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_131,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_132,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_132,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_133,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_133,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_134,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_134,True,,10,100,1.5,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_135,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_135,True,,100,100,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_136,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_136,True,,100,100,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_137,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_137,True,,100,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_138,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_138,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_139,d_nikke_rosanna_02,Choice,Locale_NikkeEpisode:d_nikke_rosanna_02_139,False,,10,10,1.0,,,,d_nikke_rosanna_02_141,,,,,1,idle,
d_nikke_rosanna_02_140,d_nikke_rosanna_02,Choice,Locale_NikkeEpisode:d_nikke_rosanna_02_140,False,,10,10,1.0,,,,d_nikke_rosanna_02_142,,,,,1,idle,
d_nikke_rosanna_02_141,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_141,True,,10,10,1.0,,rosanna,rosanna,d_nikke_rosanna_02_144,,,,,1,idle,
d_nikke_rosanna_02_142,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_142,True,,10,10,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_143,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_143,True,,10,10,1.0,,rosanna,rosanna,d_nikke_rosanna_02_144,,,,,1,idle,
d_nikke_rosanna_02_144,d_nikke_rosanna_02,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_02_144,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_rosanna_02_145,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_145,True,,black,black,1.0,none,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_146,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_146,True,,black,black,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_147,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_147,True,,black,black,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_148,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_148,True,,black,black,1.0,,rosanna,rosanna,,,,,,1,idle,
d_nikke_rosanna_02_149,d_nikke_rosanna_02,Speech,Locale_NikkeEpisode:d_nikke_rosanna_02_149,True,,black,black,1.0,,rosanna,rosanna,,,,,,1,idle,
