id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,conversation_id,highlight,speaker,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,fade,characters/1/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/2/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,set_camera_shake
d_nikke_mana_01_57,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_57,True,,4,4,1.0,,,,privaty,privaty,,5,shy,,1,delight,,3,sad,,13,pain,,,,,,,,,,
d_nikke_mana_01_58,d_nikke_mana_01,Monologue,Locale_NikkeEpisode:d_nikke_mana_01_58,False,,4,4,1.0,,,,privaty,,,5,shy,,1,delight,,3,sad,,13,pain,privaty,,yulha,,,,,,,
d_nikke_mana_01_59,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_59,False,,4,4,1.0,,,,brid,,,,,,1,delight,,,,,13,pain,,,,,,,,,,
d_nikke_mana_01_60,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_60,False,,4,13,2.0,,,,brid,,,,,,1,delight,,,,,13,pain,,,,,,,,,,
d_nikke_mana_01_61,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_61,True,,13,14,,,,,diesel,diesel,,,,,1,delight,,,,,13,pain,,,,diesel,15,surprise,,,,
d_nikke_mana_01_62,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_62,False,,14,14,1.0,,,,diesel,,,,,,1,delight,,,,,13,pain,,,,,15,surprise,,,,
d_nikke_mana_01_63,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_63,True,,14,14,1.0,,,,diesel,diesel,,,,,1,delight,,,,,13,pain,,,,,15,idle,,,,
d_nikke_mana_01_64,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_64,True,,14,14,1.0,,,,brid,brid,,,,,1,delight,,,,,13,pain,,,,,15,idle,,,,
d_nikke_mana_01_65,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_65,True,,14,14,1.0,,,,diesel,diesel,,,,,1,delight,,,,,13,pain,,,,,15,delight,,,,
d_nikke_mana_01_66,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_66,True,,14,150,1.0,,,,diesel,diesel,,,,,1,delight,,,,,13,pain,,,,,15,idle,,,,
d_nikke_mana_01_67,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_67,False,,150,150,1.0,,,,diesel,,,,,,1,delight,,,,,13,pain,,,,,15,idle,,,,
d_nikke_mana_01_68,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_68,True,,150,150,1.0,,,,diesel,diesel,,,,,1,delight,,,,,13,pain,,,,,15,idle,,,,
d_nikke_mana_01_69,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_69,False,,150,150,1.0,,,,diesel,,,,,,1,delight,,,,,13,pain,,,,,15,idle,,,,
d_nikke_mana_01_70,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_70,True,,150,150,1.0,,,,diesel,diesel,,,,,1,delight,,,,,13,pain,,,,,15,idle,,,,
d_nikke_mana_01_71,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_71,True,,150,150,1.0,,,,diesel,diesel,,,,,1,delight,,,,,13,pain,,,,,15,idle,,,,
d_nikke_mana_01_72,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_72,False,,150,150,1.0,,,,diesel,,,,,,1,delight,,,,,13,pain,,,,,15,idle,,,,
d_nikke_mana_01_73,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_73,True,,150,150,1.0,,,,diesel,diesel,,,,,1,delight,,,,,13,pain,,,,,15,delight,,,,
d_nikke_mana_01_74,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_74,False,,150,150,1.0,,,,diesel,,,,,,1,delight,,,,,13,pain,,,,,15,delight,,,,
d_nikke_mana_01_75,d_nikke_mana_01,Monologue,Locale_NikkeEpisode:d_nikke_mana_01_75,False,,150,14,1.0,,,,diesel,,,,,,1,delight,,,,,13,pain,,,,,15,delight,brid,diesel,,
d_nikke_mana_01_76,d_nikke_mana_01,Monologue,Locale_NikkeEpisode:d_nikke_mana_01_76,False,,14,1,1.0,,,,mana,,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_77,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_77,False,,1,1,1.0,,,,mana,,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_78,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_78,True,,1,1,1.0,,,,mana,mana,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_79,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_79,False,,1,1,1.0,,,,mana,,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_80,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_80,True,,1,1,1.0,,,,mana,mana,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_81,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_81,False,,1,1,1.0,,,,mana,,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_82,d_nikke_mana_01,Monologue,Locale_NikkeEpisode:d_nikke_mana_01_82,False,,1,10,1.0,,,,mana,,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_83,d_nikke_mana_01,Monologue,Locale_NikkeEpisode:d_nikke_mana_01_83,False,,10,10,1.0,,,,mana,,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_84,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_84,True,,10,10,1.0,,,,mana,mana,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_85,d_nikke_mana_01,Monologue,Locale_NikkeEpisode:d_nikke_mana_01_85,False,,10,10,1.0,,,,mana,,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_86,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_86,False,,10,10,1.0,,,,mana,,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_87,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_87,True,,10,10,1.0,,,,mana,mana,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_88,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_88,True,,10,10,1.0,,,,mana,mana,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_89,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_89,True,,10,10,1.0,,,,mana,mana,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_90,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_90,True,,10,10,1.0,,,,mana,mana,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_91,d_nikke_mana_01,Narration,Locale_NikkeEpisode:d_nikke_mana_01_91,False,,10,10,1.0,,,,mana,,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_92,d_nikke_mana_01,Monologue,Locale_NikkeEpisode:d_nikke_mana_01_92,False,,10,10,1.0,,,,mana,,,,,,1,delight,,,,,,,,,,,,,,,,
d_nikke_mana_01_93,d_nikke_mana_01,Narration,Locale_NikkeEpisode:d_nikke_mana_01_93,False,,10,100,0.7,,sfx_scn_helmetkick,,mana,,,,,,1,delight,,,,,,,,,,,,,,,mana,Low_2
d_nikke_mana_01_94,d_nikke_mana_01,Monologue,Locale_NikkeEpisode:d_nikke_mana_01_94,False,,100,100,1.0,,,,mana,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_mana_01_95,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_95,False,,100,100,1.0,,,,mana,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_mana_01_96,d_nikke_mana_01,Speech,Locale_NikkeEpisode:d_nikke_mana_01_96,True,,100,100,1.0,,,,mana,mana,,,,,,,,,,,,,,,,,,,,,,
d_nikke_mana_01_97,d_nikke_mana_01,Self,Locale_NikkeEpisode:d_nikke_mana_01_97,False,,100,100,1.0,,,,mana,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_mana_01_98,d_nikke_mana_01,Monologue,Locale_NikkeEpisode:d_nikke_mana_01_98,False,,black,black,1.0,,,,mana,,,,,,,,,,,,,,,,,,,,,,,
