id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,jump_target
d_nikke_belorta_01_12,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_12,False,,13,13,1.0,,,Low_2,,,,,,,,,,,,
d_nikke_belorta_01_13,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_13,False,,13,13,1.0,,,,,,,,,,,,,,,
d_nikke_belorta_01_14,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_14,False,,13,13,1.0,,,,,,,,,,,,,,,
d_nikke_belorta_01_15,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_15,False,,13,6001,1.0,,,,,,,,,,,,,,,
d_nikke_belorta_01_16,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_16,False,,6001,6001,1.0,,,,,,,,,,,,,,,
d_nikke_belorta_01_17,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_17,False,,6001,13,1.0,,,,,,,,,,,,,,,
d_nikke_belorta_01_18,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_18,False,,13,13,1.0,,,,,,,,,,,,,,,
d_nikke_belorta_01_19,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_19,False,,13,13,1.0,,,,,,,,,,,,,,,
d_nikke_belorta_01_20,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_20,False,CommanderRoom,black,black,1.0,bgm_story_languor,,,,,,,,,,,,,,
d_nikke_belorta_01_21,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_21,False,,13,31,1.5,,,,belorta,1,idle,mica,3,idle,Grey,,,,,
d_nikke_belorta_01_22,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_22,True,,31,31,1.0,,,,,1,idle,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_23,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_23,True,,31,XS_10,1.0,,,,,1,delight,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_24,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_24,True,,XS_10,XS_10,0.5,,,,,1,delight,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_25,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_25,False,,XS_10,XS_10,1.0,,,,,1,delight,,3,idle,Grey,,,,,
d_nikke_belorta_01_26,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_26,True,,XS_10,XS_10,1.0,,,,,1,shy,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_27,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_27,True,,XS_10,XS_10,1.0,,,,,1,angry,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_28,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_28,True,,XS_10,XS_10,1.0,,,,,1,angry,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_29,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_29,False,,XS_10,XS_10,1.0,,,,,1,angry,,3,delight,Grey,,,,,
d_nikke_belorta_01_30,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_30,True,,XS_30,XS_30,1.0,,,,,1,angry,,3,delight,Grey,mica,mica,,,
d_nikke_belorta_01_31,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_31,True,,XS_30,XS_30,1.0,,,,,1,angry,,3,delight,Grey,mica,mica,,,
d_nikke_belorta_01_32,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_32,False,,XS_30,XS_30,1.0,,,,,1,angry,,3,delight,Grey,,,,,
d_nikke_belorta_01_33,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_33,False,,XS_30,XS_300,0.5,,,,,1,angry,,3,idle,Grey,mica,mica,,,
d_nikke_belorta_01_34,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_34,True,,XS_300,XS_300,1.0,,,,,1,angry,,3,idle,Grey,mica,mica,,,
d_nikke_belorta_01_35,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_35,True,,XS_300,XS_300,1.0,,,,,1,angry,,3,delight,Grey,mica,mica,,,
d_nikke_belorta_01_36,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_36,True,,XS_300,31,1.0,,,,,1,angry,,3,delight,Grey,belorta,belorta,,,
d_nikke_belorta_01_37,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_37,False,,31,31,1.0,,,,,1,idle,,3,delight,Grey,belorta,,,,
d_nikke_belorta_01_38,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_38,True,,31,31,1.0,,,,,1,idle,,3,idle,Grey,mica,mica,,,
d_nikke_belorta_01_39,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_39,False,,31,31,1.0,,,,,1,idle,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_40,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_40,False,,31,XS_10,1.0,,,,,1,idle,,3,idle,Grey,belorta,,,,
d_nikke_belorta_01_41,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_41,True,,XS_10,XS_10,1.0,,,,,1,delight,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_42,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_42,True,,XS_10,XS_10,1.0,,,,,1,delight,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_43,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_43,False,,XS_10,XS_10,1.0,,,,,1,delight,,3,idle,Grey,belorta,,,,
d_nikke_belorta_01_44,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_44,True,,XS_10,XS_10,1.0,,,,,1,delight,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_45,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_45,True,,XS_10,XS_10,1.0,,,,,1,delight,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_46,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_46,False,,XS_10,XS_10,1.0,,,,,1,delight,,3,idle,Grey,belorta,,,,
d_nikke_belorta_01_47,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_47,True,,XS_10,XS_10,1.0,,,,,1,idle,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_48,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_48,False,,XS_10,XS_10,1.0,,,,,1,idle,,3,idle,Grey,belorta,,,,
d_nikke_belorta_01_49,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_49,True,,XS_10,XS_10,1.0,,,,,1,delight,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_50,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_50,True,,XS_10,XS_10,1.0,,,,,1,delight,,3,idle,Grey,belorta,belorta,,,
d_nikke_belorta_01_51,d_nikke_belorta_01,Narration,Locale_NikkeEpisode:d_nikke_belorta_01_51,False,CommanderRoom_n,black,black,1.0,none,,,,1,idle,,3,idle,,belorta,,belorta,mica,
d_nikke_belorta_01_52,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_52,False,,13,13,1.0,,,,,,,,,,,belorta,,,,
d_nikke_belorta_01_53,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_53,False,,13,13,1.0,,,,,,,,,,,belorta,,,,
d_nikke_belorta_01_54,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_54,False,,13,13,1.0,,,,,,,,,,,belorta,,,,
d_nikke_belorta_01_55,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_55,False,,13,13,1.0,,,,,,,,,,,belorta,,,,
d_nikke_belorta_01_56,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_56,False,Corridor,13,1,1.5,,,,,,,,,,,belorta,,,,
d_nikke_belorta_01_57,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_57,True,,1,XS_10,0.5,bgm_story_leisuretime,,,belorta,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_58,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_58,False,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,,,,
d_nikke_belorta_01_59,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_59,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_60,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_60,False,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,,,,
d_nikke_belorta_01_61,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_61,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,belorta,belorta,,,
d_nikke_belorta_01_62,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_62,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,belorta,belorta,,,
d_nikke_belorta_01_63,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_63,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,belorta,belorta,,,
d_nikke_belorta_01_64,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_64,False,,XS_10,XS_10,1.0,,,,,1,idle,,,,,belorta,,,,
d_nikke_belorta_01_65,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_65,True,,XS_10,XS_100,0.5,,,,,1,idle,,,,,belorta,belorta,,,
d_nikke_belorta_01_66,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_66,False,,XS_100,XS_100,1.0,,,,,1,idle,,,,,belorta,,,,
d_nikke_belorta_01_67,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_67,True,,XS_100,XS_100,1.0,,,,,1,idle,,,,,belorta,belorta,,,
d_nikke_belorta_01_68,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_68,True,,XS_100,XS_100,1.0,,,,,1,idle,,,,,belorta,belorta,,,
d_nikke_belorta_01_69,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_69,False,,XS_100,XS_100,1.0,,,,,1,idle,,,,,belorta,,,,
d_nikke_belorta_01_70,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_70,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_71,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_71,True,,XS_100,XS_100,1.0,,,,,1,idle,,,,,belorta,belorta,,,
d_nikke_belorta_01_72,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_72,False,,XS_100,XS_10,1.0,,,,,1,idle,,,,,belorta,,,,
d_nikke_belorta_01_73,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_73,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,belorta,belorta,,,
d_nikke_belorta_01_74,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_74,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_75,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_75,False,,XS_10,XS_10,1.0,,,,,1,shy,,,,,belorta,,,,
d_nikke_belorta_01_76,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_76,True,,XS_10,XS_10,1.0,,,,,1,shy,,,,,belorta,belorta,,,
d_nikke_belorta_01_77,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_77,True,,XS_10,XS_10,1.0,,,,,1,shy,,,,,belorta,belorta,,,
d_nikke_belorta_01_78,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_78,True,,XS_10,XS_10,1.0,,,,,1,shy,,,,,belorta,belorta,,,
d_nikke_belorta_01_79,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_79,False,,XS_10,XS_100,1.0,,,,,1,shy,,,,,belorta,,,,
d_nikke_belorta_01_80,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_80,False,,XS_100,XS_100,1.0,,,,,1,shy,,,,,belorta,,,,
d_nikke_belorta_01_81,d_nikke_belorta_01,Choice,Locale_NikkeEpisode:d_nikke_belorta_01_81,False,,XS_100,XS_100,1.0,,,,,1,idle,,,,,belorta,,,,d_nikke_belorta_01_83
d_nikke_belorta_01_82,d_nikke_belorta_01,Choice,Locale_NikkeEpisode:d_nikke_belorta_01_82,False,,XS_100,XS_100,1.0,,,,,1,idle,,,,,belorta,,,,d_nikke_belorta_01_85
d_nikke_belorta_01_83,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_83,True,,XS_100,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_84,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_84,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,d_nikke_belorta_01_92
d_nikke_belorta_01_85,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_85,True,,XS_100,XS_100,1.0,,,,,1,worry,,,,,belorta,belorta,,,
d_nikke_belorta_01_86,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_86,True,,XS_100,XS_100,1.0,,,,,1,worry,,,,,belorta,belorta,,,
d_nikke_belorta_01_87,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_87,False,,XS_100,XS_100,1.0,,,,,1,worry,,,,,belorta,,,,
d_nikke_belorta_01_88,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_88,False,,XS_100,XS_100,1.0,,,,,1,worry,,,,,belorta,,,,
d_nikke_belorta_01_89,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_89,False,,XS_100,XS_10,1.0,,,,,1,worry,,,,,belorta,,,,
d_nikke_belorta_01_90,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_90,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_91,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_91,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,d_nikke_belorta_01_92
d_nikke_belorta_01_92,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_92,False,,XS_10,XS_10,1.0,,,,,1,idle,,,,,belorta,,,,
d_nikke_belorta_01_93,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_93,False,,XS_10,XS_10,1.0,,sfx_scn_swallow,,,1,idle,,,,,belorta,,,,
d_nikke_belorta_01_94,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_94,False,,XS_10,XS_100,0.5,,,,,1,idle,,,,,belorta,,,,
d_nikke_belorta_01_95,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_95,False,,XS_100,XS_100,1.0,,,,,1,idle,,,,,belorta,,,,
d_nikke_belorta_01_96,d_nikke_belorta_01,Monologue,Locale_NikkeEpisode:d_nikke_belorta_01_96,False,,XS_100,XS_100,1.0,,,,,1,idle,,,,,belorta,,,,
d_nikke_belorta_01_97,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_97,True,,XS_100,XS_100,1.0,,,,,1,idle,,,,,belorta,belorta,,,
d_nikke_belorta_01_98,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_98,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_99,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_99,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_100,d_nikke_belorta_01,Choice,Locale_NikkeEpisode:d_nikke_belorta_01_100,False,,XS_100,XS_100,1.0,,,,,1,delight,,,,,belorta,,,,d_nikke_belorta_01_102
d_nikke_belorta_01_101,d_nikke_belorta_01,Choice,Locale_NikkeEpisode:d_nikke_belorta_01_101,False,,XS_100,XS_100,1.0,,,,,1,delight,,,,,belorta,,,,d_nikke_belorta_01_104
d_nikke_belorta_01_102,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_102,True,,XS_100,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_103,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_103,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,d_nikke_belorta_01_106
d_nikke_belorta_01_104,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_104,True,,XS_100,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_105,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_105,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,d_nikke_belorta_01_106
d_nikke_belorta_01_106,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_106,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_107,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_107,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_108,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_108,False,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,,,,
d_nikke_belorta_01_109,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_109,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,belorta,belorta,,,
d_nikke_belorta_01_110,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_110,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_111,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_111,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_112,d_nikke_belorta_01,Self,Locale_NikkeEpisode:d_nikke_belorta_01_112,False,,XS_10,XS_100,0.5,,,,,1,idle,,,,,belorta,,,,
d_nikke_belorta_01_113,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_113,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,,belorta,belorta,,,
d_nikke_belorta_01_114,d_nikke_belorta_01,Speech,Locale_NikkeEpisode:d_nikke_belorta_01_114,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,,belorta,belorta,,,
