id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_mast_romanticmaid_05_27,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_27,False,,S_100,S_100,1.0,,,,,,,1,idle
d_nikke_mast_romanticmaid_05_28,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_28,False,,S_100,S_100,1.0,,,,,,,1,idle
d_nikke_mast_romanticmaid_05_29,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_29,False,,S_100,S_100,1.0,,mast_m,,,,,1,shy1
d_nikke_mast_romanticmaid_05_30,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_30,True,,S_100,S_10,1.0,,mast_m,,,,,1,idle2
d_nikke_mast_romanticmaid_05_31,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_31,False,,S_10,S_10,1.0,,,,,,,1,idle2
d_nikke_mast_romanticmaid_05_32,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_32,True,,S_10,S_10,1.0,,mast_m,,,,,1,idle2
d_nikke_mast_romanticmaid_05_33,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_33,True,,S_10,S_10,1.0,,mast_m,,,,,1,idle2
d_nikke_mast_romanticmaid_05_34,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_34,True,,S_10,S_10,1.0,,mast_m,,,,,1,idle2
d_nikke_mast_romanticmaid_05_35,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_35,False,,S_10,S_100,1.0,,,,,,,1,idle2
d_nikke_mast_romanticmaid_05_36,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_36,True,,S_100,S_100,1.0,,mast_m,,,,,1,idle2
d_nikke_mast_romanticmaid_05_37,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_37,True,,S_100,S_100,1.0,,mast_m,,,,,1,idle2
d_nikke_mast_romanticmaid_05_38,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_38,False,,S_100,S_100,1.0,,,,black,,,1,idle2
d_nikke_mast_romanticmaid_05_39,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_39,False,,S_100,S_100,1.0,,,,,,,1,idle2
d_nikke_mast_romanticmaid_05_40,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_40,False,,S_100,S_100,1.0,,,,,,,1,idle2
d_nikke_mast_romanticmaid_05_41,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_41,False,,S_100,S_100,1.0,,,,,,,1,idle2
d_nikke_mast_romanticmaid_05_42,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_42,True,,S_100,S_100,1.0,,mast_m,,,,,1,delight
d_nikke_mast_romanticmaid_05_43,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_43,True,,S_100,S_100,1.0,,mast_m,,,,,1,delight
d_nikke_mast_romanticmaid_05_44,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_44,False,,S_100,S_100,1.0,,,,,,,1,delight
d_nikke_mast_romanticmaid_05_45,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_45,False,,S_100,S_100,1.0,,,,,,,1,delight
d_nikke_mast_romanticmaid_05_46,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_46,True,,S_100,S_100,1.0,,mast_m,,,,,1,delight
d_nikke_mast_romanticmaid_05_47,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_47,True,,S_100,S_100,1.0,,mast_m,,,,,1,delight
d_nikke_mast_romanticmaid_05_48,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_48,False,,S_100,S_100,1.0,,,,,,,1,delight
d_nikke_mast_romanticmaid_05_49,d_nikke_mast_romanticmaid_05,Narration,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_49,False,,S_100,S_100,1.0,,,,,sfx_scn_fillacup,,1,delight
d_nikke_mast_romanticmaid_05_50,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_50,True,,S_100,S_10,1.0,,mast_m,,,,,1,delight
d_nikke_mast_romanticmaid_05_51,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_51,True,,S_10,S_10,1.0,,mast_m,,,,,1,delight
d_nikke_mast_romanticmaid_05_52,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_52,False,,S_10,S_10,1.0,,,,,,,1,delight
d_nikke_mast_romanticmaid_05_53,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_53,False,,S_10,S_10,1.0,,,,,,,1,delight
d_nikke_mast_romanticmaid_05_54,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_54,True,,S_10,S_10,1.0,,mast_m,,,,,1,shy2
d_nikke_mast_romanticmaid_05_55,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_55,True,,S_10,S_10,1.0,,mast_m,,,,,1,shy2
d_nikke_mast_romanticmaid_05_56,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_56,False,,S_10,S_10,1.0,,,,,,,1,shy2
d_nikke_mast_romanticmaid_05_57,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_57,False,,S_10,S_10,1.0,,,,,,,1,shy2
d_nikke_mast_romanticmaid_05_58,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_58,False,,S_10,S_10,1.0,,,,,,,1,shy2
d_nikke_mast_romanticmaid_05_59,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_59,True,,S_10,S_10,1.0,,mast_m,,,,,1,idle2
d_nikke_mast_romanticmaid_05_60,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_60,True,,S_10,S_10,1.0,,mast_m,,,,,1,idle2
d_nikke_mast_romanticmaid_05_61,d_nikke_mast_romanticmaid_05,Narration,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_61,False,,S_10,S_10,1.0,,,,,sfx_scn_solidtablehit,,1,idle2
d_nikke_mast_romanticmaid_05_62,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_62,False,,S_10,S_10,1.0,,,,,,,1,idle2
d_nikke_mast_romanticmaid_05_63,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_63,True,,S_10,S_100,1.0,,mast_m,,,,,1,delight
d_nikke_mast_romanticmaid_05_64,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_64,False,,S_100,S_100,1.0,,,,,,,1,delight
d_nikke_mast_romanticmaid_05_65,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_65,True,,S_100,S_100,1.0,,mast_m,,,,,1,delight
d_nikke_mast_romanticmaid_05_66,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_66,True,,S_100,S_100,1.0,,mast_m,,,,,1,idle
d_nikke_mast_romanticmaid_05_67,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_67,True,,S_100,S_100,1.0,,mast_m,,,,,1,idle
d_nikke_mast_romanticmaid_05_68,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_68,False,,S_100,S_100,1.0,,,,,,,1,idle
d_nikke_mast_romanticmaid_05_69,d_nikke_mast_romanticmaid_05,Narration,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_69,False,,S_100,S_100,1.0,,,,,,,1,idle
d_nikke_mast_romanticmaid_05_70,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_70,False,,S_100,S_100,1.0,,,,,,,1,idle
d_nikke_mast_romanticmaid_05_71,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_71,True,,S_100,S_100,1.0,,mast_m,,,,,1,idle
d_nikke_mast_romanticmaid_05_72,d_nikke_mast_romanticmaid_05,Choice,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_72,False,,S_100,S_100,1.0,,,d_nikke_mast_romanticmaid_05_74,,,,1,idle
d_nikke_mast_romanticmaid_05_73,d_nikke_mast_romanticmaid_05,Choice,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_73,False,,S_100,S_100,1.0,,,d_nikke_mast_romanticmaid_05_74,,,,1,idle
d_nikke_mast_romanticmaid_05_74,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_74,True,,S_100,S_100,1.0,,mast_m,,,,,1,delight
d_nikke_mast_romanticmaid_05_75,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_75,False,,S_100,S_100,1.0,,,,,,,1,delight
d_nikke_mast_romanticmaid_05_76,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_76,False,,black,black,1.0,,,,black,,,1,delight
d_nikke_mast_romanticmaid_05_77,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_77,False,,S_100,S_10,1.0,,mast_m,,,,,1,special2
d_nikke_mast_romanticmaid_05_78,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_78,False,,S_10,S_10,1.0,,,,,,,1,special2
d_nikke_mast_romanticmaid_05_79,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_79,False,,S_10,S_10,1.0,,,,,,,1,special2
d_nikke_mast_romanticmaid_05_80,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_80,True,,S_10,1,1.0,,mast_m,,,,,1,special2
d_nikke_mast_romanticmaid_05_81,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_81,False,,1,1,1.0,,,,,,,1,special2
d_nikke_mast_romanticmaid_05_82,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_82,True,,1,1,1.0,,mast_m,,,,,1,special2
d_nikke_mast_romanticmaid_05_83,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_83,True,,1,1,1.0,,mast_m,,,,,1,special2
d_nikke_mast_romanticmaid_05_84,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_84,True,,1,1,1.0,,mast_m,,,,,1,special2
d_nikke_mast_romanticmaid_05_85,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_85,False,,1,1,1.0,,,,,,,1,special2
d_nikke_mast_romanticmaid_05_86,d_nikke_mast_romanticmaid_05,Narration,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_86,False,,black,black,1.0,,,,,sfx_scn_solidtablehit,,1,shy3
d_nikke_mast_romanticmaid_05_87,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_87,False,,black,black,1.0,,,,,,,1,shy3
d_nikke_mast_romanticmaid_05_88,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_88,True,,1,S_10,1.0,,mast_m,,,,,1,shy3
d_nikke_mast_romanticmaid_05_89,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_89,True,,S_10,S_10,1.0,,mast_m,,,,,1,shy3
d_nikke_mast_romanticmaid_05_90,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_90,False,,S_10,S_10,1.0,,,,,,,1,shy3
d_nikke_mast_romanticmaid_05_91,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_91,True,,S_10,S_10,1.0,,mast_m,,,,,1,shy3
d_nikke_mast_romanticmaid_05_92,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_92,False,,S_10,S_10,1.0,,,,,,,1,shy3
d_nikke_mast_romanticmaid_05_93,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_93,False,,S_10,S_10,1.0,,,,,,,1,shy3
d_nikke_mast_romanticmaid_05_94,d_nikke_mast_romanticmaid_05,Choice,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_94,False,,S_10,S_10,1.0,,,d_nikke_mast_romanticmaid_05_97,,,,1,shy3
d_nikke_mast_romanticmaid_05_95,d_nikke_mast_romanticmaid_05,Choice,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_95,False,,S_10,S_10,1.0,,,d_nikke_mast_romanticmaid_05_97,,,,1,shy3
d_nikke_mast_romanticmaid_05_96,d_nikke_mast_romanticmaid_05,Choice,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_96,False,,S_10,S_10,1.0,,,d_nikke_mast_romanticmaid_05_97,,,,1,shy3
d_nikke_mast_romanticmaid_05_97,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_97,False,,S_10,S_10,1.0,,mast_m,,,,,1,shy3
d_nikke_mast_romanticmaid_05_98,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_98,True,,S_10,S_100,1.0,,mast_m,,,,,1,shy3
d_nikke_mast_romanticmaid_05_99,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_99,True,,S_100,S_100,1.0,,mast_m,,,,,1,shy3
d_nikke_mast_romanticmaid_05_100,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_100,True,,S_100,S_100,1.0,,mast_m,,,,,1,shy3
d_nikke_mast_romanticmaid_05_101,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_101,True,,S_100,S_100,1.0,,mast_m,,,,,1,shy3
d_nikke_mast_romanticmaid_05_102,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_102,False,,S_100,S_100,1.0,,mast_m,,,,,1,shy3
d_nikke_mast_romanticmaid_05_103,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_103,True,,S_100,S_100,1.0,,mast_m,,,,,1,shy3
d_nikke_mast_romanticmaid_05_104,d_nikke_mast_romanticmaid_05,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_104,False,,S_100,S_100,1.0,,,,,,,1,shy3
d_nikke_mast_romanticmaid_05_105,d_nikke_mast_romanticmaid_05,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_105,True,,black,black,1.0,,mast_m,,,,,1,shy3
d_nikke_mast_romanticmaid_05_106,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_106,False,,black,black,1.0,,,,,,,1,shy3
d_nikke_mast_romanticmaid_05_107,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_107,False,,black,black,1.0,,,,,,,1,shy3
d_nikke_mast_romanticmaid_05_108,d_nikke_mast_romanticmaid_05,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_05_108,False,,black,black,1.0,,,,,,,1,shy3
