id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,conversation_id,characters/0/hide_char_id,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,jump_target,set_camera_shake
d_nikke_admi_02_14,d_nikke_admi_02,Speech,mustang,Locale_NikkeEpisode:d_nikke_admi_02_14,True,,3,idle,,1,idle,,13,no,FastFood,19,19,1.0,bgm_story_herecomestrouble,mustang,mustang,19,idle,Grey,,,,,,,,,,,
d_nikke_admi_02_15,d_nikke_admi_02,Speech,mustang,Locale_NikkeEpisode:d_nikke_admi_02_15,True,,3,idle,,1,idle,,13,no,,19,19,1.0,,mustang,,19,idle,Grey,neon,anis,,,,,,,,,
d_nikke_admi_02_16,d_nikke_admi_02,Speech,mustang,Locale_NikkeEpisode:d_nikke_admi_02_16,True,,3,idle,,,,,,,,19,19,1.0,,mustang,,19,idle,Grey,,,,,,,,,,,
d_nikke_admi_02_17,d_nikke_admi_02,Speech,mustang,Locale_NikkeEpisode:d_nikke_admi_02_17,True,,3,idle,,,,,,,,19,19,1.0,,mustang,,19,idle,Grey,,,,,,,,,,,
d_nikke_admi_02_18,d_nikke_admi_02,Speech,mustang,Locale_NikkeEpisode:d_nikke_admi_02_18,True,,3,idle,,,,,,,,19,19,1.0,,mustang,,19,idle,Grey,,,,,,,,,,,
d_nikke_admi_02_19,d_nikke_admi_02,Speech,mustang,Locale_NikkeEpisode:d_nikke_admi_02_19,True,,3,idle,,,,,,,,19,L_1900,0.5,,mustang,,19,delight,Grey,,,,,,,,,,,
d_nikke_admi_02_20,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_20,False,,3,idle,,,,,,,CommanderRoom,black,black,1.0,,,,19,delight,,,,mustang,,,,,,,,
d_nikke_admi_02_21,d_nikke_admi_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_admi_02_21,False,,3,idle,,,,,,,,3,3,1.0,,rapi,,,,,,,,m_nikke_admi_02,,,,,,,
d_nikke_admi_02_22,d_nikke_admi_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_admi_02_22,False,,3,idle,,,,,,,,3,3,1.0,,rapi,,,,,,,,,,,,,,,
d_nikke_admi_02_23,d_nikke_admi_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_admi_02_23,False,,3,idle,,,,,,,none,black,black,1.0,none,,,,,,,,,,rapi,black,,,,,
d_nikke_admi_02_24,d_nikke_admi_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_admi_02_24,False,,,,,,,,,,FastFood,1,1,1.0,bgm_story_backtonormal,,,,,,,,,,,,,,,,
d_nikke_admi_02_25,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_25,True,,,,,,,,,,,1,1,1.0,,admi,,,,,,,,,,,admi,1,idle,,
d_nikke_admi_02_26,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_26,True,,,,,,,,,,,1,1,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_27,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_27,False,,,,,,,,,,,1,1,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_28,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_28,True,,,,,,,,,,,1,1,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_29,d_nikke_admi_02,Speech,employee,Locale_NikkeEpisode:d_nikke_admi_02_29,False,,,,,,,,,,,1,15,0.6,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_30,d_nikke_admi_02,Speech,employee,Locale_NikkeEpisode:d_nikke_admi_02_30,False,,,,,,,,,,,15,15,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_31,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_31,False,,,,,,,,,,,15,15,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_32,d_nikke_admi_02,Speech,employee,Locale_NikkeEpisode:d_nikke_admi_02_32,False,,,,,,,,,,,15,15,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_33,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_33,True,,,,,,,,,,,15,1,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_34,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_34,False,,,,,,,,,,,1,1,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_35,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_35,True,,,,,,,,,,,1,1,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_36,d_nikke_admi_02,Speech,employee,Locale_NikkeEpisode:d_nikke_admi_02_36,False,,,,,,,,,,,1,15,0.6,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_37,d_nikke_admi_02,Speech,employee,Locale_NikkeEpisode:d_nikke_admi_02_37,False,,,,,,,,,,,15,15,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_38,d_nikke_admi_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_admi_02_38,False,,,,,,,,,,,15,15,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_39,d_nikke_admi_02,Speech,employee,Locale_NikkeEpisode:d_nikke_admi_02_39,False,,,,,,,,,,,15,15,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_40,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_40,False,,,,,,,,,,,1,XS_10,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_41,d_nikke_admi_02,Speech,employee,Locale_NikkeEpisode:d_nikke_admi_02_41,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_42,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_42,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_43,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_43,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_44,d_nikke_admi_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_admi_02_44,False,,,,,,,,,,,XS_10,XS_90,0.6,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_45,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_45,True,,,,,,,,,,,XS_90,XS_90,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_46,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_46,False,,,,,,,,,,,XS_90,XS_90,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_47,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_47,True,,,,,,,,,,,XS_90,XS_10,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_48,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_48,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_49,d_nikke_admi_02,Choice,,Locale_NikkeEpisode:d_nikke_admi_02_49,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,surprise,d_nikke_admi_02_51,
d_nikke_admi_02_50,d_nikke_admi_02,Choice,,Locale_NikkeEpisode:d_nikke_admi_02_50,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,surprise,d_nikke_admi_02_63,
d_nikke_admi_02_51,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_51,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,shy,,
d_nikke_admi_02_52,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_52,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,shy,,
d_nikke_admi_02_53,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_53,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,shy,,
d_nikke_admi_02_54,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_54,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,shy,,
d_nikke_admi_02_55,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_55,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,shy,,
d_nikke_admi_02_56,d_nikke_admi_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_admi_02_56,False,,,,,,,,,,,XS_10,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_57,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_57,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_58,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_58,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_59,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_59,False,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_60,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_60,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_61,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_61,False,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_62,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_62,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,d_nikke_admi_02_68,
d_nikke_admi_02_63,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_63,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_64,d_nikke_admi_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_admi_02_64,False,,,,,,,,,,,XS_10,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_65,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_65,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_66,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_66,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_67,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_67,False,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,worry,d_nikke_admi_02_68,
d_nikke_admi_02_68,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_68,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_69,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_69,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_70,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_70,False,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_71,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_71,True,,,,,,,,,,,XS_100,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_72,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_72,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_73,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_73,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_74,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_74,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_75,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_75,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_76,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_76,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_77,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_77,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_78,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_78,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_79,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_79,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_80,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_80,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_81,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_81,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_82,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_82,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_83,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_83,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_84,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_84,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_85,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_85,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_86,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_86,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_87,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_87,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_88,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_88,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_89,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_89,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_90,d_nikke_admi_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_admi_02_90,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_91,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_91,False,,,,,,,,,,,XS_10,XS_100,0.5,,admi,,,,,,,,,,,,1,surprise,,Low_2
d_nikke_admi_02_92,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_92,False,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_93,d_nikke_admi_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_admi_02_93,False,,,,,,,,,,,black,black,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_94,d_nikke_admi_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_admi_02_94,False,,,,,,,,,,,black,black,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_95,d_nikke_admi_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_admi_02_95,False,,,,,,,,,,,black,black,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_96,d_nikke_admi_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_admi_02_96,False,,,,,,,,,,,black,black,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_97,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_97,False,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,surprise,,
d_nikke_admi_02_98,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_98,True,,,,,,,,,,,XS_100,XS_10,2.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_99,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_99,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_100,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_100,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_101,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_101,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_102,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_102,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_103,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_103,True,,,,,,,,,,,XS_10,XS_100,0.6,,admi,,,,,,,,,,,,1,delight,,
d_nikke_admi_02_104,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_104,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,delight,,
d_nikke_admi_02_105,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_105,False,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,delight,,
d_nikke_admi_02_106,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_106,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_107,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_107,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_108,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_108,False,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_109,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_109,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_110,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_110,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_111,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_111,True,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_112,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_112,False,,,,,,,,,,,XS_100,XS_100,1.0,,admi,,,,,,,,,,,,1,worry,,
d_nikke_admi_02_113,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_113,True,,,,,,,,,,,XS_100,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_114,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_114,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_115,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_115,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_116,d_nikke_admi_02,Speech,admi,Locale_NikkeEpisode:d_nikke_admi_02_116,True,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
d_nikke_admi_02_117,d_nikke_admi_02,Self,Self,Locale_NikkeEpisode:d_nikke_admi_02_117,False,,,,,,,,,,,XS_10,XS_10,1.0,,admi,,,,,,,,,,,,1,idle,,
