id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_drake_02_14,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_14,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_15,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_15,True,,10,100,0.5,,,,,1,idle,
d_nikke_drake_02_16,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_16,False,,100,100,1.0,,,,,1,idle,
d_nikke_drake_02_17,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_17,True,,100,100,1.0,,,,,1,delight,
d_nikke_drake_02_18,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_18,False,,100,100,1.0,,,,,1,delight,
d_nikke_drake_02_19,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_19,True,,100,100,0.5,,,,,1,delight,
d_nikke_drake_02_20,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_20,True,,100,10,1.0,,,,,1,delight,
d_nikke_drake_02_21,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_21,False,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_22,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_22,True,,10,10,0.5,,,,,1,idle,
d_nikke_drake_02_23,d_nikke_drake_02,Monologue,,,Locale_NikkeEpisode:d_nikke_drake_02_23,False,City_d,black,black,1.0,,,,,1,idle,
d_nikke_drake_02_24,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_24,True,,1,1,1.0,,,,,1,idle,
d_nikke_drake_02_25,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_25,False,,1,1,1.0,,,,,1,idle,
d_nikke_drake_02_26,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_26,True,,1,10,1.0,,,,,1,idle,
d_nikke_drake_02_27,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_27,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_28,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_28,True,,10,10,1.0,,,,,1,delight,
d_nikke_drake_02_29,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_29,True,,10,10,1.0,,,,,1,delight,
d_nikke_drake_02_30,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_30,False,,10,10,1.0,,,,,1,delight,
d_nikke_drake_02_31,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_31,True,,10,100,0.5,,,,,1,idle,
d_nikke_drake_02_32,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_32,True,,100,100,0.5,,,,,1,idle,
d_nikke_drake_02_33,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_33,True,,100,100,1.0,,,,,1,idle,
d_nikke_drake_02_34,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_34,False,,100,10,1.0,,,,,1,idle,
d_nikke_drake_02_35,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_35,False,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_36,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_36,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_37,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_37,True,,10,100,1.0,,,,,1,delight,
d_nikke_drake_02_38,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_38,True,,100,100,1.0,,,,,1,delight,
d_nikke_drake_02_39,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_39,False,,100,100,1.0,,,,,1,delight,
d_nikke_drake_02_40,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_40,True,,100,100,0.5,,,,,1,delight,
d_nikke_drake_02_41,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_41,False,,100,100,1.0,,,,,1,delight,
d_nikke_drake_02_42,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_42,True,,100,100,0.5,,,,,1,delight,
d_nikke_drake_02_43,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_43,False,,100,100,1.0,,,,,1,delight,
d_nikke_drake_02_44,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_44,True,,100,100,1.0,,,,,5,idle,
d_nikke_drake_02_45,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_45,True,FastFood,10,10,1.0,,,black,,1,idle,
d_nikke_drake_02_46,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_46,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_47,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_47,True,,10,10,0.5,,,,,1,idle,
d_nikke_drake_02_48,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_48,False,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_49,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_49,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_50,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_50,False,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_51,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_51,True,,10,100,0.5,,,,,1,idle,
d_nikke_drake_02_52,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_52,False,,100,100,1.0,,,,,1,idle,
d_nikke_drake_02_53,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_53,False,,100,10,0.5,,,,,1,angry,
d_nikke_drake_02_54,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_54,True,,10,10,1.0,,,,,1,angry,
d_nikke_drake_02_55,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_55,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_56,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_56,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_57,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_57,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_58,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_58,True,,10,10,0.5,,,,,1,idle,
d_nikke_drake_02_59,d_nikke_drake_02,Monologue,,,Locale_NikkeEpisode:d_nikke_drake_02_59,False,,black,black,0.5,,,,,1,idle,drake
d_nikke_drake_02_60,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_60,True,,1,1,1.0,,,,drake,1,idle,
d_nikke_drake_02_61,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_61,True,,1,1,1.0,,,,,1,idle,
d_nikke_drake_02_62,d_nikke_drake_02,Monologue,,,Locale_NikkeEpisode:d_nikke_drake_02_62,False,,1,10,0.5,,,,,1,idle,
d_nikke_drake_02_63,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_63,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_64,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_64,False,,10,10,1.0,,,,,1,angry,
d_nikke_drake_02_65,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_65,True,,10,10,1.0,,,,,1,angry,
d_nikke_drake_02_66,d_nikke_drake_02,Monologue,,,Locale_NikkeEpisode:d_nikke_drake_02_66,False,,10,100,0.5,,,,,1,angry,
d_nikke_drake_02_67,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_67,True,,100,100,1.0,,,,,1,angry,
d_nikke_drake_02_68,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_68,True,,100,100,1.0,,,,,1,idle,
d_nikke_drake_02_69,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_69,True,,100,100,1.0,,,,,1,idle,
d_nikke_drake_02_70,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_70,True,,100,100,1.0,,,,,1,idle,
d_nikke_drake_02_71,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_71,True,,100,10,0.5,,,,,1,idle,
d_nikke_drake_02_72,d_nikke_drake_02,Choice,,,Locale_NikkeEpisode:d_nikke_drake_02_72,False,,10,10,1.0,,d_nikke_drake_02_74,,,1,idle,
d_nikke_drake_02_73,d_nikke_drake_02,Choice,,,Locale_NikkeEpisode:d_nikke_drake_02_73,False,,10,10,1.0,,d_nikke_drake_02_76,,,1,idle,
d_nikke_drake_02_74,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_74,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_75,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_75,True,,10,100,0.5,,d_nikke_drake_02_78,,,1,idle,
d_nikke_drake_02_76,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_76,True,,10,100,0.5,,,,,1,idle,
d_nikke_drake_02_77,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_77,True,,100,100,1.0,,d_nikke_drake_02_78,,,1,idle,
d_nikke_drake_02_78,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_78,True,,100,100,0.5,,,,,1,angry,
d_nikke_drake_02_79,d_nikke_drake_02,Monologue,,,Locale_NikkeEpisode:d_nikke_drake_02_79,False,,100,100,1.0,,,,,1,angry,
d_nikke_drake_02_80,d_nikke_drake_02,Monologue,,,Locale_NikkeEpisode:d_nikke_drake_02_80,False,,100,100,1.0,,,,,1,idle,
d_nikke_drake_02_81,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_81,True,,100,10,1.0,,,,,1,idle,
d_nikke_drake_02_82,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_82,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_83,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_83,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_84,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_84,True,,10,10,1.0,,,,,1,idle,
d_nikke_drake_02_85,d_nikke_drake_02,Monologue,,,Locale_NikkeEpisode:d_nikke_drake_02_85,False,,10,1,1.0,,,,,1,idle,
d_nikke_drake_02_86,d_nikke_drake_02,Monologue,,,Locale_NikkeEpisode:d_nikke_drake_02_86,False,,1,3,1.0,,,,,3,idle,
d_nikke_drake_02_87,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_87,True,,3,3,1.0,,,,,3,idle,
d_nikke_drake_02_88,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_88,True,,3,3,0.5,,,,,3,delight,
d_nikke_drake_02_89,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_89,True,,3,3,1.0,,,,,3,delight,
d_nikke_drake_02_90,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_90,True,,3,3,1.0,,,,,3,no,
d_nikke_drake_02_91,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_91,True,,3,3,1.0,,,,,3,no,
d_nikke_drake_02_92,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_92,True,,3,3,1.0,,,,,3,idle,
d_nikke_drake_02_93,d_nikke_drake_02,Monologue,,,Locale_NikkeEpisode:d_nikke_drake_02_93,False,,3,3,1.0,,,,,7,idle,drake
d_nikke_drake_02_94,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_94,False,,3,10,1.0,,,,,,,
d_nikke_drake_02_95,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_95,True,,10,10,1.0,none,,,,,,
d_nikke_drake_02_96,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_96,True,,10,10,1.0,,,,,,,
d_nikke_drake_02_97,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_97,False,,10,10,1.0,,,,,,,
d_nikke_drake_02_98,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_98,True,,10,10,1.0,,,,,,,
d_nikke_drake_02_99,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_99,True,,10,10,1.0,bgm_story_sunshinesorrow,,,,,,
d_nikke_drake_02_100,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_100,False,,10,100,1.0,,,,,,,
d_nikke_drake_02_101,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_101,True,,100,100,1.0,,,,,,,
d_nikke_drake_02_102,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_102,True,,100,100,1.0,,,,,,,
d_nikke_drake_02_103,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_103,True,,100,100,1.0,,,,,,,
d_nikke_drake_02_104,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_104,False,,100,10,1.0,,,,,,,
d_nikke_drake_02_105,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_105,True,,10,10,1.0,,,,,,,
d_nikke_drake_02_106,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_106,True,,10,10,1.0,,,,,,,
d_nikke_drake_02_107,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_107,True,,10,10,1.0,,,,,,,
d_nikke_drake_02_108,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_108,True,,10,10,1.0,,,,,,,
d_nikke_drake_02_109,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_109,False,,10,10,1.0,,,,,,,
d_nikke_drake_02_110,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_110,True,,10,10,1.0,,,,,,,
d_nikke_drake_02_111,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_111,True,,10,10,1.0,,,,,,,
d_nikke_drake_02_112,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_112,False,,10,10,1.0,,,,,,,
d_nikke_drake_02_113,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_113,True,,10,10,1.0,,,,,,,
d_nikke_drake_02_114,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_114,True,,10,10,1.0,,,,,,,
d_nikke_drake_02_115,d_nikke_drake_02,Speech,ownergrandma,ownergrandma,Locale_NikkeEpisode:d_nikke_drake_02_115,True,,10,10,1.0,,,,,,,
d_nikke_drake_02_116,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_116,True,City_d,70,70,1.0,none,,black,drake,7,delight,
d_nikke_drake_02_117,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_117,False,,70,70,1.0,,,,,7,delight,
d_nikke_drake_02_118,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_118,True,,70,70,1.0,,,,,7,delight,
d_nikke_drake_02_119,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_119,True,,70,700,0.5,,,,,7,delight,
d_nikke_drake_02_120,d_nikke_drake_02,Self,,,Locale_NikkeEpisode:d_nikke_drake_02_120,False,,700,700,1.0,,,,,7,delight,
d_nikke_drake_02_121,d_nikke_drake_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_drake_02_121,True,,700,700,1.0,,,,,7,idle,
