id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce_02_02_01_30,d_nikke_ce_02_02_01,Speech,ce_02_02,Locale_NikkeEpisode:d_nikke_ce_02_02_01_30,False,,2,2,1.0,,ce_02_02,,1,idle,,3,idle
d_nikke_ce_02_02_01_31,d_nikke_ce_02_02_01,Speech,ce_02_02,Locale_NikkeEpisode:d_nikke_ce_02_02_01_31,True,,2,2,1.0,,ce_02_02,,1,idle,,3,idle
d_nikke_ce_02_02_01_32,d_nikke_ce_02_02_01,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_01_32,True,,2,2,1.0,,p12,,1,idle,,3,idle
d_nikke_ce_02_02_01_33,d_nikke_ce_02_02_01,Speech,ce_02_02,Locale_NikkeEpisode:d_nikke_ce_02_02_01_33,True,,2,2,1.0,,ce_02_02,,1,idle,,3,idle
d_nikke_ce_02_02_01_34,d_nikke_ce_02_02_01,Speech,ce_02_02,Locale_NikkeEpisode:d_nikke_ce_02_02_01_34,True,,2,2,1.0,,ce_02_02,,1,idle,,3,idle
d_nikke_ce_02_02_01_35,d_nikke_ce_02_02_01,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_01_35,True,,2,1,1.0,,p12,,1,idle,,3,idle
d_nikke_ce_02_02_01_36,d_nikke_ce_02_02_01,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_01_36,False,,1,1,1.0,,p12,,1,idle,,3,idle
d_nikke_ce_02_02_01_37,d_nikke_ce_02_02_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ce_02_02_01_37,False,,1,3,1.0,,,,1,idle,,3,think
d_nikke_ce_02_02_01_38,d_nikke_ce_02_02_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ce_02_02_01_38,False,,3,3,1.0,,,,1,idle,,3,think
d_nikke_ce_02_02_01_39,d_nikke_ce_02_02_01,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_01_39,True,,3,2,1.0,,p12,,1,idle,,3,think
d_nikke_ce_02_02_01_40,d_nikke_ce_02_02_01,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_01_40,True,,2,2,1.0,,p12,,1,idle,,3,think
d_nikke_ce_02_02_01_41,d_nikke_ce_02_02_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ce_02_02_01_41,False,,black,black,1.0,,,,1,idle,,3,idle
d_nikke_ce_02_02_01_42,d_nikke_ce_02_02_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_ce_02_02_01_42,False,,black,black,1.0,,,,1,idle,,3,idle
d_nikke_ce_02_02_01_43,d_nikke_ce_02_02_01,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_01_43,True,,2,2,1.0,,p12,,1,idle,,3,idle
d_nikke_ce_02_02_01_44,d_nikke_ce_02_02_01,Speech,ce_02_02,Locale_NikkeEpisode:d_nikke_ce_02_02_01_44,True,,2,2,1.0,,ce_02_02,,1,idle,,3,think
