id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,jump_target,fade
d_nikke_miranda_04_32,d_nikke_miranda_04,Speech,poli_op,Locale_NikkeEpisode:d_nikke_miranda_04_32,True,,2,1,1.0,,poli,,1,idle,,,,OP_leftup,angry,,,
d_nikke_miranda_04_33,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_33,True,,1,S_10,0.5,none,miranda,,1,idle,,,,OP_leftup,angry,,,
d_nikke_miranda_04_34,d_nikke_miranda_04,Narration,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_34,False,,S_10,S_100,1.0,,,,1,idle,miranda,,,OP_leftup,angry,,,
d_nikke_miranda_04_35,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_35,True,,S_100,S_10,0.5,,miranda,miranda,1,angry,,,,OP_leftup,angry,,,
d_nikke_miranda_04_36,d_nikke_miranda_04,Speech,poli_op,Locale_NikkeEpisode:d_nikke_miranda_04_36,True,,S_10,S_10,1.0,,poli,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_37,d_nikke_miranda_04,Speech,poli_op,Locale_NikkeEpisode:d_nikke_miranda_04_37,True,,S_10,S_10,1.0,,poli,,1,angry,,,,OP_leftup,idle,,,
d_nikke_miranda_04_38,d_nikke_miranda_04,Narration,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_38,False,,black,black,1.0,,,,1,angry,,sfx_scn_ultrasonic,,OP_leftup,idle,poli_op,,
d_nikke_miranda_04_39,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_39,False,,S_10,S_10,1.0,bgm_story_stormbreakers,,,1,angry,,,poli_op,OP_leftup,idle,,,
d_nikke_miranda_04_40,d_nikke_miranda_04,Monologue,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_40,False,,S_10,S_10,1.0,,,,1,angry,,,,OP_leftup,idle,,,
d_nikke_miranda_04_41,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_41,True,,S_10,S_10,1.0,,miranda,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_42,d_nikke_miranda_04,Speech,poli_op,Locale_NikkeEpisode:d_nikke_miranda_04_42,True,,S_10,S_100,0.5,,poli,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_43,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_43,True,,S_100,S_100,1.0,,miranda,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_44,d_nikke_miranda_04,Speech,poli_op,Locale_NikkeEpisode:d_nikke_miranda_04_44,True,,S_100,S_100,1.0,,poli,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_45,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_45,True,,S_100,S_100,1.0,,miranda,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_46,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_46,True,,S_100,S_100,1.0,,miranda,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_47,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_47,True,,S_100,S_100,1.0,,miranda,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_48,d_nikke_miranda_04,Speech,poli_op,Locale_NikkeEpisode:d_nikke_miranda_04_48,True,,S_100,S_100,1.0,,poli,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_49,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_49,False,,S_100,S_10,2.0,,miranda,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_50,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_50,True,,S_10,S_10,1.0,,miranda,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_51,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_51,True,,S_10,S_10,1.0,,miranda,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_52,d_nikke_miranda_04,Speech,poli_op,Locale_NikkeEpisode:d_nikke_miranda_04_52,True,,S_10,S_10,1.0,,poli,,1,angry,,,,OP_leftup,angry,,,
d_nikke_miranda_04_53,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_53,True,,S_10,S_10,1.0,,miranda,,1,angry,,,,OP_leftup,angry,,,
d_nikke_miranda_04_54,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_54,True,,S_10,S_100,0.5,,miranda,,1,angry,,,,OP_leftup,angry,,,
d_nikke_miranda_04_55,d_nikke_miranda_04,Speech,poli_op,Locale_NikkeEpisode:d_nikke_miranda_04_55,True,,S_100,S_100,1.0,,poli,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_56,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_56,True,,S_100,S_10,0.5,,miranda,,1,angry,,,,OP_leftup,surprise,,,
d_nikke_miranda_04_57,d_nikke_miranda_04,Speech,poli_op,Locale_NikkeEpisode:d_nikke_miranda_04_57,True,,S_10,S_10,1.0,,poli,,1,angry,,,,OP_leftup,surprise,poli_op,,
d_nikke_miranda_04_58,d_nikke_miranda_04,Narration,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_58,False,,S_10,S_10,1.0,,,,1,angry,,,,,,,,
d_nikke_miranda_04_59,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_59,True,,S_10,S_10,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_60,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_60,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_61,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_61,True,,S_10,S_10,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_62,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_62,True,,S_10,S_10,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_63,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_63,True,,S_10,S_10,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_64,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_64,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_65,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_65,True,,S_10,S_10,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_66,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_66,True,,S_10,S_100,0.5,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_67,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_67,True,,S_100,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_68,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_68,False,,S_100,S_100,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_69,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_69,True,,S_100,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_70,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_70,True,,S_100,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_71,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_71,False,,S_100,S_100,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_72,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_72,True,,S_100,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_73,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_73,True,,S_100,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_74,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_74,False,,S_100,S_100,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_75,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_75,True,,S_100,S_10,0.5,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_76,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_76,True,,S_10,S_10,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_77,d_nikke_miranda_04,Monologue,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_77,False,,black,black,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_78,d_nikke_miranda_04,Monologue,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_78,False,,black,black,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_79,d_nikke_miranda_04,Monologue,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_79,False,,black,black,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_80,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_80,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_81,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_81,True,,S_10,S_100,0.5,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_82,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_82,True,,S_100,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_83,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_83,False,,S_100,S_100,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_84,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_84,True,,S_100,S_10,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_85,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_85,False,,S_10,S_10,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_86,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_86,True,,S_10,S_10,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_87,d_nikke_miranda_04,Monologue,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_87,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_88,d_nikke_miranda_04,Monologue,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_88,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_89,d_nikke_miranda_04,Choice,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_89,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,d_nikke_miranda_04_91,
d_nikke_miranda_04_90,d_nikke_miranda_04,Choice,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_90,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,d_nikke_miranda_04_108,
d_nikke_miranda_04_91,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_91,True,,S_10,S_100,0.5,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_92,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_92,True,,S_100,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_93,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_93,True,,S_100,S_100,1.0,,miranda,,1,think,,,,,,,,
d_nikke_miranda_04_94,d_nikke_miranda_04,Monologue,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_94,False,,S_100,S_100,1.0,,,,1,think,,,,,,,,
d_nikke_miranda_04_95,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_95,True,,S_100,S_10,0.5,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_96,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_96,True,,S_10,S_10,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_97,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_97,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_98,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_98,True,,S_10,S_100,0.5,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_99,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_99,True,,S_100,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_100,d_nikke_miranda_04,Narration,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_100,False,,S_100,S_10,0.5,,,,1,idle,,sfx_scn_ultrasonic,,,,,,
d_nikke_miranda_04_101,d_nikke_miranda_04,Narration,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_101,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_102,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_102,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_103,d_nikke_miranda_04,Monologue,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_103,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_104,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_104,True,,S_10,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_105,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_105,False,,S_100,S_100,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_106,d_nikke_miranda_04,Monologue,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_106,False,,S_100,S_10,0.5,,,,1,idle,,,,,,,,
d_nikke_miranda_04_107,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_107,True,,S_10,S_10,1.0,,miranda,,1,idle,,,,,,,d_nikke_miranda_04_121,
d_nikke_miranda_04_108,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_108,True,,S_10,S_10,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_109,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_109,True,,S_10,S_100,0.5,,miranda,,1,delight,,,,,,,,
d_nikke_miranda_04_110,d_nikke_miranda_04,Monologue,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_110,False,,S_100,S_100,1.0,,,,1,delight,,,,,,,,
d_nikke_miranda_04_111,d_nikke_miranda_04,Narration,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_111,False,,S_100,S_100,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_112,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_112,True,,S_100,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_113,d_nikke_miranda_04,Narration,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_113,False,,S_100,S_10,0.5,,,,1,idle,,sfx_scn_ultrasonic,,,,,,
d_nikke_miranda_04_114,d_nikke_miranda_04,Narration,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_114,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_115,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_115,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_116,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_116,True,,S_10,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_117,d_nikke_miranda_04,Monologue,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_117,False,,S_100,S_100,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_118,d_nikke_miranda_04,Monologue,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_118,False,,black,black,1.0,,,,1,idle,,,,,,,,
d_nikke_miranda_04_119,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_119,True,,S_100,S_10,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_120,d_nikke_miranda_04,Self,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_120,False,,S_10,S_10,1.0,none,,,1,idle,,,,,,,,
d_nikke_miranda_04_121,d_nikke_miranda_04,Narration,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_121,False,,S_10,S_100,0.5,,,,1,idle,,,,,,,,
d_nikke_miranda_04_122,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_122,True,,S_100,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_123,d_nikke_miranda_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_miranda_04_123,True,,S_100,S_100,1.0,,miranda,,1,idle,,,,,,,,
d_nikke_miranda_04_124,d_nikke_miranda_04,Narration,,Locale_NikkeEpisode:d_nikke_miranda_04_124,False,White,S_100,1,2.0,,,,1,idle,miranda,,,,,,,white_without_dialogue
