id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_eleggboomandshock_02_11,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_11,True,,S_10,S_10,1.0,,elegg_s,,,1,think,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_12,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_12,True,,S_10,S_10,1.0,,elegg_s,,,1,think,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_13,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_13,False,,S_10,S_10,1.0,,,,,1,think,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_14,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_14,True,,S_10,S_100,1.0,,elegg_s,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_15,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_15,True,,S_100,S_100,1.0,,elegg_s,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_16,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_16,True,,S_100,S_100,1.0,,elegg_s,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_17,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_17,True,,S_100,S_100,1.0,,elegg_s,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_18,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_18,True,,S_100,S_100,1.0,,elegg_s,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_19,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_19,True,,S_100,S_100,1.0,,elegg_s,,,1,think,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_20,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_20,False,,S_100,S_100,1.0,,,,,1,think,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_21,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_21,True,,S_100,S_100,1.0,,elegg_s,,,1,think,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_22,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_22,True,,S_100,S_100,1.0,,elegg_s,,,1,think,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_23,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_23,True,,S_100,S_100,1.0,,elegg_s,,,1,think,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_24,d_nikke_eleggboomandshock_02,Speech,yan_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_24,True,,S_100,S_1300,1.0,,yan_s,,,1,think,yan_s,13,etc,,,,,,,,,
d_nikke_eleggboomandshock_02_25,d_nikke_eleggboomandshock_02,Speech,yan_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_25,True,,S_1300,S_1300,1.0,,yan_s,,,1,think,,13,etc,,,,,,,,,
d_nikke_eleggboomandshock_02_26,d_nikke_eleggboomandshock_02,Speech,pepper_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_26,True,,S_1300,XS_1500,1.0,,pepper_s,,,1,think,,13,etc,,pepper_s,15,angry,,,,,
d_nikke_eleggboomandshock_02_27,d_nikke_eleggboomandshock_02,Speech,pepper_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_27,True,,XS_1500,XS_1500,1.0,,pepper_s,,,1,think,,13,etc,,,15,angry,,,,,
d_nikke_eleggboomandshock_02_28,d_nikke_eleggboomandshock_02,Speech,frima_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_28,True,,XS_1500,1700,1.0,,frima_s,,,1,think,,13,etc,,,15,angry,,frima_s,17,angry,
d_nikke_eleggboomandshock_02_29,d_nikke_eleggboomandshock_02,Speech,frima_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_29,True,,1700,170,1.0,,frima_s,,,1,think,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_30,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_30,True,,S_10,S_10,1.0,,elegg_s,,,1,surprise,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_31,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_31,False,,S_10,S_10,1.0,,,,,1,surprise,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_32,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_32,True,,S_10,S_10,1.0,,elegg_s,,,1,surprise,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_33,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_33,True,,S_10,S_10,1.0,,elegg_s,,,1,surprise,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_34,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_34,False,,S_10,S_10,1.0,,,,,1,surprise,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_35,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_35,True,,S_10,S_10,1.0,,elegg_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_36,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_36,False,,S_10,S_10,1.0,,,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_37,d_nikke_eleggboomandshock_02,Speech,yan_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_37,True,,S_10,S_130,1.0,,yan_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_38,d_nikke_eleggboomandshock_02,Speech,yan_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_38,True,,S_130,S_130,1.0,,yan_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_39,d_nikke_eleggboomandshock_02,Self,yan_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_39,False,,S_130,S_130,1.0,,,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_40,d_nikke_eleggboomandshock_02,Speech,yan_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_40,True,,S_130,S_130,1.0,,yan_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_41,d_nikke_eleggboomandshock_02,Monologue,yan_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_41,False,,S_130,S_130,1.0,,,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_42,d_nikke_eleggboomandshock_02,Monologue,yan_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_42,False,,S_130,S_130,1.0,,,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_43,d_nikke_eleggboomandshock_02,Speech,yan_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_43,True,,S_130,S_130,1.0,,yan_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_44,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_44,True,,S_130,113,1.0,,elegg_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_45,d_nikke_eleggboomandshock_02,Speech,yan_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_45,True,,113,113,1.0,,yan_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_46,d_nikke_eleggboomandshock_02,Speech,pepper_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_46,True,,113,15,1.0,,pepper_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_47,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_47,True,,S_10,S_100,0.7,,elegg_s,,,1,no,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_48,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_48,False,,S_100,S_100,1.0,,,,,1,no,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_49,d_nikke_eleggboomandshock_02,Speech,pepper_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_49,True,,XS_1500,XS_1500,1.0,,pepper_s,,,1,no,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_50,d_nikke_eleggboomandshock_02,Speech,pepper_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_50,True,,XS_1500,XS_1500,1.0,,pepper_s,,,1,no,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_51,d_nikke_eleggboomandshock_02,Speech,pepper_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_51,True,,XS_1500,XS_1500,1.0,,pepper_s,,,1,no,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_52,d_nikke_eleggboomandshock_02,Speech,frima_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_52,True,,XS_1500,1700,1.0,,frima_s,,,1,no,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_53,d_nikke_eleggboomandshock_02,Speech,frima_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_53,True,,1700,1700,1.0,,frima_s,,,1,no,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_54,d_nikke_eleggboomandshock_02,Speech,frima_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_54,True,,1700,1700,1.0,,frima_s,,,1,no,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_55,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_55,False,,S_100,S_100,1.0,,,,,1,no,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_56,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_56,True,,S_100,S_100,1.0,,elegg_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_57,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_57,True,,S_100,S_100,1.0,,elegg_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_58,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_58,True,,S_100,S_100,1.0,,elegg_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_59,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_59,False,,S_100,S_100,1.0,,,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_60,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_60,True,,S_100,S_10,1.0,,elegg_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_61,d_nikke_eleggboomandshock_02,Speech,yan_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_61,True,,S_10,S_130,1.0,,yan_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_62,d_nikke_eleggboomandshock_02,Speech,pepper_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_62,True,,S_130,XS_150,1.0,,pepper_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_63,d_nikke_eleggboomandshock_02,Speech,frima_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_63,True,,XS_150,170,1.0,,frima_s,,,1,idle,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_64,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_64,True,,S_10,S_10,1.0,,elegg_s,,,1,think,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_65,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_65,False,,S_10,S_10,1.0,,,,,1,think,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_66,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_66,True,,S_10,S_10,1.0,,elegg_s,,,1,think,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_67,d_nikke_eleggboomandshock_02,Speech,yan_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_67,True,,S_130,S_1300,0.5,,yan_s,,,1,think,,13,etc,,,15,angry,,,17,angry,
d_nikke_eleggboomandshock_02_68,d_nikke_eleggboomandshock_02,Speech,pepper_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_68,True,,XS_150,XS_1500,0.5,,pepper_s,,,1,think,,13,etc,,,15,angry,,,17,no,
d_nikke_eleggboomandshock_02_69,d_nikke_eleggboomandshock_02,Speech,frima_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_69,True,,170,1700,1.0,,frima_s,,,1,think,,13,etc,,,15,angry,,,17,no,
d_nikke_eleggboomandshock_02_70,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_70,True,,S_100,S_100,1.0,,elegg_s,,,1,pain,,13,etc,,,15,angry,,,17,no,
d_nikke_eleggboomandshock_02_71,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_71,True,,S_100,S_10,0.5,,elegg_s,,,1,pain,,13,etc,,,15,angry,,,17,no,
d_nikke_eleggboomandshock_02_72,d_nikke_eleggboomandshock_02,Monologue,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_72,False,,black,black,1.0,,,,,1,pain,,13,etc,,,15,angry,,,17,no,
d_nikke_eleggboomandshock_02_73,d_nikke_eleggboomandshock_02,Monologue,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_73,False,,black,black,1.0,,,,,1,pain,,13,etc,yan_s,,15,angry,pepper_s,,17,no,frima_s
d_nikke_eleggboomandshock_02_74,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_74,True,,S_10,S_10,1.0,,elegg_s,black,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_75,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_75,False,,S_10,S_10,1.0,,,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_76,d_nikke_eleggboomandshock_02,Monologue,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_76,False,,S_10,S_10,1.0,,,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_77,d_nikke_eleggboomandshock_02,Monologue,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_77,False,,S_10,S_10,1.0,,,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_78,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_78,True,,S_10,S_10,1.0,,elegg_s,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_79,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_79,True,,S_10,S_10,1.0,,elegg_s,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_80,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_80,False,,S_10,S_10,1.0,,,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_81,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_81,True,,S_10,S_10,1.0,,elegg_s,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_82,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_82,True,,S_10,S_100,0.5,,elegg_s,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_83,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_83,False,,S_100,S_100,1.0,,,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_84,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_84,True,,S_100,S_100,1.0,,elegg_s,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_85,d_nikke_eleggboomandshock_02,Monologue,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_85,False,,black,black,1.0,,,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_86,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_86,True,,S_100,S_100,1.0,,elegg_s,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_87,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_87,True,,S_100,S_100,1.0,,elegg_s,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_88,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_88,False,,S_100,S_100,1.0,,,,,1,no,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_89,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_89,True,,S_100,S_100,1.0,,elegg_s,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_90,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_90,True,,S_100,S_10,0.5,,elegg_s,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_91,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_91,True,,S_10,S_10,1.0,,elegg_s,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_92,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_92,True,,S_10,S_10,1.0,,elegg_s,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_93,d_nikke_eleggboomandshock_02,Monologue,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_93,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_94,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_94,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_95,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_95,True,,S_10,S_10,1.0,,elegg_s,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_96,d_nikke_eleggboomandshock_02,Speech,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_96,True,,S_10,S_10,1.0,,elegg_s,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_97,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_97,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,,
d_nikke_eleggboomandshock_02_98,d_nikke_eleggboomandshock_02,Self,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_02_98,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,,
