id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_ce_003_01_05_39,d_nikke_ce_003_01_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_05_39,True,,S_10,S_10,1.0,,,ce_003_01,,,1,worry,,13,shy,
d_nikke_ce_003_01_05_40,d_nikke_ce_003_01_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_05_40,True,,S_10,S_10,1.0,,,ce_003_01,,,1,idle,,13,shy,
d_nikke_ce_003_01_05_41,d_nikke_ce_003_01_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_41,True,,S_130,S_130,1.0,,,soline,,,1,idle,,13,surprise,
d_nikke_ce_003_01_05_42,d_nikke_ce_003_01_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_05_42,True,,S_10,S_10,1.0,,,ce_003_01,,,1,idle,,13,surprise,
d_nikke_ce_003_01_05_43,d_nikke_ce_003_01_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_43,False,,S_10,12,1.0,,,soline,,,1,idle,,13,surprise,
d_nikke_ce_003_01_05_44,d_nikke_ce_003_01_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_44,True,,12,12,1.0,,,soline,,,1,idle,,13,surprise,
d_nikke_ce_003_01_05_45,d_nikke_ce_003_01_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_05_45,True,,12,12,1.0,,,ce_003_01,,,1,smile,,13,surprise,
d_nikke_ce_003_01_05_46,d_nikke_ce_003_01_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_46,False,,12,12,1.0,,,soline,,,1,smile,,13,shy,
d_nikke_ce_003_01_05_47,d_nikke_ce_003_01_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_47,True,,12,S_130,1.0,,none,soline,,,1,idle,,13,delight,
d_nikke_ce_003_01_05_48,d_nikke_ce_003_01_05,Narration,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_48,False,MaidCafe,black,black,1.0,,,,black,,13,idle,,3,delight,soline
d_nikke_ce_003_01_05_49,d_nikke_ce_003_01_05,Narration,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_49,False,,1,1,1.0,sfx_scn_toyshopbell,bgm_story_languor,,,,13,idle,soline,1,idle,
d_nikke_ce_003_01_05_50,d_nikke_ce_003_01_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_50,False,,1,1,1.0,,,soline,,,13,idle,,1,surprise,
d_nikke_ce_003_01_05_51,d_nikke_ce_003_01_05,Narration,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_51,False,,1,1,1.0,,,,,,13,idle,,1,surprise,
d_nikke_ce_003_01_05_52,d_nikke_ce_003_01_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_05_52,True,,1,12,1.0,,,ce_003_01,,,13,idle,,1,surprise,
d_nikke_ce_003_01_05_53,d_nikke_ce_003_01_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_05_53,True,,12,12,1.0,,,ce_003_01,,,13,idle,,1,surprise,
d_nikke_ce_003_01_05_54,d_nikke_ce_003_01_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_54,True,,12,12,1.0,,,soline,,,13,idle,,1,surprise,
d_nikke_ce_003_01_05_55,d_nikke_ce_003_01_05,Narration,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_55,False,,12,12,1.0,,,,,,13,idle,,1,surprise,
d_nikke_ce_003_01_05_56,d_nikke_ce_003_01_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_05_56,True,,12,S_130,1.0,,,ce_003_01,,,13,idle,,1,surprise,
d_nikke_ce_003_01_05_57,d_nikke_ce_003_01_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_05_57,True,,S_130,S_130,1.0,,,ce_003_01,,,13,idle,,1,surprise,
d_nikke_ce_003_01_05_58,d_nikke_ce_003_01_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_58,True,,S_10,S_10,1.0,,,soline,,,13,idle,,1,surprise,
d_nikke_ce_003_01_05_59,d_nikke_ce_003_01_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_59,True,,S_10,S_10,1.0,,,soline,,,13,idle,,1,pain,
d_nikke_ce_003_01_05_60,d_nikke_ce_003_01_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_60,True,,S_10,S_10,1.0,,,soline,,,13,idle,,1,surprise,
d_nikke_ce_003_01_05_61,d_nikke_ce_003_01_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_05_61,True,,S_10,S_10,1.0,,,ce_003_01,,,13,surprise,,1,surprise,
d_nikke_ce_003_01_05_62,d_nikke_ce_003_01_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_62,True,,S_10,S_10,1.0,,,soline,,,13,surprise,,1,surprise,
d_nikke_ce_003_01_05_63,d_nikke_ce_003_01_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_05_63,True,,S_10,S_10,1.0,,,soline,,,13,surprise,,1,surprise,
d_nikke_ce_003_01_05_64,d_nikke_ce_003_01_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_05_64,True,,S_130,S_130,1.0,,,ce_003_01,,,13,idle,,1,surprise,
d_nikke_ce_003_01_05_65,d_nikke_ce_003_01_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_05_65,True,,S_130,S_130,1.0,,,ce_003_01,,,13,smile,,1,surprise,
d_nikke_ce_003_01_05_66,d_nikke_ce_003_01_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_05_66,True,,S_130,S_1300,1.0,,,ce_003_01,,,13,smile,,1,surprise,
