id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,play_sound
d_nikke_ludmilla_winterowner_01_28,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_28,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,surprise,,
d_nikke_ludmilla_winterowner_01_29,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_29,False,,10,10,1.0,,,ludmilla_w,,,1,surprise,,
d_nikke_ludmilla_winterowner_01_30,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_30,False,,10,10,1.0,,,ludmilla_w,,,1,surprise,,
d_nikke_ludmilla_winterowner_01_31,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_31,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,think,,
d_nikke_ludmilla_winterowner_01_32,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_32,False,,10,10,1.0,,,ludmilla_w,,,1,think,,
d_nikke_ludmilla_winterowner_01_33,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_33,False,,10,10,1.0,,,ludmilla_w,,,1,think,,
d_nikke_ludmilla_winterowner_01_34,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_34,False,,10,10,1.0,,,ludmilla_w,,,1,think,,
d_nikke_ludmilla_winterowner_01_35,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_35,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_36,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_36,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,
d_nikke_ludmilla_winterowner_01_37,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_37,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_38,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_38,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,
d_nikke_ludmilla_winterowner_01_39,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_39,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,
d_nikke_ludmilla_winterowner_01_40,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_40,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,
d_nikke_ludmilla_winterowner_01_41,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_41,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_42,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_42,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,
d_nikke_ludmilla_winterowner_01_43,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_43,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,
d_nikke_ludmilla_winterowner_01_44,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_44,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_45,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_45,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_46,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_46,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,
d_nikke_ludmilla_winterowner_01_47,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_47,False,,10,1,1.0,,,ludmilla_w,,,1,idle,ludmilla_w,sfx_scn_putdown
d_nikke_ludmilla_winterowner_01_48,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_48,False,,1,1,1.0,,,ludmilla_w,,,,,,
d_nikke_ludmilla_winterowner_01_49,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_49,False,,1,1,1.0,,,ludmilla_w,,,,,,
d_nikke_ludmilla_winterowner_01_50,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_50,False,,1,1,1.0,,,ludmilla_w,,,,,,
d_nikke_ludmilla_winterowner_01_51,d_nikke_ludmilla_winterowner_01,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_51,False,,1,10,1.0,,,ludmilla_w,,,,,,
d_nikke_ludmilla_winterowner_01_52,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_52,False,,10,10,1.0,,,ludmilla_w,,,,,,
d_nikke_ludmilla_winterowner_01_53,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_53,False,,10,10,1.0,,,ludmilla_w,,,,,,
d_nikke_ludmilla_winterowner_01_54,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_54,True,,10,1,1.0,,,ludmilla_w,ludmilla_w,ludmilla_w,1,idle,,
d_nikke_ludmilla_winterowner_01_55,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_55,False,,1,1,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_56,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_56,False,,1,1,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_57,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_57,False,,1,1,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_58,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_58,False,,1,1,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_59,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_59,False,,1,1,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_60,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_60,False,,1,1,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_61,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_61,False,,1,1,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_62,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_62,False,,1,1,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_63,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_63,True,,1,10,1.0,,,ludmilla_w,ludmilla_w,,1,think,,
d_nikke_ludmilla_winterowner_01_64,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_64,False,,10,10,1.0,,,ludmilla_w,,,1,think,,
d_nikke_ludmilla_winterowner_01_65,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_65,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,think,,
d_nikke_ludmilla_winterowner_01_66,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_66,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,think,,
d_nikke_ludmilla_winterowner_01_67,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_67,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,think,,
d_nikke_ludmilla_winterowner_01_68,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_68,False,,10,10,1.0,,,ludmilla_w,,,1,think,,
d_nikke_ludmilla_winterowner_01_69,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_69,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,think,,
d_nikke_ludmilla_winterowner_01_70,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_70,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,
d_nikke_ludmilla_winterowner_01_71,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_71,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,
d_nikke_ludmilla_winterowner_01_72,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_72,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_73,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_73,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_74,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_74,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_75,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_75,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_76,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_76,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_77,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_77,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_78,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_78,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_79,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_79,True,,10,100,1.0,,,ludmilla_w,ludmilla_w,,1,surprise,,
d_nikke_ludmilla_winterowner_01_80,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_80,True,,100,100,1.0,,,ludmilla_w,ludmilla_w,,1,surprise,,
d_nikke_ludmilla_winterowner_01_81,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_81,False,,100,100,1.0,,,ludmilla_w,,,1,surprise,,
d_nikke_ludmilla_winterowner_01_82,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_82,False,,100,100,1.0,,,ludmilla_w,,,1,surprise,,
d_nikke_ludmilla_winterowner_01_83,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_83,False,,100,100,1.0,,,ludmilla_w,,,1,surprise,,
d_nikke_ludmilla_winterowner_01_84,d_nikke_ludmilla_winterowner_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_84,False,,100,100,1.0,,,ludmilla_w,,,1,surprise,,
d_nikke_ludmilla_winterowner_01_85,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_85,True,,100,10,1.0,,,ludmilla_w,ludmilla_w,,1,think,,
d_nikke_ludmilla_winterowner_01_86,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_86,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,
d_nikke_ludmilla_winterowner_01_87,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_87,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,
d_nikke_ludmilla_winterowner_01_88,d_nikke_ludmilla_winterowner_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_88,False,,10,10,1.0,,,ludmilla_w,,,1,idle,,
d_nikke_ludmilla_winterowner_01_89,d_nikke_ludmilla_winterowner_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_01_89,True,,10,10,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,
