id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,fade,jump_target
d_nikke_rouge_04_13,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_13,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_14,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_14,True,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_15,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_15,True,,1,sad,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_16,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_16,True,,1,sad,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_17,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_17,True,,1,sad,,10,10,1.0,,,rouge,black,
d_nikke_rouge_04_18,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_18,True,,1,sad,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_19,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_19,True,,1,sad,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_20,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_20,False,,1,sad,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_21,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_21,False,,1,sad,,10,10,1.0,,,,,
d_nikke_rouge_04_22,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_22,True,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_23,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_23,True,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_24,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_24,True,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_25,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_25,True,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_26,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_26,True,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_27,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_27,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_28,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_28,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_29,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_29,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_30,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_30,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_31,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_31,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_32,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_32,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_33,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_33,True,,1,think,,10,100,1.0,,,rouge,,
d_nikke_rouge_04_34,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_34,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_35,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_35,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_36,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_36,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_37,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_37,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_38,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_38,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_39,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_39,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_40,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_40,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_41,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_41,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_42,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_42,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_43,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_43,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_44,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_44,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_45,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_45,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_46,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_46,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_47,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_47,True,,1,sad,,100,10,1.0,,,rouge,,
d_nikke_rouge_04_48,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_48,True,,1,sad,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_49,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_49,False,,1,sad,,10,10,1.0,,none,,,
d_nikke_rouge_04_50,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_50,True,,1,surprise,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_51,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_51,False,,1,surprise,,10,10,1.0,,,,,
d_nikke_rouge_04_52,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_52,False,,1,surprise,,10,10,1.0,,,,,
d_nikke_rouge_04_53,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_53,False,,1,surprise,CoinRushGameZone,10,10,1.0,,bgm_story_tuffguys,rouge,black,
d_nikke_rouge_04_54,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_54,True,,1,surprise,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_55,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_55,True,,1,surprise,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_56,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_56,False,,1,surprise,,10,10,1.0,,,,,
d_nikke_rouge_04_57,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_57,True,,1,think,,10,100,1.0,,,rouge,,
d_nikke_rouge_04_58,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_58,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_59,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_59,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_60,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_60,False,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_61,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_61,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_62,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_62,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_63,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_63,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_64,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_64,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_65,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_65,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_66,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_66,True,,1,sad,,100,10,1.0,,,rouge,,
d_nikke_rouge_04_67,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_67,True,,1,sad,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_68,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_68,True,,1,think,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_69,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_69,True,,1,think,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_70,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_70,False,,1,think,,10,10,1.0,,,,,
d_nikke_rouge_04_71,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_71,False,,1,think,,10,10,1.0,,,,,
d_nikke_rouge_04_72,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_72,True,,1,think,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_73,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_73,False,,1,think,,10,10,1.0,,,,,
d_nikke_rouge_04_74,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_74,False,,1,think,,10,10,1.0,,,,,
d_nikke_rouge_04_75,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_75,True,,1,think,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_76,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_76,True,,1,think,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_77,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_77,True,,1,think,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_78,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_78,False,,1,think,,10,10,1.0,,,,,
d_nikke_rouge_04_79,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_79,False,,1,surprise,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_80,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_80,False,,1,surprise,,10,10,1.0,,,,,
d_nikke_rouge_04_81,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_81,False,,1,surprise,,10,10,1.0,,,,,
d_nikke_rouge_04_82,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_82,True,,1,surprise,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_83,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_83,True,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_84,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_84,True,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_85,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_85,True,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_86,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_86,False,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_87,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_87,True,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_88,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_88,True,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_89,d_nikke_rouge_04,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_89,False,,1,idle,,black,black,1.0,sfx_scn_handtouch,,,,
d_nikke_rouge_04_90,d_nikke_rouge_04,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_90,False,,1,idle,,black,black,1.0,sfx_scn_hairtouch,,,,
d_nikke_rouge_04_91,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_91,False,,1,idle,,black,black,1.0,,,,,
d_nikke_rouge_04_92,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_92,False,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_93,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_93,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_94,d_nikke_rouge_04,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_94,False,,1,idle,,10,10,1.0,sfx_scn_hairtouch,,,,
d_nikke_rouge_04_95,d_nikke_rouge_04,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_95,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_96,d_nikke_rouge_04,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_96,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_97,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_97,True,,1,think,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_98,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_98,True,,1,think,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_99,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_99,False,,1,think,,10,100,1.0,,,,,
d_nikke_rouge_04_100,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_100,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_101,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_101,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_102,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_102,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_103,d_nikke_rouge_04,Choice,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_103,False,,1,think,,100,100,1.0,,,,,d_nikke_rouge_04_105
d_nikke_rouge_04_104,d_nikke_rouge_04,Choice,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_104,False,,1,think,,100,100,1.0,,,,,d_nikke_rouge_04_105
d_nikke_rouge_04_105,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_105,False,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_106,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_106,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_107,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_107,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_108,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_108,True,,1,idle,,100,10,1.0,,,rouge,,
d_nikke_rouge_04_109,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_109,True,,1,idle,,10,10,1.0,,,rouge,,
d_nikke_rouge_04_110,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_110,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_111,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_111,False,,1,idle,,black,black,1.0,,,,,
d_nikke_rouge_04_112,d_nikke_rouge_04,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_112,False,,1,idle,,black,black,1.0,,,,,
d_nikke_rouge_04_113,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_113,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_114,d_nikke_rouge_04,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_114,False,,1,idle,,10,10,1.0,sfx_scn_hairtouch,,,,
d_nikke_rouge_04_115,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_115,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_04_116,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_116,True,,1,surprise,,10,100,1.0,,,rouge,,
d_nikke_rouge_04_117,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_117,False,,1,surprise,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_118,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_118,True,,1,surprise,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_119,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_119,True,,1,surprise,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_120,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_120,False,,1,surprise,,100,100,1.0,,,,,
d_nikke_rouge_04_121,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_121,True,,1,think,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_122,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_122,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_123,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_123,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_04_124,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_124,True,,1,sad,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_125,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_125,True,,1,sad,,100,100,1.0,,,rouge,,
d_nikke_rouge_04_126,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_126,False,,1,sad,,100,100,1.0,,,,,
d_nikke_rouge_04_127,d_nikke_rouge_04,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_127,False,,1,sad,,100,100,1.0,,,,,
d_nikke_rouge_04_128,d_nikke_rouge_04,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_04_128,True,,1,sad,,100,100,1.0,,,rouge,,
