id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
treasurestory_laplace_03_41,treasurestory_laplace_03,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_03_41,False,,130,130,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_42,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_42,True,,130,130,1.0,,,1,angry,,,13,sad
treasurestory_laplace_03_43,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_43,True,,130,130,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_44,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_44,True,,130,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_45,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_45,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_46,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_46,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_47,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_47,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_48,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_48,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_49,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_49,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_50,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_50,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_51,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_51,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_52,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_52,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_53,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_53,True,,12,130,1.0,,,1,shy,,,13,idle
treasurestory_laplace_03_54,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_54,True,,130,130,1.0,,,1,shy,,,13,idle
treasurestory_laplace_03_55,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_55,True,,130,S_10,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_56,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_56,True,,S_10,S_10,1.0,,,1,idle,,,13,idle
treasurestory_laplace_03_57,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_57,True,,S_10,S_10,1.0,,,1,idle,,,13,idle
treasurestory_laplace_03_58,treasurestory_laplace_03,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_03_58,False,,S_10,1,1.0,,,1,idle,laplace,,13,idle
treasurestory_laplace_03_59,treasurestory_laplace_03,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_03_59,False,,1,13,2.0,,,,,,,13,idle
treasurestory_laplace_03_60,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_60,True,,13,130,1.0,,,,,,,13,delight
treasurestory_laplace_03_61,treasurestory_laplace_03,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_03_61,False,,130,130,1.0,,,,,,,13,delight
