id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_filter_01,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_mica_02_75,d_nikke_mica_02,Self,Locale_NikkeEpisode:d_nikke_mica_02_75,False,,XS_20,XS_20,1.0,,,,,,,,2,idle,,,,,
d_nikke_mica_02_76,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_76,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_77,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_77,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_78,d_nikke_mica_02,Self,Locale_NikkeEpisode:d_nikke_mica_02_78,False,,XS_20,XS_20,1.0,,,,,,,,2,idle,,,,,
d_nikke_mica_02_79,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_79,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_80,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_80,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_81,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_81,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_82,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_82,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,delight,,,,,
d_nikke_mica_02_83,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_83,False,,XS_20,2,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_84,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_84,True,NikkeRoom,2,113,1.5,none,mica,mica,Grey,,,,1,idle,,belorta,13,idle,
d_nikke_mica_02_85,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_85,True,,113,113,1.0,,mica,mica,Grey,,,,1,worry,,,13,idle,
d_nikke_mica_02_86,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_86,True,,113,113,1.0,,belorta,belorta,Grey,,,,1,worry,,,13,idle,
d_nikke_mica_02_87,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_87,True,,113,113,1.0,,belorta,belorta,Grey,,,,1,worry,,,13,idle,
d_nikke_mica_02_88,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_88,True,CommanderRoom,113,2,1.5,bgm_story_orangepop,mica,mica,,,,,2,idle,,,13,idle,belorta
d_nikke_mica_02_89,d_nikke_mica_02,Self,Locale_NikkeEpisode:d_nikke_mica_02_89,False,,2,2,1.0,,,,,,,,2,idle,,,,,
d_nikke_mica_02_90,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_90,True,,2,XS_20,1.0,,mica,mica,,,,,2,delight,,,,,
d_nikke_mica_02_91,d_nikke_mica_02,Self,Locale_NikkeEpisode:d_nikke_mica_02_91,False,,XS_20,XS_20,1.0,,,,,,,,2,delight,,,,,
d_nikke_mica_02_92,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_92,False,,XS_20,XS_20,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_93,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_93,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,delight,,,,,
d_nikke_mica_02_94,d_nikke_mica_02,Self,Locale_NikkeEpisode:d_nikke_mica_02_94,False,,XS_20,XS_20,1.0,,,,,,,,2,delight,,,,,
d_nikke_mica_02_95,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_95,True,,XS_20,XS_200,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_96,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_96,True,,XS_200,XS_200,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_97,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_97,True,,XS_200,XS_200,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_98,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_98,True,,XS_200,XS_200,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_99,d_nikke_mica_02,Self,Locale_NikkeEpisode:d_nikke_mica_02_99,False,,XS_200,XS_200,1.0,,,,,,,,2,idle,,,,,
d_nikke_mica_02_100,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_100,True,,XS_200,XS_20,1.0,,mica,mica,,,,,2,worry,,,,,
d_nikke_mica_02_101,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_101,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,worry,,,,,
d_nikke_mica_02_102,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_102,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,worry,,,,,
d_nikke_mica_02_103,d_nikke_mica_02,Self,Locale_NikkeEpisode:d_nikke_mica_02_103,False,,XS_20,XS_20,1.0,,,,,,,,2,worry,,,,,
d_nikke_mica_02_104,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_104,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_105,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_105,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_106,d_nikke_mica_02,Self,Locale_NikkeEpisode:d_nikke_mica_02_106,False,,XS_20,XS_20,1.0,,,,,,,,2,idle,,,,,
d_nikke_mica_02_107,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_107,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_108,d_nikke_mica_02,Self,Locale_NikkeEpisode:d_nikke_mica_02_108,False,,XS_20,XS_20,1.0,,,,,,,,2,idle,,,,,
d_nikke_mica_02_109,d_nikke_mica_02,Speech,Locale_NikkeEpisode:d_nikke_mica_02_109,True,,XS_20,XS_20,1.0,,mica,mica,,,,,2,idle,,,,,
d_nikke_mica_02_110,d_nikke_mica_02,Self,Locale_NikkeEpisode:d_nikke_mica_02_110,False,,XS_20,XS_20,1.0,,,,,,,,2,idle,,,,,
