id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,fade,characters/0/hide_char_id,play_sound,jump_target,set_filter_01,set_filter_02
d_nikke_folkwang_01_32,d_nikke_folkwang_01,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_01_32,True,,1,idle,,3,idle,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_folkwang_01_33,d_nikke_folkwang_01,Monologue,epinel,,Locale_NikkeEpisode:d_nikke_folkwang_01_33,False,,1,idle,,3,idle,,XS_10,XS_100,0.5,,,,,,,,
d_nikke_folkwang_01_34,d_nikke_folkwang_01,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_01_34,True,,1,pain,,3,idle,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_folkwang_01_35,d_nikke_folkwang_01,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_folkwang_01_35,True,,1,pain,,3,idle,,XS_100,2,1.0,,,,,,,,
d_nikke_folkwang_01_36,d_nikke_folkwang_01,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_01_36,True,,1,pain,,3,idle,,2,2,1.0,,,,,,,,
d_nikke_folkwang_01_37,d_nikke_folkwang_01,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_folkwang_01_37,True,,1,pain,,3,no,,2,2,1.0,,,,,,,,
d_nikke_folkwang_01_38,d_nikke_folkwang_01,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_01_38,False,,1,pain,,3,no,,2,2,1.0,,,,,,,,
d_nikke_folkwang_01_39,d_nikke_folkwang_01,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_folkwang_01_39,True,,1,pain,,3,idle,,2,L_30,1.0,,,,,,,,
d_nikke_folkwang_01_40,d_nikke_folkwang_01,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_folkwang_01_40,True,,1,pain,,3,idle,,L_30,L_30,1.0,,,,,,,,
d_nikke_folkwang_01_41,d_nikke_folkwang_01,Self,rumani,,Locale_NikkeEpisode:d_nikke_folkwang_01_41,False,,1,pain,,3,idle,,L_30,L_30,1.0,,,,,,,,
d_nikke_folkwang_01_42,d_nikke_folkwang_01,Monologue,epinel,,Locale_NikkeEpisode:d_nikke_folkwang_01_42,False,,1,pain,,3,idle,,15,1,2.0,,rumani,black,,,,,
d_nikke_folkwang_01_43,d_nikke_folkwang_01,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_01_43,True,,1,pain,,,,,1,XS_10,2.0,,,,,,,,
d_nikke_folkwang_01_44,d_nikke_folkwang_01,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_01_44,True,,1,pain,,,,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_folkwang_01_45,d_nikke_folkwang_01,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_01_45,True,,1,pain,,,,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_folkwang_01_46,d_nikke_folkwang_01,Monologue,epinel,,Locale_NikkeEpisode:d_nikke_folkwang_01_46,False,,1,pain,,,,,XS_10,XS_100,1.0,,,,epinel,sfx_scn_down,,,
d_nikke_folkwang_01_47,d_nikke_folkwang_01,Self,epinel,,Locale_NikkeEpisode:d_nikke_folkwang_01_47,False,,,,,,,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_folkwang_01_48,d_nikke_folkwang_01,Monologue,epinel,,Locale_NikkeEpisode:d_nikke_folkwang_01_48,False,,,,,,,,black,black,1.0,none,,,,,,,
d_nikke_folkwang_01_49,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_49,True,folkwang,1,surprise,,,,NikkeRoom,1,10,0.5,bgm_story_herecomestrouble,,black,,,,,
d_nikke_folkwang_01_50,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_50,True,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_51,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_51,True,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_52,d_nikke_folkwang_01,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_52,False,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_53,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_53,False,,1,idle,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_54,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_54,True,,1,surprise,,,,,10,100,0.5,,,,,,,,
d_nikke_folkwang_01_55,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_55,True,,1,surprise,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_56,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_56,False,,1,surprise,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_57,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_57,True,,1,pain,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_58,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_58,True,,1,idle,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_59,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_59,True,,1,idle,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_60,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_60,True,,1,idle,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_61,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_61,True,,1,delight,,,,,100,10,0.5,,,,,,,,
d_nikke_folkwang_01_62,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_62,False,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_63,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_63,True,,1,surprise,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_64,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_64,True,,1,surprise,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_65,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_65,True,,1,pain,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_66,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_66,False,,1,pain,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_67,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_67,True,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_68,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_68,True,,1,idle,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_69,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_69,True,,1,idle,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_70,d_nikke_folkwang_01,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_70,False,,1,idle,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_71,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_71,False,,1,idle,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_72,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_72,True,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_73,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_73,True,,1,idle,,,,,10,100,0.5,,,,,,,,
d_nikke_folkwang_01_74,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_74,False,,1,idle,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_75,d_nikke_folkwang_01,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_75,False,,1,idle,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_76,d_nikke_folkwang_01,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_76,False,,1,idle,,,,,100,1,2.0,,,,,,,,
d_nikke_folkwang_01_77,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_77,True,,1,idle,,,,,1,1,1.0,,,,,,,,
d_nikke_folkwang_01_78,d_nikke_folkwang_01,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_78,False,,1,idle,,,,,1,1,1.0,,,,,,,,
d_nikke_folkwang_01_79,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_79,True,,1,surprise,,,,,1,10,2.0,,,,,,,,
d_nikke_folkwang_01_80,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_80,True,,1,pain,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_81,d_nikke_folkwang_01,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_81,False,,1,pain,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_82,d_nikke_folkwang_01,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_82,False,,1,idle,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_83,d_nikke_folkwang_01,Choice,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_83,False,,1,idle,,,,,10,10,1.0,,,,,,d_nikke_folkwang_01_85,,
d_nikke_folkwang_01_84,d_nikke_folkwang_01,Choice,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_84,False,,1,idle,,,,,10,10,1.0,,,,,,d_nikke_folkwang_01_94,,
d_nikke_folkwang_01_85,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_85,True,,1,surprise,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_86,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_86,True,,1,surprise,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_87,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_87,True,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_88,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_88,False,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_89,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_89,True,,1,idle,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_90,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_90,True,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_91,d_nikke_folkwang_01,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_91,False,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_92,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_92,False,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_93,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_93,True,,1,surprise,,,,,10,100,1.0,,,,,,d_nikke_folkwang_01_101,,
d_nikke_folkwang_01_94,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_94,True,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_95,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_95,True,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_96,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_96,False,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_97,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_97,True,,1,surprise,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_98,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_98,False,,1,surprise,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_99,d_nikke_folkwang_01,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_99,False,,1,idle,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_100,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_100,True,,1,delight,,,,,10,100,0.5,,,,,,,,
d_nikke_folkwang_01_101,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_101,True,,1,delight,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_102,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_102,True,,1,idle,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_103,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_103,True,,1,delight,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_104,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_104,False,,1,idle,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_105,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_105,True,,1,delight,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_106,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_106,True,,1,idle,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_107,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_107,False,,1,idle,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_108,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_108,True,,1,idle,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_109,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_109,False,,1,idle,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_110,d_nikke_folkwang_01,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_110,False,,1,idle,,,,,100,100,1.0,,,,,,,,
d_nikke_folkwang_01_111,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_111,True,,1,delight,,,,,100,10,1.0,,,,,,,,
d_nikke_folkwang_01_112,d_nikke_folkwang_01,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_01_112,True,,1,delight,,,,,10,10,1.0,,,,,,,,
d_nikke_folkwang_01_113,d_nikke_folkwang_01,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_113,False,,1,delight,,,,,10,10,1.0,,,,,,,Grey,Vignetting
d_nikke_folkwang_01_114,d_nikke_folkwang_01,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_01_114,False,,1,delight,,,,,10,10,1.0,,,,,,,Grey,Vignetting
