id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_jackal_03_11,d_nikke_jackal_03,Self,,,Locale_NikkeEpisode:d_nikke_jackal_03_11,False,,53,53,1.0,,,,,,,1,crazy,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_12,d_nikke_jackal_03,Self,,,Locale_NikkeEpisode:d_nikke_jackal_03_12,False,,53,S_100,1.0,,,,,,,1,crazy,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_13,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_13,False,,S_100,S_100,0.5,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_14,d_nikke_jackal_03,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_14,False,,S_100,1,0.5,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_15,d_nikke_jackal_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_03_15,True,,1,1,1.0,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_16,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_16,True,,1,S_10,1.0,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_17,d_nikke_jackal_03,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_17,False,,S_10,S_10,1.0,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_18,d_nikke_jackal_03,Narration,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_18,False,,S_10,S_10,1.0,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_19,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_19,True,,S_10,S_10,1.0,,,,,,,1,crazy,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_20,d_nikke_jackal_03,Narration,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_20,False,,S_10,1,0.5,,,,,,,1,crazy,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_21,d_nikke_jackal_03,Narration,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_21,False,,1,S_100,0.2,,sfx_scn_trip,Low_2,,,,1,crazy,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_22,d_nikke_jackal_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_03_22,True,,53,53,1.0,,,,,,,1,crazy,,,3,idle,,,5,no,,,7,idle,
d_nikke_jackal_03_23,d_nikke_jackal_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_03_23,True,,53,53,1.0,,,,,,,1,crazy,,,3,idle,,,5,sad,,,7,idle,
d_nikke_jackal_03_24,d_nikke_jackal_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_03_24,True,,53,53,1.0,,,,,,,1,crazy,,,3,idle,,,5,sad,,,7,idle,
d_nikke_jackal_03_25,d_nikke_jackal_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_03_25,True,,53,53,1.0,,,,,,,1,crazy,,,3,no,,,5,sad,,,7,idle,
d_nikke_jackal_03_26,d_nikke_jackal_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_03_26,True,,53,53,1.0,,,,,,,1,crazy,,,3,no,,,5,sad,,,7,idle,
d_nikke_jackal_03_27,d_nikke_jackal_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_03_27,True,,53,53,1.0,,,,,,,1,crazy,,,3,no,,,5,no,,,7,idle,
d_nikke_jackal_03_28,d_nikke_jackal_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_03_28,True,,53,53,1.0,,,,,,,1,crazy,,,3,no,,,5,sad,,,7,idle,
d_nikke_jackal_03_29,d_nikke_jackal_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_03_29,True,,53,53,1.0,,,,,,,1,crazy,,,3,no,,,5,void,,,7,idle,
d_nikke_jackal_03_30,d_nikke_jackal_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_03_30,True,,53,75,1.0,,,,,,,1,crazy,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_31,d_nikke_jackal_03,Self,,,Locale_NikkeEpisode:d_nikke_jackal_03_31,False,,75,1,1.0,,,,,,,1,crazy,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_32,d_nikke_jackal_03,Self,,,Locale_NikkeEpisode:d_nikke_jackal_03_32,False,,1,1,1.0,,,,,,,1,crazy,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_33,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_33,True,,1,1,1.0,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_34,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_34,True,,1,1,1.0,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_35,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_35,False,,1,1,1.0,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_36,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_36,True,,1,S_10,1.0,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_37,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_37,True,,S_10,S_10,1.0,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_38,d_nikke_jackal_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_03_38,True,,50,50,1.0,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_39,d_nikke_jackal_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_03_39,True,,S_30,S_30,1.0,,,,,,,1,idle,,,3,delight,,,5,void,,,7,idle,
d_nikke_jackal_03_40,d_nikke_jackal_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_03_40,True,,70,70,1.0,,,,,,,1,idle,,,3,delight,,,5,void,,,7,idle,
d_nikke_jackal_03_41,d_nikke_jackal_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_03_41,True,,70,70,1.0,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_42,d_nikke_jackal_03,Self,rapi,,Locale_NikkeEpisode:d_nikke_jackal_03_42,False,,70,70,1.0,,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_43,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_43,True,,S_10,S_10,1.0,,,,,,,1,crazy,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_03_44,d_nikke_jackal_03,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_44,False,OutpostOut,5,1,1.0,bgm_story_whosdumber,,,black,,,1,crazy,,,3,idle,neon,,5,void,anis,,7,idle,rapi
d_nikke_jackal_03_45,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_45,True,,1,1,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_46,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_46,False,,1,1,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_47,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_47,True,,1,1,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_48,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_48,True,,1,S_10,1.0,,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_jackal_03_49,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_49,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_50,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_50,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_51,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_51,True,,S_10,S_100,1.0,,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_jackal_03_52,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_52,True,,S_100,S_100,1.0,,,,,,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_53,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_53,True,,S_100,S_100,1.0,,,,,,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_54,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_54,False,,S_100,S_100,1.0,,,,,,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_55,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_55,True,,S_100,S_100,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_56,d_nikke_jackal_03,Narration,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_56,False,,S_100,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_57,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_57,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_58,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_58,True,,S_10,S_10,1.0,,,,,,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_59,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_59,True,,S_10,S_10,1.0,,,,,,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_60,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_60,True,,S_10,S_10,1.0,,,,,,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_61,d_nikke_jackal_03,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_61,False,,S_10,S_10,1.0,,,,,,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_62,d_nikke_jackal_03,Choice,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_62,False,,S_10,S_10,1.0,,,,,d_nikke_jackal_03_64,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_63,d_nikke_jackal_03,Choice,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_63,False,,S_10,S_10,1.0,,,,,d_nikke_jackal_03_66,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_64,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_64,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_65,d_nikke_jackal_03,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_65,False,,S_10,S_100,1.0,,,,,d_nikke_jackal_03_68,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_66,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_66,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_67,d_nikke_jackal_03,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_67,False,,S_10,S_100,1.0,,,,,d_nikke_jackal_03_68,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_68,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_68,False,,S_100,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_69,d_nikke_jackal_03,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_69,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_70,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_70,True,,S_10,S_10,1.0,,,,,,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_71,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_71,True,,S_10,S_100,0.5,,,,,,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_72,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_72,False,,S_100,S_100,1.0,,,,,,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_73,d_nikke_jackal_03,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_73,False,,S_100,S_100,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_74,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_74,False,,S_100,S_100,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_75,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_75,True,,S_100,S_10,1.0,,,,,,,1,shy_02,,,,,,,,,,,,,
d_nikke_jackal_03_76,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_76,True,,S_10,S_10,1.0,,,,,,,1,shy_02,,,,,,,,,,,,,
d_nikke_jackal_03_77,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_77,False,,S_10,S_10,1.0,,,,,,,1,shy_02,,,,,,,,,,,,,
d_nikke_jackal_03_78,d_nikke_jackal_03,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_78,False,,S_10,S_100,1.0,,,,,,,1,shy_02,,,,,,,,,,,,,
d_nikke_jackal_03_79,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_79,False,,S_100,S_100,1.0,,,,,,,1,shy_01,,,,,,,,,,,,,
d_nikke_jackal_03_80,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_80,True,,S_100,S_100,1.0,,,,,,,1,shy_01,,,,,,,,,,,,,
d_nikke_jackal_03_81,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_81,True,,S_100,S_100,1.0,,,,,,,1,shy_01,,,,,,,,,,,,,
d_nikke_jackal_03_82,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_82,False,,S_100,S_100,1.0,,,,,,,1,shy_01,,,,,,,,,,,,,
d_nikke_jackal_03_83,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_83,True,,S_100,S_100,1.0,,,,,,,1,shy_02,,,,,,,,,,,,,
d_nikke_jackal_03_84,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_84,True,,S_100,S_100,1.0,,,,,,,1,shy_02,,,,,,,,,,,,,
d_nikke_jackal_03_85,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_85,True,,S_100,S_100,1.0,,,,,,,1,shy_02,,,,,,,,,,,,,
d_nikke_jackal_03_86,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_86,False,,S_100,S_100,1.0,,,,,,,1,shy_02,,,,,,,,,,,,,
d_nikke_jackal_03_87,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_87,False,,S_100,S_100,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_88,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_88,True,,S_100,1,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_89,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_89,True,,1,1,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_90,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_90,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_91,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_91,True,,S_100,S_100,1.0,,,,,,,1,think,,,,,,,,,,,,,
d_nikke_jackal_03_92,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_92,False,,S_100,S_100,1.0,,,,,,,1,think,,,,,,,,,,,,,
d_nikke_jackal_03_93,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_93,False,,S_100,S_100,1.0,,,,,,,1,think,,,,,,,,,,,,,
d_nikke_jackal_03_94,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_94,False,,S_100,S_100,1.0,,,,,,,1,shy_01,,,,,,,,,,,,,
d_nikke_jackal_03_95,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_95,True,,S_100,S_10,1.0,,,,,,,1,shy_01,,,,,,,,,,,,,
d_nikke_jackal_03_96,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_96,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_97,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_97,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_98,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_98,True,,S_10,S_10,1.0,,,,,,,1,crazy,,,,,,,,,,,,,
d_nikke_jackal_03_99,d_nikke_jackal_03,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_99,False,,S_10,1,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_100,d_nikke_jackal_03,Narration,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_100,False,,5,1,2.0,,,,black,,,1,idle,,,,,,,,,,,,,
d_nikke_jackal_03_101,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_101,True,,1,1,1.0,,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_jackal_03_102,d_nikke_jackal_03,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_102,False,,1,1,1.0,,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_jackal_03_103,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_103,False,,1,1,1.0,,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_jackal_03_104,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_104,True,,1,7,1.0,,,,,,,1,angry,,poli,7,idle,,,,,,,,,
d_nikke_jackal_03_105,d_nikke_jackal_03,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_105,False,,7,7,1.0,,,,,,,1,angry,,,7,idle,,,,,,,,,
d_nikke_jackal_03_106,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_106,True,,7,1,1.0,,,,,,,1,angry,,,7,idle,,,,,,,,,
d_nikke_jackal_03_107,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_107,False,,1,1,1.0,,,,,,,1,angry,,,7,idle,,,,,,,,,
d_nikke_jackal_03_108,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_108,True,,1,S_10,1.0,,,,,,,1,angry,,,7,idle,,,,,,,,,
d_nikke_jackal_03_109,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_109,False,,S_10,S_10,1.0,,,,,,,1,angry,,,7,idle,,,,,,,,,
d_nikke_jackal_03_110,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_110,True,,S_10,S_100,1.0,,,,,,,1,angry,,,7,idle,,,,,,,,,
d_nikke_jackal_03_111,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_111,True,,S_100,S_10,1.0,,,,,,,1,think,,,7,idle,,,,,,,,,
d_nikke_jackal_03_112,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_112,False,,S_10,S_10,1.0,,,,,,,1,think,,,7,idle,,,,,,,,,
d_nikke_jackal_03_113,d_nikke_jackal_03,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_03_113,False,,S_10,31,1.0,,,,,,,1,think,,,3,idle,,,,,,,,,
d_nikke_jackal_03_114,d_nikke_jackal_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_jackal_03_114,True,,31,31,1.0,,,,,,,1,think,,,3,idle,,,,,,,,,
d_nikke_jackal_03_115,d_nikke_jackal_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_jackal_03_115,True,,31,31,1.0,,,,,,,1,think,,,3,idle,,,,,,,,,
d_nikke_jackal_03_116,d_nikke_jackal_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_jackal_03_116,True,,31,31,1.0,,,,,,,1,think,,,3,idle,,,,,,,,,
d_nikke_jackal_03_117,d_nikke_jackal_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_jackal_03_117,True,,31,XS_30,1.0,,,,,,,1,think,,,3,angry,,,,,,,,,
d_nikke_jackal_03_118,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_118,True,,S_10,S_10,1.0,,,,,,,1,idle,,,3,angry,,,,,,,,,
d_nikke_jackal_03_119,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_119,True,,S_10,S_10,1.0,,,,,,,1,crazy,,,3,idle,,,,,,,,,
d_nikke_jackal_03_120,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_120,True,,S_10,S_100,1.0,,,,,,,1,crazy,,,3,idle,,,,,,,,,
d_nikke_jackal_03_121,d_nikke_jackal_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_jackal_03_121,True,,S_100,31,1.0,,,,,,,1,crazy,,,3,idle,,,,,,,,,
d_nikke_jackal_03_122,d_nikke_jackal_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_jackal_03_122,True,,31,31,1.0,,,,,,,1,crazy,,,3,idle,,,,,,,,,
d_nikke_jackal_03_123,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_123,True,,31,31,1.0,,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_03_124,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_124,True,,31,31,1.0,,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_03_125,d_nikke_jackal_03,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_03_125,True,,31,31,1.0,,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_03_126,d_nikke_jackal_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_jackal_03_126,True,,31,31,1.0,,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_03_127,d_nikke_jackal_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_jackal_03_127,True,,31,31,1.0,,,,,,,1,idle,,,3,idle,,,,,,,,,
