id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,characters/2/hide_char_id,characters/3/hide_char_id,set_camera_shake
d_nikke_ce_003_01_04_44,d_nikke_ce_003_01_04,Speech,malepassenger,malepassenger,Locale_NikkeEpisode:d_nikke_ce_003_01_04_44,True,,,,,1,surprise,,16,16,1.0,,,,,15,idle,,17,idle,,,,
d_nikke_ce_003_01_04_45,d_nikke_ce_003_01_04,Speech,femalepassenger,femalepassenger,Locale_NikkeEpisode:d_nikke_ce_003_01_04_45,True,,,,,1,surprise,,16,16,1.0,,,,,15,idle,,17,idle,,,,
d_nikke_ce_003_01_04_46,d_nikke_ce_003_01_04,Speech,femalepassenger,femalepassenger,Locale_NikkeEpisode:d_nikke_ce_003_01_04_46,True,,,,,1,surprise,,16,16,1.0,,,,,15,idle,,17,idle,,,,
d_nikke_ce_003_01_04_47,d_nikke_ce_003_01_04,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_04_47,False,,,,,1,worry,,16,16,1.0,,,,,15,idle,,17,idle,sfx_scn_trainstop,malepassenger,femalepassenger,Low_2
d_nikke_ce_003_01_04_48,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_48,True,,,,,1,worry,,S_10,S_10,1.0,none,,,,,,,,,,,,
d_nikke_ce_003_01_04_49,d_nikke_ce_003_01_04,Narration,femalepassenger,,Locale_NikkeEpisode:d_nikke_ce_003_01_04_49,False,,,,,1,worry,,black,black,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_50,d_nikke_ce_003_01_04,Speech,femalepassenger,femalepassenger,Locale_NikkeEpisode:d_nikke_ce_003_01_04_50,True,,,,,1,worry,,17,17,1.0,bgm_story_stormbreakers,,,,,,,,,,,,
d_nikke_ce_003_01_04_51,d_nikke_ce_003_01_04,Speech,malepassenger,malepassenger,Locale_NikkeEpisode:d_nikke_ce_003_01_04_51,True,,,,,1,worry,,17,17,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_52,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_52,True,,,,,1,worry,,17,17,1.0,,,,,,,,,,sfx_scn_doorclose,,,
d_nikke_ce_003_01_04_53,d_nikke_ce_003_01_04,Speech,femalepassenger,femalepassenger,Locale_NikkeEpisode:d_nikke_ce_003_01_04_53,True,,,,,1,worry,,17,17,1.0,,,,,,,,,,,,,Low_2
d_nikke_ce_003_01_04_54,d_nikke_ce_003_01_04,Speech,femalepassenger,femalepassenger,Locale_NikkeEpisode:d_nikke_ce_003_01_04_54,True,,,,,1,worry,,17,17,1.0,,,,,,,,,,sfx_scn_down,,,
d_nikke_ce_003_01_04_55,d_nikke_ce_003_01_04,Narration,femalepassenger,,Locale_NikkeEpisode:d_nikke_ce_003_01_04_55,False,,,,,1,worry,,black,black,1.0,,,,,,,femalepassenger,13,idle,,,,
d_nikke_ce_003_01_04_56,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_56,True,,,,,1,angry,,S_10,S_10,1.0,,,,,,,,13,idle,,,,
d_nikke_ce_003_01_04_57,d_nikke_ce_003_01_04,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_04_57,False,,,,,1,angry,,S_10,12,0.6,,,,,,,,13,idle,sfx_scn_grab,,,
d_nikke_ce_003_01_04_58,d_nikke_ce_003_01_04,Speech,femalepassenger,femalepassenger,Locale_NikkeEpisode:d_nikke_ce_003_01_04_58,True,,,,,1,angry,,12,12,1.0,,,,,,,,13,idle,,,,
d_nikke_ce_003_01_04_59,d_nikke_ce_003_01_04,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_04_59,False,,,,,1,angry,,black,black,1.0,,,,,,,,13,idle,sfx_scn_noisily,,femalepassenger,
d_nikke_ce_003_01_04_60,d_nikke_ce_003_01_04,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_04_60,False,,,,,1,angry,,black,black,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_61,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_61,True,,,,,1,worry,,S_10,S_10,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_62,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_62,True,,,,,1,worry,,S_10,S_10,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_63,d_nikke_ce_003_01_04,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_04_63,False,soline,13,idle,,1,worry,,black,black,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_64,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_64,True,,13,delight,,1,worry,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_65,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_65,True,,13,delight,,1,worry,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_66,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_66,True,,13,idle,,1,angry,,S_130,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_67,d_nikke_ce_003_01_04,Speech,soline,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_67,True,,13,idle,,1,angry,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_68,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_68,True,,13,idle,,1,angry,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_69,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_69,True,,13,pain,,1,angry,,12,S_130,1.0,,,,,,,,,,,,,Low_2
d_nikke_ce_003_01_04_70,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_70,True,,13,pain,,1,angry,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_71,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_71,True,,13,pain,,1,angry,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_72,d_nikke_ce_003_01_04,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_04_72,False,,13,pain,,1,worry,,S_130,12,1.0,,,,,,,,,,sfx_scn_handtouch,,,
d_nikke_ce_003_01_04_73,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_73,True,,13,surprise,,1,worry,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_74,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_74,True,,13,surprise,,1,idle,,12,S_10,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_75,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_75,True,,13,surprise,,1,worry,,S_10,S_10,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_76,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_76,True,,13,surprise,,1,angry,,S_10,S_10,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_77,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_77,True,,13,idle,,1,worry,,S_130,S_130,1.0,,,,,,,,,,,,,
