id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,jump_target,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_blanc_03_12,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_12,False,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_13,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_13,False,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_14,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_14,True,,1,L_10,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_15,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_15,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_16,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_16,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_17,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_17,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,
d_nikke_blanc_03_18,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_18,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,
d_nikke_blanc_03_19,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_19,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_20,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_20,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_21,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_21,False,,black,black,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_22,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_22,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_23,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_23,True,,L_10,L_10,1.0,,,,,,,,1,shy,,,,
d_nikke_blanc_03_24,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_24,True,,L_10,L_10,1.0,,,,,,,,1,shy,,,,
d_nikke_blanc_03_25,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_25,False,,L_10,L_10,1.0,,,,,,,,1,shy,,,,
d_nikke_blanc_03_26,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_26,True,,L_10,1,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_27,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_27,False,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_28,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_28,False,,1,5,2.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_29,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_29,True,,5,5,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_30,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_30,False,,5,5,1.0,none,,,,,,,1,idle,,,,
d_nikke_blanc_03_31,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_31,False,RoyalRoad,5,1,2.0,bgm_story_onlineshopping,sfx_scn_noisily,black,,,,,1,idle,,,,
d_nikke_blanc_03_32,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_32,False,,1,L_10,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_33,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_33,False,,L_10,L_10,1.0,,,,,,,,1,shy,,,,
d_nikke_blanc_03_34,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_34,False,,L_10,L_10,1.0,,,,,,,,1,shy,,,,
d_nikke_blanc_03_35,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_35,False,,L_10,L_10,1.0,,,,,,,,1,shy,,,,
d_nikke_blanc_03_36,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_36,True,,L_10,L_10,1.0,,,,,,,,1,shy,,,,
d_nikke_blanc_03_37,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_37,False,,L_10,L_10,1.0,,,,,,,,1,shy,,,,
d_nikke_blanc_03_38,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_38,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_39,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_39,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_40,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_40,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,
d_nikke_blanc_03_41,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_41,True,,4,4,1.0,,,,,,,,1,idle,mc,4,idle,
d_nikke_blanc_03_42,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_42,True,,4,4,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_43,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_43,True,,4,L_40,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_44,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_44,True,,L_40,L_40,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_45,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_45,True,,L_40,L_40,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_46,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_46,True,,L_40,L_40,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_47,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_47,True,,L_40,L_40,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_48,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_48,True,,L_40,L_40,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_49,d_nikke_blanc_03,Speech,audience,audience,Locale_NikkeEpisode:d_nikke_blanc_03_49,True,,L_40,4,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_50,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_50,True,,4,4,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_51,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_51,True,,4,4,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_52,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_52,True,,4,4,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_53,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_53,True,,4,4,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_54,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_54,False,,4,9,2.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_55,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_55,True,,9,1,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_56,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_56,False,,1,1,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_57,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_57,False,,1,1,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_58,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_58,True,,1,1,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_59,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_59,True,,1,L_10,1.0,,,,,,,,1,think,,4,idle,
d_nikke_blanc_03_60,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_60,False,,L_10,L_10,1.0,,,,,,,,1,think,,4,idle,
d_nikke_blanc_03_61,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_61,True,,L_10,1,1.0,,,,,,,,1,idle,,4,idle,
d_nikke_blanc_03_62,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_62,False,,1,2,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_63,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_63,True,,2,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_64,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_64,True,,3,3,1.0,,,,,,,,2,delight,,4,idle,
d_nikke_blanc_03_65,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_65,True,,3,3,1.0,,,,,,,,2,delight,,4,idle,
d_nikke_blanc_03_66,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_66,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_67,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_67,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_68,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_68,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_69,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_69,False,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_70,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_70,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_71,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_71,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_72,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_72,True,,3,3,1.0,,,,,,,,2,think,,4,idle,
d_nikke_blanc_03_73,d_nikke_blanc_03,Choice,,,Locale_NikkeEpisode:d_nikke_blanc_03_73,False,,3,3,1.0,,,,d_nikke_blanc_03_75,,,,2,think,,4,idle,
d_nikke_blanc_03_74,d_nikke_blanc_03,Choice,,,Locale_NikkeEpisode:d_nikke_blanc_03_74,False,,3,3,1.0,,,,d_nikke_blanc_03_75,,,,2,think,,4,idle,
d_nikke_blanc_03_75,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_75,False,,3,L_20,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_76,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_76,True,,L_20,L_20,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_77,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_77,True,,L_20,L_20,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_78,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_78,True,,L_20,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_79,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_79,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_80,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_80,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_81,d_nikke_blanc_03,Choice,,,Locale_NikkeEpisode:d_nikke_blanc_03_81,False,,3,3,1.0,,,,d_nikke_blanc_03_85,,,,2,idle,,4,idle,
d_nikke_blanc_03_82,d_nikke_blanc_03,Choice,,,Locale_NikkeEpisode:d_nikke_blanc_03_82,False,,3,3,1.0,,,,d_nikke_blanc_03_83,,,,2,idle,,4,idle,
d_nikke_blanc_03_83,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_83,True,,3,3,1.0,,,,,,,,2,no,,4,idle,
d_nikke_blanc_03_84,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_84,False,,3,3,1.0,,,,,,,,2,no,,4,idle,
d_nikke_blanc_03_85,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_85,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_86,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_86,True,,3,L_40,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_87,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_87,True,,L_40,L_40,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_88,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_88,True,,L_40,L_40,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_89,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_89,True,,L_20,L_20,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_90,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_90,True,,L_20,L_20,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_91,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_91,False,,L_20,L_20,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_92,d_nikke_blanc_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_blanc_03_92,False,,black,black,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_93,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_93,False,,L_20,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_94,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_94,False,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_95,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_95,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_96,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_96,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_97,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_97,False,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_98,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_98,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_99,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_99,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_100,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_100,True,,3,L_20,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_101,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_101,True,,L_20,L_20,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_102,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_102,False,,L_20,L_20,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_103,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_103,False,,L_20,L_200,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_104,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_104,True,,L_200,L_200,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_105,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_105,True,,L_200,L_20,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_106,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_106,True,,L_20,L_20,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_107,d_nikke_blanc_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_blanc_03_107,False,,black,black,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_108,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_108,True,,L_40,L_40,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_109,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_109,True,,L_40,L_40,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_110,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_110,True,,L_40,4,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_111,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_111,False,,4,4,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_112,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_112,True,,4,3,1.0,,,,,,,,2,delight,,4,idle,
d_nikke_blanc_03_113,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_113,True,,3,3,1.0,,,,,,,,2,delight,,4,idle,
d_nikke_blanc_03_114,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_114,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_115,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_115,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_116,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_116,True,,3,3,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_117,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_117,True,,3,L_20,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_118,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_118,True,,L_20,L_20,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_119,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_119,True,,L_20,L_20,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_120,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_120,True,,L_20,L_20,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_121,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_121,True,,L_20,L_20,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_122,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_122,True,,L_20,L_20,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_123,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_123,True,,L_20,L_20,1.0,,,,,Low_2,,,2,shy,,4,idle,
d_nikke_blanc_03_124,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_124,False,,L_20,L_20,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_125,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_125,False,,L_20,L_200,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_126,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_126,True,,L_200,L_200,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_127,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_127,True,,L_200,L_200,1.0,,,,,,,,2,no,,4,idle,
d_nikke_blanc_03_128,d_nikke_blanc_03,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_03_128,False,,L_200,L_200,1.0,,,,,,,,2,no,,4,idle,
d_nikke_blanc_03_129,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_129,True,,L_200,L_200,1.0,,,,,,,,2,no,,4,idle,
d_nikke_blanc_03_130,d_nikke_blanc_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_blanc_03_130,False,,black,black,1.0,,,,,,,,2,no,,4,idle,
d_nikke_blanc_03_131,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_131,True,,L_200,L_20,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_132,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_132,True,,L_20,L_20,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_133,d_nikke_blanc_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_blanc_03_133,False,,black,black,1.0,,,,,,,,2,shy,,4,idle,
d_nikke_blanc_03_134,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_134,False,,3,4,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_135,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_135,True,,4,4,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_136,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_136,False,,4,L_40,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_137,d_nikke_blanc_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_03_137,False,,L_40,L_40,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_138,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_138,True,,L_40,L_400,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_139,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_139,True,,L_400,L_400,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_140,d_nikke_blanc_03,Speech,mc,mc,Locale_NikkeEpisode:d_nikke_blanc_03_140,True,,L_400,L_400,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_141,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_141,True,,L_400,L_20,1.0,,,,,,,,2,idle,,4,idle,
d_nikke_blanc_03_142,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_142,True,,L_20,L_20,1.0,,,,,,,,2,delight,,4,idle,
d_nikke_blanc_03_143,d_nikke_blanc_03,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_03_143,True,,L_20,L_20,1.0,,,,,,,,2,delight,,4,idle,
