id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,fade,set_camera_shake
d_nikke_privaty_unkindmaid_03_28,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_28,True,,100,100,1.0,,,privaty_m,privaty_m,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_29,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_29,True,,100,1,1.0,,,privaty_m,privaty_m,,1,sad2,d_nikke_privaty_unkindmaid_03_30,,,
d_nikke_privaty_unkindmaid_03_30,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_30,False,,1,1,1.0,,,privaty_m,,,1,sad2,,,,
d_nikke_privaty_unkindmaid_03_31,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_31,False,,1,1,1.0,,,privaty_m,privaty_m,,1,sad2,,,,
d_nikke_privaty_unkindmaid_03_32,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_32,True,,1,100,1.0,,,privaty_m,privaty_m,,1,shy,d_nikke_privaty_unkindmaid_03_33,,,
d_nikke_privaty_unkindmaid_03_33,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_33,False,,100,100,1.0,,,privaty_m,,,1,shy,,,,
d_nikke_privaty_unkindmaid_03_34,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_34,True,,100,100,1.0,,,privaty_m,privaty_m,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_35,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_35,True,,100,100,1.0,,,privaty_m,privaty_m,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_36,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_36,True,,100,100,1.0,,,privaty_m,privaty_m,,1,happy,,,,
d_nikke_privaty_unkindmaid_03_37,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_37,True,,100,10,1.0,,,privaty_m,privaty_m,,1,happy,,,,
d_nikke_privaty_unkindmaid_03_38,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_38,True,,10,10,1.0,,,privaty_m,privaty_m,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_39,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_39,False,,10,10,1.0,,,privaty_m,,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_40,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_40,True,,10,10,1.0,,,privaty_m,privaty_m,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_41,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_41,False,,10,10,1.0,,,privaty_m,,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_42,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_42,True,,10,1,1.0,,,privaty_m,privaty_m,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_43,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_43,True,,1,1,1.0,,,privaty_m,privaty_m,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_44,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_44,False,,1,1,1.0,,,privaty_m,,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_45,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_45,True,,1,1,1.0,,,privaty_m,privaty_m,,1,delight,,,,
d_nikke_privaty_unkindmaid_03_46,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_46,True,,1,10,1.0,,,privaty_m,privaty_m,,1,delight,,,,
d_nikke_privaty_unkindmaid_03_47,d_nikke_privaty_unkindmaid_03,Monologue,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_47,False,,10,10,1.0,,,privaty_m,,,3,delight,,privaty_m,,
d_nikke_privaty_unkindmaid_03_48,d_nikke_privaty_unkindmaid_03,Monologue,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_48,False,,10,10,1.0,,none,privaty_m,,,1,delight,,,,
d_nikke_privaty_unkindmaid_03_49,d_nikke_privaty_unkindmaid_03,Narration,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_49,False,,10,10,1.0,,,privaty_m,,,1,delight,,,black,
d_nikke_privaty_unkindmaid_03_50,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_50,True,,10,10,1.0,,bgm_story_whosdumber,privaty_m,privaty_m,privaty_m,1,sad,,,,
d_nikke_privaty_unkindmaid_03_51,d_nikke_privaty_unkindmaid_03,Narration,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_51,False,,10,10,1.0,,,privaty_m,,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_52,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_52,True,,10,100,1.0,,,privaty_m,privaty_m,,1,happy,,,,
d_nikke_privaty_unkindmaid_03_53,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_53,True,,100,100,1.0,,,privaty_m,privaty_m,,1,happy,,,,
d_nikke_privaty_unkindmaid_03_54,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_54,False,,100,100,1.0,,,privaty_m,privaty_m,,1,happy,,,,
d_nikke_privaty_unkindmaid_03_55,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_55,True,,100,10,1.0,,,privaty_m,privaty_m,,1,shy,,,,
d_nikke_privaty_unkindmaid_03_56,d_nikke_privaty_unkindmaid_03,Narration,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_56,False,,10,10,1.0,sfx_scn_putdown,,privaty_m,,,1,shy,,,,
d_nikke_privaty_unkindmaid_03_57,d_nikke_privaty_unkindmaid_03,Narration,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_57,False,,10,10,1.0,,,privaty_m,,,1,shy,,,,
d_nikke_privaty_unkindmaid_03_58,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_58,True,,10,1,1.0,,,privaty_m,privaty_m,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_59,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_59,True,,1,1,1.0,,,privaty_m,privaty_m,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_60,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_60,False,,1,1,1.0,sfx_scn_knock,,privaty_m,,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_61,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_61,False,,1,1,1.0,,,privaty_m,,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_62,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_62,True,,1,1,1.0,,,privaty_m,privaty_m,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_63,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_63,True,,1,1,1.0,,,privaty_m,privaty_m,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_64,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_64,True,,1,1,1.0,,,privaty_m,privaty_m,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_65,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_65,False,,1,1,1.0,,,privaty_m,,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_66,d_nikke_privaty_unkindmaid_03,Narration,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_66,False,,1,1,1.0,,,privaty_m,,,3,idle,,privaty_m,black,
d_nikke_privaty_unkindmaid_03_67,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_67,True,,1,1,1.0,,,privaty_m,privaty_m,privaty_m,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_68,d_nikke_privaty_unkindmaid_03,Narration,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_68,False,,1,10,1.0,sfx_scn_rustle,,privaty_m,,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_69,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_69,True,,10,10,1.0,,,privaty_m,privaty_m,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_70,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_70,True,,10,10,1.0,,,privaty_m,privaty_m,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_71,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_71,False,,10,10,1.0,,,privaty_m,privaty_m,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_72,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_72,False,,100,100,1.0,,,privaty_m,privaty_m,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_73,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_73,True,,100,100,1.0,,,privaty_m,privaty_m,,1,surprise,,,,Low_2
d_nikke_privaty_unkindmaid_03_74,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_74,True,,100,100,1.0,,,privaty_m,privaty_m,,1,surprise,,,,Low_2
d_nikke_privaty_unkindmaid_03_75,d_nikke_privaty_unkindmaid_03,Narration,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_75,False,,black,black,1.0,sfx_scn_heavytrip,,privaty_m,,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_76,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_76,False,,black,black,1.0,sfx_scn_knock,,privaty_m,,,1,surprise,,privaty_m,,
d_nikke_privaty_unkindmaid_03_77,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_77,True,,black,black,1.0,,,privaty_m,privaty_m,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_78,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_78,True,,black,black,1.0,,,privaty_m,privaty_m,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_79,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_79,False,,black,black,1.0,,,privaty_m,,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_80,d_nikke_privaty_unkindmaid_03,Narration,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_80,False,,1,1,1.0,,,privaty_m,,,13,idle,,,black,
d_nikke_privaty_unkindmaid_03_81,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_81,True,,1,10,1.0,,,privaty_m,privaty_m,privaty_m,1,idle,,,,
d_nikke_privaty_unkindmaid_03_82,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_82,True,,10,10,1.0,,,privaty_m,privaty_m,,1,sad,,,,
d_nikke_privaty_unkindmaid_03_83,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_83,True,,10,10,1.0,,,privaty_m,privaty_m,,1,no,,,,
d_nikke_privaty_unkindmaid_03_84,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_84,False,,10,10,1.0,,,privaty_m,privaty_m,,1,no,,,,
d_nikke_privaty_unkindmaid_03_85,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_85,False,,10,1,1.0,,,privaty_m,privaty_m,,1,happy,,,,
d_nikke_privaty_unkindmaid_03_86,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_86,False,,1,1,1.0,,,privaty_m,privaty_m,,1,happy,,,,
d_nikke_privaty_unkindmaid_03_87,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_87,False,,1,1,1.0,,,privaty_m,privaty_m,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_88,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_88,True,,1,1,1.0,,,privaty_m,privaty_m,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_89,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_89,True,,1,10,1.0,,,privaty_m,privaty_m,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_90,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_90,True,,10,10,1.0,,,privaty_m,privaty_m,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_91,d_nikke_privaty_unkindmaid_03,Narration,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_91,False,,10,100,1.0,,,privaty_m,,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_92,d_nikke_privaty_unkindmaid_03,Narration,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_92,False,NikkeRoom,10,10,1.0,,,privaty_m,,,1,idle,,privaty_m,black,
d_nikke_privaty_unkindmaid_03_93,d_nikke_privaty_unkindmaid_03,Narration,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_93,False,,10,10,1.0,,,privaty_m,,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_94,d_nikke_privaty_unkindmaid_03,Monologue,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_94,False,,10,10,1.0,,,privaty_m,,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_95,d_nikke_privaty_unkindmaid_03,Monologue,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_95,False,,10,10,1.0,,,privaty_m,,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_96,d_nikke_privaty_unkindmaid_03,Narration,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_96,False,CommanderRoom,black,black,1.0,sfx_scn_autodooropen,,privaty_m,,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_97,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_97,False,,10,10,1.0,,,privaty_m,,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_98,d_nikke_privaty_unkindmaid_03,Monologue,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_98,False,,10,1,1.0,,,privaty_m,,privaty_m,1,idle,,,,
d_nikke_privaty_unkindmaid_03_99,d_nikke_privaty_unkindmaid_03,Monologue,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_99,False,,1,1,1.0,,,privaty_m,,,1,idle,,,,
d_nikke_privaty_unkindmaid_03_100,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_100,True,,1,1,1.0,,,privaty_m,privaty_m,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_101,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_101,True,,1,100,1.0,,,privaty_m,privaty_m,,1,surprise,,,,
d_nikke_privaty_unkindmaid_03_102,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_102,True,,100,100,1.0,,,privaty_m,privaty_m,,1,shy,,,,
d_nikke_privaty_unkindmaid_03_103,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_103,False,,100,100,1.0,,,privaty_m,,,1,shy,,,,
d_nikke_privaty_unkindmaid_03_104,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_104,True,,100,100,1.0,,,privaty_m,privaty_m,,1,sad2,,,,
d_nikke_privaty_unkindmaid_03_105,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_105,True,,100,100,1.0,,,privaty_m,privaty_m,,1,sad2,,,,
d_nikke_privaty_unkindmaid_03_106,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_106,False,,100,100,1.0,,,privaty_m,,,1,sad2,,,,
d_nikke_privaty_unkindmaid_03_107,d_nikke_privaty_unkindmaid_03,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_107,False,,100,100,1.0,,,privaty_m,,,1,sad2,,,,
d_nikke_privaty_unkindmaid_03_108,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_108,True,,100,10,1.0,,,privaty_m,privaty_m,,1,no,,,,
d_nikke_privaty_unkindmaid_03_109,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_109,True,,10,10,1.0,,,privaty_m,privaty_m,,1,no,,,,
d_nikke_privaty_unkindmaid_03_110,d_nikke_privaty_unkindmaid_03,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_03_110,True,,10,10,1.0,,,privaty_m,privaty_m,,1,idle,,,,
