id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_neon_04_24,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_24,True,,4,4,1.0,,frima,frima,,,,,,9,surprise,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_25,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_25,True,,S_90,S_90,1.0,,neon,neon,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_26,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_26,True,,S_90,S_90,1.0,,neon,neon,,,,,,9,shy,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_27,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_27,True,,S_90,8,1.0,,milk,milk,,,,,,9,shy,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_28,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_28,True,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_29,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_29,True,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_30,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_30,True,,8,8,1.0,,neon,neon,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_31,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_31,True,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_32,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_32,True,,8,8,1.0,,neon,neon,,,,,,9,surprise,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_33,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_33,True,,8,8,1.0,,milk,milk,,,,,,9,surprise,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_34,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_34,True,,8,8,1.0,,milk,milk,,,,,,9,surprise,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_35,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_35,True,,8,8,1.0,,milk,milk,,,,,,9,surprise,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_36,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_36,True,,8,8,1.0,,neon,neon,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_37,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_37,True,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_38,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_38,True,,8,S_70,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_39,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_39,False,,S_70,S_70,1.0,,milk,,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_40,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_40,True,,S_70,S_70,1.0,,milk,milk,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_41,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_41,True,,S_70,8,1.0,,milk,milk,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_42,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_42,True,,8,8,1.0,,neon,neon,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_43,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_43,True,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_44,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_44,True,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_45,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_45,False,,8,8,1.0,,neon,neon,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_46,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_46,True,,8,8,1.0,,neon,neon,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_47,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_47,True,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_48,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_48,True,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_49,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_49,True,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_50,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_50,True,,8,8,1.0,,neon,neon,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_51,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_51,False,,8,8,1.0,,neon,,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_52,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_52,True,,S_70,S_70,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_53,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_53,True,,S_70,S_70,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_54,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_54,True,,S_90,S_90,1.0,,neon,neon,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_55,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_55,True,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_56,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_56,True,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_57,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_57,True,,8,6,1.0,,sugar,sugar,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_58,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_58,True,,6,6,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_59,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_59,True,,6,S_50,0.7,,sugar,sugar,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_60,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_60,True,,S_50,S_50,1.0,,sugar,sugar,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_61,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_61,True,,S_50,S_50,1.0,,sugar,sugar,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_62,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_62,True,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_63,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_63,False,,8,8,1.0,,milk,milk,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_64,d_nikke_neon_04,Monologue,Locale_NikkeEpisode:d_nikke_neon_04_64,False,,8,8,1.0,,milk,,,,,,,8,no,,,7,idle,,,5,idle,,,3,idle,
d_nikke_neon_04_65,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_65,True,,8,8,1.0,,milk,milk,,,,,,8,no,,,7,good,,,5,idle,,,3,idle,
d_nikke_neon_04_66,d_nikke_neon_04,Narration,Locale_NikkeEpisode:d_nikke_neon_04_66,False,,8,8,1.0,,milk,,,,,,,8,no,,,7,good,,,5,idle,,,2,idle,
d_nikke_neon_04_67,d_nikke_neon_04,Narration,Locale_NikkeEpisode:d_nikke_neon_04_67,False,,8,7,0.3,,milk,,sfx_scn_hit,Low_2,,,,8,no,,,6,no,,,4,idle,,,2,idle,
d_nikke_neon_04_68,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_68,True,,7,7,1.0,,milk,milk,,,,,,8,no,,,6,no,,,4,idle,,,2,idle,
d_nikke_neon_04_69,d_nikke_neon_04,Monologue,Locale_NikkeEpisode:d_nikke_neon_04_69,False,,7,7,1.0,,milk,,,,,,,8,no,,,6,no,,,4,idle,,,2,idle,
d_nikke_neon_04_70,d_nikke_neon_04,Monologue,Locale_NikkeEpisode:d_nikke_neon_04_70,False,,7,7,1.0,,milk,,,,,,,8,no,,,6,no,,,4,idle,,,2,idle,
d_nikke_neon_04_71,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_71,True,,7,7,1.0,,neon,neon,,,,,,8,no,,,6,no,,,4,idle,,,2,idle,
d_nikke_neon_04_72,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_72,True,,7,7,1.0,,milk,milk,,,,,,8,no,,,6,no,,,4,idle,,,2,idle,
d_nikke_neon_04_73,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_73,True,,7,7,1.0,,neon,neon,,,,,,8,no,,,6,no,,,4,idle,,,2,idle,
d_nikke_neon_04_74,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_74,True,,7,5,1.0,,sugar,sugar,,,,,,8,no,,,6,no,,,4,idle,,,2,idle,
d_nikke_neon_04_75,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_75,True,,5,5,1.0,,milk,milk,,,,,,8,no,,,6,no,,,4,idle,,,2,idle,
d_nikke_neon_04_76,d_nikke_neon_04,Narration,Locale_NikkeEpisode:d_nikke_neon_04_76,False,,5,5,1.0,,milk,,sfx_scn_down,,,,,8,no,,,6,no,milk,,4,idle,,,2,idle,
d_nikke_neon_04_77,d_nikke_neon_04,Monologue,Locale_NikkeEpisode:d_nikke_neon_04_77,False,,5,5,1.0,,milk,,,,,,,8,idle,,,,,,,4,idle,,,2,idle,
d_nikke_neon_04_78,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_78,True,,S_80,S_80,1.0,,neon,neon,,,,,,8,idle,,,,,,,4,idle,sugar,,2,idle,frima
d_nikke_neon_04_79,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_79,True,none,black,black,1.0,,neon,neon,,,black,,,19,idle,neon,,,,,,,,,,,,
d_nikke_neon_04_80,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_80,True,CommanderRoom,9,9,1.0,,neon,neon,,,,,neon,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_81,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_81,False,,9,9,1.0,,neon,,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_82,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_82,True,,9,19,1.0,,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_83,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_83,False,,19,19,1.0,,neon,,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_84,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_84,True,,19,19,1.0,,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_85,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_85,False,,19,19,1.0,,neon,,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_86,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_86,True,,19,19,1.0,,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_87,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_87,False,,19,19,1.0,,neon,,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_88,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_88,False,,19,19,1.0,,neon,,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_89,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_89,True,,19,S_190,1.0,,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_90,d_nikke_neon_04,Narration,Locale_NikkeEpisode:d_nikke_neon_04_90,False,,black,black,1.0,,neon,,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_91,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_91,True,,S_190,S_190,1.0,,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_92,d_nikke_neon_04,Monologue,Locale_NikkeEpisode:d_nikke_neon_04_92,False,,S_190,S_190,1.0,,neon,,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_93,d_nikke_neon_04,Monologue,Locale_NikkeEpisode:d_nikke_neon_04_93,False,,S_190,S_190,1.0,,neon,,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_94,d_nikke_neon_04,Monologue,Locale_NikkeEpisode:d_nikke_neon_04_94,False,,S_190,S_190,1.0,,neon,,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_95,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_95,True,,S_190,S_190,1.0,,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_96,d_nikke_neon_04,Choice,Locale_NikkeEpisode:d_nikke_neon_04_96,False,,S_190,S_190,1.0,,neon,,,,,d_nikke_neon_04_98,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_97,d_nikke_neon_04,Choice,Locale_NikkeEpisode:d_nikke_neon_04_97,False,,S_190,S_190,1.0,,neon,,,,,d_nikke_neon_04_99,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_98,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_98,True,,S_190,S_190,1.0,,neon,neon,,,,d_nikke_neon_04_100,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_99,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_99,True,,S_190,S_190,1.0,,neon,neon,,,,d_nikke_neon_04_100,,19,delight,,,,,,,,,,,,,
d_nikke_neon_04_100,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_100,True,,S_190,S_190,1.0,,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_101,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_101,True,,S_190,S_190,1.0,,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_102,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_102,False,,S_190,S_190,1.0,,neon,,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_103,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_103,False,,S_190,S_190,1.0,,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_104,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_104,False,,S_190,S_190,1.0,none,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_105,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_105,False,,S_190,S_1900,1.0,,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_106,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_106,True,,S_1900,S_1900,1.0,,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_107,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_107,True,,S_1900,S_1900,1.0,bgm_story_destinedtofight,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_108,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_108,False,,S_1900,S_1900,1.0,,neon,,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_109,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_109,True,,S_1900,19,1.0,,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_110,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_110,True,,19,19,1.0,,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_111,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_111,True,,19,19,1.0,,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_112,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_112,False,,19,19,1.0,,neon,,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_113,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_113,True,,19,19,1.0,,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_114,d_nikke_neon_04,Choice,Locale_NikkeEpisode:d_nikke_neon_04_114,False,,19,19,1.0,,neon,,,,,d_nikke_neon_04_116,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_115,d_nikke_neon_04,Choice,Locale_NikkeEpisode:d_nikke_neon_04_115,False,,19,19,1.0,,neon,,,,,d_nikke_neon_04_117,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_116,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_116,True,,19,S_190,1.0,,neon,neon,,,,d_nikke_neon_04_118,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_117,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_117,True,,19,S_190,1.0,,neon,neon,,,,d_nikke_neon_04_118,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_118,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_118,True,,S_190,S_190,1.0,,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_119,d_nikke_neon_04,Choice,Locale_NikkeEpisode:d_nikke_neon_04_119,False,,S_190,S_190,1.0,,neon,,,,,d_nikke_neon_04_121,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_120,d_nikke_neon_04,Choice,Locale_NikkeEpisode:d_nikke_neon_04_120,False,,S_190,S_190,1.0,,neon,,,,,d_nikke_neon_04_122,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_121,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_121,True,,S_190,S_190,1.0,,neon,neon,,,,d_nikke_neon_04_125,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_122,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_122,True,,S_190,S_190,1.0,,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_123,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_123,False,,S_190,S_190,1.0,,neon,,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_124,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_124,False,,S_190,S_190,1.0,,neon,neon,,,,d_nikke_neon_04_125,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_125,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_125,True,,S_190,S_190,1.0,,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_126,d_nikke_neon_04,Choice,Locale_NikkeEpisode:d_nikke_neon_04_126,False,,S_190,S_190,1.0,,neon,,,,,d_nikke_neon_04_128,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_127,d_nikke_neon_04,Choice,Locale_NikkeEpisode:d_nikke_neon_04_127,False,,S_190,S_190,1.0,,neon,,,,,d_nikke_neon_04_129,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_128,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_128,True,,S_190,S_190,1.0,,neon,neon,,,,d_nikke_neon_04_130,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_129,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_129,True,,S_190,S_190,1.0,,neon,neon,,,,d_nikke_neon_04_130,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_130,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_130,True,,S_190,S_190,1.0,,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_131,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_131,True,,S_190,19,1.0,,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
