id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
treasurestory_frima_03_18,treasurestory_frima_03,Speech,soda,soda,Locale_NikkeEpisode:treasurestory_frima_03_18,True,,S_500,S_500,1.0,,,,,1,idle,,7,idle,,3,delight,,5,shy
treasurestory_frima_03_19,treasurestory_frima_03,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_03_19,True,,S_500,6,1.0,,,,,1,idle,,7,idle,,3,delight,,5,shy
treasurestory_frima_03_20,treasurestory_frima_03,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_03_20,True,,6,6,1.0,,,,,1,idle,,7,idle,,3,delight,,5,shy
treasurestory_frima_03_21,treasurestory_frima_03,Speech,soda,soda,Locale_NikkeEpisode:treasurestory_frima_03_21,True,,6,6,1.0,,,,,1,idle,,7,idle,,3,delight,,5,shy
treasurestory_frima_03_22,treasurestory_frima_03,Speech,soda,soda,Locale_NikkeEpisode:treasurestory_frima_03_22,True,,6,6,1.0,,,,,1,idle,,7,idle,,3,delight,,5,shy
treasurestory_frima_03_23,treasurestory_frima_03,Self,soda,,Locale_NikkeEpisode:treasurestory_frima_03_23,False,,6,6,1.0,,,,,1,idle,,7,idle,,3,delight,,5,shy
treasurestory_frima_03_24,treasurestory_frima_03,Speech,ade,ade,Locale_NikkeEpisode:treasurestory_frima_03_24,True,,6,2,1.0,,,,,1,idle,,7,idle,,3,idle,,5,idle
treasurestory_frima_03_25,treasurestory_frima_03,Speech,ade,ade,Locale_NikkeEpisode:treasurestory_frima_03_25,True,,2,2,1.0,,,,,1,idle,,7,idle,,3,idle,,5,idle
treasurestory_frima_03_26,treasurestory_frima_03,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_03_26,True,,70,70,1.0,,,,,1,idle,,7,idle,,3,idle,,5,idle
treasurestory_frima_03_27,treasurestory_frima_03,Speech,ade,ade,Locale_NikkeEpisode:treasurestory_frima_03_27,True,,2,2,1.0,,,,,1,idle,,7,idle,,3,idle,,5,idle
treasurestory_frima_03_28,treasurestory_frima_03,Speech,ade,ade,Locale_NikkeEpisode:treasurestory_frima_03_28,True,,2,2,1.0,,,,,1,idle,,7,idle,,3,idle,,5,idle
treasurestory_frima_03_29,treasurestory_frima_03,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_03_29,False,,black,black,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_30,treasurestory_frima_03,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_03_30,False,,black,black,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_31,treasurestory_frima_03,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_03_31,True,,130,130,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_32,treasurestory_frima_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_frima_03_32,True,,XS_30,XS_30,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_33,treasurestory_frima_03,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_03_33,False,,black,black,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_34,treasurestory_frima_03,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_03_34,True,,130,130,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_35,treasurestory_frima_03,Speech,soda,soda,Locale_NikkeEpisode:treasurestory_frima_03_35,True,,S_50,S_50,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_36,treasurestory_frima_03,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_03_36,False,,black,black,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_37,treasurestory_frima_03,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_03_37,True,,12,12,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_38,treasurestory_frima_03,Speech,ade,ade,Locale_NikkeEpisode:treasurestory_frima_03_38,True,,12,12,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_39,treasurestory_frima_03,Monologue,frima,,Locale_NikkeEpisode:treasurestory_frima_03_39,False,,12,12,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_40,treasurestory_frima_03,Narration,frima,,Locale_NikkeEpisode:treasurestory_frima_03_40,False,,12,12,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_41,treasurestory_frima_03,Monologue,frima,,Locale_NikkeEpisode:treasurestory_frima_03_41,False,,12,12,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_42,treasurestory_frima_03,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_03_42,True,,12,12,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_43,treasurestory_frima_03,Speech,soda,soda,Locale_NikkeEpisode:treasurestory_frima_03_43,True,,12,5,1.0,,,,,1,idle,,13,idle,,3,idle,,5,sad
treasurestory_frima_03_44,treasurestory_frima_03,Speech,soda,soda,Locale_NikkeEpisode:treasurestory_frima_03_44,True,,5,5,1.0,,,,,1,idle,,13,idle,,3,idle,,5,sad
treasurestory_frima_03_45,treasurestory_frima_03,Speech,soda,soda,Locale_NikkeEpisode:treasurestory_frima_03_45,True,,5,5,1.0,,,,,1,idle,,13,idle,,3,idle,,5,sad
treasurestory_frima_03_46,treasurestory_frima_03,Speech,ade,ade,Locale_NikkeEpisode:treasurestory_frima_03_46,True,,5,12,1.0,,,,,1,worried,,13,idle,,3,idle,,5,sad
treasurestory_frima_03_47,treasurestory_frima_03,Self,ade,,Locale_NikkeEpisode:treasurestory_frima_03_47,False,,12,12,1.0,,,,,1,worried,,13,idle,,3,idle,,5,sad
treasurestory_frima_03_48,treasurestory_frima_03,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_03_48,True,,12,12,1.0,,,,,1,worried,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_49,treasurestory_frima_03,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_03_49,True,,12,12,1.0,,,,,1,worried,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_50,treasurestory_frima_03,Speech,ade,ade,Locale_NikkeEpisode:treasurestory_frima_03_50,True,,12,12,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_51,treasurestory_frima_03,Speech,ade,ade,Locale_NikkeEpisode:treasurestory_frima_03_51,True,,12,12,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_52,treasurestory_frima_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_frima_03_52,True,,12,XS_30,1.0,,,,,1,idle,,13,idle,,3,idle,,5,idle
treasurestory_frima_03_53,treasurestory_frima_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_frima_03_53,True,,XS_30,XS_300,1.0,,,,,1,idle,,13,idle,,3,delight,,5,idle
treasurestory_frima_03_54,treasurestory_frima_03,Self,cocoa,,Locale_NikkeEpisode:treasurestory_frima_03_54,False,,XS_300,XS_300,1.0,,,,,1,idle,,13,idle,,3,delight,,5,idle
treasurestory_frima_03_55,treasurestory_frima_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_frima_03_55,True,,XS_300,XS_300,1.0,,,,,1,idle,,13,idle,,3,delight,,5,idle
treasurestory_frima_03_56,treasurestory_frima_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_frima_03_56,True,,XS_300,XS_300,1.0,,,,,1,idle,,13,idle,,3,delight,,5,idle
treasurestory_frima_03_57,treasurestory_frima_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_frima_03_57,True,,XS_300,XS_300,1.0,,,,,1,idle,,13,idle,,3,delight,,5,idle
treasurestory_frima_03_58,treasurestory_frima_03,Self,cocoa,,Locale_NikkeEpisode:treasurestory_frima_03_58,False,,XS_300,XS_300,1.0,,,,,1,idle,,13,idle,,3,delight,,5,idle
treasurestory_frima_03_59,treasurestory_frima_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_frima_03_59,True,,XS_300,XS_300,1.0,,,,,1,idle,,13,idle,,3,delight,,5,idle
treasurestory_frima_03_60,treasurestory_frima_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_frima_03_60,True,,XS_300,XS_300,1.0,,,,,1,idle,,13,idle,,3,delight,,5,idle
treasurestory_frima_03_61,treasurestory_frima_03,Self,frima,,Locale_NikkeEpisode:treasurestory_frima_03_61,False,,XS_300,XS_300,1.0,,,,,1,idle,,13,idle,,3,delight,,5,idle
treasurestory_frima_03_62,treasurestory_frima_03,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_03_62,True,,XS_300,1300,1.0,,,,,1,idle,,13,idle,,3,delight,,5,idle
