id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id
d_nikke_laplace_05_22,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_22,True,,1,angry,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_23,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_23,True,,1,angry,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_24,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_24,True,,1,angry,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_25,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_25,True,,1,angry,,S_10,S_10,1.0,bgm_story_fairytalesend_if,,,,,,,,,,,,,
d_nikke_laplace_05_26,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_26,True,,1,angry,,S_10,S_50,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_27,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_27,True,,1,angry,,S_50,S_50,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_28,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_28,True,,1,angry,,S_50,S_50,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_29,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_29,True,,1,angry,,S_50,S_50,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_30,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_30,True,,1,angry,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_31,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_31,True,,1,angry,,S_50,S_50,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_32,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_32,True,,1,angry,,S_50,S_50,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_33,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_33,True,,1,angry,,S_50,S_50,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_34,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_34,True,,1,angry,,S_50,S_500,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_35,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_35,True,,1,angry,,S_500,S_500,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_36,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_36,True,,1,angry,,S_500,S_500,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_37,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_37,True,,1,angry,,S_500,S_500,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_38,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_38,False,,1,angry,,S_500,S_500,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_39,d_nikke_laplace_05,Monologue,,,Locale_NikkeEpisode:d_nikke_laplace_05_39,False,,1,angry,,S_500,S_100,1.0,none,,,,,,,,,,,,,
d_nikke_laplace_05_40,d_nikke_laplace_05,Narration,,,Locale_NikkeEpisode:d_nikke_laplace_05_40,False,,1,angry,,S_100,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_41,d_nikke_laplace_05,Narration,,,Locale_NikkeEpisode:d_nikke_laplace_05_41,False,,1,angry,,S_10,S_10,1.0,,Low_2,sfx_scn_fire,,,,,,,,,,,
d_nikke_laplace_05_42,d_nikke_laplace_05,Self,,,Locale_NikkeEpisode:d_nikke_laplace_05_42,False,,1,angry,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_43,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_43,True,,1,angry,,S_10,S_10,1.0,bgm_story_weare,,,,,,,,,,,,,
d_nikke_laplace_05_44,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_44,True,,1,angry,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_45,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_45,False,,1,angry,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_46,d_nikke_laplace_05,Monologue,,,Locale_NikkeEpisode:d_nikke_laplace_05_46,False,,1,angry,,S_10,S_100,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_47,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_47,True,,1,angry,,S_100,S_100,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_48,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_48,False,,1,angry,,S_100,S_100,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_49,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_49,True,,1,angry,,S_100,S_100,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_50,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_50,True,,1,angry,,S_100,S_100,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_51,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_51,True,,1,idle,,S_100,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_52,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_52,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_53,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_53,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_54,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_54,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_55,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_55,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_56,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_56,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_57,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_57,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_58,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_58,True,,1,delight,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_59,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_59,False,,1,delight,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_60,d_nikke_laplace_05,Monologue,,,Locale_NikkeEpisode:d_nikke_laplace_05_60,False,,1,delight,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_61,d_nikke_laplace_05,Speech,arsonist,arsonist,Locale_NikkeEpisode:d_nikke_laplace_05_61,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_62,d_nikke_laplace_05,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_laplace_05_62,True,,1,idle,CommanderRoom,black,black,1.0,,,,black,,,,,,,,,,
d_nikke_laplace_05_63,d_nikke_laplace_05,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_laplace_05_63,True,,1,idle,,black,black,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_64,d_nikke_laplace_05,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_laplace_05_64,True,,1,idle,,black,black,1.0,,,,,,,,,,,,,,
d_nikke_laplace_05_65,d_nikke_laplace_05,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_laplace_05_65,True,,1,idle,,black,black,1.0,,,,,anis,13,worry,neon,15,worry,rapi,17,idle,
d_nikke_laplace_05_66,d_nikke_laplace_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_laplace_05_66,True,,1,idle,,1315,1315,1.0,,,,,,13,worry,,15,worry,,17,idle,
d_nikke_laplace_05_67,d_nikke_laplace_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_laplace_05_67,True,,1,idle,,1315,1315,1.0,,,,,,13,worry,,15,worry,,17,idle,
d_nikke_laplace_05_68,d_nikke_laplace_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_laplace_05_68,True,,1,idle,,1315,1315,1.0,,,,,,13,worry,,15,worry,,17,idle,
d_nikke_laplace_05_69,d_nikke_laplace_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_laplace_05_69,True,,1,idle,,1315,17,1.0,,,,,,13,worry,,15,worry,,17,idle,
d_nikke_laplace_05_70,d_nikke_laplace_05,Self,,,Locale_NikkeEpisode:d_nikke_laplace_05_70,False,,1,idle,,17,17,1.0,,,,,,13,worry,,15,worry,,17,idle,
d_nikke_laplace_05_71,d_nikke_laplace_05,Self,,,Locale_NikkeEpisode:d_nikke_laplace_05_71,False,,1,idle,,17,1,1.0,,,,,,13,worry,,15,idle,,17,idle,
d_nikke_laplace_05_72,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_72,True,,1,idle,,1,1,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_73,d_nikke_laplace_05,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_05_73,False,,1,idle,,1,1,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_74,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_74,True,,1,angry,,1,S_10,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_75,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_75,True,,1,angry,,S_10,S_10,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_76,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_76,True,,1,angry,,S_10,S_10,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_77,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_77,True,,1,angry,,S_10,S_10,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_78,d_nikke_laplace_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_laplace_05_78,True,,1,angry,,S_150,S_150,1.0,none,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_79,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_79,True,,1,angry,,S_10,S_10,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_80,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_80,True,,1,angry,,S_10,S_10,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_81,d_nikke_laplace_05,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_05_81,False,,1,angry,,S_10,S_10,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_82,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_82,True,,1,angry,,S_10,S_10,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_83,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_83,False,,1,angry,,S_10,S_10,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_84,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_84,True,,1,angry,,S_10,S_100,1.0,bgm_story_impression,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_85,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_85,True,,1,angry,,S_100,S_100,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_86,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_86,True,,1,angry,,S_100,S_100,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_87,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_87,True,,1,angry,,S_100,S_100,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_88,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_88,True,,1,angry,,S_100,S_100,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_89,d_nikke_laplace_05,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_05_89,False,,1,angry,,S_100,S_100,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_90,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_90,True,,1,delight,,S_100,S_10,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_91,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_91,False,,1,"expression_0,idle_alt",,S_10,S_10,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_92,d_nikke_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_05_92,True,,1,idle_alt,,S_10,S_10,1.0,,,,,,13,idle,,15,idle,,17,idle,
d_nikke_laplace_05_93,d_nikke_laplace_05,Narration,,,Locale_NikkeEpisode:d_nikke_laplace_05_93,False,,1,idle_alt,,S_10,S_10,1.0,,Low_2,sfx_scn_glassbreak,,,13,idle,,15,idle,,17,idle,laplace
d_nikke_laplace_05_94,d_nikke_laplace_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_laplace_05_94,True,,,,,S_150,S_150,1.0,,,,,,13,idle,,15,no,,17,idle,
