id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,jump_target,characters/0/hide_char_id,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_ludmilla_winterowner_03_40,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_40,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,,,
d_nikke_ludmilla_winterowner_03_41,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_41,False,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,,,
d_nikke_ludmilla_winterowner_03_42,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_42,True,,1,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_43,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_43,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_44,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_44,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_45,d_nikke_ludmilla_winterowner_03,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_45,False,,10,10,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_46,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_46,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_47,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_47,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_48,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_48,False,,10,6,1.0,none,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_49,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_49,False,,6,6,1.0,ambient_scn_wind,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_50,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_50,False,,6,6,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_51,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_51,True,,6,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_52,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_52,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_53,d_nikke_ludmilla_winterowner_03,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_53,False,,10,10,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_54,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_54,False,,10,10,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_55,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_55,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_56,d_nikke_ludmilla_winterowner_03,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_56,False,,10,10,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_57,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_57,False,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_58,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_58,True,,10,1,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_59,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_59,False,,1,1,1.0,,,,,,,1,think,,,ludmilla_w,,,,,
d_nikke_ludmilla_winterowner_03_60,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_60,False,BambooForest_s,1,1,1.0,,,,,,,,,,,,,,,,
d_nikke_ludmilla_winterowner_03_61,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_61,True,,1,10,1.0,bgm_story_fairytalesend_if,,,ludmilla_w,ludmilla_w,ludmilla_w,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_62,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_62,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_63,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_63,False,,10,10,1.0,,,,,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_64,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_64,False,,10,10,1.0,,,,,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_65,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_65,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_66,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_66,False,HotSpringInnIn_n,1,1,1.0,,,,,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_67,d_nikke_ludmilla_winterowner_03,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_67,False,,1,1,1.0,,,,,,,1,think,,,,sfx_scn_knock,,,,
d_nikke_ludmilla_winterowner_03_68,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_68,False,,1,1,1.0,,,,,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_69,d_nikke_ludmilla_winterowner_03,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_69,False,,1,2,1.0,,,,,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_70,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_70,False,,2,2,1.0,,,,,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_71,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_71,True,,2,2,1.0,,,,mica_w,mica_w,,1,think,,,,,mica_w,3,surprise,
d_nikke_ludmilla_winterowner_03_72,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_72,True,,2,2,1.0,,,,mica_w,mica_w,,1,think,,,,,,3,surprise,
d_nikke_ludmilla_winterowner_03_73,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_73,True,,2,2,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,3,surprise,
d_nikke_ludmilla_winterowner_03_74,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_74,True,,2,2,1.0,,,,mica_w,mica_w,,1,idle,,,,,,3,idle,
d_nikke_ludmilla_winterowner_03_75,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_75,True,,2,2,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,3,idle,
d_nikke_ludmilla_winterowner_03_76,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_76,True,,2,2,1.0,,,,mica_w,mica_w,,1,idle,,,,,,3,surprise,
d_nikke_ludmilla_winterowner_03_77,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_77,False,,2,2,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,3,surprise,
d_nikke_ludmilla_winterowner_03_78,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_78,True,,2,2,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,3,surprise,
d_nikke_ludmilla_winterowner_03_79,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_79,True,,2,2,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,3,surprise,
d_nikke_ludmilla_winterowner_03_80,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_80,False,,2,S_30,1.0,,,,mica_w,mica_w,,1,idle,,,,,,3,sad,
d_nikke_ludmilla_winterowner_03_81,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_81,True,,S_30,S_30,1.0,,,,mica_w,mica_w,,1,idle,,,,,,3,cry,
d_nikke_ludmilla_winterowner_03_82,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_82,True,,S_30,S_30,1.0,,,,mica_w,mica_w,,1,idle,,,,,,3,cry,
d_nikke_ludmilla_winterowner_03_83,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_83,True,,S_30,S_30,1.0,,,,mica_w,mica_w,,1,idle,,,,,,3,cry,
d_nikke_ludmilla_winterowner_03_84,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_84,True,,S_30,S_30,1.0,,,,mica_w,mica_w,,1,idle,,,,,,3,cry,
d_nikke_ludmilla_winterowner_03_85,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_85,True,,S_30,2,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,3,cry,
d_nikke_ludmilla_winterowner_03_86,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_86,True,,2,2,1.0,,,,mica_w,mica_w,,1,think,,,,,,3,cry,
d_nikke_ludmilla_winterowner_03_87,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_87,True,,2,2,1.0,,,,mica_w,mica_w,,1,think,,,,,,3,cry,
d_nikke_ludmilla_winterowner_03_88,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_88,True,,2,2,1.0,,,,mica_w,mica_w,,1,think,,,,,,3,cry,
d_nikke_ludmilla_winterowner_03_89,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_89,True,,2,2,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,3,cry,
d_nikke_ludmilla_winterowner_03_90,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_90,True,,2,2,1.0,,,,mica_w,mica_w,,1,idle,,,,,,3,idle,
d_nikke_ludmilla_winterowner_03_91,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_91,False,,2,2,1.0,,,,,,,1,idle,,,,,,3,idle,mica_w
d_nikke_ludmilla_winterowner_03_92,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_92,False,,2,1,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_ludmilla_winterowner_03_93,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_93,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_94,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_94,False,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_95,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_95,True,,1,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_96,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_96,False,,10,10,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_97,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_97,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_98,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_98,False,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_99,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_99,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_100,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_100,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
