id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,jump_target,fade
d_nikke_c_2_02_25,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_25,True,,1,delight,,13,sad,,10,10,1.0,,,,,,,,,,,,
d_nikke_c_2_02_26,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_26,True,,1,delight,,13,sad,,10,10,1.0,,,,,,,,,,,,
d_nikke_c_2_02_27,d_nikke_c_2_02,Monologue,,,Locale_NikkeEpisode:d_nikke_c_2_02_27,False,,1,idle,,13,smile,JailCorridor,black,black,1.0,,,violentman01,3,idle,,,,,,,
d_nikke_c_2_02_28,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_28,True,,1,idle,,13,smile,,31,31,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_29,d_nikke_c_2_02,Speech,violentman01,violentman01,Locale_NikkeEpisode:d_nikke_c_2_02_29,True,,1,idle,,13,smile,,31,31,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_30,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_30,True,,1,idle,,13,smile,,31,31,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_31,d_nikke_c_2_02,Speech,violentman01,violentman01,Locale_NikkeEpisode:d_nikke_c_2_02_31,True,,1,idle,,13,smile,,31,31,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_32,d_nikke_c_2_02,Speech,violentman01,violentman01,Locale_NikkeEpisode:d_nikke_c_2_02_32,True,,1,idle,,13,smile,,31,31,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_33,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_33,True,,1,idle,,13,smile,,31,31,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_34,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_34,True,,1,idle,,13,smile,,31,31,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_35,d_nikke_c_2_02,Speech,violentman01,violentman01,Locale_NikkeEpisode:d_nikke_c_2_02_35,True,,1,idle,,13,smile,,31,31,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_36,d_nikke_c_2_02,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_02_36,True,,1,idle,,13,smile,,1300,1300,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_37,d_nikke_c_2_02,Speech,violentman01,violentman01,Locale_NikkeEpisode:d_nikke_c_2_02_37,True,,1,idle,,13,smile,,1300,1300,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_38,d_nikke_c_2_02,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_02_38,True,,1,idle,,13,smile,,1300,1300,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_39,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_39,True,,1,angry,,13,smile,,100,100,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_40,d_nikke_c_2_02,Speech,violentman01,violentman01,Locale_NikkeEpisode:d_nikke_c_2_02_40,True,,1,angry,,13,smile,,30,30,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_41,d_nikke_c_2_02,Speech,violentman01,violentman01,Locale_NikkeEpisode:d_nikke_c_2_02_41,True,,1,angry,,13,smile,,30,30,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_42,d_nikke_c_2_02,Speech,violentman01,violentman01,Locale_NikkeEpisode:d_nikke_c_2_02_42,True,,1,angry,,13,smile,,30,30,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_43,d_nikke_c_2_02,Speech,violentman01,violentman01,Locale_NikkeEpisode:d_nikke_c_2_02_43,True,,1,angry,,13,smile,,30,30,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_44,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_44,True,,1,no,,13,smile,,10,10,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_45,d_nikke_c_2_02,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_02_45,True,,1,angry,,13,delight,,130,130,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_46,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_46,True,,1,angry,,13,delight,,130,113,1.0,,,,3,idle,,,,,,,
d_nikke_c_2_02_47,d_nikke_c_2_02,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_02_47,True,,1,angry,,13,sad,,113,113,1.0,,,,3,idle,charlatan01,5,idle,,,,
d_nikke_c_2_02_48,d_nikke_c_2_02,Monologue,,,Locale_NikkeEpisode:d_nikke_c_2_02_48,False,,1,angry,,13,sad,,113,113,1.0,,,,3,idle,,5,idle,violentman01,,,
d_nikke_c_2_02_49,d_nikke_c_2_02,Monologue,,,Locale_NikkeEpisode:d_nikke_c_2_02_49,False,,1,angry,,13,sad,,113,113,1.0,,,,,,,5,idle,,,,
d_nikke_c_2_02_50,d_nikke_c_2_02,Self,,,Locale_NikkeEpisode:d_nikke_c_2_02_50,False,,1,angry,,13,sad,,113,113,1.0,,,,,,,5,idle,,,,
d_nikke_c_2_02_51,d_nikke_c_2_02,Speech,charlatan01,charlatan01,Locale_NikkeEpisode:d_nikke_c_2_02_51,True,,1,angry,,13,sad,,113,113,1.0,,,,,,,3,idle,,,,
d_nikke_c_2_02_52,d_nikke_c_2_02,Monologue,,,Locale_NikkeEpisode:d_nikke_c_2_02_52,False,,1,angry,,13,sad,,113,113,1.0,,,,,,,3,idle,,,,
d_nikke_c_2_02_53,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_53,True,,1,no,,13,sad,,113,31,1.0,,,,,,,3,idle,,,,
d_nikke_c_2_02_54,d_nikke_c_2_02,Speech,charlatan01,charlatan01,Locale_NikkeEpisode:d_nikke_c_2_02_54,True,,1,no,,13,sad,,31,31,1.0,,,,,,,3,idle,,,,
d_nikke_c_2_02_55,d_nikke_c_2_02,Speech,charlatan01,charlatan01,Locale_NikkeEpisode:d_nikke_c_2_02_55,True,,1,no,,13,sad,,31,31,1.0,,,,,,,3,idle,,,,
d_nikke_c_2_02_56,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_56,True,,1,no,,13,sad,,31,31,1.0,,,,,,,3,idle,,,,
d_nikke_c_2_02_57,d_nikke_c_2_02,Speech,charlatan01,charlatan01,Locale_NikkeEpisode:d_nikke_c_2_02_57,True,,1,no,,13,sad,,31,31,1.0,,,,,,,3,idle,,,,
d_nikke_c_2_02_58,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_58,True,,1,angry,,13,sad,,31,31,1.0,,,,,,,3,idle,,,,
d_nikke_c_2_02_59,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_59,True,,1,angry,,13,sad,,31,113,1.0,,,,,,,3,idle,,,,
d_nikke_c_2_02_60,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_60,True,,1,angry,,13,sad,,113,113,1.0,,,,,,,3,idle,,,,
d_nikke_c_2_02_61,d_nikke_c_2_02,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_02_61,True,,1,angry,,13,delight,,113,113,1.0,,,,,,,3,idle,,,,
d_nikke_c_2_02_62,d_nikke_c_2_02,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_02_62,True,,1,angry,,13,delight,,113,13,1.0,,,,,,,3,idle,,,,
d_nikke_c_2_02_63,d_nikke_c_2_02,Monologue,,,Locale_NikkeEpisode:d_nikke_c_2_02_63,False,,1,angry,,13,delight,,13,130,1.0,,,,,,,3,idle,,charlatan01,,
d_nikke_c_2_02_64,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_64,False,,1,angry,,13,delight,,10,10,1.0,none,,,,,,,,,,,
d_nikke_c_2_02_65,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_65,True,,1,angry,,13,delight,,10,10,1.0,,,,,,,,,,,,
d_nikke_c_2_02_66,d_nikke_c_2_02,Self,,,Locale_NikkeEpisode:d_nikke_c_2_02_66,False,,1,angry,,13,delight,,10,10,1.0,,,,,,,,,,,,
d_nikke_c_2_02_67,d_nikke_c_2_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_2_02_67,True,,1,no,,13,smile,,black,black,1.0,,,poli,15,angry,miranda,17,idle,,,,
d_nikke_c_2_02_68,d_nikke_c_2_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_2_02_68,True,,1,no,,13,smile,,1517,1517,1.0,bgm_story_herecomestrouble,,,15,angry,,17,idle,,,,
d_nikke_c_2_02_69,d_nikke_c_2_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_2_02_69,True,,1,no,,13,smile,,1517,1517,1.0,,,,15,angry,,17,idle,,,,
d_nikke_c_2_02_70,d_nikke_c_2_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_2_02_70,True,,1,no,,13,smile,,1517,1517,1.0,,,,15,angry,,17,idle,,,,
d_nikke_c_2_02_71,d_nikke_c_2_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_2_02_71,True,,1,no,,13,smile,,1517,XS_150,1.0,,,,15,angry,,17,idle,,,,
d_nikke_c_2_02_72,d_nikke_c_2_02,Choice,,,Locale_NikkeEpisode:d_nikke_c_2_02_72,False,,1,no,,13,smile,,XS_150,XS_150,1.0,,,,15,angry,,17,idle,,,d_nikke_c_2_02_74,
d_nikke_c_2_02_73,d_nikke_c_2_02,Choice,,,Locale_NikkeEpisode:d_nikke_c_2_02_73,False,,1,no,,13,smile,,XS_150,XS_150,1.0,,,,15,angry,,17,idle,,,d_nikke_c_2_02_75,
d_nikke_c_2_02_74,d_nikke_c_2_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_2_02_74,True,,1,no,,13,smile,,XS_150,XS_150,1.0,,,,15,angry,,17,idle,,,d_nikke_c_2_02_76,
d_nikke_c_2_02_75,d_nikke_c_2_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_2_02_75,True,,1,no,,13,smile,,XS_150,XS_150,1.0,,,,15,angry,,17,idle,,,d_nikke_c_2_02_76,
d_nikke_c_2_02_76,d_nikke_c_2_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_2_02_76,True,,1,no,,13,smile,,XS_150,1517,1.0,,,,15,angry,,17,idle,,,,
d_nikke_c_2_02_77,d_nikke_c_2_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_2_02_77,True,,1,no,,13,smile,,1517,1517,1.0,,,,15,angry,,17,idle,,,,
d_nikke_c_2_02_78,d_nikke_c_2_02,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_02_78,True,,1,no,,13,sad,,1517,1315,1.0,,,,15,angry,,17,idle,,,,
d_nikke_c_2_02_79,d_nikke_c_2_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_2_02_79,True,,1,no,,13,sad,,1315,1315,1.0,,,,15,angry,,17,idle,,,,
d_nikke_c_2_02_80,d_nikke_c_2_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_2_02_80,True,,1,no,,13,sad,,1315,1315,1.0,,,,15,angry,,17,idle,,,,
d_nikke_c_2_02_81,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_81,True,,1,no,,13,sad,,10,10,1.0,,,,15,angry,,17,idle,,,,
d_nikke_c_2_02_82,d_nikke_c_2_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_2_02_82,True,,1,no,,13,sad,,XS_1500,XS_1500,1.0,,,,15,angry,,17,idle,,,,
d_nikke_c_2_02_83,d_nikke_c_2_02,Self,,,Locale_NikkeEpisode:d_nikke_c_2_02_83,False,,1,no,,13,sad,City_d,113,113,1.0,,,,15,angry,,17,idle,poli,miranda,,black
d_nikke_c_2_02_84,d_nikke_c_2_02,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_02_84,True,,1,no,,13,sad,,113,113,1.0,,,,,,,,,,,,
d_nikke_c_2_02_85,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_85,True,,1,angry,,13,sad,,113,113,1.0,,,,,,,,,,,,
d_nikke_c_2_02_86,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_86,True,,1,idle,,13,sad,,113,10,1.0,,,,,,,,,,,,
d_nikke_c_2_02_87,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_87,True,,1,idle,,13,sad,,10,10,1.0,,,,,,,,,,,,
d_nikke_c_2_02_88,d_nikke_c_2_02,Self,,,Locale_NikkeEpisode:d_nikke_c_2_02_88,False,,1,idle,,13,sad,,10,10,1.0,,,,,,,,,,,,
d_nikke_c_2_02_89,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_89,True,,1,idle,,13,sad,,10,100,1.0,,,,,,,,,,,,
d_nikke_c_2_02_90,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_90,True,,1,idle,,13,sad,,100,100,1.0,,,,,,,,,,,,
d_nikke_c_2_02_91,d_nikke_c_2_02,Self,,,Locale_NikkeEpisode:d_nikke_c_2_02_91,False,,1,idle,,13,sad,,100,100,1.0,,,,,,,,,,,,
d_nikke_c_2_02_92,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_92,True,,1,idle,,13,sad,,100,100,1.0,,,,,,,,,,,,
d_nikke_c_2_02_93,d_nikke_c_2_02,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_02_93,True,,1,idle,,13,smile,,100,113,1.0,,,,,,,,,,,,
d_nikke_c_2_02_94,d_nikke_c_2_02,Self,,,Locale_NikkeEpisode:d_nikke_c_2_02_94,False,,1,idle,,13,smile,,113,113,1.0,,,,,,,,,,,,
d_nikke_c_2_02_95,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_95,True,,1,delight,,13,smile,,113,113,1.0,,,,,,,,,,,,
d_nikke_c_2_02_96,d_nikke_c_2_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_02_96,True,,1,delight,,13,smile,,113,113,1.0,,,,,,,,,,,,
