id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_camera_shake,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_eunhwa_03_100,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_100,False,,1,1,1.0,,,,eunhwa,,,,,d_nikke_eunhwa_03_101,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_101,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_101,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_102,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_102,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_103,d_nikke_eunhwa_03,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_03_103,False,,black,black,1.0,,,,,,,,,,,1,idle,eunhwa,,,,,,,,,,
d_nikke_eunhwa_03_104,d_nikke_eunhwa_03,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_03_104,False,,1,15,2.0,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_105,d_nikke_eunhwa_03,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_03_105,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_106,d_nikke_eunhwa_03,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_03_106,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_107,d_nikke_eunhwa_03,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_03_107,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_108,d_nikke_eunhwa_03,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_03_108,False,,1,5,2.0,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_109,d_nikke_eunhwa_03,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_03_109,False,,5,5,1.0,,Blur_Low,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_110,d_nikke_eunhwa_03,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_03_110,False,,5,5,1.0,,Blur_Middle,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_111,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_111,True,,black,black,1.0,,,,eunhwa,eunhwa,,,,,eunhwa,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_112,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_112,True,,50,10,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_113,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_113,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_114,d_nikke_eunhwa_03,Self,Locale_NikkeEpisode:d_nikke_eunhwa_03_114,False,,10,10,1.0,,,,eunhwa,,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_115,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_115,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_116,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_116,False,,10,10,1.0,,,,eunhwa,,,,,d_nikke_eunhwa_03_118,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_117,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_117,False,,10,10,1.0,,,,eunhwa,,,,,d_nikke_eunhwa_03_118,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_118,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_118,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
