id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,characters/2/hide_char_id,conversation_id,set_filter_01,fade,set_camera_shake
d_nikke_novel_01_11,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_11,True,,S_10,S_10,1.0,,novel,,1,think,,,,,,,,,,,,,,,
d_nikke_novel_01_12,d_nikke_novel_01,Self,Self,Locale_NikkeEpisode:d_nikke_novel_01_12,False,,S_10,S_10,1.0,,novel,,1,think,,,,,,,,,,,,,,,
d_nikke_novel_01_13,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_13,False,,S_10,S_10,0.5,,novel,,1,idle,,,,,,,,,,,,,,,
d_nikke_novel_01_14,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_14,True,,S_10,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,,,
d_nikke_novel_01_15,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_15,True,,S_10,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,,,
d_nikke_novel_01_16,d_nikke_novel_01,Self,Self,Locale_NikkeEpisode:d_nikke_novel_01_16,False,,S_10,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,,,
d_nikke_novel_01_17,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_17,True,,S_10,1,1.0,,novel,,1,think,,,,,,,,,,,,,,,
d_nikke_novel_01_18,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_18,True,,1,1,1.0,,novel,,1,think,,,,,,,,,,,,,,,
d_nikke_novel_01_19,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_19,True,,1,1,1.0,,novel,,1,think,,,,,,,,,,,,,,,
d_nikke_novel_01_20,d_nikke_novel_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_01_20,False,,1,S_100,0.5,,novel,,1,idle,,,,,,,,,,,,,,,
d_nikke_novel_01_21,d_nikke_novel_01,Choice,,Locale_NikkeEpisode:d_nikke_novel_01_21,False,,S_100,S_100,1.0,,novel,,1,idle,d_nikke_novel_01_23,,,,,,,,,,,,,,
d_nikke_novel_01_22,d_nikke_novel_01,Choice,,Locale_NikkeEpisode:d_nikke_novel_01_22,False,,S_100,S_100,1.0,,novel,,1,idle,d_nikke_novel_01_23,,,,,,,,,,,,,,
d_nikke_novel_01_23,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_23,True,,S_100,S_100,1.0,,novel,,1,idle,,,,,,,,,,,,,,,
d_nikke_novel_01_24,d_nikke_novel_01,Choice,,Locale_NikkeEpisode:d_nikke_novel_01_24,False,,S_100,S_100,1.0,,novel,,1,idle,d_nikke_novel_01_26,,,,,,,,,,,,,,
d_nikke_novel_01_25,d_nikke_novel_01,Choice,,Locale_NikkeEpisode:d_nikke_novel_01_25,False,,S_100,S_100,1.0,,novel,,1,idle,d_nikke_novel_01_26,,,,,,,,,,,,,,
d_nikke_novel_01_26,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_26,False,,S_100,S_100,1.0,,novel,,1,idle,,,,,,,,,,,,,,,
d_nikke_novel_01_27,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_27,True,,S_100,S_10,2.0,,novel,,1,think,,,,,,,,,,,,,,,
d_nikke_novel_01_28,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_28,True,,S_10,S_10,1.0,,novel,,1,think,,,,,,,,,,,,,,,
d_nikke_novel_01_29,d_nikke_novel_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_01_29,False,NikkeRoom,black,black,1.0,none,,,1,idle,,exia,5,delight,,,,,,,,,,,
d_nikke_novel_01_30,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_30,True,,5,5,1.0,bgm_story_languor,exia,,1,idle,,,5,delight,,,,,,,,,,,
d_nikke_novel_01_31,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_31,True,,5,5,1.0,,exia,,1,idle,,,5,delight,,,,,,,,,,,
d_nikke_novel_01_32,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_32,True,,5,1,2.0,,novel,,1,think,,,5,delight,,,,,,,,,,,
d_nikke_novel_01_33,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_33,True,,1,5,0.5,,exia,,1,think,,,5,idle,,,,,,,,,,,
d_nikke_novel_01_34,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_34,True,,5,5,1.0,,exia,,1,think,,,5,idle,,,,,,,,,,,
d_nikke_novel_01_35,d_nikke_novel_01,Self,Self,Locale_NikkeEpisode:d_nikke_novel_01_35,False,,5,5,1.0,,exia,,1,idle,,,5,idle,,,,,,,,,,,
d_nikke_novel_01_36,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_36,True,,5,5,1.0,,exia,,1,idle,,,5,idle,,,,,,,,,,,
d_nikke_novel_01_37,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_37,True,,5,5,1.0,,exia,,1,idle,,,5,idle,,,,,,,,,,,
d_nikke_novel_01_38,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_38,True,,5,5,1.0,,exia,,1,idle,,,5,idle,,,,,,,,,,,
d_nikke_novel_01_39,d_nikke_novel_01,Self,Self,Locale_NikkeEpisode:d_nikke_novel_01_39,False,,5,5,1.0,,exia,,1,idle,,,5,idle,,,,,,,,,,,
d_nikke_novel_01_40,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_40,True,,5,S_50,2.0,,exia,,1,idle,,,5,good,,,,,,,,,,,
d_nikke_novel_01_41,d_nikke_novel_01,Self,Self,Locale_NikkeEpisode:d_nikke_novel_01_41,False,,S_50,S_50,1.0,,exia,,1,idle,,,5,good,,,,,,,,,,,
d_nikke_novel_01_42,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_42,True,,S_50,S_50,1.0,,exia,,1,idle,,,5,good,,,,,,,,,,,
d_nikke_novel_01_43,d_nikke_novel_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_01_43,False,,S_50,S_50,1.0,,exia,,1,idle,,,5,good,,,,,,,,,,,
d_nikke_novel_01_44,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_44,True,,S_50,S_50,1.0,,exia,,1,idle,,,5,delight,,,,,,,,,,,
d_nikke_novel_01_45,d_nikke_novel_01,Choice,,Locale_NikkeEpisode:d_nikke_novel_01_45,False,,S_50,S_50,1.0,,exia,,1,idle,d_nikke_novel_01_47,,5,delight,,,,,,,,,,,
d_nikke_novel_01_46,d_nikke_novel_01,Choice,,Locale_NikkeEpisode:d_nikke_novel_01_46,False,,S_50,S_50,1.0,,exia,,1,idle,d_nikke_novel_01_47,,5,delight,,,,,,,,,,,
d_nikke_novel_01_47,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_47,True,,S_50,S_50,1.0,,exia,,1,idle,,,5,delight,,,,,,,,,,,
d_nikke_novel_01_48,d_nikke_novel_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_01_48,False,,S_50,S_60,1.0,,exia,,1,idle,,,5,delight,,,,,,,,,,,
d_nikke_novel_01_49,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_49,True,,S_60,S_60,1.0,,exia,,1,idle,,,5,good,,,,,,,,,,,
d_nikke_novel_01_50,d_nikke_novel_01,Self,Self,Locale_NikkeEpisode:d_nikke_novel_01_50,False,,S_60,S_50,2.0,,exia,,1,idle,,,5,good,,,,,,,,,,,
d_nikke_novel_01_51,d_nikke_novel_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_01_51,False,Office,black,black,1.0,none,,,3,idle,,,4,idle,novel,exia,,,,,,,,,
d_nikke_novel_01_52,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_52,True,,1,1,0.5,bgm_story_epicjazzymoods,neon,,,,,,,,,,neon,1,idle,sfx_scn_autodooropen,,,,,
d_nikke_novel_01_53,d_nikke_novel_01,Self,Self,Locale_NikkeEpisode:d_nikke_novel_01_53,False,,1,1,1.0,,neon,,,,,,,,,,,1,idle,,,,,,
d_nikke_novel_01_54,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_54,True,,1,1,1.0,,neon,,,,,,,,,,,1,delight,,,,,,
d_nikke_novel_01_55,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_55,True,,1,1,1.0,,neon,,,,,,,,,,,1,delight,,,,,,
d_nikke_novel_01_56,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_56,True,,1,S_10,1.0,,neon,,,,,,,,,,,1,idle,,,,,,
d_nikke_novel_01_57,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_57,True,,S_10,S_10,1.0,,neon,,,,,,,,,,,1,idle,,,,,,
d_nikke_novel_01_58,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_58,True,,S_10,2,1.0,,novel,novel,3,idle,,,,,,,,1,idle,,,,,,
d_nikke_novel_01_59,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_59,True,,2,2,1.0,,novel,,3,idle,,,,,,,,1,idle,,,,,,
d_nikke_novel_01_60,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_60,False,,2,2,1.0,,neon,,3,idle,,,,,,,,1,surprise,,,,,,
d_nikke_novel_01_61,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_61,True,,2,2,1.0,,neon,,3,idle,,,,,,,,1,no,,,,,,
d_nikke_novel_01_62,d_nikke_novel_01,Self,Self,Locale_NikkeEpisode:d_nikke_novel_01_62,False,,2,2,1.0,,neon,,3,idle,,,,,,,,1,no,,,,,,
d_nikke_novel_01_63,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_63,False,,2,S_10,1.0,,neon,,3,idle,,,,,,,,1,surprise,,,,,,
d_nikke_novel_01_64,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_64,True,,S_10,S_10,1.0,,neon,,3,idle,,,,,,,,1,surprise,,,,,,
d_nikke_novel_01_65,d_nikke_novel_01,Self,Self,Locale_NikkeEpisode:d_nikke_novel_01_65,False,,S_10,S_10,1.0,,neon,,3,idle,,,,,,,,1,surprise,,,,,,
d_nikke_novel_01_66,d_nikke_novel_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_01_66,False,,black,black,1.0,,,,2,idle,,,,,novel,,,,,,neon,,,,
d_nikke_novel_01_67,d_nikke_novel_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_01_67,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,sfx_scn_phonevibration,,m_nikke_novel_01,,,
d_nikke_novel_01_68,d_nikke_novel_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_01_68,False,NikkeRoom,black,black,1.0,none,,novel,2,think,,exia,4,idle,,,neon,12,idle,,,,,,
d_nikke_novel_01_69,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_69,True,,12,12,1.0,bgm_menu_commandersroom,neon,,2,think,,,4,idle,,,,12,idle,,,,,,
d_nikke_novel_01_70,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_70,True,,12,12,1.0,,neon,,2,think,,,4,idle,,,,12,idle,,,,,,
d_nikke_novel_01_71,d_nikke_novel_01,Self,Self,Locale_NikkeEpisode:d_nikke_novel_01_71,False,,12,12,1.0,,neon,,2,think,,,4,idle,,,,12,idle,,,,,,
d_nikke_novel_01_72,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_72,True,,12,S_120,1.0,,neon,,2,think,,,4,idle,,,,12,idle,,,,,,
d_nikke_novel_01_73,d_nikke_novel_01,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_01_73,True,,S_120,S_120,1.0,,neon,,2,think,,,4,idle,,,,12,idle,,,,,,
d_nikke_novel_01_74,d_nikke_novel_01,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_01_74,True,,S_120,3,1.0,,novel,,2,think,,,4,idle,,,,12,idle,,neon,,,,
d_nikke_novel_01_75,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_75,True,,3,3,1.0,,exia,,2,think,,,4,idle,,,,,,,,,,,
d_nikke_novel_01_76,d_nikke_novel_01,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_01_76,True,,3,3,1.0,,exia,,2,think,,,4,good,,,,,,,,,,,
d_nikke_novel_01_77,d_nikke_novel_01,Self,Self,Locale_NikkeEpisode:d_nikke_novel_01_77,False,,3,3,1.0,,exia,,2,think,,,4,good,,,,,,,,,,,
d_nikke_novel_01_78,d_nikke_novel_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_01_78,False,Office,black,black,1.0,none,,,2,think,,,4,good,novel,exia,,,,,,,Grey,black,
d_nikke_novel_01_79,d_nikke_novel_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_01_79,False,,15,1,1.0,,,,,,,,,,,,,,,,,,Grey,,
d_nikke_novel_01_80,d_nikke_novel_01,Speech,unknown,Locale_NikkeEpisode:d_nikke_novel_01_80,True,,1,5,0.5,,unknown,,,,,,,,,,,,,sfx_scn_sofasheet,,,Grey,,
d_nikke_novel_01_81,d_nikke_novel_01,Speech,unknown,Locale_NikkeEpisode:d_nikke_novel_01_81,True,,5,13,0.5,,unknown,,,,,,,,,,,,,sfx_scn_windowsopen,,,Grey,,
d_nikke_novel_01_82,d_nikke_novel_01,Speech,unknown,Locale_NikkeEpisode:d_nikke_novel_01_82,True,,13,13,1.0,,unknown,,,,,,,,,,,,,sfx_scn_swallow,,,Grey,,
d_nikke_novel_01_83,d_nikke_novel_01,Speech,unknown,Locale_NikkeEpisode:d_nikke_novel_01_83,False,,13,13,1.0,,unknown,,,,,,,,,,,,,,,,Grey,,
d_nikke_novel_01_84,d_nikke_novel_01,Speech,unknown,Locale_NikkeEpisode:d_nikke_novel_01_84,True,,13,1300,0.5,,unknown,,,,,,,,,,,,,,,,Grey,,Low_2
