id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_yuni_02_60,d_nikke_yuni_02,Choice,Choice,,Locale_NikkeEpisode:d_nikke_yuni_02_60,False,,S_100,S_100,1.0,,,,d_nikke_yuni_02_63,,1,shy,
d_nikke_yuni_02_61,d_nikke_yuni_02,Choice,Choice,,Locale_NikkeEpisode:d_nikke_yuni_02_61,False,,S_100,S_100,1.0,,,,d_nikke_yuni_02_65,,1,shy,
d_nikke_yuni_02_62,d_nikke_yuni_02,Choice,Choice,,Locale_NikkeEpisode:d_nikke_yuni_02_62,False,,S_100,S_100,1.0,,,,d_nikke_yuni_02_67,,1,shy,
d_nikke_yuni_02_63,d_nikke_yuni_02,Self,Self,Self,Locale_NikkeEpisode:d_nikke_yuni_02_63,False,,S_100,S_100,1.0,,,,,,1,shy,
d_nikke_yuni_02_64,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_64,False,,S_100,S_100,1.0,,,,d_nikke_yuni_02_69,,1,think,
d_nikke_yuni_02_65,d_nikke_yuni_02,Self,Self,Self,Locale_NikkeEpisode:d_nikke_yuni_02_65,False,,S_100,S_100,1.0,,,,,,1,think,
d_nikke_yuni_02_66,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_66,False,,S_100,S_100,1.0,,,,d_nikke_yuni_02_69,,1,think,
d_nikke_yuni_02_67,d_nikke_yuni_02,Self,Self,Self,Locale_NikkeEpisode:d_nikke_yuni_02_67,False,,S_100,S_100,1.0,,,,,,1,think,
d_nikke_yuni_02_68,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_68,False,,S_100,S_10,3.0,,none,,d_nikke_yuni_02_69,,1,think,
d_nikke_yuni_02_69,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_69,True,,S_10,1,1.0,,,,,,1,think,
d_nikke_yuni_02_70,d_nikke_yuni_02,Self,yuni,Self,Locale_NikkeEpisode:d_nikke_yuni_02_70,False,,1,1,1.0,,,,,,1,think,
d_nikke_yuni_02_71,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_71,True,,1,1,1.0,,bgm_story_orangepop,,,,1,think,
d_nikke_yuni_02_72,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_72,True,,1,1,1.0,,,,,,1,think,
d_nikke_yuni_02_73,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_73,True,,1,1,1.0,,,,,,1,think,
d_nikke_yuni_02_74,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_74,True,,1,1,1.0,,,,,,1,think,
d_nikke_yuni_02_75,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_75,True,,1,1,1.0,,,,,,1,think,
d_nikke_yuni_02_76,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_76,True,,1,1,1.0,,,,,,1,think,
d_nikke_yuni_02_77,d_nikke_yuni_02,Self,yuni,Self,Locale_NikkeEpisode:d_nikke_yuni_02_77,False,,1,1,1.0,,,,,,1,think,
d_nikke_yuni_02_78,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_78,True,,1,1,1.0,,,,,,1,think,
d_nikke_yuni_02_79,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_79,True,,1,1,1.0,,,,,,1,think,
d_nikke_yuni_02_80,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_80,True,,1,1,1.0,,,,,,1,think,
d_nikke_yuni_02_81,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_81,True,,1,1,1.0,,,,,,1,think,
d_nikke_yuni_02_82,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_82,True,,1,S_10,1.0,,,,,,1,think,
d_nikke_yuni_02_83,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_83,True,,S_10,S_10,1.0,,,,,,1,think,
d_nikke_yuni_02_84,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_84,True,,S_10,S_100,0.5,,,,,,1,think,
d_nikke_yuni_02_85,d_nikke_yuni_02,Self,yuni,Self,Locale_NikkeEpisode:d_nikke_yuni_02_85,False,,S_100,S_100,1.0,,,,,,1,think,
d_nikke_yuni_02_86,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_86,True,,S_100,S_10,1.0,,,,,,1,think,
d_nikke_yuni_02_87,d_nikke_yuni_02,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_02_87,True,,S_10,1,1.0,,,,,,1,think,
d_nikke_yuni_02_88,d_nikke_yuni_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_02_88,False,,1,1,1.0,,,,,,19,think,
d_nikke_yuni_02_89,d_nikke_yuni_02,Self,Self,Self,Locale_NikkeEpisode:d_nikke_yuni_02_89,False,,1,1,1.0,,,,,,19,think,yuni
d_nikke_yuni_02_90,d_nikke_yuni_02,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_02_90,False,,black,black,1.0,,,,,,,,
d_nikke_yuni_02_91,d_nikke_yuni_02,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_02_91,False,,black,black,1.0,,,,,,,,
