id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_filter_01,set_filter_02,play_sound,characters/0/hide_char_id,fade,set_camera_shake
d_nikke_rosanna_04_17,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_17,True,,1,idle,,170,170,1.0,,,Grey,Vignetting,,,,
d_nikke_rosanna_04_18,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_18,True,,1,idle,,170,170,1.0,,,Grey,Vignetting,,,,
d_nikke_rosanna_04_19,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_19,True,,1,idle,Restaurant,170,10,1.0,,,,,,,,
d_nikke_rosanna_04_20,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_20,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_21,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_21,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_22,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_22,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_23,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_23,True,,1,delight,,10,10,1.0,,d_nikke_rosanna_04_38,,,,,,
d_nikke_rosanna_04_24,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_24,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_25,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_25,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_26,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_26,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_27,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_27,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_28,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_28,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_29,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_29,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_30,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_30,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_31,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_31,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_32,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_32,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_33,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_33,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_34,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_34,True,,1,idle,,10,100,1.8,,,,,,,,
d_nikke_rosanna_04_35,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_35,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_rosanna_04_36,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_36,True,,1,idle,,100,10,1.0,,,,,,,,
d_nikke_rosanna_04_37,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_37,True,,1,idle,,10,10,1.0,,d_nikke_rosanna_04_38,,,,,,
d_nikke_rosanna_04_38,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_38,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_39,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_39,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_40,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_40,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_41,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_41,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_42,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_42,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_43,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_43,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_44,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_44,True,,1,idle,,10,1,1.0,,,,,,,,
d_nikke_rosanna_04_45,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_45,True,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_46,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_46,True,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_47,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_47,False,,1,idle,,1,10,1.0,,,,,,,,
d_nikke_rosanna_04_48,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_48,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_49,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_49,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_50,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_50,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_51,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_51,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_52,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_52,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_53,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_53,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_54,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_54,True,,1,good,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_55,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_55,True,,1,good,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_56,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_56,False,,1,good,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_57,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_57,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_58,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_58,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_59,d_nikke_rosanna_04,Choice,,,Locale_NikkeEpisode:d_nikke_rosanna_04_59,False,,1,idle,,10,10,1.0,,d_nikke_rosanna_04_61,,,,,,
d_nikke_rosanna_04_60,d_nikke_rosanna_04,Choice,,,Locale_NikkeEpisode:d_nikke_rosanna_04_60,False,,1,idle,,10,10,1.0,,d_nikke_rosanna_04_66,,,,,,
d_nikke_rosanna_04_61,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_61,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_62,d_nikke_rosanna_04,Choice,,,Locale_NikkeEpisode:d_nikke_rosanna_04_62,False,,1,idle,,10,10,1.0,,d_nikke_rosanna_04_64,,,,,,
d_nikke_rosanna_04_63,d_nikke_rosanna_04,Choice,,,Locale_NikkeEpisode:d_nikke_rosanna_04_63,False,,1,idle,,10,10,1.0,,d_nikke_rosanna_04_65,,,,,,
d_nikke_rosanna_04_64,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_64,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_65,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_65,True,,1,idle,,10,10,1.0,,d_nikke_rosanna_04_74,,,,,,
d_nikke_rosanna_04_66,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_66,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_67,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_67,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_68,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_68,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_69,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_69,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_70,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_70,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_71,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_71,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_72,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_72,True,,1,good,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_73,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_73,True,,1,good,,10,10,1.0,,d_nikke_rosanna_04_74,,,,,,
d_nikke_rosanna_04_74,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_74,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_75,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_75,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_76,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_76,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_77,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_77,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_78,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_78,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_79,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_79,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_80,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_80,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_81,d_nikke_rosanna_04,Choice,,,Locale_NikkeEpisode:d_nikke_rosanna_04_81,False,,1,idle,,10,10,1.0,,d_nikke_rosanna_04_83,,,,,,
d_nikke_rosanna_04_82,d_nikke_rosanna_04,Choice,,,Locale_NikkeEpisode:d_nikke_rosanna_04_82,False,,1,idle,,10,10,1.0,,d_nikke_rosanna_04_95,,,,,,
d_nikke_rosanna_04_83,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_83,False,,1,idle,,10,100,0.7,,,,,,,,
d_nikke_rosanna_04_84,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_84,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_rosanna_04_85,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_85,False,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_rosanna_04_86,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_86,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_rosanna_04_87,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_87,True,,1,idle,ShowerRoom,17,17,1.0,,,Grey,Vignetting,,,,
d_nikke_rosanna_04_88,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_88,True,,1,idle,,17,17,1.0,,,Grey,Vignetting,,,,
d_nikke_rosanna_04_89,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_89,True,,1,shy,,17,17,1.0,,,Grey,Vignetting,,,,
d_nikke_rosanna_04_90,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_90,True,,1,shy,,17,17,1.0,,,Grey,Vignetting,,,,
d_nikke_rosanna_04_91,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_91,True,,1,idle,Restaurant,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_92,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_92,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_93,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_93,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_94,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_94,True,,1,good,,10,10,1.0,,d_nikke_rosanna_04_106,,,,,,
d_nikke_rosanna_04_95,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_95,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_96,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_96,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_97,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_97,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_98,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_98,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_99,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_99,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_100,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_100,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_101,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_101,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_102,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_102,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_103,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_103,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_104,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_104,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_105,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_105,True,,1,good,,10,10,1.0,,d_nikke_rosanna_04_106,,,,,,
d_nikke_rosanna_04_106,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_106,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_107,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_107,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_108,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_108,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_109,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_109,False,,1,idle,,10,1,1.0,,,,,,,,
d_nikke_rosanna_04_110,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_110,False,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_111,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_111,True,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_112,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_112,False,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_113,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_113,True,,1,idle,,1,10,1.0,,,,,,,,
d_nikke_rosanna_04_114,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_114,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_115,d_nikke_rosanna_04,Narration,,,Locale_NikkeEpisode:d_nikke_rosanna_04_115,False,,1,idle,,10,10,1.0,,,,,sfx_scn_fillacup,,,
d_nikke_rosanna_04_116,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_116,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_117,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_117,True,,1,idle,,10,100,1.0,,,,,,,,
d_nikke_rosanna_04_118,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_118,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_rosanna_04_119,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_119,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_rosanna_04_120,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_120,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_rosanna_04_121,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_121,False,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_rosanna_04_122,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_122,True,,1,idle,,100,10,1.0,,,,,,,,
d_nikke_rosanna_04_123,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_123,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_124,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_124,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_125,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_125,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_126,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_126,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_127,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_127,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_128,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_128,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_129,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_129,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_130,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_130,True,,1,angry,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_131,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_131,True,,1,angry,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_132,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_132,True,,1,idle,,10,100,1.0,,,,,,,,
d_nikke_rosanna_04_133,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_133,False,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_rosanna_04_134,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_134,False,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_rosanna_04_135,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_135,False,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_rosanna_04_136,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_136,False,,1,good,,100,100,1.0,,,,,,,,
d_nikke_rosanna_04_137,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_137,True,,1,good,,100,1,1.0,,,,,,,,
d_nikke_rosanna_04_138,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_138,False,,1,good,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_139,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_139,True,,1,good,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_140,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_140,False,,1,good,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_141,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_141,True,,1,good,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_142,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_142,True,,1,good,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_143,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_143,False,,1,good,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_144,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_144,True,,1,idle,,1,10,1.0,,,,,,,,
