id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,fade,play_sound,set_camera_shake,set_filter_01
d_nikke_harran_02_39,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_39,False,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_40,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_40,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_41,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_41,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_42,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_42,True,,10,100,0.5,,harran,,1,rage,,,,,,
d_nikke_harran_02_43,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_43,True,,100,10,2.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_44,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_44,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_45,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_45,True,,10,1,2.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_46,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_46,False,,1,1,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_47,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_47,True,,1,1,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_48,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_48,True,,1,1,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_49,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_49,False,,1,1,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_50,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_50,True,,1,10,2.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_51,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_51,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_52,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_52,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_53,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_53,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_54,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_54,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_55,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_55,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_56,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_56,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_57,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_57,True,,10,100,2.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_58,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_58,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_59,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_59,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_60,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_60,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_61,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_61,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_62,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_62,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_63,d_nikke_harran_02,Narration,harran,Locale_NikkeEpisode:d_nikke_harran_02_63,False,,100,harran_crow_02,1.0,,,,1,idle,,,,sfx_scn_crow2,,
d_nikke_harran_02_64,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_64,False,,harran_crow_02,6001,1.0,,,,1,idle,,harran,,,,
d_nikke_harran_02_65,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_65,True,,black,black,1.0,,harran,,,,,,,,,
d_nikke_harran_02_66,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_66,False,,black,black,1.0,,,,,,,,,,,
d_nikke_harran_02_67,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_67,False,,10,100,2.0,,,,,,,,,,,
d_nikke_harran_02_68,d_nikke_harran_02,Narration,harran,Locale_NikkeEpisode:d_nikke_harran_02_68,False,,100,100,1.0,,,,,,,,,,,
d_nikke_harran_02_69,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_69,False,,100,100,1.0,,,,,,,,,,,
d_nikke_harran_02_70,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_70,False,,100,100,1.0,,,,,,,,,,,
d_nikke_harran_02_71,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_71,False,,black,black,1.0,,,,,,,,,,,
d_nikke_harran_02_72,d_nikke_harran_02,Narration,harran,Locale_NikkeEpisode:d_nikke_harran_02_72,False,Desert_05_n,7,1,3.0,,,,,,,,black,,,
d_nikke_harran_02_73,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_73,False,,1,100,2.0,,,,,,,,,,,
d_nikke_harran_02_74,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_74,True,,100,100,1.0,,harran,harran,1,idle,,,,,,
d_nikke_harran_02_75,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_75,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_76,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_76,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_77,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_77,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_78,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_78,False,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_79,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_79,True,,100,10,2.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_80,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_80,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_81,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_81,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_82,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_82,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_83,d_nikke_harran_02,Narration,harran,Locale_NikkeEpisode:d_nikke_harran_02_83,False,,10,10,1.0,,,,1,idle,,,,sfx_scn_hungry,Low_2,
d_nikke_harran_02_84,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_84,False,,10,100,0.5,,harran,,1,rage,,,,,,
d_nikke_harran_02_85,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_85,False,,100,100,1.0,,,,1,rage,,,,,,
d_nikke_harran_02_86,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_86,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_87,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_87,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_88,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_88,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_89,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_89,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_90,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_90,False,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_91,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_91,True,,100,10,1.0,,harran,,1,rage,,,,,,
d_nikke_harran_02_92,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_92,True,,10,10,1.0,,harran,,1,rage,,,,,,
d_nikke_harran_02_93,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_93,False,,10,10,1.0,,,,1,rage,,,,,,
d_nikke_harran_02_94,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_94,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_95,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_95,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_96,d_nikke_harran_02,Narration,harran,Locale_NikkeEpisode:d_nikke_harran_02_96,False,,black,black,1.0,none,,,1,idle,,harran,black,,,
d_nikke_harran_02_97,d_nikke_harran_02,Narration,harran,Locale_NikkeEpisode:d_nikke_harran_02_97,False,,170,10,2.0,bgm_story_herecomestrouble,,,,,,,,sfx_scn_soup,,
d_nikke_harran_02_98,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_98,False,,10,10,1.0,,,,,,,,,,,
d_nikke_harran_02_99,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_99,True,,10,100,2.0,,harran,harran,1,idle,,,,,,
d_nikke_harran_02_100,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_100,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_101,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_101,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_102,d_nikke_harran_02,Narration,harran,Locale_NikkeEpisode:d_nikke_harran_02_102,False,,black,black,1.0,,,,1,idle,,,,sfx_scn_cakethrow,,
d_nikke_harran_02_103,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_103,False,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_104,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_104,False,,100,100,1.0,,,,1,idle,,,,,Low_2,
d_nikke_harran_02_105,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_105,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_106,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_106,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_107,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_107,False,,100,10,2.0,,,,1,idle,,,,,,
d_nikke_harran_02_108,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_108,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_109,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_109,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_110,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_110,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_111,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_111,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_112,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_112,True,,10,10,1.0,,harran,,1,rage,,,,,,
d_nikke_harran_02_113,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_113,True,,10,10,1.0,,harran,,1,rage,,,,,,
d_nikke_harran_02_114,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_114,False,,10,10,1.0,,,,1,rage,,,,,,
d_nikke_harran_02_115,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_115,True,,10,10,1.0,,harran,,1,special,,,,,,
d_nikke_harran_02_116,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_116,False,,10,100,2.0,,,,1,idle,,,,,,
d_nikke_harran_02_117,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_117,False,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_118,d_nikke_harran_02,Choice,harran,Locale_NikkeEpisode:d_nikke_harran_02_118,False,,100,100,1.0,,,,1,idle,d_nikke_harran_02_120,,,,,
d_nikke_harran_02_119,d_nikke_harran_02,Choice,harran,Locale_NikkeEpisode:d_nikke_harran_02_119,False,,100,100,1.0,,,,1,idle,d_nikke_harran_02_124,,,,,
d_nikke_harran_02_120,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_120,False,,100,10,0.5,,,,1,idle,,,,,Low_2,Blur_High
d_nikke_harran_02_121,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_121,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_122,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_122,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_123,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_123,False,,10,10,1.0,,,,1,idle,d_nikke_harran_02_128,,,,,
d_nikke_harran_02_124,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_124,False,,100,10,0.5,,,,1,idle,,,,,Low_2,Blur_High
d_nikke_harran_02_125,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_125,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_126,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_126,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_127,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_127,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_128,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_128,False,,10,100,2.0,,,,1,idle,,,,,,
d_nikke_harran_02_129,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_129,False,,100,10,0.5,,,,1,idle,,,,,Low_2,Blur_High
d_nikke_harran_02_130,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_130,False,,black,black,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_131,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_131,False,,black,black,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_132,d_nikke_harran_02,Monologue,harran,Locale_NikkeEpisode:d_nikke_harran_02_132,False,,black,black,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_133,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_133,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_134,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_134,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_135,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_135,True,,10,100,2.0,,harran,,1,special,,,,,,
d_nikke_harran_02_136,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_136,True,,100,100,1.0,,harran,,1,special,,,,,,
d_nikke_harran_02_137,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_137,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_138,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_138,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_139,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_139,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_140,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_140,False,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_141,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_141,True,,100,100,1.0,,harran,,1,rage,,,,,,
d_nikke_harran_02_142,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_142,False,,100,100,1.0,,,,1,rage,,,,,,
d_nikke_harran_02_143,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_143,True,,100,100,1.0,,harran,,1,rage,,,,,,
d_nikke_harran_02_144,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_144,False,,100,100,1.0,,,,1,rage,,,,,,
d_nikke_harran_02_145,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_145,True,,100,10,2.0,,harran,,1,shy,,,,,,
d_nikke_harran_02_146,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_146,False,,10,10,1.0,none,,,1,shy,,,,,,
d_nikke_harran_02_147,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_147,True,,10,10,1.0,bgm_recognition,harran,,1,idle,,,,,,
d_nikke_harran_02_148,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_148,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_149,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_149,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_150,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_150,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_151,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_151,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_152,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_152,True,,10,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_153,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_153,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_154,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_154,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_155,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_155,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_156,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_156,True,,100,100,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_157,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_157,False,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_158,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_158,True,,100,10,2.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_159,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_159,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_160,d_nikke_harran_02,Self,harran,Locale_NikkeEpisode:d_nikke_harran_02_160,False,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_harran_02_161,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_161,True,,10,10,1.0,,harran,,1,idle,,,,,,
d_nikke_harran_02_162,d_nikke_harran_02,Speech,harran,Locale_NikkeEpisode:d_nikke_harran_02_162,True,,10,10,1.0,,harran,,1,idle,,,,,,
