id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,characters/0/hide_char_id
d_nikke_quency_escapequeen_01_12,d_nikke_quency_escapequeen_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_12,False,,17,angry,,13,angry,,15,surprise,,16,16,1.0,,,,,,,,,,,
d_nikke_quency_escapequeen_01_13,d_nikke_quency_escapequeen_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_13,True,,17,angry,,13,angry,,15,surprise,,16,14,1.0,,,,,,,,,,,
d_nikke_quency_escapequeen_01_14,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_14,True,,17,angry,,13,angry,,15,surprise,,14,14,1.0,,,,,,,,,,,
d_nikke_quency_escapequeen_01_15,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_15,True,,17,angry,,13,angry,,15,surprise,,14,14,1.0,,,,,,,,,,,
d_nikke_quency_escapequeen_01_16,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_16,True,,17,angry,,13,angry,,15,surprise,,14,14,1.0,,,,,,,,,,,
d_nikke_quency_escapequeen_01_17,d_nikke_quency_escapequeen_01,Self,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_17,False,,17,angry,,13,angry,,15,surprise,,14,14,1.0,,,,,,,,,,,
d_nikke_quency_escapequeen_01_18,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_18,True,,17,worry,,13,angry,,15,idle,,1,10,1.0,,,quency,1,delight,,,,,,
d_nikke_quency_escapequeen_01_19,d_nikke_quency_escapequeen_01,Monologue,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_19,False,,17,worry,,13,angry,,15,idle,,10,10,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_20,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_20,True,,17,worry,,13,no,,15,idle,,10,14,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_21,d_nikke_quency_escapequeen_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_21,True,,17,worry,,13,no,,15,idle,,14,14,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_22,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_22,False,,17,worry,,13,no,,15,idle,,14,16,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_23,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_23,True,,17,worry,,13,no,,15,idle,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_24,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_24,True,,17,worry,,13,no,,15,idle,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_25,d_nikke_quency_escapequeen_01,Self,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_25,False,,17,worry,,13,no,,15,idle,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_26,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_26,True,,17,worry,,13,no,,15,idle,,10,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_27,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_27,True,,17,worry,,13,no,,15,idle,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_28,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_28,True,,17,worry,,13,no,,15,idle,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_29,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_29,True,,17,worry,,13,worry,,15,idle,,100,14,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_30,d_nikke_quency_escapequeen_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_30,True,,17,worry,,13,worry,,15,idle,,14,14,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_31,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_31,True,,17,idle,,13,worry,,15,idle,,14,16,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_32,d_nikke_quency_escapequeen_01,Speech,rapi,announcer,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_32,False,,17,idle,,13,worry,,15,idle,,16,6,1.3,none,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_33,d_nikke_quency_escapequeen_01,Speech,rapi,announcer,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_33,False,,17,idle,,13,worry,,15,idle,,6,6,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_34,d_nikke_quency_escapequeen_01,Speech,rapi,announcer,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_34,False,,17,idle,,13,worry,,15,idle,,6,6,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_35,d_nikke_quency_escapequeen_01,Speech,rapi,announcer,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_35,False,,17,idle,,13,worry,,15,idle,,6,6,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_36,d_nikke_quency_escapequeen_01,Narration,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_36,False,,17,idle,,13,worry,,15,idle,,6,6,1.0,bgm_story_crawlinganxiety,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_37,d_nikke_quency_escapequeen_01,Narration,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_37,False,,17,idle,,13,worry,,15,idle,,6,6,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_38,d_nikke_quency_escapequeen_01,Narration,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_38,False,,17,idle,,13,worry,,15,idle,,6,6,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_39,d_nikke_quency_escapequeen_01,Speech,rapi,announcer,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_39,False,,17,idle,,13,worry,,15,idle,,6,6,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_40,d_nikke_quency_escapequeen_01,Narration,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_40,False,,17,idle,,13,worry,,15,idle,,6,6,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_41,d_nikke_quency_escapequeen_01,Narration,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_41,False,,17,idle,,13,worry,,15,idle,,6,6,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_42,d_nikke_quency_escapequeen_01,Narration,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_42,False,,17,idle,,13,worry,,15,idle,,6,6,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_43,d_nikke_quency_escapequeen_01,Narration,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_43,False,,17,idle,,13,worry,,15,idle,,6,6,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_44,d_nikke_quency_escapequeen_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_44,False,,17,think,,13,pain,,15,no,,130,130,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_45,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_45,False,,17,think,,13,pain,,15,no,,S_150,S_150,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_46,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_46,False,,17,think,,13,pain,,15,no,,170,170,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_47,d_nikke_quency_escapequeen_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_47,False,,17,think,,13,pain,,15,no,,170,170,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_48,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_48,True,,17,think,,13,pain,,15,no,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_49,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_49,True,,17,think,,13,pain,,15,no,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_50,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_50,True,,17,think,,13,pain,,15,no,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_51,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_51,True,,17,think,,13,pain,,15,no,,10,14,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_52,d_nikke_quency_escapequeen_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_52,True,,17,think,,13,pain,,15,no,,14,14,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_53,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_53,True,,17,think,,13,pain,,15,no,,14,16,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_54,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_54,True,,17,think,,13,pain,,15,no,,16,16,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_55,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_55,True,,17,think,,13,pain,,15,no,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_56,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_56,True,,17,think,,13,sad,,15,worry,,10,14,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_57,d_nikke_quency_escapequeen_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_57,True,,17,think,,13,sad,,15,worry,,14,14,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_58,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_58,False,,17,think,,13,sad,,15,worry,,14,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_59,d_nikke_quency_escapequeen_01,Monologue,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_59,False,,17,think,,13,sad,,15,worry,,10,10,1.0,none,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_60,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_60,False,,17,think,,13,sad,,15,worry,,10,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_61,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_61,True,,17,think,,13,sad,,15,worry,,100,100,1.0,bgm_story_breakaway,,,1,surprise,Low_2,,,,,
d_nikke_quency_escapequeen_01_62,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_62,True,,17,think,,13,sad,,15,worry,,100,100,1.0,,,,1,surprise,,,,,,
d_nikke_quency_escapequeen_01_63,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_63,True,,17,think,,13,no,,15,worry,,100,14,1.0,,,,1,surprise,,,,,,
d_nikke_quency_escapequeen_01_64,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_64,True,,17,think,,13,no,,15,worry,,14,14,1.0,,,,1,surprise,,,,,,
d_nikke_quency_escapequeen_01_65,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_65,True,,17,think,,13,no,,15,worry,,14,14,1.0,,,,1,surprise,,,,,,
d_nikke_quency_escapequeen_01_66,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_66,True,,17,think,,13,no,,15,worry,,14,14,1.0,,,,1,surprise,,,,,,
d_nikke_quency_escapequeen_01_67,d_nikke_quency_escapequeen_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_67,True,,17,think,,13,no,,15,worry,,14,14,1.0,,,,1,surprise,,,,,,
d_nikke_quency_escapequeen_01_68,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_68,True,,17,think,,13,no,,15,worry,,14,10,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_69,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_69,True,,17,think,,13,no,,15,worry,,10,10,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_70,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_70,True,,17,think,,13,no,,15,worry,,S_150,S_150,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_71,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_71,True,,17,think,,13,no,,15,worry,,10,10,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_72,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_72,True,,17,think,,13,no,,15,worry,,10,10,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_73,d_nikke_quency_escapequeen_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_73,True,,17,think,,13,angry,,15,worry,,10,12,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_74,d_nikke_quency_escapequeen_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_74,True,,17,think,,13,angry,,15,worry,,12,12,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_75,d_nikke_quency_escapequeen_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_75,True,,17,think,,13,angry,,15,worry,,12,12,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_76,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_76,True,,17,think,,13,angry,,15,worry,,12,12,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_77,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_77,True,,17,think,,13,angry,,15,worry,,12,12,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_78,d_nikke_quency_escapequeen_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_78,True,,17,think,,13,angry,,15,worry,,12,14,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_79,d_nikke_quency_escapequeen_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_79,True,,17,think,,13,sad,,15,worry,,14,14,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_80,d_nikke_quency_escapequeen_01,Self,anis,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_80,False,,17,think,,13,sad,,15,worry,,14,14,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_81,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_81,True,,17,think,,13,sad,,15,worry,,14,10,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_82,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_82,False,,17,think,,13,sad,,15,worry,,10,10,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_83,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_83,True,,17,think,,13,sad,,15,worry,,10,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_84,d_nikke_quency_escapequeen_01,Self,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_84,False,,17,think,,13,sad,,15,worry,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_85,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_85,True,,17,think,,13,sad,,15,worry,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_86,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_86,True,,17,think,,13,sad,,15,worry,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_87,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_87,True,,17,think,,13,sad,,15,worry,,100,100,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_88,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_88,True,,17,think,,13,sad,,15,worry,,100,100,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_89,d_nikke_quency_escapequeen_01,Self,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_89,False,,17,think,,13,sad,,15,worry,,100,100,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_90,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_90,True,,17,think,,13,sad,,15,worry,,100,100,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_91,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_91,True,,17,think,,13,sad,,15,worry,,100,100,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_92,d_nikke_quency_escapequeen_01,Monologue,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_92,False,,17,think,,13,sad,,15,worry,,100,100,1.0,,,,1,sad,,,,,,
d_nikke_quency_escapequeen_01_93,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_93,True,,17,think,,13,sad,,15,worry,,100,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_94,d_nikke_quency_escapequeen_01,Self,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_94,False,,17,think,,13,sad,,15,worry,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_95,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_95,True,,17,think,,13,sad,,15,worry,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_96,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_96,True,,17,think,,13,sad,,15,worry,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_97,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_97,True,,17,idle,,13,sad,,15,worry,,170,170,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_98,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_98,True,,17,idle,,13,sad,,15,worry,,170,170,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_99,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_99,True,,17,idle,,13,sad,,15,worry,,10,10,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_100,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_100,True,,17,idle,,13,sad,,15,worry,,10,10,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_101,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_101,True,,17,idle,,13,sad,,15,worry,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_102,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_102,True,,17,idle,,13,sad,,15,worry,,170,170,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_103,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_103,True,,17,idle,,13,sad,,15,worry,,170,170,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_104,d_nikke_quency_escapequeen_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_104,False,,17,idle,,13,sad,,15,worry,,170,170,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_105,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_105,True,,17,worry,,13,sad,,15,worry,,170,170,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_106,d_nikke_quency_escapequeen_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_106,False,,17,worry,,13,sad,,15,worry,,170,170,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_107,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_107,True,,17,worry,,13,sad,,15,worry,,10,10,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_108,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_108,True,,17,think,,13,sad,,15,worry,,170,170,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_109,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_109,True,,17,worry,,13,sad,,15,worry,,170,170,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_110,d_nikke_quency_escapequeen_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_110,True,,17,worry,,13,sad,,15,worry,,170,170,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_111,d_nikke_quency_escapequeen_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_111,False,,17,worry,,13,sad,,15,worry,,170,170,1.0,,,,1,delight,,,,,,
