id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,conversation_id,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_nikke_marian_p_04_18,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_18,True,,13,L_130,2.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_19,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_19,True,,L_130,L_130,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_20,d_nikke_marian_p_04,Self,ingrid,,Locale_NikkeEpisode:d_nikke_marian_p_04_20,False,,L_130,L_130,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_21,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_21,True,,L_130,L_130,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_22,d_nikke_marian_p_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_04_22,False,,L_130,L_130,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_23,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_23,True,,L_130,L_130,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,angry,,,,,,,,,
d_nikke_marian_p_04_24,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_24,True,,L_130,L_130,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,angry,,,,,,,,,
d_nikke_marian_p_04_25,d_nikke_marian_p_04,Choice,ingrid,,Locale_NikkeEpisode:d_nikke_marian_p_04_25,False,,L_130,L_130,1.0,,d_nikke_marian_p_04_27,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_26,d_nikke_marian_p_04,Choice,ingrid,,Locale_NikkeEpisode:d_nikke_marian_p_04_26,False,,L_130,L_130,1.0,,d_nikke_marian_p_04_27,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_27,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_27,False,,L_130,L_130,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_28,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_28,True,,L_130,L_1300,2.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_29,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_29,True,,L_1300,L_1300,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,angry,,,,,,,,,
d_nikke_marian_p_04_30,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_30,True,,L_1300,L_1300,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,angry,,,,,,,,,
d_nikke_marian_p_04_31,d_nikke_marian_p_04,Self,ingrid,,Locale_NikkeEpisode:d_nikke_marian_p_04_31,False,,L_1300,L_1300,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,angry,,,,,,,,,
d_nikke_marian_p_04_32,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_32,False,,L_1300,L_1300,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_33,d_nikke_marian_p_04,Self,ingrid,,Locale_NikkeEpisode:d_nikke_marian_p_04_33,False,,L_1300,L_1300,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_34,d_nikke_marian_p_04,Self,ingrid,,Locale_NikkeEpisode:d_nikke_marian_p_04_34,False,,L_1300,L_1300,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_35,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_35,False,,L_1300,13,2.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_36,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_36,True,,13,13,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,,,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_37,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_37,True,,13,1,1.0,none,,,,,,7,idle,,,5,void,,,3,idle,,modenia,1,surprise,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_38,d_nikke_marian_p_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_04_38,True,,5,5,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,surprise,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_39,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_39,True,,1,1,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,angry,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_40,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_40,True,,1,10,2.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,delight,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_41,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_41,True,,10,10,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,surprise,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_42,d_nikke_marian_p_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_04_42,False,,S_70,S_70,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,surprise,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_43,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_43,True,,10,10,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_44,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_44,True,,10,10,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_45,d_nikke_marian_p_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_04_45,True,,10,31,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_46,d_nikke_marian_p_04,Self,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_04_46,False,,31,31,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_47,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_47,False,,31,1,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_48,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_48,True,,1,1,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,angry,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_49,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_49,True,,1,1,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,angry,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_50,d_nikke_marian_p_04,Self,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_04_50,False,,1,1,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,angry,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_51,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_51,False,,1,1,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,pain,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_52,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_52,True,,1,1,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,pain,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_53,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_53,True,,1,10,2.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,pain,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_54,d_nikke_marian_p_04,Self,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_04_54,False,,10,10,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,pain,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_55,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_55,False,,10,10,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,pain,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_56,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_56,True,,10,100,2.0,bgm_story_sunshinesorrow,,,,,,7,idle,,,5,void,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_57,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_57,True,,100,100,1.0,,,,,,,7,idle,,,5,void,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_58,d_nikke_marian_p_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_04_58,True,,50,50,1.0,,,,,,,7,idle,,,5,angry,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_59,d_nikke_marian_p_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_04_59,True,,S_70,S_70,1.0,,,,,,,7,surprise,,,5,angry,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_60,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_60,True,,10,10,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_61,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_61,True,,10,10,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,cry,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_62,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_62,True,,10,10,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,cry,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_63,d_nikke_marian_p_04,Self,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_04_63,False,,10,10,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,cry,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_64,d_nikke_marian_p_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_04_64,True,,30,30,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,cry,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_65,d_nikke_marian_p_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_04_65,True,,50,50,1.0,,,,,,,7,surprise,,,5,delight,,,3,idle,,,1,cry,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_66,d_nikke_marian_p_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_04_66,True,,S_70,S_70,1.0,,,,,,,7,surprise,,,5,delight,,,3,idle,,,1,cry,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_67,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_67,True,,10,10,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_68,d_nikke_marian_p_04,Self,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_04_68,False,,10,10,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_69,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_69,True,,10,10,1.0,none,,,,,,7,surprise,,,5,void,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_70,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_70,True,,L_130,L_130,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_71,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_71,True,,10,10,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_72,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_72,False,,10,113,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_73,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_73,True,,113,113,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_74,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_74,False,,113,113,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_75,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_75,True,,113,113,1.0,,,,,,,7,surprise,,,5,void,,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
d_nikke_marian_p_04_76,d_nikke_marian_p_04,Narration,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_04_76,False,CommanderRoom,1,1,1.0,,,black,,,,7,surprise,neon,,5,void,anis,,3,idle,rapi,,1,sad,modenia,,13,idle,ingrid,,,,,,,,
d_nikke_marian_p_04_77,d_nikke_marian_p_04,Narration,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_04_77,False,,1,1,1.0,,,,m_nikke_marian_p_04,sfx_scn_phonevibration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_marian_p_04_78,d_nikke_marian_p_04,Monologue,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_04_78,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_marian_p_04_79,d_nikke_marian_p_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_marian_p_04_79,True,Laboratory,1315,1315,1.0,bgm_inark,,black,,,,,,,,,,,,,,,,,,,ingrid,13,idle,,mana,15,idle,,ether,17,idle,
d_nikke_marian_p_04_80,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_80,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_81,d_nikke_marian_p_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_marian_p_04_81,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_82,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_82,True,,1315,1517,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_83,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_83,True,,L_130,L_130,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_84,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_84,True,,XS_170,XS_170,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,delight,
d_nikke_marian_p_04_85,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_85,False,,XS_170,XS_170,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,delight,
d_nikke_marian_p_04_86,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_86,True,,XS_170,XS_170,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,delight,
d_nikke_marian_p_04_87,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_87,True,,XS_170,XS_1700,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,sad,
d_nikke_marian_p_04_88,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_88,True,,L_130,L_130,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,sad,
d_nikke_marian_p_04_89,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_89,False,,XS_170,XS_170,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_90,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_90,True,,XS_170,XS_170,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_91,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_91,True,,L_130,L_130,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_92,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_92,True,,XS_170,XS_170,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_93,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_93,True,,XS_170,1517,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_94,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_94,True,,1517,1517,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_95,d_nikke_marian_p_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_marian_p_04_95,True,,1517,1517,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_96,d_nikke_marian_p_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_marian_p_04_96,True,,1517,1517,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_97,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_97,True,,1517,1517,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_98,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_98,True,,1517,1517,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_99,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_99,True,,1517,1517,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_100,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_100,True,,1517,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,13,think,,,15,idle,,,17,idle,
d_nikke_marian_p_04_101,d_nikke_marian_p_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_marian_p_04_101,True,,1315,15,1.0,,,,,,,,,,,,,,,,,,,,,,,13,think,,,15,idle,,,17,idle,
d_nikke_marian_p_04_102,d_nikke_marian_p_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_marian_p_04_102,True,,15,150,2.0,,,,,,,,,,,,,,,,,,,,,,,13,think,,,15,idle,,,17,idle,
d_nikke_marian_p_04_103,d_nikke_marian_p_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_marian_p_04_103,True,,150,1500,2.0,,,,,,,,,,,,,,,,,,,,,,,13,think,,,15,idle,,,17,idle,
d_nikke_marian_p_04_104,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_104,True,,XS_1700,XS_1700,1.0,,,,,,,,,,,,,,,,,,,,,,,13,think,,,15,idle,,,17,delight,
