id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/1/hide_char_id
d_nikke_elegg_05_21,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_21,True,,1,idle,,13,idle,,130,130,1.0,,,,,
d_nikke_elegg_05_22,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_22,True,,1,idle,,13,idle,,130,130,1.0,,,,,
d_nikke_elegg_05_23,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_23,True,,1,idle,,13,idle,,130,12,1.0,,,,,
d_nikke_elegg_05_24,d_nikke_elegg_05,Narration,,,Locale_NikkeEpisode:d_nikke_elegg_05_24,False,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_keyboard,,,
d_nikke_elegg_05_25,d_nikke_elegg_05,Narration,,,Locale_NikkeEpisode:d_nikke_elegg_05_25,False,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_keyboard,,,
d_nikke_elegg_05_26,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_26,True,,1,idle,,13,shy,,12,130,0.7,,,,,
d_nikke_elegg_05_27,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_27,True,,1,idle,,13,shy,,130,130,1.0,,,,,
d_nikke_elegg_05_28,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_28,True,,1,think,,13,shy,,130,S_10,1.0,,,,,
d_nikke_elegg_05_29,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_29,False,,1,think,,13,idle,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_30,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_30,False,,1,think,,13,idle,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_31,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_31,False,,1,think,,13,idle,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_32,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_32,True,,1,think,,13,idle,,S_10,130,1.0,,,,,
d_nikke_elegg_05_33,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_33,True,,1,think,,13,sad,,130,130,1.0,,,,,
d_nikke_elegg_05_34,d_nikke_elegg_05,Narration,,,Locale_NikkeEpisode:d_nikke_elegg_05_34,False,,1,think,,13,sad,,130,S_10,1.0,,sfx_scn_keyboard,,,
d_nikke_elegg_05_35,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_35,True,,1,think,,13,idle,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_36,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_36,True,,1,think,,13,idle,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_37,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_37,True,,1,think,,13,idle,,S_10,S_100,1.0,,,,,
d_nikke_elegg_05_38,d_nikke_elegg_05,Narration,,,Locale_NikkeEpisode:d_nikke_elegg_05_38,False,,1,think,,13,idle,,S_100,S_100,1.0,,sfx_scn_keyboard,,,
d_nikke_elegg_05_39,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_39,False,,1,think,,13,idle,,black,black,1.0,,,,,
d_nikke_elegg_05_40,d_nikke_elegg_05,Narration,,,Locale_NikkeEpisode:d_nikke_elegg_05_40,False,,1,think,,13,idle,,black,black,1.0,,sfx_scn_keyboard,,,
d_nikke_elegg_05_41,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_41,True,,1,think,,13,shy,,130,130,1.0,,,,,
d_nikke_elegg_05_42,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_42,True,,1,think,,13,sad,,130,130,1.0,,,,,
d_nikke_elegg_05_43,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_43,True,,1,delight,,13,idle,,130,12,1.0,,,,,
d_nikke_elegg_05_44,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_44,True,,1,delight,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_45,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_45,True,,1,idle,,13,idle,,12,130,1.0,,,,,
d_nikke_elegg_05_46,d_nikke_elegg_05,Self,,,Locale_NikkeEpisode:d_nikke_elegg_05_46,False,,1,idle,,13,idle,,130,130,1.0,,,,,
d_nikke_elegg_05_47,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_47,True,,1,delight,,13,shy,,130,130,1.0,,,,,
d_nikke_elegg_05_48,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_48,True,,1,delight,,13,shy,,130,130,1.0,,,,,
d_nikke_elegg_05_49,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_49,True,,1,delight,,13,idle,,130,12,1.0,,,,,
d_nikke_elegg_05_50,d_nikke_elegg_05,Narration,,,Locale_NikkeEpisode:d_nikke_elegg_05_50,False,,1,think,,13,idle,,12,12,1.0,,sfx_scn_keyboard,Low_2,,
d_nikke_elegg_05_51,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_51,False,,1,think,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_52,d_nikke_elegg_05,Narration,,,Locale_NikkeEpisode:d_nikke_elegg_05_52,False,,1,think,,13,idle,,12,12,1.0,,sfx_scn_keyboard,,,
d_nikke_elegg_05_53,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_53,False,,1,think,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_54,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_54,False,,1,think,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_55,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_55,False,,1,think,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_56,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_56,False,,1,think,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_57,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_57,False,,1,think,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_58,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_58,True,,1,think,,13,delight,,12,130,1.0,,,,,
d_nikke_elegg_05_59,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_59,True,,1,think,,13,idle,,130,130,1.0,,,,,
d_nikke_elegg_05_60,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_60,True,,1,think,,13,idle,,130,130,1.0,,,,,
d_nikke_elegg_05_61,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_61,True,,1,think,,13,idle,,130,S_10,1.0,,,,,
d_nikke_elegg_05_62,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_62,True,,1,think,,13,idle,,S_10,130,1.0,,,,,
d_nikke_elegg_05_63,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_63,True,,1,think,,13,idle,,130,130,1.0,,,,,
d_nikke_elegg_05_64,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_64,True,,1,think,,13,idle,,130,130,1.0,,,,,
d_nikke_elegg_05_65,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_65,True,,1,think,,13,idle,,130,1300,0.7,,,,,
d_nikke_elegg_05_66,d_nikke_elegg_05,Narration,,,Locale_NikkeEpisode:d_nikke_elegg_05_66,False,,1,think,,13,idle,,black,black,1.0,,,,,
d_nikke_elegg_05_67,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_67,True,,1,think,,13,shy,,black,black,1.0,,,,,
d_nikke_elegg_05_68,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_68,True,,1,think,,13,shy,,black,black,1.0,,,,,
d_nikke_elegg_05_69,d_nikke_elegg_05,Narration,,,Locale_NikkeEpisode:d_nikke_elegg_05_69,False,,1,think,,13,idle,,black,black,1.0,,,,,
d_nikke_elegg_05_70,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_70,True,,1,delight,,13,idle,,S_10,S_10,1.0,bgm_story_herecomestrouble,,,white,
d_nikke_elegg_05_71,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_71,True,,1,delight,,13,idle,,S_10,12,1.0,,,,,
d_nikke_elegg_05_72,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_72,False,,1,delight,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_73,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_73,False,,1,delight,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_74,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_74,True,,1,idle,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_75,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_75,True,,1,idle,,13,angry,,12,12,1.0,,,,,
d_nikke_elegg_05_76,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_76,True,,1,idle,,13,angry,,12,12,1.0,,,,,
d_nikke_elegg_05_77,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_77,True,,1,idle,,13,sad,,12,12,1.0,,,,,
d_nikke_elegg_05_78,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_78,True,,1,idle,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_79,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_79,True,,1,idle,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_80,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_80,True,,1,idle,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_81,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_81,True,,1,idle,,13,shy,,12,12,1.0,,,,,
d_nikke_elegg_05_82,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_82,True,,1,idle,,13,shy,,12,12,1.0,,,,,
d_nikke_elegg_05_83,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_83,True,,1,delight,,13,idle,,12,S_10,1.0,,,,,
d_nikke_elegg_05_84,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_84,True,,1,delight,,13,idle,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_85,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_85,True,,1,delight,,13,idle,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_86,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_86,True,,1,delight,,13,idle,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_87,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_87,True,,1,delight,,13,idle,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_88,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_88,True,,1,idle,,13,sad,,S_10,12,1.0,,,,,
d_nikke_elegg_05_89,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_89,True,,1,idle,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_90,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_90,True,,1,idle,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_91,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_91,True,,1,idle,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_92,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_92,True,,1,idle,,13,sad,,12,12,1.0,,,,,
d_nikke_elegg_05_93,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_93,True,,1,idle,,13,sad,,12,12,1.0,,,,,
d_nikke_elegg_05_94,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_94,True,,1,idle,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_95,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_95,True,,1,idle,,13,idle,,12,12,1.0,,,,,
d_nikke_elegg_05_96,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_96,True,,1,idle,,13,delight,,12,130,1.0,,,,,
d_nikke_elegg_05_97,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_97,True,,1,idle,,13,idle,,130,130,1.0,,,,,
d_nikke_elegg_05_98,d_nikke_elegg_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_elegg_05_98,True,,1,idle,,13,idle,,130,130,1.0,,,,,
d_nikke_elegg_05_99,d_nikke_elegg_05,Self,,,Locale_NikkeEpisode:d_nikke_elegg_05_99,False,,1,idle,,13,idle,,130,130,1.0,,,,,
d_nikke_elegg_05_100,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_100,True,,1,idle,,13,idle,,130,S_10,1.0,,,,,
d_nikke_elegg_05_101,d_nikke_elegg_05,Self,,,Locale_NikkeEpisode:d_nikke_elegg_05_101,False,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_102,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_102,False,,1,idle,,13,idle,,black,black,1.0,none,,,,
d_nikke_elegg_05_103,d_nikke_elegg_05,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_05_103,False,,1,idle,,13,idle,OutpostOut,black,black,1.0,,,,,maxwell
d_nikke_elegg_05_104,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_104,True,,1,delight,,,,,S_10,S_10,1.0,bgm_story_orangepop,,,black,
d_nikke_elegg_05_105,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_105,True,,1,delight,,,,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_106,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_106,True,,1,idle,,,,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_107,d_nikke_elegg_05,Self,,,Locale_NikkeEpisode:d_nikke_elegg_05_107,False,,1,idle,,,,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_108,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_108,True,,1,idle,,,,,S_10,S_100,1.0,,,,,
d_nikke_elegg_05_109,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_109,True,,1,idle,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_110,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_110,True,,1,idle,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_111,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_111,True,,1,idle,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_112,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_112,True,,1,idle,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_113,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_113,True,,1,delight,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_114,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_114,True,,1,delight,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_115,d_nikke_elegg_05,Self,,,Locale_NikkeEpisode:d_nikke_elegg_05_115,False,,1,delight,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_116,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_116,True,,1,delight,,,,,S_100,S_10,1.0,,,,,
d_nikke_elegg_05_117,d_nikke_elegg_05,Self,,,Locale_NikkeEpisode:d_nikke_elegg_05_117,False,,1,delight,,,,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_118,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_118,True,,1,delight,,,,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_119,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_119,True,,1,idle,,,,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_120,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_120,True,,1,idle,,,,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_121,d_nikke_elegg_05,Self,,,Locale_NikkeEpisode:d_nikke_elegg_05_121,False,,1,idle,,,,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_122,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_122,True,,1,idle,,,,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_123,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_123,True,,1,idle,,,,,S_10,S_10,1.0,,,,,
d_nikke_elegg_05_124,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_124,True,,1,delight,,,,,S_10,S_100,1.0,,,,,
d_nikke_elegg_05_125,d_nikke_elegg_05,Self,,,Locale_NikkeEpisode:d_nikke_elegg_05_125,False,,1,idle,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_126,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_126,True,,1,idle,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_127,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_127,True,,1,idle,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_128,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_128,True,,1,idle,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_129,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_129,True,,1,delight,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_130,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_130,True,,1,delight,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_131,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_131,True,,1,delight,,,,,S_100,S_100,1.0,,,,,
d_nikke_elegg_05_132,d_nikke_elegg_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_05_132,True,,1,delight,,,,,S_100,S_100,1.0,,,,,
