id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_anne_miraclefairy_02_40,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_40,True,,XS_30,XS_30,1.0,,,anne,anne,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_41,d_nikke_anne_miraclefairy_02,Choice,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_41,False,,XS_30,XS_30,1.0,,,anne,,d_nikke_anne_miraclefairy_02_43,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_42,d_nikke_anne_miraclefairy_02,Choice,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_42,False,,XS_30,XS_30,1.0,,,anne,,d_nikke_anne_miraclefairy_02_45,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_43,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_43,True,,XS_30,XS_30,1.0,,,anne,anne,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_44,d_nikke_anne_miraclefairy_02,Self,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_44,False,,XS_30,XS_30,1.0,,,anne,,d_nikke_anne_miraclefairy_02_47,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_45,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_45,True,,XS_30,XS_30,1.0,,,anne,anne,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_46,d_nikke_anne_miraclefairy_02,Self,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_46,False,,XS_30,XS_30,1.0,,,anne,,d_nikke_anne_miraclefairy_02_47,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_47,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_47,True,,XS_30,XS_300,2.0,,,anne,anne,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_48,d_nikke_anne_miraclefairy_02,Self,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_48,False,,XS_300,XS_300,1.0,,,anne,,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_49,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_49,True,,XS_300,XS_300,1.0,,none,anne,anne,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_50,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_50,True,,XS_300,2,1.0,,,emma_c,emma_c,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_51,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_51,True,,2,2,1.0,,,emma_c,emma_c,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_52,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_52,True,,2,2,1.0,,,anne,anne,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_53,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_53,True,,2,2,1.0,,bgm_story_inwonderland,anne,anne,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_54,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_54,True,,2,2,1.0,,,anne,anne,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_55,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_55,True,,2,10,2.0,,,emma_c,emma_c,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_56,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_56,True,,10,10,1.0,,,emma_c,emma_c,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_57,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_57,True,,10,10,1.0,,,emma_c,emma_c,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_58,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_58,True,,10,10,1.0,,,emma_c,emma_c,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_59,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_59,True,,XS_30,XS_30,1.0,,,anne,anne,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_60,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_60,True,,XS_30,10,2.0,,,emma_c,emma_c,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_61,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_61,True,,10,2,1.0,,,anne,anne,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_62,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_62,True,,2,2,1.0,,,emma_c,emma_c,,,3,shy,,1,delight,,,,,
d_nikke_anne_miraclefairy_02_63,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_63,True,,2,2,1.0,,,anne,anne,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_64,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_64,True,,2,2,1.0,,,emma_c,emma_c,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_65,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_65,True,,2,2,1.0,,,anne,anne,,,3,delight,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_66,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_66,True,,2,2,1.0,,,emma_c,emma_c,,,3,idle,,1,delight,,,,,
d_nikke_anne_miraclefairy_02_67,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_67,True,,2,XS_30,1.0,,,anne,anne,,,3,delight,,1,delight,,,,,
d_nikke_anne_miraclefairy_02_68,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_68,True,,XS_30,XS_30,1.0,,,anne,anne,,,3,delight,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_69,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_69,True,,XS_30,XS_30,1.0,,,anne,anne,,,3,delight,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_70,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_70,True,,XS_30,XS_30,1.0,,,anne,anne,,,3,delight,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_71,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_71,True,,XS_30,10,2.0,,,emma_c,emma_c,,,3,idle,,1,worry,,,,,
d_nikke_anne_miraclefairy_02_72,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_72,True,,10,10,1.0,,,emma_c,emma_c,,,3,idle,,1,delight,,,,,
d_nikke_anne_miraclefairy_02_73,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_73,True,,XS_30,XS_300,0.5,,,anne,anne,,,3,delight,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_74,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_74,True,,XS_300,XS_300,1.0,,,anne,anne,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_75,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_75,True,,10,10,1.0,,,emma_c,emma_c,,,3,shy,,1,delight,,,,,
d_nikke_anne_miraclefairy_02_76,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_76,True,,10,100,2.0,,,emma_c,emma_c,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_77,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_77,True,,100,100,1.0,,,emma_c,emma_c,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_78,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_78,True,,XS_300,XS_30,1.0,,,anne,anne,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_79,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_79,True,,10,10,1.0,,,emma_c,emma_c,,,3,shy,,1,delight,,,,,
d_nikke_anne_miraclefairy_02_80,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_80,True,,10,10,1.0,,,emma_c,emma_c,,,3,shy,,1,delight,,,,,
d_nikke_anne_miraclefairy_02_81,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_81,True,,10,XS_30,1.0,,,anne,anne,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_82,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_82,True,,XS_30,XS_30,1.0,,,anne,anne,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_83,d_nikke_anne_miraclefairy_02,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_83,False,,XS_30,XS_300,2.0,,,anne,,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_84,d_nikke_anne_miraclefairy_02,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_84,False,,XS_300,XS_30,0.5,,,anne,,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_85,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_85,True,,XS_30,XS_30,1.0,,,anne,anne,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_86,d_nikke_anne_miraclefairy_02,Self,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_86,False,,XS_30,XS_30,1.0,,,anne,,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_87,d_nikke_anne_miraclefairy_02,Self,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_87,False,,XS_30,XS_30,1.0,,,anne,,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_88,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_88,True,,XS_30,XS_30,1.0,,,anne,anne,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_89,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_89,True,,XS_30,XS_30,1.0,,,anne,anne,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_90,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_90,True,,10,10,1.0,,,emma_c,emma_c,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_91,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_91,True,,10,10,1.0,,,emma_c,emma_c,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_92,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_92,True,,10,10,1.0,,,emma_c,emma_c,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_93,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_93,True,,XS_30,XS_300,2.0,,,emma_c,emma_c,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_94,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_94,True,,XS_300,XS_300,1.0,,,emma_c,emma_c,,,3,shy,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_95,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_95,True,,XS_300,XS_300,1.0,,,anne,anne,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_96,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_96,True,,XS_300,XS_300,2.0,,,anne,anne,,,3,think,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_97,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_97,True,,XS_300,XS_30,0.5,,,anne,anne,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_98,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_98,True,,XS_30,2,1.0,,,emma_c,emma_c,,,3,idle,,1,delight,,,,,
d_nikke_anne_miraclefairy_02_99,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_99,True,,2,2,1.0,,,emma_c,emma_c,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_100,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_100,True,,2,2,1.0,,,emma_c,emma_c,,,3,idle,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_101,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_101,True,,2,2,1.0,,,anne,anne,,,3,delight,,1,idle,,,,,
d_nikke_anne_miraclefairy_02_102,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_102,True,,2,2,1.0,,,emma_c,emma_c,,,3,idle,,1,delight,,,,,
d_nikke_anne_miraclefairy_02_103,d_nikke_anne_miraclefairy_02,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_103,False,,2,XS_30,2.0,,,emma_c,,,,3,idle,,1,idle,emma_c,,,,
d_nikke_anne_miraclefairy_02_104,d_nikke_anne_miraclefairy_02,Self,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_104,False,,XS_30,XS_30,1.0,,,,,,,3,idle,,,,,,,,
d_nikke_anne_miraclefairy_02_105,d_nikke_anne_miraclefairy_02,Self,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_105,False,,XS_30,XS_30,1.0,,,,,,,3,idle,,,,,,,,
d_nikke_anne_miraclefairy_02_106,d_nikke_anne_miraclefairy_02,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_02_106,True,,XS_30,XS_30,1.0,,,anne,anne,,,3,delight,,,,,,,,
