id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_nikke_hongryeon_blackshadow_05_11,d_nikke_hongryeon_blackshadow_05,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_11,True,,14,14,1.0,,,,,5,angry,,,3,idle,,,1,delight,,,13,idle,,,15,idle,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_12,d_nikke_hongryeon_blackshadow_05,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_12,True,,14,130,1.0,,,,,5,angry,,,3,idle,,,1,delight,,,13,angry,,,15,idle,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_13,d_nikke_hongryeon_blackshadow_05,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_13,False,,130,130,1.0,,,,,5,angry,,,3,idle,,,1,delight,,,1,angry,hongryeon_o,,15,idle,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_14,d_nikke_hongryeon_blackshadow_05,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_14,True,,130,2,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,15,idle,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_15,d_nikke_hongryeon_blackshadow_05,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_15,True,,2,2,1.0,,,,,5,idle,,,3,no,,,1,idle,,,,,,,15,idle,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_16,d_nikke_hongryeon_blackshadow_05,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_16,False,,2,10,1.0,,,,,5,idle,,,3,no,,,1,think,,,,,,,15,idle,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_17,d_nikke_hongryeon_blackshadow_05,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_17,True,,10,10,1.0,,Grey,black,,5,idle,,,3,no,commander,,1,idle,,,,,,,15,idle,,dorothy,3,think,,rapunzel_o,13,idle,
d_nikke_hongryeon_blackshadow_05_18,d_nikke_hongryeon_blackshadow_05,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_18,True,,10,10,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_19,d_nikke_hongryeon_blackshadow_05,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_19,True,,130,130,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_20,d_nikke_hongryeon_blackshadow_05,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_20,True,,130,130,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_21,d_nikke_hongryeon_blackshadow_05,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_21,True,,130,130,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_22,d_nikke_hongryeon_blackshadow_05,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_22,True,,S_50,S_50,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_23,d_nikke_hongryeon_blackshadow_05,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_23,True,,S_50,S_50,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_24,d_nikke_hongryeon_blackshadow_05,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_24,True,,S_50,S_50,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_25,d_nikke_hongryeon_blackshadow_05,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_25,True,,150,150,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_26,d_nikke_hongryeon_blackshadow_05,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_26,True,,150,150,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_27,d_nikke_hongryeon_blackshadow_05,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_27,True,,150,150,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,smile,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_28,d_nikke_hongryeon_blackshadow_05,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_28,True,,30,30,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_29,d_nikke_hongryeon_blackshadow_05,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_29,True,,30,30,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_30,d_nikke_hongryeon_blackshadow_05,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_30,True,,30,30,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_31,d_nikke_hongryeon_blackshadow_05,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_31,True,,30,30,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_32,d_nikke_hongryeon_blackshadow_05,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_32,True,,30,1,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_33,d_nikke_hongryeon_blackshadow_05,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_33,True,,1,1,1.0,,Grey,,,5,idle,,,,,,,1,idle,,,,,,,15,idle,,,3,think,,,13,idle,
d_nikke_hongryeon_blackshadow_05_34,d_nikke_hongryeon_blackshadow_05,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_34,True,,2,2,1.0,,,black,,5,idle,snowwhite_o,commander,3,no,,,1,think,,,,,,,15,idle,redhood,,3,think,dorothy,,13,idle,rapunzel_o
d_nikke_hongryeon_blackshadow_05_35,d_nikke_hongryeon_blackshadow_05,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_35,False,,2,2,1.0,,,,,,,,,3,no,,,1,think,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_36,d_nikke_hongryeon_blackshadow_05,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_36,True,,2,2,1.0,,,,,,,,,3,no,,,1,think,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_37,d_nikke_hongryeon_blackshadow_05,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_37,True,,2,2,1.0,,,,,,,,,3,no,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_38,d_nikke_hongryeon_blackshadow_05,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_38,True,,2,2,1.0,,,,,,,,,3,no,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_39,d_nikke_hongryeon_blackshadow_05,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_39,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_40,d_nikke_hongryeon_blackshadow_05,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_40,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_41,d_nikke_hongryeon_blackshadow_05,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_41,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_42,d_nikke_hongryeon_blackshadow_05,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_42,False,Desert_02,1,1,1.0,event_bgm_redash_ashsmoke,,black,,,,,,3,idle,commander,,1,idle,liliweiss,hongryeon_o,1,angry,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_43,d_nikke_hongryeon_blackshadow_05,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_43,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_44,d_nikke_hongryeon_blackshadow_05,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_44,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_45,d_nikke_hongryeon_blackshadow_05,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_45,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_46,d_nikke_hongryeon_blackshadow_05,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_46,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_47,d_nikke_hongryeon_blackshadow_05,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_47,True,,1,10,1.0,,,,,,,,,,,,,,,,,1,go,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_48,d_nikke_hongryeon_blackshadow_05,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_48,True,,10,10,1.0,,,,,,,,,,,,,,,,,1,go,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_49,d_nikke_hongryeon_blackshadow_05,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_49,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,go,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_50,d_nikke_hongryeon_blackshadow_05,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_50,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,go,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_51,d_nikke_hongryeon_blackshadow_05,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_51,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,go,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_52,d_nikke_hongryeon_blackshadow_05,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_52,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,go,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_53,d_nikke_hongryeon_blackshadow_05,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_53,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,go,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_54,d_nikke_hongryeon_blackshadow_05,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_54,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,go,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_55,d_nikke_hongryeon_blackshadow_05,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_55,True,,10,14,1.0,,,,snowwhite_o,5,angry,,,,,,,,,,,1,go,,redhood,15,idle,,dorothy,3,idle,,rapunzel_o,13,idle,
d_nikke_hongryeon_blackshadow_05_56,d_nikke_hongryeon_blackshadow_05,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_56,True,,14,14,1.0,,,,,5,angry,,,,,,,,,,,1,go,,,15,idle,,,3,idle,,,13,idle,
d_nikke_hongryeon_blackshadow_05_57,d_nikke_hongryeon_blackshadow_05,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_57,True,,4,4,1.0,,,,,5,angry,,,,,,,,,,,1,go,,,15,idle,,,3,idle,,,13,idle,
d_nikke_hongryeon_blackshadow_05_58,d_nikke_hongryeon_blackshadow_05,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_58,True,,4,4,1.0,,,,,5,angry,,,,,,,,,,,1,go,,,15,idle,,,3,idle,,,13,idle,
d_nikke_hongryeon_blackshadow_05_59,d_nikke_hongryeon_blackshadow_05,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_59,True,,10,1,0.6,,,,,5,angry,,,,,,,,,,,1,surprise,,,15,idle,,,3,idle,,,13,idle,
d_nikke_hongryeon_blackshadow_05_60,d_nikke_hongryeon_blackshadow_05,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_60,False,,1,1,1.0,,,,,5,angry,,,,,,,,,,,1,idle,,,15,idle,,,3,idle,,,13,idle,
d_nikke_hongryeon_blackshadow_05_61,d_nikke_hongryeon_blackshadow_05,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_61,False,,1,1,1.0,,,,,5,angry,,,,,,,,,,,1,idle,,,15,idle,,,3,idle,,,13,idle,
d_nikke_hongryeon_blackshadow_05_62,d_nikke_hongryeon_blackshadow_05,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_62,False,,1,1,1.0,,,,,5,angry,,,,,,,,,,,1,idle,,,15,idle,,,3,idle,,,13,idle,
d_nikke_hongryeon_blackshadow_05_63,d_nikke_hongryeon_blackshadow_05,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_63,False,,1,1,1.0,,,,,5,angry,,,,,,,,,,,1,idle,,,15,idle,,,3,idle,,,13,idle,
d_nikke_hongryeon_blackshadow_05_64,d_nikke_hongryeon_blackshadow_05,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_64,False,,1,1,1.0,,,,,5,angry,,,,,,,,,,,1,idle,,,15,idle,,,3,idle,,,13,idle,
d_nikke_hongryeon_blackshadow_05_65,d_nikke_hongryeon_blackshadow_05,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_65,True,,150,150,1.0,,,,,5,angry,,,,,,,,,,,1,angry,,,15,angry,,,3,think,,,13,no,
d_nikke_hongryeon_blackshadow_05_66,d_nikke_hongryeon_blackshadow_05,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_66,True,,130,130,1.0,,,,,5,angry,,,,,,,,,,,1,angry,,,15,angry,,,3,think,,,13,no,
d_nikke_hongryeon_blackshadow_05_67,d_nikke_hongryeon_blackshadow_05,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_67,True,,S_50,S_50,1.0,,,,,5,angry,,,,,,,,,,,1,angry,,,15,angry,,,3,think,,,13,no,
d_nikke_hongryeon_blackshadow_05_68,d_nikke_hongryeon_blackshadow_05,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_68,True,,30,30,1.0,,,,,5,angry,,,,,,,,,,,1,angry,,,15,angry,,,3,think,,,13,no,
d_nikke_hongryeon_blackshadow_05_69,d_nikke_hongryeon_blackshadow_05,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_69,False,,1,1,1.0,,,,,5,angry,,,,,,,,,,,1,angry,,,15,angry,,,3,think,,,13,no,
d_nikke_hongryeon_blackshadow_05_70,d_nikke_hongryeon_blackshadow_05,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_70,True,,1,10,1.0,,,,,5,angry,,,,,,,,,,,1,angry,,,15,angry,,,3,think,,,13,no,
d_nikke_hongryeon_blackshadow_05_71,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_71,False,,10,10,1.0,,,,,5,angry,,,,,,,,,,,1,angry,,,15,angry,,,3,think,,,13,no,
d_nikke_hongryeon_blackshadow_05_72,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_72,False,,10,10,1.0,,,,,5,angry,,,,,,,,,,,1,angry,,,15,angry,,,3,think,,,13,no,
d_nikke_hongryeon_blackshadow_05_73,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_73,False,,10,10,1.0,,,,,5,angry,,,,,,,,,,,1,angry,,,15,angry,,,3,think,,,13,no,
d_nikke_hongryeon_blackshadow_05_74,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_74,False,White,10,1,1.0,,,,,5,angry,snowwhite_o,,,,,,,,,,1,sad,,,15,angry,redhood,,3,think,dorothy,,13,no,rapunzel_o
d_nikke_hongryeon_blackshadow_05_75,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_75,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,sad,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_76,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_76,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,sad,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_77,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_77,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,sad,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_78,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_78,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,sad,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_79,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_79,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,sad,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_80,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_80,False,,1,100,1.0,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_81,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_81,False,,100,100,1.0,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_82,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_82,False,,100,100,1.0,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_05_83,d_nikke_hongryeon_blackshadow_05,Monologue,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_05_83,False,,100,100,1.0,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,
