id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
d_nikke_ce_02_01_03_13,d_nikke_ce_02_01_03,Narration,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_13,False,,1,idle,,13,idle,,black,black,1.0,,
d_nikke_ce_02_01_03_14,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_14,False,,1,idle,,13,idle,,130,1300,1.0,,
d_nikke_ce_02_01_03_15,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_15,True,,1,idle,,13,idle,,1300,1300,1.0,,
d_nikke_ce_02_01_03_16,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_16,True,,1,idle,,13,idle,,1300,1300,1.0,,
d_nikke_ce_02_01_03_17,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_17,True,,1,idle,,13,idle,,1300,1300,1.0,,
d_nikke_ce_02_01_03_18,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_18,False,,1,idle,,13,idle,,1300,130,1.0,,
d_nikke_ce_02_01_03_19,d_nikke_ce_02_01_03,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_19,False,,1,idle,,13,idle,,130,170,2.0,,
d_nikke_ce_02_01_03_20,d_nikke_ce_02_01_03,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_20,False,,1,idle,,13,idle,,170,1700,1.0,,
d_nikke_ce_02_01_03_21,d_nikke_ce_02_01_03,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_21,False,,1,idle,,13,idle,,1700,1700,1.0,,
d_nikke_ce_02_01_03_22,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_22,True,,1,idle,,13,idle,,1700,1700,1.0,,
d_nikke_ce_02_01_03_23,d_nikke_ce_02_01_03,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_23,False,,1,idle,,13,idle,,1700,1700,1.0,,
d_nikke_ce_02_01_03_24,d_nikke_ce_02_01_03,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_24,False,,1,idle,,13,idle,,1700,170,1.0,,sfx_scn_paperfly
d_nikke_ce_02_01_03_25,d_nikke_ce_02_01_03,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_25,False,,1,idle,,13,idle,,170,170,1.0,,
d_nikke_ce_02_01_03_26,d_nikke_ce_02_01_03,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_26,False,,1,idle,,13,idle,,black,black,1.0,,
d_nikke_ce_02_01_03_27,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_27,False,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_28,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_28,False,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_29,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_29,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_30,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_30,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_31,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_31,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_32,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_32,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_33,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_33,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_34,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_34,True,,1,idle,,13,idle,,113,130,2.0,,
d_nikke_ce_02_01_03_35,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_35,True,,1,idle,,13,idle,,130,130,1.0,,
d_nikke_ce_02_01_03_36,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_36,True,,1,idle,,13,idle,,130,130,1.0,,
d_nikke_ce_02_01_03_37,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_37,True,,1,idle,,13,idle,,130,130,1.0,,
d_nikke_ce_02_01_03_38,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_38,True,,1,idle,,13,idle,,130,113,1.0,,
d_nikke_ce_02_01_03_39,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_39,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_40,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_40,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_41,d_nikke_ce_02_01_03,Narration,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_41,False,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_tablettouchs
d_nikke_ce_02_01_03_42,d_nikke_ce_02_01_03,Narration,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_42,False,,1,idle,,13,idle,,black,black,1.0,,
d_nikke_ce_02_01_03_43,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_43,False,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_44,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_44,False,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_45,d_nikke_ce_02_01_03,Narration,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_45,False,,1,idle,,13,idle,,113,113,1.0,,sfx_scn_successsignal
d_nikke_ce_02_01_03_46,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_46,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_47,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_47,False,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_48,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_48,True,,1,idle,,13,idle,,113,10,2.0,,
d_nikke_ce_02_01_03_49,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_49,True,,1,idle,,13,idle,,10,10,1.0,,
d_nikke_ce_02_01_03_50,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_50,True,,1,idle,,13,idle,,10,10,1.0,,
d_nikke_ce_02_01_03_51,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_51,True,,1,idle,,13,idle,,10,130,2.0,,
d_nikke_ce_02_01_03_52,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_52,True,,1,idle,,13,idle,,130,130,1.0,,
d_nikke_ce_02_01_03_53,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_53,True,,1,idle,,13,idle,,130,130,1.0,,
d_nikke_ce_02_01_03_54,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_54,True,,1,idle,,13,idle,,130,113,1.0,,
d_nikke_ce_02_01_03_55,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_55,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_56,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_56,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_57,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_57,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_58,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_58,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_59,d_nikke_ce_02_01_03,Narration,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_59,False,,1,idle,,13,idle,,113,113,1.0,,sfx_scn_tablettouchs
d_nikke_ce_02_01_03_60,d_nikke_ce_02_01_03,Narration,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_60,False,,1,idle,,13,idle,,black,black,1.0,,
d_nikke_ce_02_01_03_61,d_nikke_ce_02_01_03,Narration,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_61,False,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_windowclack
d_nikke_ce_02_01_03_62,d_nikke_ce_02_01_03,Narration,,,Locale_NikkeEpisode:d_nikke_ce_02_01_03_62,False,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_rustydooropen
d_nikke_ce_02_01_03_63,d_nikke_ce_02_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_03_63,False,,1,surprise,,13,idle,,113,113,1.0,,
d_nikke_ce_02_01_03_64,d_nikke_ce_02_01_03,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_03_64,False,,1,surprise,,13,idle,,113,113,1.0,,
