id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01,characters/1/hide_char_id,set_camera_shake,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id
d_nikke_noah_04_13,d_nikke_noah_04,Self,noah,Self,Locale_NikkeEpisode:d_nikke_noah_04_13,False,,12,pain,,1,1,1.0,,,,2,idle,Vignetting,,,,,,,,,,,
d_nikke_noah_04_14,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_14,True,,12,good,,1,1,1.0,,,,2,idle,Vignetting,,,,,,,,,,,
d_nikke_noah_04_15,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_15,True,,12,good,,1,1,1.0,,,,2,idle,Vignetting,,,,,,,,,,,
d_nikke_noah_04_16,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_16,True,,12,good,,1,1,1.0,,,,2,idle,Vignetting,,,,,,,,,,,
d_nikke_noah_04_17,d_nikke_noah_04,Narration,noah,Narration,Locale_NikkeEpisode:d_nikke_noah_04_17,False,,12,good,,1,S_120,1.0,,c232_sk1_shield,,2,idle,,,,,,,,,,,,
d_nikke_noah_04_18,d_nikke_noah_04,Monologue,noah,Monologue,Locale_NikkeEpisode:d_nikke_noah_04_18,False,,12,good,,S_120,S_120,1.0,,,,2,idle,,,,,,,,,,,,
d_nikke_noah_04_19,d_nikke_noah_04,Monologue,noah,Monologue,Locale_NikkeEpisode:d_nikke_noah_04_19,False,,12,good,,S_120,S_120,1.0,,,,2,idle,,,,,,,,,,,,
d_nikke_noah_04_20,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_20,True,,12,idle,,S_120,S_120,1.0,,,,2,idle,,,,,,,,,,,,
d_nikke_noah_04_21,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_21,True,,12,idle,,S_120,S_120,1.0,,,,2,idle,,,,,,,,,,,,
d_nikke_noah_04_22,d_nikke_noah_04,Narration,,Narration,Locale_NikkeEpisode:d_nikke_noah_04_22,False,,1,idle,,black,black,1.0,none,,,4,idle,,littlenikke,,,,,,,,,,
d_nikke_noah_04_23,d_nikke_noah_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_noah_04_23,False,,1,surprise,,7,7,1.0,bgm_spot_scardi_b,c232_fire_1,,,,,,Low_1,,,,,,,,,
d_nikke_noah_04_24,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_24,True,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_25,d_nikke_noah_04,Monologue,noah,Monologue,Locale_NikkeEpisode:d_nikke_noah_04_25,False,,1,surprise,,17,17,1.0,,bbg003_sk4_lasershot,,,,,,Low_1,,,,,,,,,
d_nikke_noah_04_26,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_26,True,,1,surprise,,17,S_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_27,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_27,True,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_28,d_nikke_noah_04,Choice,noah,,Locale_NikkeEpisode:d_nikke_noah_04_28,False,,1,surprise,,S_10,S_10,1.0,,,,,,,,,d_nikke_noah_04_30,,,,,,,,
d_nikke_noah_04_29,d_nikke_noah_04,Choice,noah,,Locale_NikkeEpisode:d_nikke_noah_04_29,False,,1,surprise,,S_10,S_10,1.0,,,,,,,,,d_nikke_noah_04_30,,,,,,,,
d_nikke_noah_04_30,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_30,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_31,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_31,True,,1,shy,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_32,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_32,True,,1,shy,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_33,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_33,True,,1,shy,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_34,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_34,True,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_35,d_nikke_noah_04,Choice,noah,,Locale_NikkeEpisode:d_nikke_noah_04_35,False,,1,surprise,,S_10,S_10,1.0,,,,,,,,,d_nikke_noah_04_37,,,,,,,,
d_nikke_noah_04_36,d_nikke_noah_04,Choice,noah,,Locale_NikkeEpisode:d_nikke_noah_04_36,False,,1,surprise,,S_10,S_10,1.0,,,,,,,,,d_nikke_noah_04_38,,,,,,,,
d_nikke_noah_04_37,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_37,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,d_nikke_noah_04_39,,,,,,,,
d_nikke_noah_04_38,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_38,True,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_39,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_39,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_40,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_40,True,,1,good,,S_10,17,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_41,d_nikke_noah_04,Narration,noah,Narration,Locale_NikkeEpisode:d_nikke_noah_04_41,False,,1,good,,17,17,0.5,,eba001_dead,,,,,,Low_1,,,,,,,,,
d_nikke_noah_04_42,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_42,True,,1,idle,,17,1,0.5,,,,,,,,,,,,,,,,,
d_nikke_noah_04_43,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_43,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_44,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_44,True,,1,idle,,1,1,1.0,,,littlenikke,4,idle,,,,,,,,,,,,
d_nikke_noah_04_45,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_45,True,,1,idle,,1,4,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_46,d_nikke_noah_04,Speech,noah,littlenikke,Locale_NikkeEpisode:d_nikke_noah_04_46,False,,1,idle,,4,4,1.0,none,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_47,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_47,True,,1,surprise,,4,4,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_48,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_48,True,,1,surprise,,4,S_40,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_49,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_49,True,,1,pain,,S_40,S_40,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_50,d_nikke_noah_04,Monologue,noah,Monologue,Locale_NikkeEpisode:d_nikke_noah_04_50,False,,1,pain,,black,black,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_51,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_51,True,,1,angry,,S_10,S_10,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_52,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_52,True,,1,angry,,S_10,S_10,1.0,bgm_story_crawlinganxiety,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_53,d_nikke_noah_04,Self,noah,Self,Locale_NikkeEpisode:d_nikke_noah_04_53,False,,1,angry,,S_10,S_10,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_54,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_54,True,,1,angry,,S_10,S_10,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_55,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_55,True,,1,pain,,S_10,S_10,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_56,d_nikke_noah_04,Self,noah,Self,Locale_NikkeEpisode:d_nikke_noah_04_56,False,,1,pain,,S_10,S_10,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_57,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_57,True,,1,surprise,,S_10,1,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_58,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_58,True,,1,surprise,,1,1,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_59,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_59,True,,1,surprise,,1,1,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_60,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_60,True,,1,surprise,,1,1,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_61,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_61,True,,1,surprise,,1,1,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_62,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_62,True,,1,pain,,1,1,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_63,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_63,True,,1,pain,,1,1,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_64,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_64,True,,1,pain,,1,1,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_65,d_nikke_noah_04,Self,noah,Self,Locale_NikkeEpisode:d_nikke_noah_04_65,False,,1,pain,,1,1,1.0,,,,4,idle,,,,,,,,,,,,
d_nikke_noah_04_66,d_nikke_noah_04,Narration,,Narration,Locale_NikkeEpisode:d_nikke_noah_04_66,False,,12,pain,Office,black,black,1.0,none,,,15,idle,,,,,alice,4,idle,,,,,
d_nikke_noah_04_67,d_nikke_noah_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_noah_04_67,True,,12,pain,,1,1,1.0,bgm_distress,,,15,idle,,,,,,4,idle,ludmilla,2,idle,,
d_nikke_noah_04_68,d_nikke_noah_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_noah_04_68,True,,12,pain,,1,1,1.0,,,,15,idle,,,,,,4,idle,,2,idle,,
d_nikke_noah_04_69,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_69,True,,12,pain,,1,1,1.0,,,,15,idle,,,,,,4,idle,,2,idle,,
d_nikke_noah_04_70,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_70,True,,12,pain,,1,1,1.0,,,,15,idle,,,,,,4,idle,,2,idle,,
d_nikke_noah_04_71,d_nikke_noah_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_noah_04_71,True,,12,pain,,1,1,1.0,,,,15,idle,,littlenikke,,,,4,idle,,2,think,,
d_nikke_noah_04_72,d_nikke_noah_04,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_noah_04_72,True,,12,pain,,1,3,0.5,,,,,,,,,,,4,delight,,2,think,,
d_nikke_noah_04_73,d_nikke_noah_04,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_noah_04_73,True,,12,pain,,3,3,1.0,,,,,,,,,,,4,delight,,2,think,,
d_nikke_noah_04_74,d_nikke_noah_04,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_noah_04_74,True,,12,pain,,3,3,1.0,,,,,,,,,,,4,idle,,2,think,,
d_nikke_noah_04_75,d_nikke_noah_04,Monologue,alice,Monologue,Locale_NikkeEpisode:d_nikke_noah_04_75,False,,12,pain,,black,black,1.0,,,,,,,,,,,4,idle,,2,think,,
d_nikke_noah_04_76,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_76,True,,12,pain,,1,1,1.0,,,,,,,,,,,4,idle,,2,think,,
d_nikke_noah_04_77,d_nikke_noah_04,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_noah_04_77,True,,12,pain,,1,3,1.0,,,,,,,,,,,4,surprise,,2,think,,
d_nikke_noah_04_78,d_nikke_noah_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_noah_04_78,True,,12,pain,,3,3,1.0,,,,,,,,,,,4,surprise,,2,think,,
d_nikke_noah_04_79,d_nikke_noah_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_noah_04_79,True,,12,pain,,3,3,1.0,,,,,,,,,,,4,surprise,,2,think,,
d_nikke_noah_04_80,d_nikke_noah_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_noah_04_80,True,,12,pain,,3,3,1.0,,,,,,,,,,,4,surprise,,2,idle,,
d_nikke_noah_04_81,d_nikke_noah_04,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_noah_04_81,True,,12,pain,,3,3,1.0,,,,,,,,,,,4,delight,,2,idle,,
d_nikke_noah_04_82,d_nikke_noah_04,Self,noah,Self,Locale_NikkeEpisode:d_nikke_noah_04_82,False,,12,pain,,3,12,1.0,,,,,,,,,,,4,delight,,2,idle,ludmilla,alice
d_nikke_noah_04_83,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_83,True,,12,pain,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_84,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_84,True,,12,pain,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_85,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_85,True,,12,pain,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_86,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_86,True,,12,pain,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_87,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_87,False,,12,shy,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_88,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_88,True,,12,shy,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_89,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_89,True,,12,shy,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_90,d_nikke_noah_04,Self,noah,Self,Locale_NikkeEpisode:d_nikke_noah_04_90,False,,12,shy,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_91,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_91,True,,12,pain,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_92,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_92,True,,12,pain,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_93,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_93,True,,12,pain,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_94,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_94,True,,12,pain,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_95,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_95,True,,12,pain,,12,12,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_96,d_nikke_noah_04,Choice,noah,,Locale_NikkeEpisode:d_nikke_noah_04_96,False,,12,pain,,12,12,1.0,,,,,,,,,d_nikke_noah_04_98,,,,,,,,
d_nikke_noah_04_97,d_nikke_noah_04,Choice,noah,,Locale_NikkeEpisode:d_nikke_noah_04_97,False,,12,pain,,12,12,1.0,,,,,,,,,d_nikke_noah_04_98,,,,,,,,
d_nikke_noah_04_98,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_98,True,,12,shy,,12,S_120,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_99,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_99,True,,12,shy,,S_120,S_120,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_100,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_100,True,,12,shy,,S_120,S_120,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_101,d_nikke_noah_04,Self,noah,Self,Locale_NikkeEpisode:d_nikke_noah_04_101,False,,12,shy,,S_120,S_120,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_102,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_102,True,,12,shy,,S_120,S_120,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_103,d_nikke_noah_04,Self,noah,Self,Locale_NikkeEpisode:d_nikke_noah_04_103,False,,12,shy,,S_120,S_120,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_104,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_104,True,,12,pain,,S_120,S_120,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_105,d_nikke_noah_04,Self,noah,Self,Locale_NikkeEpisode:d_nikke_noah_04_105,False,,12,pain,,S_120,S_120,1.0,,,,,,,,,,,,,,,,,
d_nikke_noah_04_106,d_nikke_noah_04,Speech,noah,noah,Locale_NikkeEpisode:d_nikke_noah_04_106,True,,12,shy,,S_120,S_120,1.0,,,,,,,,,,,,,,,,,
