id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_camera_shake,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,play_sound
d_nikke_snowwhite_04_37,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_37,False,,9,9,1.0,,,,snowwhite,,9,idle,,
d_nikke_snowwhite_04_38,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_38,False,,9,9,1.0,,,,snowwhite,,9,idle,,
d_nikke_snowwhite_04_39,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_39,False,,9,9,1.0,,,,snowwhite,,9,idle,,
d_nikke_snowwhite_04_40,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_40,True,,9,L_90,1.0,,,,snowwhite,,9,pain,,
d_nikke_snowwhite_04_41,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_41,False,,L_90,L_90,1.0,none,,,snowwhite,,9,pain,,
d_nikke_snowwhite_04_42,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_42,True,,L_90,L_90,1.0,,,,snowwhite,,9,idle,,
d_nikke_snowwhite_04_43,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_43,True,,L_90,L_90,1.0,,,,snowwhite,,9,idle,snowwhite,
d_nikke_snowwhite_04_44,d_nikke_snowwhite_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_04_44,False,WasteLand_02_n,black,black,1.0,,,,snowwhite,snowwhite,1,idle,,
d_nikke_snowwhite_04_45,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_45,True,,L_10,L_10,1.0,bgm_story_tuffguys,,,snowwhite,,1,angry,,
d_nikke_snowwhite_04_46,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_46,False,,L_10,L_190,0.5,,,,snowwhite,,1,angry,,
d_nikke_snowwhite_04_47,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_47,False,,L_190,L_190,1.0,,,,snowwhite,,1,angry,,
d_nikke_snowwhite_04_48,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_48,True,,L_10,L_10,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_49,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_49,True,,L_10,1,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_50,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_50,True,,1,1,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_51,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_51,False,,black,black,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_52,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_52,False,,black,black,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_53,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_53,False,,black,black,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_54,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_54,False,,1,L_10,0.7,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_55,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_55,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_56,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_56,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_57,d_nikke_snowwhite_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_04_57,False,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_58,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_58,False,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_59,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_59,True,,L_10,L_10,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_60,d_nikke_snowwhite_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_04_60,False,CityForest_03,black,black,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_61,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_61,True,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_62,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_62,True,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_63,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_63,True,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_64,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_64,True,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_65,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_65,True,,1,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_66,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_66,True,,L_10,L_10,1.0,,,,snowwhite,,1,pain,,
d_nikke_snowwhite_04_67,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_67,True,,L_10,L_10,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_68,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_68,False,,black,black,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_69,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_69,False,,black,black,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_70,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_70,True,,L_10,L_10,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_71,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_71,False,,L_10,L_10,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_72,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_72,True,,L_10,L_10,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_73,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_73,True,,L_10,L_10,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_74,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_74,True,,L_100,L_100,1.0,,,,snowwhite,,1,special,,
d_nikke_snowwhite_04_75,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_75,True,CityForest_001,black,black,1.0,none,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_76,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_76,True,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_77,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_77,False,,1,9,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_78,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_78,False,,9,9,1.0,bgm_recognition_b,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_79,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_79,True,,9,9,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_80,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_80,True,,9,1,2.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_81,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_81,False,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_82,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_82,False,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_83,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_83,True,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_84,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_84,False,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_85,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_85,True,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_86,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_86,True,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_87,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_87,True,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_88,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_88,False,,1,1,1.0,,,,snowwhite,,9,idle,snowwhite,
d_nikke_snowwhite_04_89,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_89,False,,1,9,1.0,,,,snowwhite,,9,idle,,
d_nikke_snowwhite_04_90,d_nikke_snowwhite_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_04_90,False,,9,9,1.0,,,Low_1,snowwhite,,9,idle,,sfx_scn_snowwhiterifle
d_nikke_snowwhite_04_91,d_nikke_snowwhite_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_04_91,False,,9,9,1.0,,,Low_1,snowwhite,,9,idle,,sfx_scn_gunfire
d_nikke_snowwhite_04_92,d_nikke_snowwhite_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_04_92,False,,9,9,1.0,,,Low_1,snowwhite,,9,idle,,sfx_scn_explosions
d_nikke_snowwhite_04_93,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_93,True,,black,black,1.0,,,,snowwhite,,9,idle,,
d_nikke_snowwhite_04_94,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_94,True,,black,black,1.0,,,,snowwhite,,9,idle,,
d_nikke_snowwhite_04_95,d_nikke_snowwhite_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_04_95,False,,black,black,1.0,,,,snowwhite,snowwhite,1,idle,snowwhite,
d_nikke_snowwhite_04_96,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_96,False,,1,1,1.0,bgm_recognition_a,,,snowwhite,snowwhite,1,idle,,
d_nikke_snowwhite_04_97,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_97,False,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_98,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_98,False,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_99,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_99,False,,1,1,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_100,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_100,False,,1,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_101,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_101,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_102,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_102,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_103,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_103,False,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_104,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_104,False,,black,black,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_105,d_nikke_snowwhite_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_04_105,False,,black,black,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_106,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_106,False,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_107,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_107,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_108,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_108,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_109,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_109,True,,L_10,L_10,1.0,,,,snowwhite,,1,pain,,
d_nikke_snowwhite_04_110,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_110,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_111,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_111,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_112,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_112,False,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_113,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_113,False,,L_10,L_100,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_114,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_114,True,,L_100,L_100,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_115,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_115,True,,L_100,L_100,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_116,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_116,False,,L_100,L_100,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_117,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_117,False,,L_100,L_100,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_118,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_118,True,,L_100,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_119,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_119,False,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_120,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_120,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_121,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_121,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_122,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_122,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_123,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_123,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_124,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_124,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_125,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_125,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_126,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_126,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_127,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_127,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_128,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_128,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_129,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_129,False,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_130,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_130,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_131,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_131,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_132,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_132,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_133,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_133,True,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_134,d_nikke_snowwhite_04,Self,Self,Locale_NikkeEpisode:d_nikke_snowwhite_04_134,False,,L_10,L_10,1.0,,,,snowwhite,,1,idle,,
d_nikke_snowwhite_04_135,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_135,True,,L_10,L_100,1.0,,,,snowwhite,,1,delight,,
d_nikke_snowwhite_04_136,d_nikke_snowwhite_04,Speech,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_04_136,True,,L_100,L_100,1.0,,,,snowwhite,,1,delight,,
