id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,jump_target,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/1/hide_char_id
d_nikke_emma_03_39,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_39,True,,marian_event_02_04,marian_event_02_04,1.0,,Grey,,,,,,,,,event,idle,,
d_nikke_emma_03_40,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_40,True,Hospital,black,black,1.0,,Grey,,,,emma,1,angry,,,event,idle,,marian_event_02
d_nikke_emma_03_41,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_41,True,,10,10,1.0,,Grey,,,emma,,1,angry,,,,,,
d_nikke_emma_03_42,d_nikke_emma_03,Self,,Locale_NikkeEpisode:d_nikke_emma_03_42,False,,10,10,1.0,,Grey,,,emma,,1,angry,,,,,,
d_nikke_emma_03_43,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_43,True,,10,10,1.0,,Grey,,,emma,,1,worry,,,,,,
d_nikke_emma_03_44,d_nikke_emma_03,Choice,,Locale_NikkeEpisode:d_nikke_emma_03_44,False,,10,10,1.0,,Grey,,d_nikke_emma_03_46,emma,,1,worry,,,,,,
d_nikke_emma_03_45,d_nikke_emma_03,Choice,,Locale_NikkeEpisode:d_nikke_emma_03_45,False,,10,10,1.0,,Grey,,d_nikke_emma_03_46,emma,,1,worry,,,,,,
d_nikke_emma_03_46,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_46,False,,10,10,1.0,,Grey,,,emma,,1,angry,,,,,,
d_nikke_emma_03_47,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_47,True,,10,10,1.0,,Grey,,,emma,,1,angry,,,,,,
d_nikke_emma_03_48,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_48,True,,10,10,1.0,,Grey,,,emma,,1,idle,,,,,,
d_nikke_emma_03_49,d_nikke_emma_03,Self,,Locale_NikkeEpisode:d_nikke_emma_03_49,False,,10,10,1.0,,Grey,,,emma,,1,idle,,,,,,
d_nikke_emma_03_50,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_50,True,,10,10,1.0,,Grey,,,emma,,1,idle,,,,,,
d_nikke_emma_03_51,d_nikke_emma_03,Self,,Locale_NikkeEpisode:d_nikke_emma_03_51,False,,10,10,1.0,,Grey,,,emma,,1,idle,,,,,,
d_nikke_emma_03_52,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_52,True,,10,100,1.0,,Grey,,,emma,,1,delight,,,,,,
d_nikke_emma_03_53,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_53,True,,100,100,1.0,,Grey,,,emma,,1,delight,,,,,,
d_nikke_emma_03_54,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_54,True,,100,100,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_55,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_55,True,,100,100,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_56,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_56,True,,100,100,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_57,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_57,True,,100,100,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_58,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_58,True,,100,100,1.0,,Grey,,,emma,,1,delight,,,,,,
d_nikke_emma_03_59,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_59,True,,100,100,1.0,,Grey,,,emma,,1,delight,,,,,,
d_nikke_emma_03_60,d_nikke_emma_03,Choice,,Locale_NikkeEpisode:d_nikke_emma_03_60,False,,100,100,1.0,,Grey,,d_nikke_emma_03_62,emma,,1,delight,,,,,,
d_nikke_emma_03_61,d_nikke_emma_03,Choice,,Locale_NikkeEpisode:d_nikke_emma_03_61,False,,100,100,1.0,,Grey,,d_nikke_emma_03_71,emma,,1,delight,,,,,,
d_nikke_emma_03_62,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_62,True,,100,10,1.0,,Grey,,,emma,,1,surprise,,,,,,
d_nikke_emma_03_63,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_63,True,,10,10,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_64,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_64,True,,10,10,1.0,,Grey,,,emma,,1,idle,,,,,,
d_nikke_emma_03_65,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_65,True,,10,10,1.0,,Grey,,,emma,,1,idle,,,,,,
d_nikke_emma_03_66,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_66,True,,10,10,1.0,,Grey,,,emma,,1,idle,,,,,,
d_nikke_emma_03_67,d_nikke_emma_03,Self,,Locale_NikkeEpisode:d_nikke_emma_03_67,False,,10,10,1.0,,Grey,,,emma,,1,idle,,,,,,
d_nikke_emma_03_68,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_68,True,,10,10,1.0,,Grey,,,emma,,1,delight,,,,,,
d_nikke_emma_03_69,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_69,True,,10,10,1.0,,Grey,,,emma,,1,delight,,,,,,
d_nikke_emma_03_70,d_nikke_emma_03,Self,,Locale_NikkeEpisode:d_nikke_emma_03_70,False,,10,10,1.0,,Grey,,d_nikke_emma_03_73,emma,,1,delight,,,,,,
d_nikke_emma_03_71,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_71,True,,100,10,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_72,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_72,True,,10,10,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_73,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_73,True,,10,10,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_74,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_74,True,,10,10,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_75,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_75,True,,10,10,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_76,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_76,True,,10,10,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_77,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_77,True,,10,10,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_78,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_78,True,,10,100,1.0,,Grey,,,emma,,1,delight,,,,,,
d_nikke_emma_03_79,d_nikke_emma_03,Monologue,,Locale_NikkeEpisode:d_nikke_emma_03_79,False,,100,100,1.0,,Grey,,,emma,,1,delight,,,,,,
d_nikke_emma_03_80,d_nikke_emma_03,Self,,Locale_NikkeEpisode:d_nikke_emma_03_80,False,,100,100,1.0,,Grey,,,emma,,1,delight,,,,,,
d_nikke_emma_03_81,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_81,True,,100,100,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_82,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_82,True,,100,100,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_83,d_nikke_emma_03,Monologue,,Locale_NikkeEpisode:d_nikke_emma_03_83,False,,100,100,1.0,,Grey,,,emma,,1,special,,,,,,
d_nikke_emma_03_84,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_84,True,,100,100,1.0,,Grey,Blur_Low,,emma,,1,special,,,,,,
d_nikke_emma_03_85,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_85,True,,100,100,1.0,,Grey,Blur_Middle,,emma,,1,special,,,,,,
d_nikke_emma_03_86,d_nikke_emma_03,Speech,emma,Locale_NikkeEpisode:d_nikke_emma_03_86,True,,black,black,1.0,,Grey,Blur_Middle,,emma,,1,special,emma,,,,,
