id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_image,set_camera_shake,set_filter_01,play_sound,conversation_id,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,highlight,speaker,characters/0/hide_char_id
d_nikke_dolla_03_20,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_20,True,,S_10,S_10,1.0,,,,,,,,,1,angry,,dolla,dolla,
d_nikke_dolla_03_21,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_21,True,,S_10,S_10,1.0,,,,,,,,,1,angry,,dolla,dolla,
d_nikke_dolla_03_22,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_22,True,,S_10,S_10,1.0,,,,,,,,,1,angry,,dolla,dolla,
d_nikke_dolla_03_23,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_23,True,,S_10,S_10,1.0,,,,,,,,,1,angry,,dolla,dolla,
d_nikke_dolla_03_24,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_24,True,,S_10,S_10,1.0,,,,,,,,,1,no,,dolla,dolla,
d_nikke_dolla_03_25,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_25,True,,S_10,S_10,1.0,,,,,,,,,1,no,,dolla,dolla,
d_nikke_dolla_03_26,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_26,True,,S_10,S_10,1.0,,,,,,,,,1,no,,dolla,dolla,
d_nikke_dolla_03_27,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_27,True,,S_10,S_10,1.0,none,,,,,,,,1,no,,dolla,dolla,
d_nikke_dolla_03_28,d_nikke_dolla_03,Monologue,Locale_NikkeEpisode:d_nikke_dolla_03_28,False,,S_10,S_10,1.0,,,,,,,,,1,no,,dolla,dolla,
d_nikke_dolla_03_29,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_29,True,,S_10,1,0.5,bgm_story_fairytalesend_if,,Low_2,,,,,,1,surprise,,dolla,dolla,
d_nikke_dolla_03_30,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_30,True,,1,1,1.0,,,,,,,,,1,surprise,,dolla,dolla,
d_nikke_dolla_03_31,d_nikke_dolla_03,Choice,Locale_NikkeEpisode:d_nikke_dolla_03_31,False,,1,1,1.0,,,,,,,,,1,surprise,d_nikke_dolla_03_33,dolla,,
d_nikke_dolla_03_32,d_nikke_dolla_03,Choice,Locale_NikkeEpisode:d_nikke_dolla_03_32,False,,1,1,1.0,,,,,,,,,1,surprise,d_nikke_dolla_03_35,dolla,,
d_nikke_dolla_03_33,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_33,True,,1,1,1.0,,,,,,,,,1,surprise,,dolla,dolla,
d_nikke_dolla_03_34,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_34,True,,1,1,1.0,,,,,,,,,1,no,d_nikke_dolla_03_38,dolla,dolla,
d_nikke_dolla_03_35,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_35,True,,1,1,1.0,,,,,,,,,1,no,,dolla,dolla,
d_nikke_dolla_03_36,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_36,True,,1,1,1.0,,,,,,,,,1,no,,dolla,dolla,
d_nikke_dolla_03_37,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_37,True,,1,1,1.0,,,,,,,,,1,no,d_nikke_dolla_03_38,dolla,dolla,
d_nikke_dolla_03_38,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_38,True,,1,S_10,2.0,,,,,,,,,1,angry,,dolla,dolla,
d_nikke_dolla_03_39,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_39,True,,S_10,S_10,1.0,,,,,,,,,1,angry,,dolla,dolla,
d_nikke_dolla_03_40,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_40,True,,S_10,S_10,1.0,,,,,,,,,1,angry,,dolla,dolla,
d_nikke_dolla_03_41,d_nikke_dolla_03,Choice,Locale_NikkeEpisode:d_nikke_dolla_03_41,False,,S_10,S_10,1.0,,,,,,,,,1,angry,d_nikke_dolla_03_43,dolla,,
d_nikke_dolla_03_42,d_nikke_dolla_03,Choice,Locale_NikkeEpisode:d_nikke_dolla_03_42,False,,S_10,S_10,1.0,,,,,,,,,1,angry,d_nikke_dolla_03_43,dolla,,
d_nikke_dolla_03_43,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_43,False,,S_10,S_10,1.0,,,,,,,,,1,surprise,,dolla,dolla,
d_nikke_dolla_03_44,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_44,True,,S_10,S_10,1.0,,,,,,,,,1,surprise,,dolla,dolla,
d_nikke_dolla_03_45,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_45,True,,S_10,S_10,1.0,,,,,,,,,1,good,,dolla,dolla,
d_nikke_dolla_03_46,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_46,True,,S_10,1,2.0,,,,,,,,,1,good,,dolla,dolla,
d_nikke_dolla_03_47,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_47,True,,1,1,1.0,,,,,,,,,1,idle,,dolla,dolla,
d_nikke_dolla_03_48,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_48,True,,1,1,1.0,,,,,,,,,1,idle,,dolla,dolla,
d_nikke_dolla_03_49,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_49,True,OuterRim,1,1,1.0,,,,Grey,,,,,1,idle,,dolla,dolla,dolla
d_nikke_dolla_03_50,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_50,True,,1,1,1.0,,,,Grey,,,,,1,idle,,dolla,dolla,
d_nikke_dolla_03_51,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_51,True,Hospital,1,1,1.0,,,,Grey,,,,,1,good,,dolla,dolla,
d_nikke_dolla_03_52,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_52,True,City_d,1,1,1.0,,,,,,,,dolla,1,good,,dolla,dolla,
d_nikke_dolla_03_53,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_53,True,,1,1,1.0,,,,,,,,,1,good,,dolla,dolla,
d_nikke_dolla_03_54,d_nikke_dolla_03,Choice,Locale_NikkeEpisode:d_nikke_dolla_03_54,False,,1,1,1.0,,,,,,,,,1,good,d_nikke_dolla_03_56,dolla,,
d_nikke_dolla_03_55,d_nikke_dolla_03,Choice,Locale_NikkeEpisode:d_nikke_dolla_03_55,False,,1,1,1.0,,,,,,,,,1,good,d_nikke_dolla_03_58,dolla,,
d_nikke_dolla_03_56,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_56,True,,1,1,1.0,,,,,,,,,1,no,,dolla,dolla,
d_nikke_dolla_03_57,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_57,True,,1,1,1.0,,,,,,,,,1,good,d_nikke_dolla_03_59,dolla,dolla,
d_nikke_dolla_03_58,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_58,True,,1,1,1.0,,,,,,,,,1,good,d_nikke_dolla_03_59,dolla,dolla,
d_nikke_dolla_03_59,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_59,True,,1,1,1.0,,,,,,,,,1,good,,dolla,dolla,
d_nikke_dolla_03_60,d_nikke_dolla_03,Monologue,Locale_NikkeEpisode:d_nikke_dolla_03_60,False,,black,black,1.0,,,,,,,,,1,good,,dolla,dolla,
d_nikke_dolla_03_61,d_nikke_dolla_03,Monologue,Locale_NikkeEpisode:d_nikke_dolla_03_61,False,,black,black,1.0,none,,,,,,,,1,good,,dolla,dolla,dolla
d_nikke_dolla_03_62,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_62,True,Restaurant,1,1,1.0,bgm_story_languor,,,,,,black,dolla,1,good,,dolla,dolla,
d_nikke_dolla_03_63,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_63,True,,1,1,1.0,,,,,,,,,1,surprise,,dolla,dolla,
d_nikke_dolla_03_64,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_64,True,,1,1,1.0,,,,,,,,,1,good,,dolla,dolla,
d_nikke_dolla_03_65,d_nikke_dolla_03,Choice,Locale_NikkeEpisode:d_nikke_dolla_03_65,False,,1,1,1.0,,,,,,,,,1,good,d_nikke_dolla_03_67,dolla,,
d_nikke_dolla_03_66,d_nikke_dolla_03,Choice,Locale_NikkeEpisode:d_nikke_dolla_03_66,False,,1,1,1.0,,,,,,,,,1,good,d_nikke_dolla_03_70,dolla,,
d_nikke_dolla_03_67,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_67,True,,1,1,1.0,,,,,,,,,1,good,,dolla,dolla,
d_nikke_dolla_03_68,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_68,True,,1,1,1.0,,,,,,,,,1,good,,dolla,dolla,
d_nikke_dolla_03_69,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_69,True,,1,1,1.0,,,,,,,,,1,good,d_nikke_dolla_03_72,dolla,dolla,
d_nikke_dolla_03_70,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_70,True,,1,1,1.0,,,,,,,,,1,good,,dolla,dolla,
d_nikke_dolla_03_71,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_71,True,,1,1,1.0,,,,,,,,,1,good,d_nikke_dolla_03_72,dolla,dolla,
d_nikke_dolla_03_72,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_72,True,,1,S_10,2.0,,,,,,,,,1,good,,dolla,dolla,
d_nikke_dolla_03_73,d_nikke_dolla_03,Speech,Locale_NikkeEpisode:d_nikke_dolla_03_73,True,,S_10,S_10,1.0,,,,,,,,,1,good,,dolla,dolla,
d_nikke_dolla_03_74,d_nikke_dolla_03,Narration,Locale_NikkeEpisode:d_nikke_dolla_03_74,False,,black,black,1.0,,,,,sfx_scn_car,,,,1,good,,,,dolla
